VARIABLE,TYPE,LABEL,GROUP
S2702PR_C01_001E,int,Estimate!!Total!!Subject!!Total civilian noninstitutionalized population,S2702PR
S2702PR_C01_002E,float,Estimate!!Total!!AGE!!Under 19 years,S2702PR
S2702PR_C01_003E,float,Estimate!!Total!!AGE!!Under 19 years!!Under 6 years,S2702PR
S2702PR_C01_004E,float,Estimate!!Total!!AGE!!Under 19 years!!6 to 18 years,S2702PR
S2702PR_C01_005E,float,Estimate!!Total!!AGE!!19 to 64 years,S2702PR
S2702PR_C01_006E,float,Estimate!!Total!!AGE!!19 to 64 years!!19 to 25 years,S2702PR
S2702PR_C01_007E,float,Estimate!!Total!!AGE!!19 to 64 years!!26 to 34 years,S2702PR
S2702PR_C01_008E,float,Estimate!!Total!!AGE!!19 to 64 years!!35 to 44 years,S2702PR
S2702PR_C01_009E,float,Estimate!!Total!!AGE!!19 to 64 years!!45 to 54 years,S2702PR
S2702PR_C01_010E,float,Estimate!!Total!!AGE!!19 to 64 years!!55 to 64 years,S2702PR
S2702PR_C01_011E,float,Estimate!!Total!!AGE!!65 years and older,S2702PR
S2702PR_C01_012E,float,Estimate!!Total!!AGE!!65 years and older!!65 to 74 years,S2702PR
S2702PR_C01_013E,float,Estimate!!Total!!AGE!!65 years and older!!75 years and older,S2702PR
S2702PR_C01_014E,float,Estimate!!Total!!Median age (years),S2702PR
S2702PR_C01_015E,float,Estimate!!Total!!Male,S2702PR
S2702PR_C01_016E,float,Estimate!!Total!!Female,S2702PR
S2702PR_C01_017E,float,Estimate!!Total!!One race,S2702PR
S2702PR_C01_018E,float,Estimate!!Total!!One race!!White alone,S2702PR
S2702PR_C01_019E,float,Estimate!!Total!!One race!!Black or African American alone,S2702PR
S2702PR_C01_020E,float,Estimate!!Total!!One race!!American Indian and Alaska Native alone,S2702PR
S2702PR_C01_021E,float,Estimate!!Total!!One race!!Asian alone,S2702PR
S2702PR_C01_022E,float,Estimate!!Total!!One race!!Native Hawaiian and Other Pacific Islander alone,S2702PR
S2702PR_C01_023E,float,Estimate!!Total!!One race!!Some other race alone,S2702PR
S2702PR_C01_024E,float,Estimate!!Total!!Two or more races,S2702PR
S2702PR_C01_025E,float,Estimate!!Total!!Hispanic or Latino (of any race),S2702PR
S2702PR_C01_026E,float,"Estimate!!Total!!White alone, not Hispanic or Latino",S2702PR
S2702PR_C01_027E,float,Estimate!!Total!!Native born,S2702PR
S2702PR_C01_028E,float,Estimate!!Total!!Foreign born,S2702PR
S2702PR_C01_029E,float,Estimate!!Total!!Foreign born!!Naturalized,S2702PR
S2702PR_C01_030E,float,Estimate!!Total!!Foreign born!!Not a citizen,S2702PR
S2702PR_C01_031E,float,Estimate!!Total!!With a disability,S2702PR
S2702PR_C01_032E,float,Estimate!!Total!!No disability,S2702PR
S2702PR_C01_033E,int,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over,S2702PR
S2702PR_C01_034E,float,Estimate!!Total!!Same house,S2702PR
S2702PR_C01_035E,float,Estimate!!Total!!Different House in Puerto Rico or the United States,S2702PR
S2702PR_C01_036E,float,Estimate!!Total!!Different House in Puerto Rico or the United States!!In Puerto Rico,S2702PR
S2702PR_C01_037E,float,Estimate!!Total!!Different House in Puerto Rico or the United States!!Same municipio,S2702PR
S2702PR_C01_038E,float,Estimate!!Total!!Different House in Puerto Rico or the United States!!Same municipio!!Different municipio,S2702PR
S2702PR_C01_039E,float,Estimate!!Total!!Different House in Puerto Rico or the United States!!Same municipio!!In the United States,S2702PR
S2702PR_C01_040E,float,Estimate!!Total!!Elsewhere,S2702PR
S2702PR_C01_041E,int,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over,S2702PR
S2702PR_C01_042E,float,Estimate!!Total!!Less than high school graduate,S2702PR
S2702PR_C01_043E,float,Estimate!!Total!!High school graduate (includes equivalency),S2702PR
S2702PR_C01_044E,float,Estimate!!Total!!Some college or associate's degree,S2702PR
S2702PR_C01_045E,float,Estimate!!Total!!Bachelor's degree or higher,S2702PR
S2702PR_C01_046E,int,Estimate!!Total!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over,S2702PR
S2702PR_C01_047E,float,Estimate!!Total!!In labor force,S2702PR
S2702PR_C01_048E,float,Estimate!!Total!!In labor force!!Employed,S2702PR
S2702PR_C01_049E,float,Estimate!!Total!!In labor force!!Unemployed,S2702PR
S2702PR_C01_050E,float,Estimate!!Total!!Not in labor force,S2702PR
S2702PR_C01_051E,int,Estimate!!Total!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years,S2702PR
S2702PR_C01_052E,float,"Estimate!!Total!!Worked full-time, year round in the past 12 months",S2702PR
S2702PR_C01_053E,float,"Estimate!!Total!!Worked less than full-time, year round in the past 12 months",S2702PR
S2702PR_C01_054E,float,Estimate!!Total!!Did not work,S2702PR
S2702PR_C01_055E,int,Estimate!!Total!!Did not work!!Civilian noninstitutionalized workers 16 years and over,S2702PR
S2702PR_C01_056E,float,Estimate!!Total!!Private for-profit wage and salary workers,S2702PR
S2702PR_C01_057E,float,Estimate!!Total!!Private for-profit wage and salary workers!!Employee of private company workers,S2702PR
S2702PR_C01_058E,float,Estimate!!Total!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2702PR
S2702PR_C01_059E,float,Estimate!!Total!!Private not-for-profit wage and salary workers,S2702PR
S2702PR_C01_060E,float,Estimate!!Total!!Local government workers,S2702PR
S2702PR_C01_061E,float,Estimate!!Total!!State government workers,S2702PR
S2702PR_C01_062E,float,Estimate!!Total!!Federal government workers,S2702PR
S2702PR_C01_063E,float,Estimate!!Total!!Self-employed workers in own not incorporated business workers,S2702PR
S2702PR_C01_064E,float,Estimate!!Total!!Unpaid family workers,S2702PR
S2702PR_C01_065E,float,"Estimate!!Total!!Agriculture, forestry, fishing and hunting, and mining",S2702PR
S2702PR_C01_066E,float,Estimate!!Total!!Construction,S2702PR
S2702PR_C01_067E,float,Estimate!!Total!!Manufacturing,S2702PR
S2702PR_C01_068E,float,Estimate!!Total!!Wholesale trade,S2702PR
S2702PR_C01_069E,float,Estimate!!Total!!Retail trade,S2702PR
S2702PR_C01_070E,float,"Estimate!!Total!!Transportation and warehousing, and utilities",S2702PR
S2702PR_C01_071E,float,Estimate!!Total!!Information,S2702PR
S2702PR_C01_072E,float,"Estimate!!Total!!Finance and insurance, and real estate and rental and leasing",S2702PR
S2702PR_C01_073E,float,"Estimate!!Total!!Professional, scientific, and management, and administrative and waste management services",S2702PR
S2702PR_C01_074E,float,"Estimate!!Total!!Educational services, and health care and social assistance",S2702PR
S2702PR_C01_075E,float,"Estimate!!Total!!Arts, entertainment, and recreation, and accommodation and food services",S2702PR
S2702PR_C01_076E,float,Estimate!!Total!!Other services (except public administration),S2702PR
S2702PR_C01_077E,float,Estimate!!Total!!Public administration,S2702PR
S2702PR_C01_078E,float,"Estimate!!Total!!Management, business, science, and arts occupations",S2702PR
S2702PR_C01_079E,float,Estimate!!Total!!Service occupations,S2702PR
S2702PR_C01_080E,float,Estimate!!Total!!Sales and office occupations,S2702PR
S2702PR_C01_081E,float,"Estimate!!Total!!Natural resources, construction, and maintenance occupations",S2702PR
S2702PR_C01_082E,float,"Estimate!!Total!!Production, transportation, and material moving occupations",S2702PR
S2702PR_C01_083E,int,Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and older with earnings,S2702PR
S2702PR_C01_084E,float,"Estimate!!Total!!$1 to $4,999 or loss",S2702PR
S2702PR_C01_085E,float,"Estimate!!Total!!$5,000 to $14,999",S2702PR
S2702PR_C01_086E,float,"Estimate!!Total!!$15,000 to $24,999",S2702PR
S2702PR_C01_087E,float,"Estimate!!Total!!$25,000 to $34,999",S2702PR
S2702PR_C01_088E,float,"Estimate!!Total!!$35,000 to $49,999",S2702PR
S2702PR_C01_089E,float,"Estimate!!Total!!$50,000 to $74,999",S2702PR
S2702PR_C01_090E,float,"Estimate!!Total!!$75,000 or more",S2702PR
S2702PR_C01_091E,int,Estimate!!Total!!Median earnings (dollars),S2702PR
S2702PR_C01_092E,int,Estimate!!Total!!HOUSEHOLD INCOME (IN 2018 INFLATION ADJUSTED DOLLARS)!!Total household population,S2702PR
S2702PR_C01_093E,float,"Estimate!!Total!!Under $25,000",S2702PR
S2702PR_C01_094E,float,"Estimate!!Total!!$25,000 to $49,999",S2702PR
S2702PR_C01_095E,float,"Estimate!!Total!!$50,000 to $74,999",S2702PR
S2702PR_C01_096E,float,"Estimate!!Total!!$75,000 to $99,999",S2702PR
S2702PR_C01_097E,float,"Estimate!!Total!!$100,000 and over",S2702PR
S2702PR_C01_098E,int,Estimate!!Total!!Median household income of householders,S2702PR
S2702PR_C01_099E,int,Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,S2702PR
S2702PR_C01_100E,float,Estimate!!Total!!Below 50 percent of the poverty level,S2702PR
S2702PR_C01_101E,float,Estimate!!Total!!50 to 99 percent of the poverty level,S2702PR
S2702PR_C01_102E,float,Estimate!!Total!!100 to 149 percent of the poverty level,S2702PR
S2702PR_C01_103E,float,Estimate!!Total!!150 to 199 percent of the poverty level,S2702PR
S2702PR_C01_104E,float,Estimate!!Total!!200 to 299 percent of the poverty level,S2702PR
S2702PR_C01_105E,float,Estimate!!Total!!At or above 300 percent of the poverty level,S2702PR
S2702PR_C02_001E,int,Estimate!!Total Uninsured!!Subject!!Total civilian noninstitutionalized population,S2702PR
S2702PR_C02_002E,float,Estimate!!Total Uninsured!!AGE!!Under 19 years,S2702PR
S2702PR_C02_003E,float,Estimate!!Total Uninsured!!AGE!!Under 19 years!!Under 6 years,S2702PR
S2702PR_C02_004E,float,Estimate!!Total Uninsured!!AGE!!Under 19 years!!6 to 18 years,S2702PR
S2702PR_C02_005E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years,S2702PR
S2702PR_C02_006E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!19 to 25 years,S2702PR
S2702PR_C02_007E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!26 to 34 years,S2702PR
S2702PR_C02_008E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!35 to 44 years,S2702PR
S2702PR_C02_009E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!45 to 54 years,S2702PR
S2702PR_C02_010E,float,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!55 to 64 years,S2702PR
S2702PR_C02_011E,float,Estimate!!Total Uninsured!!AGE!!65 years and older,S2702PR
S2702PR_C02_012E,float,Estimate!!Total Uninsured!!AGE!!65 years and older!!65 to 74 years,S2702PR
S2702PR_C02_013E,float,Estimate!!Total Uninsured!!AGE!!65 years and older!!75 years and older,S2702PR
S2702PR_C02_014E,float,Estimate!!Total Uninsured!!Median age (years),S2702PR
S2702PR_C02_015E,float,Estimate!!Total Uninsured!!Male,S2702PR
S2702PR_C02_016E,float,Estimate!!Total Uninsured!!Female,S2702PR
S2702PR_C02_017E,float,Estimate!!Total Uninsured!!One race,S2702PR
S2702PR_C02_018E,float,Estimate!!Total Uninsured!!One race!!White alone,S2702PR
S2702PR_C02_019E,float,Estimate!!Total Uninsured!!One race!!Black or African American alone,S2702PR
S2702PR_C02_020E,float,Estimate!!Total Uninsured!!One race!!American Indian and Alaska Native alone,S2702PR
S2702PR_C02_021E,float,Estimate!!Total Uninsured!!One race!!Asian alone,S2702PR
S2702PR_C02_022E,float,Estimate!!Total Uninsured!!One race!!Native Hawaiian and Other Pacific Islander alone,S2702PR
S2702PR_C02_023E,float,Estimate!!Total Uninsured!!One race!!Some other race alone,S2702PR
S2702PR_C02_024E,float,Estimate!!Total Uninsured!!Two or more races,S2702PR
S2702PR_C02_025E,float,Estimate!!Total Uninsured!!Hispanic or Latino (of any race),S2702PR
S2702PR_C02_026E,float,"Estimate!!Total Uninsured!!White alone, not Hispanic or Latino",S2702PR
S2702PR_C02_027E,float,Estimate!!Total Uninsured!!Native born,S2702PR
S2702PR_C02_028E,float,Estimate!!Total Uninsured!!Foreign born,S2702PR
S2702PR_C02_029E,float,Estimate!!Total Uninsured!!Foreign born!!Naturalized,S2702PR
S2702PR_C02_030E,float,Estimate!!Total Uninsured!!Foreign born!!Not a citizen,S2702PR
S2702PR_C02_031E,float,Estimate!!Total Uninsured!!With a disability,S2702PR
S2702PR_C02_032E,float,Estimate!!Total Uninsured!!No disability,S2702PR
S2702PR_C02_033E,int,Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over,S2702PR
S2702PR_C02_034E,float,Estimate!!Total Uninsured!!Same house,S2702PR
S2702PR_C02_035E,float,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States,S2702PR
S2702PR_C02_036E,float,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!In Puerto Rico,S2702PR
S2702PR_C02_037E,float,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio,S2702PR
S2702PR_C02_038E,float,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio!!Different municipio,S2702PR
S2702PR_C02_039E,float,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio!!In the United States,S2702PR
S2702PR_C02_040E,float,Estimate!!Total Uninsured!!Elsewhere,S2702PR
S2702PR_C02_041E,int,Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over,S2702PR
S2702PR_C02_042E,float,Estimate!!Total Uninsured!!Less than high school graduate,S2702PR
S2702PR_C02_043E,float,Estimate!!Total Uninsured!!High school graduate (includes equivalency),S2702PR
S2702PR_C02_044E,float,Estimate!!Total Uninsured!!Some college or associate's degree,S2702PR
S2702PR_C02_045E,float,Estimate!!Total Uninsured!!Bachelor's degree or higher,S2702PR
S2702PR_C02_046E,int,Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over,S2702PR
S2702PR_C02_047E,float,Estimate!!Total Uninsured!!In labor force,S2702PR
S2702PR_C02_048E,float,Estimate!!Total Uninsured!!In labor force!!Employed,S2702PR
S2702PR_C02_049E,float,Estimate!!Total Uninsured!!In labor force!!Unemployed,S2702PR
S2702PR_C02_050E,float,Estimate!!Total Uninsured!!Not in labor force,S2702PR
S2702PR_C02_051E,int,Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years,S2702PR
S2702PR_C02_052E,float,"Estimate!!Total Uninsured!!Worked full-time, year round in the past 12 months",S2702PR
S2702PR_C02_053E,float,"Estimate!!Total Uninsured!!Worked less than full-time, year round in the past 12 months",S2702PR
S2702PR_C02_054E,float,Estimate!!Total Uninsured!!Did not work,S2702PR
S2702PR_C02_055E,int,Estimate!!Total Uninsured!!Did not work!!Civilian noninstitutionalized workers 16 years and over,S2702PR
S2702PR_C02_056E,float,Estimate!!Total Uninsured!!Private for-profit wage and salary workers,S2702PR
S2702PR_C02_057E,float,Estimate!!Total Uninsured!!Private for-profit wage and salary workers!!Employee of private company workers,S2702PR
