VARIABLE,TYPE,LABEL,GROUP
B17020A_001E,int,Estimate!!Total,B17020A
B17020A_002E,int,Estimate!!Total!!Income in the past 12 months below poverty level,B17020A
B17020A_003E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 6 years,B17020A
B17020A_004E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,B17020A
B17020A_005E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,B17020A
B17020A_006E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,B17020A
B17020A_007E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!60 to 74 years,B17020A
B17020A_008E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!75 to 84 years,B17020A
B17020A_009E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!85 years and over,B17020A
B17020A_010E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level,B17020A
B17020A_011E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 6 years,B17020A
B17020A_012E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!6 to 11 years,B17020A
B17020A_013E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!12 to 17 years,B17020A
B17020A_014E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 59 years,B17020A
B17020A_015E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!60 to 74 years,B17020A
B17020A_016E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!75 to 84 years,B17020A
B17020A_017E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!85 years and over,B17020A
B17020A_001M,int,Margin of Error!!Total,B17020A
B17020A_002M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level,B17020A
B17020A_003M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Under 6 years,B17020A
B17020A_004M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,B17020A
B17020A_005M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,B17020A
B17020A_006M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,B17020A
