VARIABLE,TYPE,LABEL,GROUP
C19037A_001E,int,Estimate!!Total,C19037A
C19037A_002E,int,Estimate!!Total!!Householder under 25 years,C19037A
C19037A_003E,int,"Estimate!!Total!!Householder under 25 years!!Less than $10,000",C19037A
C19037A_004E,int,"Estimate!!Total!!Householder under 25 years!!$10,000 to $14,999",C19037A
C19037A_005E,int,"Estimate!!Total!!Householder under 25 years!!$15,000 to $24,999",C19037A
C19037A_006E,int,"Estimate!!Total!!Householder under 25 years!!$25,000 to $34,999",C19037A
C19037A_007E,int,"Estimate!!Total!!Householder under 25 years!!$35,000 to $49,999",C19037A
C19037A_008E,int,"Estimate!!Total!!Householder under 25 years!!$50,000 to $74,999",C19037A
C19037A_009E,int,"Estimate!!Total!!Householder under 25 years!!$75,000 to $99,999",C19037A
C19037A_010E,int,"Estimate!!Total!!Householder under 25 years!!$100,000 to $149,999",C19037A
C19037A_011E,int,"Estimate!!Total!!Householder under 25 years!!$150,000 to $199,999",C19037A
C19037A_012E,int,"Estimate!!Total!!Householder under 25 years!!$200,000 or more",C19037A
C19037A_013E,int,Estimate!!Total!!Householder 25 to 44 years,C19037A
C19037A_014E,int,"Estimate!!Total!!Householder 25 to 44 years!!Less than $10,000",C19037A
C19037A_015E,int,"Estimate!!Total!!Householder 25 to 44 years!!$10,000 to $14,999",C19037A
C19037A_016E,int,"Estimate!!Total!!Householder 25 to 44 years!!$15,000 to $24,999",C19037A
C19037A_017E,int,"Estimate!!Total!!Householder 25 to 44 years!!$25,000 to $34,999",C19037A
C19037A_018E,int,"Estimate!!Total!!Householder 25 to 44 years!!$35,000 to $49,999",C19037A
C19037A_019E,int,"Estimate!!Total!!Householder 25 to 44 years!!$50,000 to $74,999",C19037A
C19037A_020E,int,"Estimate!!Total!!Householder 25 to 44 years!!$75,000 to $99,999",C19037A
C19037A_021E,int,"Estimate!!Total!!Householder 25 to 44 years!!$100,000 to $149,999",C19037A
C19037A_022E,int,"Estimate!!Total!!Householder 25 to 44 years!!$150,000 to $199,999",C19037A
C19037A_023E,int,"Estimate!!Total!!Householder 25 to 44 years!!$200,000 or more",C19037A
C19037A_024E,int,Estimate!!Total!!Householder 45 to 64 years,C19037A
C19037A_025E,int,"Estimate!!Total!!Householder 45 to 64 years!!Less than $10,000",C19037A
C19037A_026E,int,"Estimate!!Total!!Householder 45 to 64 years!!$10,000 to $14,999",C19037A
C19037A_027E,int,"Estimate!!Total!!Householder 45 to 64 years!!$15,000 to $24,999",C19037A
C19037A_028E,int,"Estimate!!Total!!Householder 45 to 64 years!!$25,000 to $34,999",C19037A
C19037A_029E,int,"Estimate!!Total!!Householder 45 to 64 years!!$35,000 to $49,999",C19037A
C19037A_030E,int,"Estimate!!Total!!Householder 45 to 64 years!!$50,000 to $74,999",C19037A
C19037A_031E,int,"Estimate!!Total!!Householder 45 to 64 years!!$75,000 to $99,999",C19037A
C19037A_032E,int,"Estimate!!Total!!Householder 45 to 64 years!!$100,000 to $149,999",C19037A
C19037A_033E,int,"Estimate!!Total!!Householder 45 to 64 years!!$150,000 to $199,999",C19037A
C19037A_034E,int,"Estimate!!Total!!Householder 45 to 64 years!!$200,000 or more",C19037A
C19037A_035E,int,Estimate!!Total!!Householder 65 years and over,C19037A
C19037A_036E,int,"Estimate!!Total!!Householder 65 years and over!!Less than $10,000",C19037A
C19037A_037E,int,"Estimate!!Total!!Householder 65 years and over!!$10,000 to $14,999",C19037A
C19037A_038E,int,"Estimate!!Total!!Householder 65 years and over!!$15,000 to $24,999",C19037A
C19037A_039E,int,"Estimate!!Total!!Householder 65 years and over!!$25,000 to $34,999",C19037A
C19037A_040E,int,"Estimate!!Total!!Householder 65 years and over!!$35,000 to $49,999",C19037A
C19037A_041E,int,"Estimate!!Total!!Householder 65 years and over!!$50,000 to $74,999",C19037A
C19037A_042E,int,"Estimate!!Total!!Householder 65 years and over!!$75,000 to $99,999",C19037A
C19037A_043E,int,"Estimate!!Total!!Householder 65 years and over!!$100,000 to $149,999",C19037A
C19037A_044E,int,"Estimate!!Total!!Householder 65 years and over!!$150,000 to $199,999",C19037A
C19037A_045E,int,"Estimate!!Total!!Householder 65 years and over!!$200,000 or more",C19037A
C19037A_001M,int,Margin of Error!!Total,C19037A
C19037A_002M,int,Margin of Error!!Total!!Householder under 25 years,C19037A
C19037A_003M,int,"Margin of Error!!Total!!Householder under 25 years!!Less than $10,000",C19037A
C19037A_004M,int,"Margin of Error!!Total!!Householder under 25 years!!$10,000 to $14,999",C19037A
C19037A_005M,int,"Margin of Error!!Total!!Householder under 25 years!!$15,000 to $24,999",C19037A
C19037A_006M,int,"Margin of Error!!Total!!Householder under 25 years!!$25,000 to $34,999",C19037A
C19037A_007M,int,"Margin of Error!!Total!!Householder under 25 years!!$35,000 to $49,999",C19037A
C19037A_008M,int,"Margin of Error!!Total!!Householder under 25 years!!$50,000 to $74,999",C19037A
C19037A_009M,int,"Margin of Error!!Total!!Householder under 25 years!!$75,000 to $99,999",C19037A
C19037A_010M,int,"Margin of Error!!Total!!Householder under 25 years!!$100,000 to $149,999",C19037A
C19037A_011M,int,"Margin of Error!!Total!!Householder under 25 years!!$150,000 to $199,999",C19037A
C19037A_012M,int,"Margin of Error!!Total!!Householder under 25 years!!$200,000 or more",C19037A
C19037A_013M,int,Margin of Error!!Total!!Householder 25 to 44 years,C19037A
