VARIABLE,TYPE,LABEL,GROUP
S0103PR_C01_001E,int,Total!!Estimate!!Total population,S0103PR
S0103PR_C01_002E,float,Total!!Estimate!!SEX AND AGE!!Male,S0103PR
S0103PR_C01_003E,float,Total!!Estimate!!SEX AND AGE!!Female,S0103PR
S0103PR_C01_004E,float,Total!!Estimate!!Median age (years),S0103PR
S0103PR_C01_005E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,S0103PR
S0103PR_C01_006E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,S0103PR
S0103PR_C01_007E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,S0103PR
S0103PR_C01_008E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,S0103PR
S0103PR_C01_009E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,S0103PR
S0103PR_C01_010E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,S0103PR
S0103PR_C01_011E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,S0103PR
S0103PR_C01_012E,float,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S0103PR
S0103PR_C01_013E,float,Total!!Estimate!!Hispanic or Latino origin (of any race),S0103PR
S0103PR_C01_014E,float,"Total!!Estimate!!White alone, not Hispanic or Latino",S0103PR
S0103PR_C01_015E,int,Total!!Estimate!!RELATIONSHIP!!Population in households,S0103PR
S0103PR_C01_016E,float,Total!!Estimate!!RELATIONSHIP!!Householder or spouse,S0103PR
S0103PR_C01_017E,float,Total!!Estimate!!RELATIONSHIP!!Parent,S0103PR
S0103PR_C01_018E,float,Total!!Estimate!!RELATIONSHIP!!Other relatives,S0103PR
S0103PR_C01_019E,float,Total!!Estimate!!RELATIONSHIP!!Nonrelatives,S0103PR
S0103PR_C01_020E,float,Total!!Estimate!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,S0103PR
S0103PR_C01_021E,int,Total!!Estimate!!HOUSEHOLDS BY TYPE!!Households,S0103PR
S0103PR_C01_022E,float,Total!!Estimate!!HOUSEHOLDS BY TYPE!!Family households,S0103PR
S0103PR_C01_023E,float,Total!!Estimate!!HOUSEHOLDS BY TYPE!!Family households!!Married-couple family,S0103PR
S0103PR_C01_024E,float,"Total!!Estimate!!HOUSEHOLDS BY TYPE!!Family households!!Female householder, no husband present, family",S0103PR
S0103PR_C01_025E,float,Total!!Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households,S0103PR
S0103PR_C01_026E,float,Total!!Estimate!!HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone,S0103PR
S0103PR_C01_027E,int,Total!!Estimate!!MARITAL STATUS!!Population 15 years and over,S0103PR
S0103PR_C01_028E,float,"Total!!Estimate!!MARITAL STATUS!!Now married, except separated",S0103PR
S0103PR_C01_029E,float,Total!!Estimate!!MARITAL STATUS!!Widowed,S0103PR
S0103PR_C01_030E,float,Total!!Estimate!!MARITAL STATUS!!Divorced,S0103PR
S0103PR_C01_031E,float,Total!!Estimate!!MARITAL STATUS!!Separated,S0103PR
S0103PR_C01_032E,float,Total!!Estimate!!MARITAL STATUS!!Never married,S0103PR
S0103PR_C01_033E,int,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,S0103PR
S0103PR_C01_034E,float,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate,S0103PR
S0103PR_C01_035E,float,"Total!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative",S0103PR
S0103PR_C01_036E,float,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree,S0103PR
S0103PR_C01_037E,float,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher,S0103PR
S0103PR_C01_038E,int,Total!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over,S0103PR
S0103PR_C01_039E,float,Total!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Living with grandchild(ren),S0103PR
S0103PR_C01_040E,float,Total!!Estimate!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Living with grandchild(ren)!!Responsible for grandchild(ren),S0103PR
S0103PR_C01_041E,int,Total!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over,S0103PR
S0103PR_C01_042E,float,Total!!Estimate!!VETERAN STATUS!!Civilian veteran,S0103PR
S0103PR_C01_043E,int,Total!!Estimate!!DISABILITY STATUS!!Civilian noninstitutionalized population,S0103PR
S0103PR_C01_044E,float,Total!!Estimate!!DISABILITY STATUS!!With any disability,S0103PR
S0103PR_C01_045E,float,Total!!Estimate!!DISABILITY STATUS!!No disability,S0103PR
S0103PR_C01_046E,int,Total!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,S0103PR
