B01001B_001E,B01001B_001EA,B01001B_001M,B01001B_001MA,B01001B_002E,B01001B_002EA,B01001B_002M,B01001B_002MA,B01001B_003E,B01001B_003EA,B01001B_003M,B01001B_003MA,B01001B_004E,B01001B_004EA,B01001B_004M,B01001B_004MA,B01001B_005E,B01001B_005EA,B01001B_005M,B01001B_005MA,B01001B_006E,B01001B_006EA,B01001B_006M,B01001B_006MA,B01001B_007E,B01001B_007EA,B01001B_007M,B01001B_007MA,B01001B_008E,B01001B_008EA,B01001B_008M,B01001B_008MA,B01001B_009E,B01001B_009EA,B01001B_009M,B01001B_009MA,B01001B_010E,B01001B_010EA,B01001B_010M,B01001B_010MA,B01001B_011E,B01001B_011EA,B01001B_011M,B01001B_011MA,B01001B_012E,B01001B_012EA,B01001B_012M,B01001B_012MA,B01001B_013E,B01001B_013EA,B01001B_013M,B01001B_013MA,B01001B_014E,B01001B_014EA,B01001B_014M,B01001B_014MA,B01001B_015E,B01001B_015EA,B01001B_015M,B01001B_015MA,B01001B_016E,B01001B_016EA,B01001B_016M,B01001B_016MA,B01001B_017E,B01001B_017EA,B01001B_017M,B01001B_017MA,B01001B_018E,B01001B_018EA,B01001B_018M,B01001B_018MA,B01001B_019E,B01001B_019EA,B01001B_019M,B01001B_019MA,B01001B_020E,B01001B_020EA,B01001B_020M,B01001B_020MA,B01001B_021E,B01001B_021EA,B01001B_021M,B01001B_021MA,B01001B_022E,B01001B_022EA,B01001B_022M,B01001B_022MA,B01001B_023E,B01001B_023EA,B01001B_023M,B01001B_023MA,B01001B_024E,B01001B_024EA,B01001B_024M,B01001B_024MA,B01001B_025E,B01001B_025EA,B01001B_025M,B01001B_025MA,B01001B_026E,B01001B_026EA,B01001B_026M,B01001B_026MA,B01001B_027E,B01001B_027EA,B01001B_027M,B01001B_027MA,B01001B_028E,B01001B_028EA,B01001B_028M,B01001B_028MA,B01001B_029E,B01001B_029EA,B01001B_029M,B01001B_029MA,B01001B_030E,B01001B_030EA,B01001B_030M,B01001B_030MA,B01001B_031E,B01001B_031EA,B01001B_031M,B01001B_031MA,GEO_ID,NAME,state
1220643,null,5459,null,566475,null,4344,null,45732,null,2063,null,44917,null,2914,null,48275,null,2605,null,31713,null,1499,null,25858,null,2233,null,47997,null,2424,null,43306,null,2847,null,36920,null,2113,null,72435,null,2700,null,75154,null,2713,null,52462,null,1587,null,25678,null,1311,null,11974,null,1061,null,4054,null,909,null,654168,null,4451,null,44602,null,2232,null,47266,null,3241,null,46071,null,3376,null,31360,null,1430,null,24969,null,2148,null,55119,null,2596,null,46642,null,2041,null,39560,null,1475,null,89253,null,1951,null,92392,null,2078,null,63812,null,1290,null,37004,null,1304,null,23936,null,1390,null,12182,null,1626,null,0400000US01,Alabama,01
24883,null,3362,null,13591,null,1847,null,749,null,518,null,1185,null,629,null,809,null,528,null,866,null,559,null,101,null,117,null,2663,null,1113,null,1507,null,368,null,745,null,521,null,2585,null,879,null,1152,null,498,null,663,null,353,null,451,null,233,null,0,null,240,null,115,null,183,null,11292,null,2048,null,927,null,538,null,732,null,609,null,1179,null,872,null,389,null,306,null,969,null,474,null,738,null,359,null,732,null,541,null,1101,null,594,null,1253,null,757,null,1749,null,435,null,1323,null,364,null,90,null,127,null,57,null,57,null,53,null,99,null,0400000US02,Alaska,02
235758,null,5217,null,125234,null,3096,null,11477,null,1444,null,11072,null,1628,null,10131,null,1518,null,6952,null,714,null,3967,null,531,null,8862,null,819,null,11186,null,1281,null,9031,null,909,null,19256,null,1193,null,16912,null,923,null,9437,null,740,null,4347,null,583,null,2165,null,605,null,439,null,403,null,110524,null,3284,null,10810,null,1350,null,8187,null,1387,null,9700,null,1593,null,5242,null,576,null,3690,null,568,null,8070,null,799,null,8392,null,1224,null,7279,null,536,null,16336,null,944,null,14385,null,879,null,9143,null,759,null,5481,null,775,null,2042,null,650,null,1767,null,716,null,0400000US04,Arizona,04
442636,null,4009,null,212073,null,3287,null,18496,null,1488,null,18921,null,1776,null,18835,null,1768,null,12820,null,1116,null,9340,null,1412,null,20373,null,1889,null,14771,null,2201,null,11891,null,1440,null,27133,null,2087,null,27012,null,1590,null,17570,null,976,null,9494,null,1321,null,4464,null,878,null,953,null,423,null,230563,null,3114,null,15358,null,1531,null,18606,null,1551,null,17267,null,1754,null,12208,null,1324,null,9207,null,1319,null,19376,null,1738,null,16347,null,1552,null,14008,null,1271,null,31314,null,1701,null,32671,null,1362,null,21712,null,1059,null,11540,null,889,null,6976,null,1015,null,3973,null,675,null,0400000US05,Arkansas,05
2260601,null,14054,null,1115979,null,9567,null,77660,null,3250,null,78148,null,4028,null,88170,null,4114,null,58595,null,2288,null,46902,null,2013,null,100361,null,3654,null,82492,null,3133,null,73268,null,2489,null,166800,null,3306,null,162513,null,2413,null,95734,null,1340,null,52964,null,1012,null,23673,null,1395,null,8699,null,1258,null,1144622,null,7863,null,71385,null,2584,null,74228,null,4402,null,82720,null,4052,null,56772,null,1859,null,41841,null,2396,null,89119,null,2923,null,80037,null,2363,null,70610,null,1855,null,169989,null,2843,null,171634,null,1935,null,110973,null,1672,null,68633,null,1281,null,40386,null,2137,null,16295,null,2096,null,0400000US06,California,06
187556,null,4562,null,99045,null,2986,null,7097,null,1023,null,7155,null,1166,null,7574,null,1222,null,4560,null,745,null,2928,null,782,null,8527,null,1220,null,7521,null,960,null,7797,null,1007,null,15893,null,987,null,14338,null,1054,null,9650,null,1038,null,3470,null,482,null,2105,null,712,null,430,null,281,null,88511,null,3024,null,7125,null,1016,null,7118,null,1184,null,6983,null,1189,null,5601,null,886,null,2841,null,739,null,6094,null,853,null,6697,null,845,null,6378,null,900,null,11994,null,1104,null,13000,null,813,null,6961,null,574,null,4348,null,493,null,2498,null,768,null,873,null,346,null,0400000US08,Colorado,08
331149,null,5145,null,158159,null,3061,null,11778,null,1200,null,13044,null,1477,null,12799,null,1591,null,9351,null,738,null,5913,null,285,null,13361,null,598,null,12349,null,784,null,10522,null,920,null,25522,null,1185,null,20469,null,1067,null,12730,null,646,null,6637,null,296,null,3085,null,357,null,599,null,310,null,172990,null,3200,null,12356,null,987,null,10516,null,1365,null,13850,null,1685,null,8373,null,587,null,6461,null,676,null,12377,null,537,null,11945,null,701,null,11961,null,931,null,26396,null,1351,null,25445,null,1018,null,16728,null,605,null,9683,null,578,null,5403,null,757,null,1496,null,511,null,0400000US09,Connecticut,09
179664,null,2808,null,84000,null,1987,null,6519,null,890,null,7085,null,1290,null,6454,null,1226,null,4999,null,501,null,3617,null,704,null,7105,null,722,null,5784,null,444,null,5595,null,624,null,12449,null,653,null,11397,null,338,null,7007,null,340,null,3683,null,394,null,2096,null,432,null,210,null,178,null,95664,null,1302,null,7200,null,479,null,6000,null,1132,null,7358,null,1084,null,4725,null,477,null,3511,null,716,null,7069,null,869,null,6440,null,585,null,6640,null,223,null,14956,null,608,null,13786,null,289,null,9231,null,266,null,5079,null,315,null,2686,null,377,null,983,null,363,null,0400000US10,Delaware,10
316278,null,3298,null,142350,null,1811,null,9970,null,185,null,8666,null,1061,null,10923,null,1156,null,7245,null,392,null,4878,null,336,null,11013,null,467,null,10252,null,494,null,8455,null,265,null,18396,null,326,null,21220,null,461,null,15388,null,195,null,8878,null,145,null,5453,null,559,null,1613,null,539,null,173928,null,1804,null,9880,null,481,null,8853,null,1390,null,9625,null,1339,null,7583,null,233,null,5637,null,237,null,12643,null,477,null,12231,null,346,null,10147,null,345,null,22135,null,763,null,26208,null,354,null,20889,null,360,null,13217,null,268,null,9219,null,863,null,5661,null,834,null,0400000US11,District of Columbia,11
2815369,null,12463,null,1353959,null,7811,null,113615,null,4074,null,105630,null,5095,null,117798,null,5741,null,75638,null,2452,null,53201,null,2624,null,116780,null,3176,null,110134,null,2521,null,88484,null,3314,null,190421,null,4180,null,178270,null,3052,null,110532,null,2524,null,58859,null,1610,null,27792,null,1835,null,6805,null,1380,null,1461410,null,8406,null,111413,null,2656,null,105729,null,5173,null,110445,null,5100,null,69918,null,2029,null,52065,null,2361,null,117141,null,2821,null,113223,null,2456,null,99298,null,3022,null,207537,null,3153,null,201074,null,2852,null,132737,null,2108,null,78407,null,1858,null,48138,null,2402,null,14285,null,1965,null,0400000US12,Florida,12
