B20005F_001E,B20005F_001EA,B20005F_001M,B20005F_001MA,B20005F_002E,B20005F_002EA,B20005F_002M,B20005F_002MA,B20005F_003E,B20005F_003EA,B20005F_003M,B20005F_003MA,B20005F_004E,B20005F_004EA,B20005F_004M,B20005F_004MA,B20005F_005E,B20005F_005EA,B20005F_005M,B20005F_005MA,B20005F_006E,B20005F_006EA,B20005F_006M,B20005F_006MA,B20005F_007E,B20005F_007EA,B20005F_007M,B20005F_007MA,B20005F_008E,B20005F_008EA,B20005F_008M,B20005F_008MA,B20005F_009E,B20005F_009EA,B20005F_009M,B20005F_009MA,B20005F_010E,B20005F_010EA,B20005F_010M,B20005F_010MA,B20005F_011E,B20005F_011EA,B20005F_011M,B20005F_011MA,B20005F_012E,B20005F_012EA,B20005F_012M,B20005F_012MA,B20005F_013E,B20005F_013EA,B20005F_013M,B20005F_013MA,B20005F_014E,B20005F_014EA,B20005F_014M,B20005F_014MA,B20005F_015E,B20005F_015EA,B20005F_015M,B20005F_015MA,B20005F_016E,B20005F_016EA,B20005F_016M,B20005F_016MA,B20005F_017E,B20005F_017EA,B20005F_017M,B20005F_017MA,B20005F_018E,B20005F_018EA,B20005F_018M,B20005F_018MA,B20005F_019E,B20005F_019EA,B20005F_019M,B20005F_019MA,B20005F_020E,B20005F_020EA,B20005F_020M,B20005F_020MA,B20005F_021E,B20005F_021EA,B20005F_021M,B20005F_021MA,B20005F_022E,B20005F_022EA,B20005F_022M,B20005F_022MA,B20005F_023E,B20005F_023EA,B20005F_023M,B20005F_023MA,B20005F_024E,B20005F_024EA,B20005F_024M,B20005F_024MA,B20005F_025E,B20005F_025EA,B20005F_025M,B20005F_025MA,B20005F_026E,B20005F_026EA,B20005F_026M,B20005F_026MA,B20005F_027E,B20005F_027EA,B20005F_027M,B20005F_027MA,B20005F_028E,B20005F_028EA,B20005F_028M,B20005F_028MA,B20005F_029E,B20005F_029EA,B20005F_029M,B20005F_029MA,B20005F_030E,B20005F_030EA,B20005F_030M,B20005F_030MA,B20005F_031E,B20005F_031EA,B20005F_031M,B20005F_031MA,B20005F_032E,B20005F_032EA,B20005F_032M,B20005F_032MA,B20005F_033E,B20005F_033EA,B20005F_033M,B20005F_033MA,B20005F_034E,B20005F_034EA,B20005F_034M,B20005F_034MA,B20005F_035E,B20005F_035EA,B20005F_035M,B20005F_035MA,B20005F_036E,B20005F_036EA,B20005F_036M,B20005F_036MA,B20005F_037E,B20005F_037EA,B20005F_037M,B20005F_037MA,B20005F_038E,B20005F_038EA,B20005F_038M,B20005F_038MA,B20005F_039E,B20005F_039EA,B20005F_039M,B20005F_039MA,B20005F_040E,B20005F_040EA,B20005F_040M,B20005F_040MA,B20005F_041E,B20005F_041EA,B20005F_041M,B20005F_041MA,B20005F_042E,B20005F_042EA,B20005F_042M,B20005F_042MA,B20005F_043E,B20005F_043EA,B20005F_043M,B20005F_043MA,B20005F_044E,B20005F_044EA,B20005F_044M,B20005F_044MA,B20005F_045E,B20005F_045EA,B20005F_045M,B20005F_045MA,B20005F_046E,B20005F_046EA,B20005F_046M,B20005F_046MA,B20005F_047E,B20005F_047EA,B20005F_047M,B20005F_047MA,B20005F_048E,B20005F_048EA,B20005F_048M,B20005F_048MA,B20005F_049E,B20005F_049EA,B20005F_049M,B20005F_049MA,B20005F_050E,B20005F_050EA,B20005F_050M,B20005F_050MA,B20005F_051E,B20005F_051EA,B20005F_051M,B20005F_051MA,B20005F_052E,B20005F_052EA,B20005F_052M,B20005F_052MA,B20005F_053E,B20005F_053EA,B20005F_053M,B20005F_053MA,B20005F_054E,B20005F_054EA,B20005F_054M,B20005F_054MA,B20005F_055E,B20005F_055EA,B20005F_055M,B20005F_055MA,B20005F_056E,B20005F_056EA,B20005F_056M,B20005F_056MA,B20005F_057E,B20005F_057EA,B20005F_057M,B20005F_057MA,B20005F_058E,B20005F_058EA,B20005F_058M,B20005F_058MA,B20005F_059E,B20005F_059EA,B20005F_059M,B20005F_059MA,B20005F_060E,B20005F_060EA,B20005F_060M,B20005F_060MA,B20005F_061E,B20005F_061EA,B20005F_061M,B20005F_061MA,B20005F_062E,B20005F_062EA,B20005F_062M,B20005F_062MA,B20005F_063E,B20005F_063EA,B20005F_063M,B20005F_063MA,B20005F_064E,B20005F_064EA,B20005F_064M,B20005F_064MA,B20005F_065E,B20005F_065EA,B20005F_065M,B20005F_065MA,B20005F_066E,B20005F_066EA,B20005F_066M,B20005F_066MA,B20005F_067E,B20005F_067EA,B20005F_067M,B20005F_067MA,B20005F_068E,B20005F_068EA,B20005F_068M,B20005F_068MA,B20005F_069E,B20005F_069EA,B20005F_069M,B20005F_069MA,B20005F_070E,B20005F_070EA,B20005F_070M,B20005F_070MA,B20005F_071E,B20005F_071EA,B20005F_071M,B20005F_071MA,B20005F_072E,B20005F_072EA,B20005F_072M,B20005F_072MA,B20005F_073E,B20005F_073EA,B20005F_073M,B20005F_073MA,B20005F_074E,B20005F_074EA,B20005F_074M,B20005F_074MA,B20005F_075E,B20005F_075EA,B20005F_075M,B20005F_075MA,B20005F_076E,B20005F_076EA,B20005F_076M,B20005F_076MA,B20005F_077E,B20005F_077EA,B20005F_077M,B20005F_077MA,B20005F_078E,B20005F_078EA,B20005F_078M,B20005F_078MA,B20005F_079E,B20005F_079EA,B20005F_079M,B20005F_079MA,B20005F_080E,B20005F_080EA,B20005F_080M,B20005F_080MA,B20005F_081E,B20005F_081EA,B20005F_081M,B20005F_081MA,B20005F_082E,B20005F_082EA,B20005F_082M,B20005F_082MA,B20005F_083E,B20005F_083EA,B20005F_083M,B20005F_083MA,B20005F_084E,B20005F_084EA,B20005F_084M,B20005F_084MA,B20005F_085E,B20005F_085EA,B20005F_085M,B20005F_085MA,B20005F_086E,B20005F_086EA,B20005F_086M,B20005F_086MA,B20005F_087E,B20005F_087EA,B20005F_087M,B20005F_087MA,B20005F_088E,B20005F_088EA,B20005F_088M,B20005F_088MA,B20005F_089E,B20005F_089EA,B20005F_089M,B20005F_089MA,B20005F_090E,B20005F_090EA,B20005F_090M,B20005F_090MA,B20005F_091E,B20005F_091EA,B20005F_091M,B20005F_091MA,B20005F_092E,B20005F_092EA,B20005F_092M,B20005F_092MA,B20005F_093E,B20005F_093EA,B20005F_093M,B20005F_093MA,B20005F_094E,B20005F_094EA,B20005F_094M,B20005F_094MA,B20005F_095E,B20005F_095EA,B20005F_095M,B20005F_095MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
301681,null,15335,null,159475,null,9615,null,93728,null,7282,null,0,null,302,null,93728,null,7282,null,43,null,72,null,32,null,57,null,620,null,425,null,1275,null,844,null,2920,null,1154,null,3940,null,1480,null,4679,null,1321,null,3790,null,1700,null,7712,null,2431,null,6017,null,2082,null,10399,null,2468,null,11913,null,2291,null,10375,null,2218,null,6579,null,1426,null,6159,null,1543,null,2652,null,705,null,5702,null,1202,null,4021,null,1169,null,3329,null,1064,null,1571,null,598,null,65747,null,6005,null,27879,null,2942,null,37868,null,5241,null,6042,null,1522,null,3662,null,1143,null,5030,null,1447,null,2377,null,1020,null,3771,null,1179,null,2019,null,890,null,2365,null,769,null,2387,null,1324,null,2188,null,1179,null,2110,null,1318,null,1833,null,773,null,890,null,529,null,686,null,387,null,389,null,339,null,145,null,181,null,639,null,486,null,407,null,285,null,279,null,293,null,588,null,768,null,61,null,100,null,142206,null,7969,null,54009,null,4980,null,0,null,302,null,54009,null,4980,null,0,null,302,null,369,null,343,null,1222,null,720,null,1539,null,782,null,3591,null,1081,null,2481,null,790,null,3867,null,1069,null,3315,null,1273,null,5210,null,1403,null,3934,null,1199,null,6723,null,1571,null,6991,null,1620,null,3762,null,993,null,3669,null,1002,null,1944,null,947,null,1377,null,635,null,1748,null,919,null,678,null,429,null,1224,null,466,null,365,null,244,null,88197,null,5811,null,49782,null,3964,null,38415,null,3515,null,7095,null,1496,null,5670,null,1491,null,5522,null,1316,null,3379,null,991,null,5076,null,1242,null,2688,null,978,null,1695,null,706,null,1624,null,739,null,811,null,507,null,1156,null,720,null,1132,null,767,null,840,null,536,null,347,null,227,null,361,null,255,null,126,null,137,null,372,null,425,null,363,null,295,null,0,null,302,null,158,null,162,null,0,null,302,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3683855,null,45151,null,1926990,null,26763,null,1088954,null,20122,null,0,null,294,null,1088954,null,20122,null,1107,null,566,null,2914,null,856,null,11736,null,2397,null,13047,null,2472,null,57152,null,5235,null,48603,null,4749,null,83305,null,5214,null,63166,null,5129,null,81447,null,5833,null,60789,null,4963,null,108854,null,5462,null,102766,null,6454,null,78115,null,4953,null,77092,null,4985,null,47429,null,3939,null,57483,null,4391,null,68018,null,4792,null,43116,null,3837,null,44389,null,4303,null,38426,null,3651,null,838036,null,19343,null,377077,null,12592,null,460959,null,15021,null,51108,null,4167,null,49245,null,4233,null,50234,null,4473,null,34792,null,4179,null,53959,null,4305,null,27587,null,3520,null,35229,null,3925,null,19483,null,2882,null,23473,null,3104,null,14607,null,2372,null,24112,null,3007,null,18716,null,2764,null,12988,null,1988,null,11094,null,2070,null,6794,null,1479,null,6706,null,1715,null,9015,null,1614,null,3096,null,943,null,4241,null,1188,null,4480,null,1193,null,1756865,null,24034,null,598477,null,13894,null,0,null,294,null,598477,null,13894,null,492,null,412,null,2609,null,997,null,9001,null,1634,null,13738,null,2221,null,48269,null,4222,null,34928,null,3827,null,52440,null,3931,null,37596,null,3659,null,52650,null,4242,null,34259,null,3096,null,59904,null,4824,null,53698,null,4298,null,43850,null,3420,null,38635,null,3925,null,24267,null,2711,null,23554,null,2975,null,25610,null,2820,null,17501,null,2509,null,16738,null,2228,null,8738,null,1624,null,1158388,null,19500,null,696741,null,16004,null,461647,null,12522,null,74101,null,4874,null,53355,null,3792,null,62400,null,4918,null,48283,null,4281,null,64813,null,5023,null,29879,null,3024,null,32298,null,3484,null,15551,null,2206,null,16166,null,2255,null,10019,null,1799,null,17320,null,2323,null,9770,null,1526,null,7136,null,1493,null,4780,null,1333,null,3678,null,970,null,2073,null,655,null,4705,null,1122,null,2158,null,780,null,2037,null,838,null,1125,null,503,null,0400000US06,California,06
163247,null,9223,null,88611,null,6166,null,43973,null,3900,null,43,null,73,null,43930,null,3896,null,0,null,275,null,133,null,170,null,321,null,233,null,1426,null,842,null,2059,null,852,null,997,null,603,null,806,null,544,null,1838,null,807,null,3806,null,1218,null,2628,null,1023,null,4708,null,1406,null,4021,null,1104,null,4997,null,1364,null,3677,null,1189,null,1924,null,719,null,2734,null,834,null,2581,null,929,null,1461,null,618,null,2185,null,918,null,1628,null,814,null,44638,null,4477,null,15772,null,2276,null,28866,null,3970,null,4512,null,1576,null,2380,null,861,null,4022,null,1506,null,1367,null,667,null,3729,null,1059,null,1890,null,920,null,2425,null,1094,null,818,null,622,null,1431,null,646,null,1651,null,777,null,850,null,541,null,1728,null,941,null,143,null,178,null,562,null,325,null,342,null,181,null,87,null,143,null,453,null,370,null,110,null,138,null,261,null,250,null,105,null,124,null,74636,null,4477,null,27066,null,2732,null,0,null,275,null,27066,null,2732,null,0,null,275,null,0,null,275,null,440,null,381,null,442,null,323,null,2417,null,921,null,1510,null,703,null,2004,null,851,null,2376,null,911,null,1483,null,540,null,1431,null,675,null,3032,null,877,null,3982,null,1107,null,2087,null,813,null,958,null,427,null,1755,null,706,null,935,null,431,null,663,null,410,null,613,null,533,null,545,null,377,null,393,null,354,null,47570,null,4189,null,25399,null,3452,null,22171,null,2669,null,3624,null,855,null,2880,null,878,null,2412,null,957,null,1706,null,789,null,4308,null,1259,null,714,null,424,null,1089,null,549,null,830,null,375,null,779,null,454,null,266,null,396,null,1779,null,687,null,555,null,423,null,920,null,586,null,59,null,98,null,23,null,55,null,63,null,98,null,164,null,164,null,0,null,275,null,0,null,275,null,0,null,275,null,0400000US08,Colorado,08
115842,null,7415,null,58053,null,4510,null,28257,null,3463,null,0,null,275,null,28257,null,3463,null,0,null,275,null,259,null,263,null,50,null,82,null,1050,null,512,null,557,null,423,null,241,null,290,null,951,null,739,null,1308,null,706,null,1788,null,753,null,502,null,422,null,3193,null,1112,null,5857,null,1592,null,2566,null,769,null,2909,null,1008,null,1633,null,745,null,1412,null,609,null,1689,null,665,null,931,null,590,null,836,null,511,null,525,null,359,null,29796,null,2622,null,13144,null,1913,null,16652,null,2328,null,2395,null,903,null,2026,null,710,null,2130,null,824,null,1509,null,754,null,2338,null,937,null,644,null,380,null,1031,null,516,null,923,null,626,null,888,null,524,null,177,null,180,null,550,null,444,null,656,null,492,null,161,null,158,null,16,null,27,null,237,null,231,null,230,null,385,null,56,null,92,null,181,null,219,null,504,null,434,null,0,null,275,null,57789,null,3761,null,21229,null,2570,null,0,null,275,null,21229,null,2570,null,0,null,275,null,367,null,395,null,285,null,271,null,169,null,215,null,486,null,370,null,614,null,421,null,1743,null,859,null,875,null,495,null,1181,null,671,null,1311,null,613,null,3833,null,1259,null,3016,null,955,null,1522,null,633,null,1210,null,652,null,760,null,489,null,948,null,531,null,1035,null,677,null,1047,null,653,null,536,null,407,null,291,null,217,null,36560,null,3387,null,20042,null,2637,null,16518,null,1862,null,2439,null,655,null,2617,null,767,null,1874,null,713,null,1754,null,663,null,2056,null,945,null,1290,null,744,null,993,null,518,null,458,null,344,null,671,null,416,null,441,null,293,null,383,null,345,null,840,null,571,null,0,null,275,null,45,null,75,null,172,null,293,null,102,null,87,null,124,null,151,null,44,null,71,null,93,null,112,null,122,null,196,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
354131,null,16752,null,186873,null,9999,null,102789,null,6998,null,0,null,305,null,102789,null,6998,null,130,null,155,null,699,null,511,null,838,null,697,null,1509,null,1051,null,4969,null,1509,null,3811,null,1637,null,5608,null,1710,null,5702,null,1563,null,6577,null,1601,null,7643,null,2020,null,14902,null,2948,null,15684,null,2706,null,8245,null,1916,null,5723,null,1457,null,4384,null,1187,null,3776,null,1078,null,5144,null,1504,null,2500,null,836,null,1980,null,796,null,2965,null,941,null,84084,null,6560,null,30636,null,2879,null,53448,null,5636,null,5998,null,1539,null,4498,null,868,null,6357,null,1985,null,2817,null,841,null,8911,null,2050,null,2341,null,719,null,3887,null,1223,null,4075,null,1478,null,2690,null,814,null,1850,null,1022,null,3540,null,1503,null,2115,null,1064,null,1174,null,742,null,515,null,360,null,591,null,369,null,302,null,223,null,483,null,408,null,225,null,265,null,717,null,462,null,362,null,411,null,167258,null,9415,null,59880,null,5031,null,0,null,305,null,59880,null,5031,null,0,null,305,null,57,null,95,null,596,null,464,null,1719,null,799,null,3814,null,1286,null,4056,null,1189,null,4670,null,1421,null,3949,null,1195,null,5481,null,1394,null,3392,null,1146,null,8393,null,1660,null,7795,null,1513,null,4439,null,1338,null,3359,null,962,null,2661,null,911,null,2017,null,713,null,1250,null,577,null,1275,null,578,null,454,null,223,null,503,null,390,null,107378,null,7227,null,60735,null,4724,null,46643,null,4886,null,8182,null,1887,null,5057,null,1442,null,5973,null,1569,null,5033,null,1418,null,6256,null,1495,null,2213,null,826,null,2511,null,859,null,2654,null,873,null,1958,null,846,null,1199,null,620,null,1345,null,742,null,1054,null,655,null,1285,null,774,null,961,null,474,null,91,null,105,null,187,null,203,null,232,null,236,null,113,null,136,null,272,null,282,null,67,null,111,null,0400000US12,Florida,12
