B24010B_001E,B24010B_001EA,B24010B_001M,B24010B_001MA,B24010B_002E,B24010B_002EA,B24010B_002M,B24010B_002MA,B24010B_003E,B24010B_003EA,B24010B_003M,B24010B_003MA,B24010B_004E,B24010B_004EA,B24010B_004M,B24010B_004MA,B24010B_005E,B24010B_005EA,B24010B_005M,B24010B_005MA,B24010B_006E,B24010B_006EA,B24010B_006M,B24010B_006MA,B24010B_007E,B24010B_007EA,B24010B_007M,B24010B_007MA,B24010B_008E,B24010B_008EA,B24010B_008M,B24010B_008MA,B24010B_009E,B24010B_009EA,B24010B_009M,B24010B_009MA,B24010B_010E,B24010B_010EA,B24010B_010M,B24010B_010MA,B24010B_011E,B24010B_011EA,B24010B_011M,B24010B_011MA,B24010B_012E,B24010B_012EA,B24010B_012M,B24010B_012MA,B24010B_013E,B24010B_013EA,B24010B_013M,B24010B_013MA,B24010B_014E,B24010B_014EA,B24010B_014M,B24010B_014MA,B24010B_015E,B24010B_015EA,B24010B_015M,B24010B_015MA,B24010B_016E,B24010B_016EA,B24010B_016M,B24010B_016MA,B24010B_017E,B24010B_017EA,B24010B_017M,B24010B_017MA,B24010B_018E,B24010B_018EA,B24010B_018M,B24010B_018MA,B24010B_019E,B24010B_019EA,B24010B_019M,B24010B_019MA,B24010B_020E,B24010B_020EA,B24010B_020M,B24010B_020MA,B24010B_021E,B24010B_021EA,B24010B_021M,B24010B_021MA,B24010B_022E,B24010B_022EA,B24010B_022M,B24010B_022MA,B24010B_023E,B24010B_023EA,B24010B_023M,B24010B_023MA,B24010B_024E,B24010B_024EA,B24010B_024M,B24010B_024MA,B24010B_025E,B24010B_025EA,B24010B_025M,B24010B_025MA,B24010B_026E,B24010B_026EA,B24010B_026M,B24010B_026MA,B24010B_027E,B24010B_027EA,B24010B_027M,B24010B_027MA,B24010B_028E,B24010B_028EA,B24010B_028M,B24010B_028MA,B24010B_029E,B24010B_029EA,B24010B_029M,B24010B_029MA,B24010B_030E,B24010B_030EA,B24010B_030M,B24010B_030MA,B24010B_031E,B24010B_031EA,B24010B_031M,B24010B_031MA,B24010B_032E,B24010B_032EA,B24010B_032M,B24010B_032MA,B24010B_033E,B24010B_033EA,B24010B_033M,B24010B_033MA,B24010B_034E,B24010B_034EA,B24010B_034M,B24010B_034MA,B24010B_035E,B24010B_035EA,B24010B_035M,B24010B_035MA,B24010B_036E,B24010B_036EA,B24010B_036M,B24010B_036MA,B24010B_037E,B24010B_037EA,B24010B_037M,B24010B_037MA,B24010B_038E,B24010B_038EA,B24010B_038M,B24010B_038MA,B24010B_039E,B24010B_039EA,B24010B_039M,B24010B_039MA,B24010B_040E,B24010B_040EA,B24010B_040M,B24010B_040MA,B24010B_041E,B24010B_041EA,B24010B_041M,B24010B_041MA,B24010B_042E,B24010B_042EA,B24010B_042M,B24010B_042MA,B24010B_043E,B24010B_043EA,B24010B_043M,B24010B_043MA,B24010B_044E,B24010B_044EA,B24010B_044M,B24010B_044MA,B24010B_045E,B24010B_045EA,B24010B_045M,B24010B_045MA,B24010B_046E,B24010B_046EA,B24010B_046M,B24010B_046MA,B24010B_047E,B24010B_047EA,B24010B_047M,B24010B_047MA,B24010B_048E,B24010B_048EA,B24010B_048M,B24010B_048MA,B24010B_049E,B24010B_049EA,B24010B_049M,B24010B_049MA,B24010B_050E,B24010B_050EA,B24010B_050M,B24010B_050MA,B24010B_051E,B24010B_051EA,B24010B_051M,B24010B_051MA,B24010B_052E,B24010B_052EA,B24010B_052M,B24010B_052MA,B24010B_053E,B24010B_053EA,B24010B_053M,B24010B_053MA,B24010B_054E,B24010B_054EA,B24010B_054M,B24010B_054MA,B24010B_055E,B24010B_055EA,B24010B_055M,B24010B_055MA,B24010B_056E,B24010B_056EA,B24010B_056M,B24010B_056MA,B24010B_057E,B24010B_057EA,B24010B_057M,B24010B_057MA,B24010B_058E,B24010B_058EA,B24010B_058M,B24010B_058MA,B24010B_059E,B24010B_059EA,B24010B_059M,B24010B_059MA,B24010B_060E,B24010B_060EA,B24010B_060M,B24010B_060MA,B24010B_061E,B24010B_061EA,B24010B_061M,B24010B_061MA,B24010B_062E,B24010B_062EA,B24010B_062M,B24010B_062MA,B24010B_063E,B24010B_063EA,B24010B_063M,B24010B_063MA,GEO_ID,NAME,state
489661,null,8069,null,222081,null,5609,null,36400,null,3544,null,14979,null,2142,null,10888,null,1795,null,21,null,38,null,4070,null,1287,null,21421,null,2573,null,3100,null,800,null,3773,null,1317,null,489,null,327,null,2416,null,770,null,233,null,234,null,6433,null,1740,null,1359,null,553,null,3618,null,944,null,44666,null,3640,null,2150,null,933,null,9104,null,1667,null,13395,null,1905,null,15890,null,2350,null,4127,null,1425,null,38638,null,3536,null,16927,null,2352,null,21711,null,2895,null,2789,null,1081,null,30666,null,2698,null,18326,null,2382,null,12340,null,2162,null,68922,null,4433,null,33136,null,3491,null,35786,null,3036,null,267580,null,6220,null,72328,null,3712,null,19646,null,2343,null,11004,null,1874,null,83,null,134,null,8559,null,1400,null,52682,null,4061,null,1409,null,577,null,975,null,550,null,595,null,301,null,5699,null,1181,null,635,null,413,null,23460,null,2549,null,1255,null,535,null,18654,null,2209,null,70536,null,4544,null,18261,null,2500,null,3851,null,1038,null,21473,null,2714,null,14007,null,1990,null,12944,null,1817,null,87566,null,4270,null,36593,null,3691,null,50973,null,3655,null,757,null,499,null,2688,null,1102,null,1141,null,627,null,1547,null,889,null,33705,null,3027,null,25086,null,2743,null,8619,null,1459,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
99994,null,3325,null,54849,null,2586,null,14020,null,2174,null,5455,null,1495,null,4756,null,1493,null,0,null,302,null,699,null,401,null,8565,null,1734,null,1628,null,829,null,1419,null,612,null,130,null,215,null,2191,null,1135,null,280,null,280,null,1230,null,619,null,684,null,541,null,1003,null,625,null,11182,null,2234,null,464,null,343,null,3316,null,1281,null,3318,null,1556,null,2504,null,1233,null,1580,null,715,null,12327,null,1827,null,6237,null,1577,null,6090,null,1335,null,0,null,302,null,6586,null,1342,null,2847,null,851,null,3739,null,1155,null,10734,null,1952,null,2475,null,841,null,8259,null,1925,null,45145,null,2393,null,17820,null,2039,null,6898,null,1562,null,3137,null,998,null,0,null,302,null,3761,null,1417,null,10922,null,1657,null,177,null,160,null,186,null,177,null,201,null,247,null,2019,null,737,null,266,null,286,null,3193,null,927,null,705,null,483,null,4175,null,1055,null,9987,null,1820,null,2674,null,1000,null,620,null,390,null,2544,null,896,null,614,null,404,null,3535,null,1060,null,15756,null,2473,null,5139,null,1563,null,10617,null,2042,null,0,null,302,null,0,null,302,null,0,null,302,null,0,null,302,null,1582,null,609,null,927,null,449,null,655,null,475,null,0400000US04,Arizona,04
174471,null,5447,null,78198,null,4026,null,12124,null,2021,null,4855,null,1286,null,3102,null,1048,null,49,null,69,null,1704,null,934,null,7269,null,1607,null,984,null,814,null,492,null,373,null,408,null,462,null,1341,null,687,null,290,null,409,null,1230,null,512,null,982,null,601,null,1542,null,820,null,15392,null,2195,null,1149,null,774,null,2499,null,931,null,6406,null,1747,null,4598,null,1298,null,740,null,430,null,11734,null,2054,null,3909,null,1369,null,7825,null,1668,null,1232,null,519,null,8569,null,2024,null,3771,null,1172,null,4798,null,1447,null,29147,null,2655,null,13665,null,1767,null,15482,null,2439,null,96273,null,3513,null,24600,null,2411,null,6133,null,1335,null,2939,null,956,null,0,null,269,null,3194,null,964,null,18467,null,2056,null,1119,null,648,null,319,null,285,null,54,null,85,null,3005,null,907,null,663,null,568,null,8237,null,1448,null,0,null,269,null,5070,null,1136,null,27044,null,2664,null,9781,null,1764,null,2334,null,843,null,6723,null,1286,null,5102,null,1235,null,3104,null,1016,null,30861,null,3156,null,15039,null,2464,null,15822,null,2103,null,301,null,215,null,392,null,439,null,119,null,171,null,273,null,403,null,13075,null,1774,null,9160,null,1528,null,3915,null,1224,null,0400000US05,Arkansas,05
927641,null,13422,null,440076,null,9577,null,128855,null,5819,null,49307,null,3600,null,34042,null,3212,null,195,null,226,null,15070,null,2257,null,79548,null,4925,null,12417,null,1971,null,7443,null,1214,null,2227,null,866,null,10104,null,2063,null,3027,null,914,null,16570,null,2492,null,14603,null,2945,null,13157,null,2472,null,89468,null,6151,null,5596,null,1612,null,32729,null,3889,null,14073,null,2473,null,20703,null,2625,null,16367,null,2273,null,102739,null,5765,null,47557,null,3684,null,55182,null,4251,null,1462,null,813,null,42269,null,3839,null,22180,null,2944,null,20089,null,2689,null,75283,null,4499,null,17413,null,2313,null,57870,null,4296,null,487565,null,8770,null,184181,null,7017,null,68856,null,4496,null,38479,null,3528,null,0,null,294,null,30377,null,3023,null,115325,null,5116,null,4626,null,1056,null,1783,null,719,null,2305,null,912,null,20309,null,2232,null,5629,null,1375,null,37766,null,3185,null,6665,null,1401,null,36242,null,3708,null,102956,null,6314,null,23251,null,2512,null,12585,null,2383,null,18580,null,2527,null,9279,null,1644,null,39261,null,4127,null,177263,null,6824,null,50042,null,4252,null,127221,null,5916,null,755,null,594,null,3448,null,1172,null,666,null,484,null,2782,null,1058,null,18962,null,2952,null,5745,null,1416,null,13217,null,2439,null,0400000US06,California,06
85078,null,4033,null,46614,null,2751,null,12542,null,1815,null,6197,null,1351,null,3974,null,1246,null,0,null,275,null,2223,null,794,null,6345,null,1695,null,1966,null,785,null,828,null,460,null,236,null,303,null,954,null,648,null,804,null,838,null,465,null,384,null,404,null,365,null,688,null,416,null,7714,null,1577,null,266,null,339,null,1841,null,725,null,2500,null,723,null,1865,null,890,null,1242,null,635,null,10002,null,1479,null,4261,null,1117,null,5741,null,1352,null,101,null,137,null,5507,null,1333,null,3006,null,944,null,2501,null,981,null,10748,null,1693,null,3112,null,922,null,7636,null,1424,null,38464,null,2590,null,12927,null,1814,null,5011,null,1074,null,2998,null,808,null,0,null,275,null,2013,null,758,null,7916,null,1561,null,778,null,448,null,215,null,214,null,47,null,87,null,962,null,450,null,409,null,378,null,3110,null,1114,null,523,null,441,null,1872,null,779,null,9290,null,1532,null,2862,null,875,null,523,null,408,null,2833,null,893,null,867,null,510,null,2205,null,761,null,14521,null,1786,null,4593,null,1130,null,9928,null,1530,null,0,null,275,null,601,null,363,null,268,null,203,null,333,null,287,null,1125,null,692,null,591,null,539,null,534,null,349,null,0400000US08,Colorado,08
150659,null,4389,null,68727,null,3006,null,17958,null,2256,null,5746,null,1156,null,3932,null,1015,null,60,null,99,null,1754,null,673,null,12212,null,2004,null,1854,null,805,null,1124,null,761,null,285,null,326,null,3362,null,1052,null,212,null,201,null,3030,null,1110,null,725,null,558,null,1620,null,594,null,16662,null,2413,null,3044,null,1211,null,3415,null,1005,null,3938,null,1083,null,4498,null,1148,null,1767,null,810,null,12857,null,2414,null,6213,null,1460,null,6644,null,1760,null,225,null,144,null,7394,null,1379,null,3619,null,1115,null,3775,null,1100,null,13631,null,2163,null,5362,null,1334,null,8269,null,1684,null,81932,null,2759,null,25783,null,2669,null,7548,null,1309,null,4230,null,853,null,0,null,275,null,3318,null,1007,null,18235,null,2481,null,1381,null,641,null,222,null,184,null,354,null,298,null,4032,null,997,null,1078,null,548,null,4820,null,1268,null,514,null,382,null,5834,null,1551,null,26003,null,2790,null,12503,null,2172,null,1266,null,671,null,3257,null,1052,null,2570,null,928,null,6407,null,1464,null,25633,null,2263,null,7147,null,1331,null,18486,null,2031,null,0,null,275,null,160,null,200,null,160,null,200,null,0,null,275,null,4353,null,1076,null,2234,null,733,null,2119,null,867,null,0400000US09,Connecticut,09
81301,null,2876,null,35870,null,2229,null,10112,null,1912,null,4781,null,1469,null,3284,null,1062,null,0,null,263,null,1497,null,872,null,5331,null,1372,null,776,null,587,null,454,null,329,null,236,null,213,null,1154,null,682,null,46,null,78,null,925,null,425,null,329,null,267,null,1411,null,698,null,6920,null,1434,null,603,null,394,null,1693,null,905,null,1479,null,487,null,2724,null,961,null,421,null,362,null,7231,null,1673,null,3083,null,1122,null,4148,null,1242,null,239,null,326,null,4681,null,1161,null,2500,null,837,null,2181,null,780,null,6687,null,1595,null,2286,null,978,null,4401,null,1251,null,45431,null,2109,null,15377,null,2225,null,5888,null,1381,null,3607,null,1004,null,0,null,263,null,2281,null,964,null,9489,null,1753,null,798,null,521,null,104,null,124,null,323,null,271,null,1525,null,644,null,729,null,578,null,2383,null,818,null,322,null,306,null,3305,null,1048,null,13856,null,1999,null,5628,null,1496,null,571,null,397,null,2911,null,1002,null,1354,null,547,null,3392,null,1003,null,13466,null,2073,null,3866,null,1032,null,9600,null,1669,null,110,null,130,null,216,null,350,null,0,null,263,null,216,null,350,null,2406,null,789,null,1589,null,673,null,817,null,409,null,0400000US10,Delaware,10
132379,null,4936,null,58740,null,3158,null,18750,null,2025,null,9282,null,1405,null,7008,null,1532,null,0,null,296,null,2274,null,843,null,9468,null,1607,null,1917,null,768,null,858,null,695,null,299,null,309,null,829,null,476,null,652,null,275,null,2571,null,971,null,1281,null,628,null,1061,null,557,null,13694,null,1794,null,797,null,521,null,4017,null,1184,null,3548,null,1048,null,4127,null,1342,null,1205,null,683,null,10959,null,1645,null,3520,null,1104,null,7439,null,1534,null,177,null,292,null,4759,null,1103,null,2989,null,1008,null,1770,null,646,null,10401,null,1794,null,2338,null,974,null,8063,null,1743,null,73639,null,3464,null,28506,null,2339,null,11593,null,1808,null,6435,null,1498,null,0,null,296,null,5158,null,1205,null,16913,null,1720,null,1740,null,705,null,223,null,192,null,369,null,280,null,2313,null,815,null,3574,null,1021,null,4950,null,1080,null,1208,null,527,null,2536,null,835,null,14852,null,1937,null,3165,null,882,null,2788,null,994,null,2961,null,1027,null,2567,null,781,null,3371,null,929,null,25972,null,2534,null,4876,null,1535,null,21096,null,2279,null,48,null,78,null,237,null,227,null,96,null,111,null,141,null,237,null,4024,null,1583,null,507,null,282,null,3517,null,1577,null,0400000US11,District of Columbia,11
1209383,null,14298,null,558525,null,9409,null,108606,null,6457,null,44781,null,3896,null,30108,null,3297,null,662,null,571,null,14011,null,2123,null,63825,null,5162,null,10019,null,2080,null,8594,null,1564,null,2276,null,945,null,10512,null,1781,null,1242,null,756,null,12248,null,2400,null,8344,null,1715,null,10590,null,2072,null,139944,null,7294,null,5995,null,1393,null,29652,null,3242,null,45730,null,5129,null,46633,null,4542,null,11934,null,2420,null,111229,null,6285,null,50354,null,4392,null,60875,null,4894,null,2928,null,1088,null,80956,null,5138,null,47987,null,4228,null,32969,null,3585,null,114862,null,5712,null,31449,null,2723,null,83413,null,5747,null,650858,null,11263,null,197506,null,6742,null,56443,null,4253,null,30917,null,3248,null,0,null,305,null,25526,null,2849,null,141063,null,7408,null,5560,null,1608,null,1285,null,646,null,2375,null,784,null,18627,null,2260,null,4513,null,1361,null,45736,null,3490,null,5792,null,1530,null,57175,null,4843,null,197019,null,8856,null,68142,null,6086,null,18736,null,2318,null,43983,null,3995,null,36329,null,3173,null,29829,null,3526,null,219934,null,8728,null,81505,null,5749,null,138429,null,6591,null,1035,null,583,null,3771,null,1342,null,1949,null,1075,null,1822,null,760,null,31593,null,3593,null,15900,null,2250,null,15693,null,2465,null,0400000US12,Florida,12
