C19001F_001E,C19001F_001EA,C19001F_001M,C19001F_001MA,C19001F_002E,C19001F_002EA,C19001F_002M,C19001F_002MA,C19001F_003E,C19001F_003EA,C19001F_003M,C19001F_003MA,C19001F_004E,C19001F_004EA,C19001F_004M,C19001F_004MA,C19001F_005E,C19001F_005EA,C19001F_005M,C19001F_005MA,C19001F_006E,C19001F_006EA,C19001F_006M,C19001F_006MA,C19001F_007E,C19001F_007EA,C19001F_007M,C19001F_007MA,C19001F_008E,C19001F_008EA,C19001F_008M,C19001F_008MA,C19001F_009E,C19001F_009EA,C19001F_009M,C19001F_009MA,C19001F_010E,C19001F_010EA,C19001F_010M,C19001F_010MA,C19001F_011E,C19001F_011EA,C19001F_011M,C19001F_011MA,GEO_ID,NAME,state
8236,null,1353,null,552,null,414,null,306,null,250,null,1579,null,682,null,1369,null,880,null,2034,null,825,null,1238,null,519,null,356,null,271,null,683,null,505,null,48,null,81,null,71,null,127,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
115905,null,5957,null,8930,null,1552,null,6543,null,1500,null,14701,null,2177,null,18506,null,2673,null,21838,null,2341,null,21602,null,2314,null,13043,null,1856,null,8126,null,1477,null,1980,null,753,null,636,null,368,null,0400000US04,Arizona,04
15019,null,1683,null,1466,null,817,null,296,null,214,null,4764,null,1414,null,1881,null,729,null,3519,null,906,null,1452,null,548,null,843,null,416,null,743,null,519,null,55,null,99,null,0,null,269,null,0400000US05,Arkansas,05
1259697,null,17268,null,69789,null,4728,null,73470,null,5017,null,165253,null,6969,null,161853,null,6876,null,210720,null,8297,null,258554,null,8301,null,144931,null,6581,null,126228,null,6312,null,31561,null,3203,null,17338,null,2734,null,0400000US06,California,06
68402,null,3909,null,6198,null,1375,null,6350,null,1369,null,10059,null,1854,null,10246,null,1733,null,10574,null,1779,null,13050,null,1991,null,5566,null,1158,null,5207,null,1412,null,640,null,348,null,512,null,416,null,0400000US08,Colorado,08
48532,null,2563,null,6709,null,1389,null,5076,null,1146,null,7015,null,1494,null,5723,null,1381,null,6927,null,1297,null,8122,null,1447,null,4777,null,1363,null,2689,null,935,null,627,null,389,null,867,null,500,null,0400000US09,Connecticut,09
4281,null,949,null,191,null,190,null,185,null,186,null,634,null,407,null,1066,null,511,null,204,null,172,null,722,null,368,null,521,null,470,null,758,null,501,null,0,null,263,null,0,null,263,null,0400000US10,Delaware,10
6649,null,1645,null,617,null,448,null,478,null,513,null,1140,null,664,null,1063,null,692,null,953,null,518,null,926,null,591,null,601,null,570,null,471,null,438,null,48,null,81,null,352,null,247,null,0400000US11,District of Columbia,11
135210,null,6872,null,9638,null,1672,null,8481,null,1712,null,18329,null,2276,null,21850,null,2973,null,27546,null,3197,null,25577,null,2923,null,12545,null,1968,null,8225,null,1633,null,2123,null,778,null,896,null,425,null,0400000US12,Florida,12
78675,null,4945,null,5414,null,1362,null,5028,null,1465,null,12407,null,2249,null,14264,null,2111,null,13805,null,1904,null,15066,null,1993,null,6876,null,1613,null,4002,null,1071,null,1185,null,647,null,628,null,469,null,0400000US13,Georgia,13
4917,null,1178,null,449,null,322,null,60,null,105,null,441,null,459,null,344,null,309,null,943,null,599,null,942,null,563,null,637,null,522,null,478,null,297,null,334,null,371,null,289,null,323,null,0400000US15,Hawaii,15
7692,null,1170,null,413,null,294,null,419,null,322,null,1576,null,623,null,1252,null,517,null,1399,null,586,null,1380,null,501,null,933,null,423,null,225,null,222,null,95,null,159,null,0,null,259,null,0400000US16,Idaho,16
213096,null,7193,null,12201,null,1987,null,10291,null,1991,null,26778,null,3024,null,27019,null,2892,null,41393,null,3211,null,46409,null,3554,null,26909,null,2549,null,16974,null,1883,null,3147,null,1017,null,1975,null,866,null,0400000US17,Illinois,17
36061,null,2657,null,2933,null,1014,null,1979,null,747,null,4999,null,1403,null,5992,null,1560,null,8683,null,1594,null,5586,null,1328,null,3369,null,1169,null,2160,null,1024,null,329,null,278,null,31,null,68,null,0400000US18,Indiana,18
11733,null,1415,null,506,null,329,null,721,null,416,null,1961,null,736,null,2392,null,712,null,2675,null,888,null,2154,null,791,null,798,null,497,null,381,null,243,null,145,null,239,null,0,null,226,null,0400000US19,Iowa,19
21435,null,2034,null,1215,null,574,null,1039,null,524,null,3925,null,1104,null,4325,null,1029,null,4229,null,1115,null,3276,null,1022,null,1728,null,543,null,1258,null,437,null,307,null,239,null,133,null,162,null,0400000US20,Kansas,20
7878,null,1444,null,657,null,544,null,1058,null,564,null,1815,null,655,null,1174,null,463,null,1399,null,583,null,1104,null,657,null,333,null,241,null,202,null,200,null,0,null,271,null,136,null,192,null,0400000US21,Kentucky,21
10386,null,1674,null,597,null,445,null,987,null,557,null,1095,null,532,null,1200,null,480,null,2527,null,1021,null,1966,null,669,null,966,null,728,null,633,null,394,null,234,null,170,null,181,null,230,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
31605,null,2787,null,725,null,408,null,742,null,414,null,2957,null,847,null,3547,null,1105,null,5154,null,1258,null,7357,null,1610,null,4137,null,911,null,4274,null,1115,null,1449,null,556,null,1263,null,699,null,0400000US24,Maryland,24
81096,null,4877,null,14787,null,2143,null,7318,null,1373,null,12138,null,1856,null,9249,null,1821,null,11315,null,2132,null,11952,null,1971,null,6859,null,1464,null,6141,null,1438,null,621,null,308,null,716,null,457,null,0400000US25,Massachusetts,25
38031,null,2893,null,3937,null,1213,null,1733,null,767,null,5947,null,1316,null,4748,null,1122,null,8020,null,1303,null,5881,null,1269,null,3792,null,1021,null,2162,null,652,null,1466,null,754,null,345,null,204,null,0400000US26,Michigan,26
15210,null,1759,null,660,null,403,null,496,null,246,null,2478,null,904,null,2501,null,1048,null,2670,null,764,null,3252,null,814,null,1484,null,679,null,1477,null,670,null,104,null,128,null,88,null,115,null,0400000US27,Minnesota,27
5269,null,1254,null,657,null,551,null,283,null,250,null,1115,null,677,null,828,null,725,null,909,null,544,null,1186,null,527,null,200,null,183,null,91,null,94,null,0,null,287,null,0,null,287,null,0400000US28,Mississippi,28
13594,null,1693,null,662,null,394,null,865,null,536,null,3071,null,932,null,1915,null,713,null,2138,null,749,null,2789,null,839,null,1271,null,513,null,720,null,391,null,34,null,57,null,129,null,156,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
13315,null,1511,null,763,null,431,null,936,null,630,null,1885,null,643,null,1749,null,676,null,3266,null,845,null,2674,null,889,null,1718,null,663,null,324,null,286,null,0,null,221,null,0,null,221,null,0400000US31,Nebraska,31
30847,null,2786,null,2450,null,910,null,577,null,478,null,2752,null,951,null,3403,null,998,null,5800,null,1464,null,6772,null,1333,null,4632,null,1144,null,3276,null,918,null,865,null,562,null,320,null,300,null,0400000US32,Nevada,32
2981,null,1065,null,793,null,766,null,150,null,176,null,162,null,174,null,325,null,314,null,935,null,635,null,307,null,243,null,175,null,179,null,28,null,46,null,106,null,101,null,0,null,253,null,0400000US33,New Hampshire,33
145832,null,5356,null,13262,null,2057,null,7800,null,1468,null,19595,null,2522,null,17588,null,2053,null,24622,null,3010,null,28401,null,2943,null,16438,null,2439,null,12180,null,1798,null,4479,null,961,null,1467,null,741,null,0400000US34,New Jersey,34
74953,null,4323,null,8451,null,1418,null,5897,null,1267,null,10792,null,1885,null,11587,null,1723,null,12788,null,1886,null,11942,null,1882,null,7390,null,1321,null,4853,null,1271,null,667,null,441,null,586,null,306,null,0400000US35,New Mexico,35
440321,null,10283,null,67754,null,4185,null,34215,null,3142,null,65039,null,4239,null,52917,null,3569,null,65739,null,4342,null,72660,null,4982,null,38044,null,3655,null,30288,null,3128,null,9574,null,1653,null,4091,null,1082,null,0400000US36,New York,36
86729,null,4269,null,7398,null,1673,null,6141,null,1484,null,17531,null,2608,null,19315,null,3078,null,16939,null,2149,null,13036,null,1950,null,3852,null,1153,null,1940,null,762,null,484,null,302,null,93,null,146,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
20464,null,2197,null,2404,null,867,null,2692,null,884,null,3424,null,976,null,1999,null,692,null,2721,null,857,null,3596,null,857,null,1996,null,689,null,1149,null,520,null,399,null,297,null,84,null,106,null,0400000US39,Ohio,39
21835,null,2358,null,2182,null,697,null,1597,null,575,null,4653,null,1249,null,4043,null,1193,null,3415,null,811,null,2938,null,873,null,2230,null,770,null,502,null,352,null,132,null,182,null,143,null,145,null,0400000US40,Oklahoma,40
25417,null,2156,null,1513,null,590,null,630,null,389,null,4438,null,1260,null,3687,null,1153,null,5047,null,1118,null,5692,null,1457,null,2474,null,805,null,1088,null,557,null,198,null,243,null,650,null,432,null,0400000US41,Oregon,41
68496,null,3823,null,12964,null,2114,null,5121,null,1165,null,10242,null,1693,null,8814,null,1593,null,10021,null,1686,null,12228,null,1762,null,4702,null,1183,null,3489,null,907,null,770,null,415,null,145,null,159,null,0400000US42,Pennsylvania,42
19750,null,2015,null,3979,null,1189,null,1883,null,791,null,2930,null,967,null,2917,null,1024,null,3229,null,1146,null,2890,null,829,null,1414,null,610,null,397,null,303,null,111,null,130,null,0,null,287,null,0400000US44,Rhode Island,44
14318,null,1934,null,1517,null,838,null,1104,null,552,null,1616,null,660,null,1771,null,774,null,3469,null,871,null,2679,null,855,null,1324,null,514,null,629,null,431,null,0,null,287,null,209,null,167,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
15913,null,2177,null,1543,null,726,null,1029,null,511,null,2798,null,931,null,3019,null,871,null,3347,null,776,null,2320,null,917,null,600,null,374,null,937,null,506,null,57,null,103,null,263,null,187,null,0400000US47,Tennessee,47
598301,null,10931,null,51987,null,3895,null,40736,null,3427,null,101320,null,5242,null,89342,null,5430,null,106163,null,5486,null,111084,null,6262,null,51473,null,3629,null,31279,null,2688,null,8515,null,1436,null,6402,null,1459,null,0400000US48,Texas,48
14677,null,1711,null,711,null,340,null,647,null,354,null,1621,null,634,null,2292,null,712,null,2812,null,786,null,3634,null,1038,null,1227,null,476,null,1280,null,651,null,128,null,158,null,325,null,283,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
46397,null,3313,null,1316,null,674,null,1232,null,581,null,4539,null,1352,null,4828,null,1321,null,7580,null,1709,null,11865,null,2235,null,5864,null,1447,null,6324,null,1550,null,2222,null,862,null,627,null,358,null,0400000US51,Virginia,51
65085,null,3372,null,3693,null,933,null,4008,null,1192,null,9358,null,1599,null,10611,null,2089,null,14845,null,2112,null,10370,null,1584,null,5763,null,1329,null,5284,null,1297,null,621,null,386,null,532,null,447,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
19363,null,2014,null,1803,null,652,null,1219,null,656,null,2391,null,783,null,3437,null,988,null,3477,null,923,null,4078,null,898,null,1302,null,465,null,1327,null,480,null,161,null,162,null,168,null,186,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
102562,null,3941,null,38330,null,2692,null,12490,null,1591,null,18539,null,2007,null,10735,null,1424,null,9673,null,1462,null,8184,null,1294,null,2048,null,717,null,1951,null,668,null,288,null,228,null,324,null,255,null,0400000US72,Puerto Rico,72
