B19202C_001E,B19202C_001EA,B19202C_001M,B19202C_001MA,GEO_ID,NAME,state
28651,null,9627,null,0400000US01,Alabama,01
27995,null,6408,null,0400000US02,Alaska,02
21399,null,2654,null,0400000US04,Arizona,04
26596,null,13108,null,0400000US05,Arkansas,05
27068,null,2912,null,0400000US06,California,06
26201,null,6746,null,0400000US08,Colorado,08
null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,0400000US10,Delaware,10
2499,"2,500-",0,***,0400000US11,District of Columbia,11
33379,null,9147,null,0400000US12,Florida,12
20800,null,9587,null,0400000US13,Georgia,13
17763,null,12349,null,0400000US15,Hawaii,15
null,null,null,null,0400000US16,Idaho,16
48929,null,17363,null,0400000US17,Illinois,17
null,null,null,null,0400000US18,Indiana,18
12148,null,6569,null,0400000US19,Iowa,19
30498,null,17552,null,0400000US20,Kansas,20
21099,null,2992,null,0400000US21,Kentucky,21
21572,null,6924,null,0400000US22,Louisiana,22
8623,null,4026,null,0400000US23,Maine,23
43146,null,16967,null,0400000US24,Maryland,24
17469,null,11374,null,0400000US25,Massachusetts,25
26513,null,6517,null,0400000US26,Michigan,26
14884,null,6251,null,0400000US27,Minnesota,27
null,null,null,null,0400000US28,Mississippi,28
29080,null,13513,null,0400000US29,Missouri,29
16460,null,2988,null,0400000US30,Montana,30
42573,null,28909,null,0400000US31,Nebraska,31
27388,null,6534,null,0400000US32,Nevada,32
48725,null,42722,null,0400000US33,New Hampshire,33
30084,null,18601,null,0400000US34,New Jersey,34
16334,null,2182,null,0400000US35,New Mexico,35
19301,null,2677,null,0400000US36,New York,36
17357,null,3219,null,0400000US37,North Carolina,37
18249,null,3278,null,0400000US38,North Dakota,38
21885,null,4497,null,0400000US39,Ohio,39
21721,null,1979,null,0400000US40,Oklahoma,40
27053,null,5662,null,0400000US41,Oregon,41
17926,null,4579,null,0400000US42,Pennsylvania,42
15014,null,10621,null,0400000US44,Rhode Island,44
31469,null,24314,null,0400000US45,South Carolina,45
11206,null,2386,null,0400000US46,South Dakota,46
15813,null,6308,null,0400000US47,Tennessee,47
24991,null,5786,null,0400000US48,Texas,48
27403,null,10446,null,0400000US49,Utah,49
null,null,null,null,0400000US50,Vermont,50
28850,null,14177,null,0400000US51,Virginia,51
30959,null,6677,null,0400000US53,Washington,53
21184,null,17033,null,0400000US54,West Virginia,54
18109,null,3115,null,0400000US55,Wisconsin,55
null,null,null,null,0400000US56,Wyoming,56
7636,null,2461,null,0400000US72,Puerto Rico,72
