B19037C_001E,B19037C_001EA,B19037C_001M,B19037C_001MA,B19037C_002E,B19037C_002EA,B19037C_002M,B19037C_002MA,B19037C_003E,B19037C_003EA,B19037C_003M,B19037C_003MA,B19037C_004E,B19037C_004EA,B19037C_004M,B19037C_004MA,B19037C_005E,B19037C_005EA,B19037C_005M,B19037C_005MA,B19037C_006E,B19037C_006EA,B19037C_006M,B19037C_006MA,B19037C_007E,B19037C_007EA,B19037C_007M,B19037C_007MA,B19037C_008E,B19037C_008EA,B19037C_008M,B19037C_008MA,B19037C_009E,B19037C_009EA,B19037C_009M,B19037C_009MA,B19037C_010E,B19037C_010EA,B19037C_010M,B19037C_010MA,B19037C_011E,B19037C_011EA,B19037C_011M,B19037C_011MA,B19037C_012E,B19037C_012EA,B19037C_012M,B19037C_012MA,B19037C_013E,B19037C_013EA,B19037C_013M,B19037C_013MA,B19037C_014E,B19037C_014EA,B19037C_014M,B19037C_014MA,B19037C_015E,B19037C_015EA,B19037C_015M,B19037C_015MA,B19037C_016E,B19037C_016EA,B19037C_016M,B19037C_016MA,B19037C_017E,B19037C_017EA,B19037C_017M,B19037C_017MA,B19037C_018E,B19037C_018EA,B19037C_018M,B19037C_018MA,B19037C_019E,B19037C_019EA,B19037C_019M,B19037C_019MA,B19037C_020E,B19037C_020EA,B19037C_020M,B19037C_020MA,B19037C_021E,B19037C_021EA,B19037C_021M,B19037C_021MA,B19037C_022E,B19037C_022EA,B19037C_022M,B19037C_022MA,B19037C_023E,B19037C_023EA,B19037C_023M,B19037C_023MA,B19037C_024E,B19037C_024EA,B19037C_024M,B19037C_024MA,B19037C_025E,B19037C_025EA,B19037C_025M,B19037C_025MA,B19037C_026E,B19037C_026EA,B19037C_026M,B19037C_026MA,B19037C_027E,B19037C_027EA,B19037C_027M,B19037C_027MA,B19037C_028E,B19037C_028EA,B19037C_028M,B19037C_028MA,B19037C_029E,B19037C_029EA,B19037C_029M,B19037C_029MA,B19037C_030E,B19037C_030EA,B19037C_030M,B19037C_030MA,B19037C_031E,B19037C_031EA,B19037C_031M,B19037C_031MA,B19037C_032E,B19037C_032EA,B19037C_032M,B19037C_032MA,B19037C_033E,B19037C_033EA,B19037C_033M,B19037C_033MA,B19037C_034E,B19037C_034EA,B19037C_034M,B19037C_034MA,B19037C_035E,B19037C_035EA,B19037C_035M,B19037C_035MA,B19037C_036E,B19037C_036EA,B19037C_036M,B19037C_036MA,B19037C_037E,B19037C_037EA,B19037C_037M,B19037C_037MA,B19037C_038E,B19037C_038EA,B19037C_038M,B19037C_038MA,B19037C_039E,B19037C_039EA,B19037C_039M,B19037C_039MA,B19037C_040E,B19037C_040EA,B19037C_040M,B19037C_040MA,B19037C_041E,B19037C_041EA,B19037C_041M,B19037C_041MA,B19037C_042E,B19037C_042EA,B19037C_042M,B19037C_042MA,B19037C_043E,B19037C_043EA,B19037C_043M,B19037C_043MA,B19037C_044E,B19037C_044EA,B19037C_044M,B19037C_044MA,B19037C_045E,B19037C_045EA,B19037C_045M,B19037C_045MA,B19037C_046E,B19037C_046EA,B19037C_046M,B19037C_046MA,B19037C_047E,B19037C_047EA,B19037C_047M,B19037C_047MA,B19037C_048E,B19037C_048EA,B19037C_048M,B19037C_048MA,B19037C_049E,B19037C_049EA,B19037C_049M,B19037C_049MA,B19037C_050E,B19037C_050EA,B19037C_050M,B19037C_050MA,B19037C_051E,B19037C_051EA,B19037C_051M,B19037C_051MA,B19037C_052E,B19037C_052EA,B19037C_052M,B19037C_052MA,B19037C_053E,B19037C_053EA,B19037C_053M,B19037C_053MA,B19037C_054E,B19037C_054EA,B19037C_054M,B19037C_054MA,B19037C_055E,B19037C_055EA,B19037C_055M,B19037C_055MA,B19037C_056E,B19037C_056EA,B19037C_056M,B19037C_056MA,B19037C_057E,B19037C_057EA,B19037C_057M,B19037C_057MA,B19037C_058E,B19037C_058EA,B19037C_058M,B19037C_058MA,B19037C_059E,B19037C_059EA,B19037C_059M,B19037C_059MA,B19037C_060E,B19037C_060EA,B19037C_060M,B19037C_060MA,B19037C_061E,B19037C_061EA,B19037C_061M,B19037C_061MA,B19037C_062E,B19037C_062EA,B19037C_062M,B19037C_062MA,B19037C_063E,B19037C_063EA,B19037C_063M,B19037C_063MA,B19037C_064E,B19037C_064EA,B19037C_064M,B19037C_064MA,B19037C_065E,B19037C_065EA,B19037C_065M,B19037C_065MA,B19037C_066E,B19037C_066EA,B19037C_066M,B19037C_066MA,B19037C_067E,B19037C_067EA,B19037C_067M,B19037C_067MA,B19037C_068E,B19037C_068EA,B19037C_068M,B19037C_068MA,B19037C_069E,B19037C_069EA,B19037C_069M,B19037C_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
25666,null,1421,null,1496,null,525,null,126,null,143,null,55,null,59,null,71,null,69,null,260,null,213,null,58,null,72,null,194,null,274,null,343,null,251,null,64,null,109,null,43,null,56,null,24,null,49,null,224,null,183,null,34,null,61,null,0,null,240,null,0,null,240,null,0,null,240,null,0,null,240,null,9894,null,1161,null,576,null,260,null,749,null,342,null,484,null,251,null,833,null,337,null,246,null,144,null,1269,null,487,null,657,null,326,null,903,null,353,null,465,null,242,null,699,null,337,null,616,null,364,null,983,null,353,null,678,null,331,null,524,null,300,null,161,null,124,null,51,null,85,null,10629,null,1112,null,1035,null,358,null,634,null,331,null,582,null,270,null,867,null,393,null,502,null,234,null,379,null,183,null,462,null,206,null,374,null,180,null,716,null,396,null,925,null,485,null,868,null,321,null,1633,null,431,null,664,null,280,null,363,null,197,null,202,null,123,null,423,null,301,null,3647,null,527,null,41,null,48,null,204,null,179,null,382,null,212,null,426,null,204,null,275,null,118,null,291,null,144,null,429,null,284,null,192,null,111,null,141,null,131,null,251,null,205,null,334,null,259,null,484,null,306,null,52,null,51,null,127,null,141,null,18,null,28,null,0,null,240,null,0400000US02,Alaska,02
73580,null,3152,null,4806,null,1125,null,1538,null,610,null,349,null,301,null,171,null,243,null,716,null,478,null,229,null,236,null,50,null,84,null,91,null,152,null,101,null,152,null,171,null,194,null,252,null,250,null,821,null,560,null,78,null,103,null,77,null,111,null,162,null,255,null,0,null,302,null,0,null,302,null,28322,null,2573,null,4078,null,1240,null,1322,null,524,null,1774,null,657,null,1819,null,792,null,1438,null,642,null,3547,null,1162,null,1946,null,761,null,1805,null,656,null,704,null,322,null,2393,null,865,null,2497,null,891,null,3719,null,1126,null,924,null,437,null,291,null,222,null,35,null,61,null,30,null,50,null,27466,null,1848,null,4400,null,908,null,1434,null,502,null,1304,null,474,null,1830,null,576,null,2087,null,748,null,960,null,446,null,1804,null,582,null,1611,null,663,null,1161,null,577,null,2425,null,721,null,2690,null,598,null,2858,null,736,null,1228,null,491,null,819,null,476,null,542,null,292,null,313,null,277,null,12986,null,1015,null,2735,null,589,null,1249,null,433,null,1581,null,465,null,1195,null,429,null,738,null,379,null,676,null,313,null,749,null,428,null,757,null,340,null,707,null,383,null,699,null,388,null,526,null,331,null,815,null,443,null,442,null,318,null,0,null,302,null,117,null,142,null,0,null,302,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
103299,null,4576,null,5679,null,1431,null,1008,null,678,null,539,null,356,null,289,null,321,null,790,null,620,null,447,null,327,null,397,null,376,null,241,null,203,null,175,null,293,null,340,null,382,null,568,null,489,null,257,null,236,null,401,null,479,null,47,null,76,null,50,null,85,null,130,null,176,null,0,null,294,null,40701,null,3191,null,2282,null,914,null,2636,null,994,null,1687,null,815,null,1593,null,636,null,2046,null,799,null,2881,null,929,null,1515,null,618,null,1930,null,739,null,3367,null,1150,null,3458,null,1002,null,5488,null,1381,null,5908,null,1243,null,2426,null,637,null,1506,null,757,null,695,null,374,null,1283,null,603,null,41644,null,3099,null,3164,null,1036,null,2740,null,810,null,1926,null,646,null,2618,null,770,null,1704,null,685,null,2709,null,936,null,1561,null,556,null,1693,null,632,null,1742,null,705,null,3784,null,1066,null,4051,null,1041,null,4981,null,1027,null,4134,null,1128,null,2336,null,663,null,1474,null,589,null,1027,null,401,null,15275,null,1673,null,922,null,431,null,2165,null,609,null,1649,null,522,null,1302,null,613,null,874,null,382,null,538,null,288,null,1174,null,493,null,517,null,291,null,923,null,604,null,1433,null,517,null,648,null,370,null,1166,null,561,null,877,null,482,null,255,null,215,null,231,null,175,null,601,null,353,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
