B17001D_001E,B17001D_001EA,B17001D_001M,B17001D_001MA,B17001D_002E,B17001D_002EA,B17001D_002M,B17001D_002MA,B17001D_003E,B17001D_003EA,B17001D_003M,B17001D_003MA,B17001D_004E,B17001D_004EA,B17001D_004M,B17001D_004MA,B17001D_005E,B17001D_005EA,B17001D_005M,B17001D_005MA,B17001D_006E,B17001D_006EA,B17001D_006M,B17001D_006MA,B17001D_007E,B17001D_007EA,B17001D_007M,B17001D_007MA,B17001D_008E,B17001D_008EA,B17001D_008M,B17001D_008MA,B17001D_009E,B17001D_009EA,B17001D_009M,B17001D_009MA,B17001D_010E,B17001D_010EA,B17001D_010M,B17001D_010MA,B17001D_011E,B17001D_011EA,B17001D_011M,B17001D_011MA,B17001D_012E,B17001D_012EA,B17001D_012M,B17001D_012MA,B17001D_013E,B17001D_013EA,B17001D_013M,B17001D_013MA,B17001D_014E,B17001D_014EA,B17001D_014M,B17001D_014MA,B17001D_015E,B17001D_015EA,B17001D_015M,B17001D_015MA,B17001D_016E,B17001D_016EA,B17001D_016M,B17001D_016MA,B17001D_017E,B17001D_017EA,B17001D_017M,B17001D_017MA,B17001D_018E,B17001D_018EA,B17001D_018M,B17001D_018MA,B17001D_019E,B17001D_019EA,B17001D_019M,B17001D_019MA,B17001D_020E,B17001D_020EA,B17001D_020M,B17001D_020MA,B17001D_021E,B17001D_021EA,B17001D_021M,B17001D_021MA,B17001D_022E,B17001D_022EA,B17001D_022M,B17001D_022MA,B17001D_023E,B17001D_023EA,B17001D_023M,B17001D_023MA,B17001D_024E,B17001D_024EA,B17001D_024M,B17001D_024MA,B17001D_025E,B17001D_025EA,B17001D_025M,B17001D_025MA,B17001D_026E,B17001D_026EA,B17001D_026M,B17001D_026MA,B17001D_027E,B17001D_027EA,B17001D_027M,B17001D_027MA,B17001D_028E,B17001D_028EA,B17001D_028M,B17001D_028MA,B17001D_029E,B17001D_029EA,B17001D_029M,B17001D_029MA,B17001D_030E,B17001D_030EA,B17001D_030M,B17001D_030MA,B17001D_031E,B17001D_031EA,B17001D_031M,B17001D_031MA,B17001D_032E,B17001D_032EA,B17001D_032M,B17001D_032MA,B17001D_033E,B17001D_033EA,B17001D_033M,B17001D_033MA,B17001D_034E,B17001D_034EA,B17001D_034M,B17001D_034MA,B17001D_035E,B17001D_035EA,B17001D_035M,B17001D_035MA,B17001D_036E,B17001D_036EA,B17001D_036M,B17001D_036MA,B17001D_037E,B17001D_037EA,B17001D_037M,B17001D_037MA,B17001D_038E,B17001D_038EA,B17001D_038M,B17001D_038MA,B17001D_039E,B17001D_039EA,B17001D_039M,B17001D_039MA,B17001D_040E,B17001D_040EA,B17001D_040M,B17001D_040MA,B17001D_041E,B17001D_041EA,B17001D_041M,B17001D_041MA,B17001D_042E,B17001D_042EA,B17001D_042M,B17001D_042MA,B17001D_043E,B17001D_043EA,B17001D_043M,B17001D_043MA,B17001D_044E,B17001D_044EA,B17001D_044M,B17001D_044MA,B17001D_045E,B17001D_045EA,B17001D_045M,B17001D_045MA,B17001D_046E,B17001D_046EA,B17001D_046M,B17001D_046MA,B17001D_047E,B17001D_047EA,B17001D_047M,B17001D_047MA,B17001D_048E,B17001D_048EA,B17001D_048M,B17001D_048MA,B17001D_049E,B17001D_049EA,B17001D_049M,B17001D_049MA,B17001D_050E,B17001D_050EA,B17001D_050M,B17001D_050MA,B17001D_051E,B17001D_051EA,B17001D_051M,B17001D_051MA,B17001D_052E,B17001D_052EA,B17001D_052M,B17001D_052MA,B17001D_053E,B17001D_053EA,B17001D_053M,B17001D_053MA,B17001D_054E,B17001D_054EA,B17001D_054M,B17001D_054MA,B17001D_055E,B17001D_055EA,B17001D_055M,B17001D_055MA,B17001D_056E,B17001D_056EA,B17001D_056M,B17001D_056MA,B17001D_057E,B17001D_057EA,B17001D_057M,B17001D_057MA,B17001D_058E,B17001D_058EA,B17001D_058M,B17001D_058MA,B17001D_059E,B17001D_059EA,B17001D_059M,B17001D_059MA,GEO_ID,NAME,state
44388,null,2610,null,5842,null,1964,null,2780,null,1190,null,191,null,197,null,190,null,218,null,198,null,229,null,102,null,146,null,0,null,271,null,0,null,271,null,937,null,720,null,640,null,531,null,87,null,99,null,178,null,202,null,71,null,121,null,79,null,121,null,107,null,159,null,3062,null,1159,null,155,null,143,null,55,null,76,null,284,null,296,null,0,null,271,null,0,null,271,null,22,null,50,null,891,null,593,null,640,null,472,null,261,null,292,null,440,null,364,null,281,null,248,null,0,null,271,null,33,null,53,null,38546,null,3055,null,18283,null,1861,null,2237,null,1157,null,332,null,283,null,1558,null,704,null,1018,null,664,null,352,null,340,null,621,null,381,null,1393,null,586,null,3499,null,859,null,3301,null,927,null,2034,null,619,null,1277,null,534,null,253,null,272,null,408,null,264,null,20263,null,1808,null,1280,null,458,null,214,null,273,null,1874,null,787,null,1057,null,355,null,107,null,110,null,334,null,232,null,518,null,345,null,5457,null,1129,null,3663,null,1006,null,2075,null,640,null,2133,null,668,null,998,null,595,null,553,null,385,null,0400000US01,Alabama,01
31534,null,1879,null,2870,null,1058,null,1519,null,575,null,35,null,63,null,36,null,57,null,89,null,107,null,36,null,57,null,0,null,240,null,62,null,104,null,168,null,151,null,331,null,227,null,144,null,135,null,396,null,331,null,87,null,102,null,135,null,146,null,0,null,240,null,1351,null,744,null,46,null,87,null,0,null,240,null,286,null,242,null,39,null,72,null,0,null,240,null,0,null,240,null,154,null,153,null,244,null,326,null,272,null,243,null,126,null,124,null,35,null,58,null,149,null,161,null,0,null,240,null,28664,null,1860,null,13299,null,1319,null,730,null,438,null,118,null,121,null,1251,null,392,null,300,null,219,null,124,null,167,null,578,null,467,null,1516,null,586,null,2153,null,570,null,2261,null,681,null,1969,null,576,null,1213,null,328,null,841,null,312,null,245,null,164,null,15365,null,1147,null,368,null,275,null,97,null,112,null,785,null,335,null,780,null,340,null,477,null,296,null,276,null,248,null,1585,null,470,null,1953,null,493,null,3335,null,642,null,2334,null,391,null,2238,null,432,null,906,null,344,null,231,null,231,null,0400000US02,Alaska,02
152208,null,4345,null,16738,null,3579,null,7211,null,2066,null,721,null,604,null,60,null,98,null,751,null,445,null,168,null,194,null,374,null,278,null,152,null,180,null,2112,null,852,null,791,null,374,null,817,null,567,null,564,null,316,null,657,null,553,null,44,null,70,null,0,null,302,null,9527,null,2133,null,852,null,547,null,0,null,302,null,514,null,414,null,54,null,88,null,0,null,302,null,466,null,291,null,1720,null,788,null,2024,null,956,null,1040,null,452,null,948,null,518,null,614,null,371,null,1066,null,528,null,229,null,252,null,135470,null,4736,null,64518,null,2725,null,4313,null,849,null,823,null,486,null,4688,null,1034,null,3563,null,990,null,498,null,311,null,1323,null,374,null,4262,null,1067,null,13211,null,964,null,12512,null,804,null,9369,null,905,null,4885,null,592,null,3298,null,443,null,1773,null,425,null,70952,null,2968,null,4841,null,750,null,965,null,551,null,4607,null,892,null,2659,null,911,null,853,null,505,null,1315,null,576,null,3703,null,845,null,12318,null,1473,null,14577,null,871,null,10555,null,1047,null,7884,null,857,null,3395,null,500,null,3280,null,611,null,0400000US04,Arizona,04
28935,null,2324,null,4064,null,1503,null,2300,null,1107,null,315,null,290,null,0,null,269,null,179,null,251,null,0,null,269,null,0,null,269,null,68,null,120,null,1238,null,852,null,135,null,146,null,12,null,21,null,46,null,70,null,116,null,174,null,191,null,208,null,0,null,269,null,1764,null,750,null,236,null,194,null,0,null,269,null,108,null,130,null,43,null,73,null,37,null,66,null,83,null,138,null,412,null,423,null,349,null,293,null,135,null,136,null,6,null,9,null,219,null,291,null,49,null,82,null,87,null,154,null,24871,null,2109,null,11547,null,1168,null,959,null,545,null,180,null,149,null,546,null,252,null,911,null,484,null,334,null,222,null,507,null,296,null,383,null,237,null,1896,null,715,null,2186,null,785,null,1960,null,570,null,1190,null,467,null,194,null,155,null,301,null,196,null,13324,null,1458,null,797,null,531,null,190,null,238,null,1293,null,575,null,741,null,456,null,156,null,119,null,123,null,110,null,974,null,466,null,2097,null,632,null,2688,null,652,null,2322,null,665,null,986,null,449,null,583,null,324,null,374,null,237,null,0400000US05,Arkansas,05
4477169,null,14046,null,441737,null,18723,null,206174,null,10959,null,11275,null,1990,null,2192,null,837,null,15370,null,2208,null,9558,null,1641,null,5253,null,1100,null,8311,null,1293,null,41968,null,3406,null,28871,null,3973,null,22505,null,2815,null,22213,null,2409,null,17475,null,2176,null,10857,null,1548,null,10326,null,1433,null,235563,null,10454,null,9229,null,2009,null,1715,null,790,null,15338,null,2475,null,8543,null,1594,null,2377,null,699,null,8171,null,1383,null,43248,null,3687,null,28455,null,3034,null,30773,null,2944,null,31134,null,2828,null,23932,null,2542,null,13977,null,1912,null,18671,null,2085,null,4035432,null,22437,null,1943458,null,13245,null,121328,null,3074,null,23229,null,2213,null,137805,null,4335,null,68452,null,3263,null,21367,null,1952,null,50259,null,2718,null,157492,null,5298,null,296249,null,4840,null,354791,null,3869,null,300306,null,3306,null,211528,null,2951,null,116296,null,2192,null,84356,null,2066,null,2091974,null,13141,null,115708,null,3570,null,21287,null,1986,null,130394,null,4140,null,65502,null,3217,null,24128,null,2348,null,46568,null,2442,null,149129,null,5112,null,319945,null,3942,null,373640,null,3643,null,335459,null,3724,null,244719,null,3021,null,143502,null,2289,null,121993,null,2500,null,0400000US06,California,06
123720,null,3398,null,9993,null,2200,null,4763,null,1554,null,583,null,440,null,133,null,216,null,377,null,330,null,242,null,265,null,0,null,275,null,97,null,113,null,1012,null,593,null,932,null,569,null,316,null,237,null,401,null,362,null,267,null,266,null,0,null,275,null,403,null,383,null,5230,null,1252,null,47,null,57,null,86,null,108,null,96,null,118,null,0,null,275,null,0,null,275,null,0,null,275,null,1265,null,603,null,1603,null,646,null,554,null,503,null,554,null,343,null,280,null,215,null,167,null,155,null,578,null,361,null,113727,null,3820,null,51419,null,2407,null,3116,null,645,null,755,null,400,null,4916,null,836,null,1688,null,613,null,702,null,386,null,959,null,392,null,4619,null,1123,null,8116,null,1236,null,12444,null,1186,null,6392,null,1062,null,3827,null,783,null,2576,null,690,null,1309,null,549,null,62308,null,2302,null,3229,null,551,null,1063,null,513,null,4797,null,881,null,1626,null,635,null,1452,null,515,null,1598,null,676,null,3994,null,740,null,11210,null,1201,null,12025,null,1160,null,9074,null,913,null,6315,null,685,null,3651,null,812,null,2274,null,688,null,0400000US08,Colorado,08
116532,null,2809,null,9480,null,3370,null,4240,null,1519,null,385,null,425,null,0,null,275,null,649,null,444,null,192,null,204,null,53,null,86,null,0,null,275,null,634,null,393,null,758,null,424,null,710,null,440,null,263,null,262,null,177,null,203,null,419,null,339,null,0,null,275,null,5240,null,2366,null,457,null,607,null,0,null,275,null,320,null,348,null,255,null,219,null,43,null,55,null,290,null,221,null,576,null,301,null,1967,null,1090,null,881,null,520,null,14,null,25,null,317,null,334,null,52,null,88,null,68,null,114,null,107052,null,3803,null,54251,null,2164,null,4200,null,801,null,1000,null,389,null,4617,null,677,null,2038,null,562,null,584,null,298,null,1686,null,361,null,3527,null,753,null,10230,null,1111,null,10805,null,966,null,7969,null,412,null,4586,null,477,null,2133,null,539,null,876,null,449,null,52801,null,2278,null,3966,null,556,null,821,null,338,null,4783,null,766,null,2139,null,575,null,545,null,266,null,1084,null,324,null,2957,null,825,null,8584,null,1136,null,11840,null,820,null,7627,null,445,null,4634,null,475,null,2459,null,554,null,1362,null,491,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
416849,null,4976,null,42881,null,6353,null,19282,null,3219,null,922,null,521,null,190,null,241,null,1615,null,697,null,282,null,279,null,230,null,235,null,626,null,482,null,3824,null,1000,null,2982,null,872,null,2957,null,1221,null,2024,null,764,null,1371,null,624,null,1540,null,725,null,719,null,403,null,23599,null,4013,null,1584,null,853,null,573,null,524,null,2244,null,861,null,947,null,625,null,225,null,286,null,289,null,217,null,3828,null,1259,null,2929,null,962,null,4190,null,1156,null,2318,null,920,null,2131,null,790,null,1919,null,674,null,422,null,295,null,373968,null,7082,null,172211,null,4596,null,12818,null,1293,null,1837,null,752,null,14077,null,1570,null,6720,null,1064,null,1712,null,561,null,3947,null,890,null,13616,null,1501,null,24821,null,1996,null,32622,null,2087,null,27938,null,1728,null,17411,null,1291,null,10910,null,1163,null,3782,null,836,null,201757,null,4702,null,12274,null,1562,null,1722,null,543,null,15171,null,1497,null,7051,null,1142,null,2056,null,545,null,5546,null,1029,null,12249,null,1506,null,30538,null,1839,null,37062,null,1935,null,33672,null,1788,null,24345,null,1490,null,13023,null,1091,null,7048,null,1140,null,0400000US12,Florida,12
