B19037G_001E,B19037G_001EA,B19037G_001M,B19037G_001MA,B19037G_002E,B19037G_002EA,B19037G_002M,B19037G_002MA,B19037G_003E,B19037G_003EA,B19037G_003M,B19037G_003MA,B19037G_004E,B19037G_004EA,B19037G_004M,B19037G_004MA,B19037G_005E,B19037G_005EA,B19037G_005M,B19037G_005MA,B19037G_006E,B19037G_006EA,B19037G_006M,B19037G_006MA,B19037G_007E,B19037G_007EA,B19037G_007M,B19037G_007MA,B19037G_008E,B19037G_008EA,B19037G_008M,B19037G_008MA,B19037G_009E,B19037G_009EA,B19037G_009M,B19037G_009MA,B19037G_010E,B19037G_010EA,B19037G_010M,B19037G_010MA,B19037G_011E,B19037G_011EA,B19037G_011M,B19037G_011MA,B19037G_012E,B19037G_012EA,B19037G_012M,B19037G_012MA,B19037G_013E,B19037G_013EA,B19037G_013M,B19037G_013MA,B19037G_014E,B19037G_014EA,B19037G_014M,B19037G_014MA,B19037G_015E,B19037G_015EA,B19037G_015M,B19037G_015MA,B19037G_016E,B19037G_016EA,B19037G_016M,B19037G_016MA,B19037G_017E,B19037G_017EA,B19037G_017M,B19037G_017MA,B19037G_018E,B19037G_018EA,B19037G_018M,B19037G_018MA,B19037G_019E,B19037G_019EA,B19037G_019M,B19037G_019MA,B19037G_020E,B19037G_020EA,B19037G_020M,B19037G_020MA,B19037G_021E,B19037G_021EA,B19037G_021M,B19037G_021MA,B19037G_022E,B19037G_022EA,B19037G_022M,B19037G_022MA,B19037G_023E,B19037G_023EA,B19037G_023M,B19037G_023MA,B19037G_024E,B19037G_024EA,B19037G_024M,B19037G_024MA,B19037G_025E,B19037G_025EA,B19037G_025M,B19037G_025MA,B19037G_026E,B19037G_026EA,B19037G_026M,B19037G_026MA,B19037G_027E,B19037G_027EA,B19037G_027M,B19037G_027MA,B19037G_028E,B19037G_028EA,B19037G_028M,B19037G_028MA,B19037G_029E,B19037G_029EA,B19037G_029M,B19037G_029MA,B19037G_030E,B19037G_030EA,B19037G_030M,B19037G_030MA,B19037G_031E,B19037G_031EA,B19037G_031M,B19037G_031MA,B19037G_032E,B19037G_032EA,B19037G_032M,B19037G_032MA,B19037G_033E,B19037G_033EA,B19037G_033M,B19037G_033MA,B19037G_034E,B19037G_034EA,B19037G_034M,B19037G_034MA,B19037G_035E,B19037G_035EA,B19037G_035M,B19037G_035MA,B19037G_036E,B19037G_036EA,B19037G_036M,B19037G_036MA,B19037G_037E,B19037G_037EA,B19037G_037M,B19037G_037MA,B19037G_038E,B19037G_038EA,B19037G_038M,B19037G_038MA,B19037G_039E,B19037G_039EA,B19037G_039M,B19037G_039MA,B19037G_040E,B19037G_040EA,B19037G_040M,B19037G_040MA,B19037G_041E,B19037G_041EA,B19037G_041M,B19037G_041MA,B19037G_042E,B19037G_042EA,B19037G_042M,B19037G_042MA,B19037G_043E,B19037G_043EA,B19037G_043M,B19037G_043MA,B19037G_044E,B19037G_044EA,B19037G_044M,B19037G_044MA,B19037G_045E,B19037G_045EA,B19037G_045M,B19037G_045MA,B19037G_046E,B19037G_046EA,B19037G_046M,B19037G_046MA,B19037G_047E,B19037G_047EA,B19037G_047M,B19037G_047MA,B19037G_048E,B19037G_048EA,B19037G_048M,B19037G_048MA,B19037G_049E,B19037G_049EA,B19037G_049M,B19037G_049MA,B19037G_050E,B19037G_050EA,B19037G_050M,B19037G_050MA,B19037G_051E,B19037G_051EA,B19037G_051M,B19037G_051MA,B19037G_052E,B19037G_052EA,B19037G_052M,B19037G_052MA,B19037G_053E,B19037G_053EA,B19037G_053M,B19037G_053MA,B19037G_054E,B19037G_054EA,B19037G_054M,B19037G_054MA,B19037G_055E,B19037G_055EA,B19037G_055M,B19037G_055MA,B19037G_056E,B19037G_056EA,B19037G_056M,B19037G_056MA,B19037G_057E,B19037G_057EA,B19037G_057M,B19037G_057MA,B19037G_058E,B19037G_058EA,B19037G_058M,B19037G_058MA,B19037G_059E,B19037G_059EA,B19037G_059M,B19037G_059MA,B19037G_060E,B19037G_060EA,B19037G_060M,B19037G_060MA,B19037G_061E,B19037G_061EA,B19037G_061M,B19037G_061MA,B19037G_062E,B19037G_062EA,B19037G_062M,B19037G_062MA,B19037G_063E,B19037G_063EA,B19037G_063M,B19037G_063MA,B19037G_064E,B19037G_064EA,B19037G_064M,B19037G_064MA,B19037G_065E,B19037G_065EA,B19037G_065M,B19037G_065MA,B19037G_066E,B19037G_066EA,B19037G_066M,B19037G_066MA,B19037G_067E,B19037G_067EA,B19037G_067M,B19037G_067MA,B19037G_068E,B19037G_068EA,B19037G_068M,B19037G_068MA,B19037G_069E,B19037G_069EA,B19037G_069M,B19037G_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
33684,null,2571,null,2985,null,807,null,209,null,195,null,344,null,274,null,156,null,175,null,156,null,173,null,282,null,252,null,411,null,388,null,0,null,302,null,238,null,207,null,288,null,261,null,287,null,300,null,347,null,253,null,108,null,129,null,0,null,302,null,159,null,220,null,0,null,302,null,0,null,302,null,15530,null,1861,null,1131,null,463,null,559,null,448,null,1127,null,582,null,559,null,336,null,880,null,478,null,1209,null,518,null,897,null,531,null,748,null,350,null,380,null,257,null,1080,null,389,null,1904,null,615,null,2309,null,855,null,1866,null,694,null,364,null,335,null,517,null,351,null,0,null,302,null,10419,null,1564,null,1040,null,471,null,732,null,487,null,243,null,302,null,627,null,438,null,965,null,528,null,730,null,475,null,329,null,364,null,648,null,362,null,566,null,328,null,490,null,297,null,1018,null,437,null,1344,null,512,null,351,null,228,null,701,null,348,null,388,null,254,null,247,null,204,null,4750,null,969,null,265,null,167,null,514,null,324,null,393,null,327,null,922,null,523,null,200,null,170,null,164,null,141,null,630,null,383,null,303,null,244,null,74,null,123,null,391,null,320,null,258,null,237,null,323,null,236,null,48,null,80,null,41,null,70,null,200,null,181,null,24,null,42,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
269030,null,7987,null,16565,null,1910,null,3089,null,973,null,913,null,487,null,1617,null,620,null,1879,null,715,null,676,null,383,null,1720,null,840,null,692,null,385,null,838,null,449,null,545,null,391,null,1286,null,572,null,1135,null,474,null,1320,null,496,null,424,null,261,null,0,null,294,null,177,null,135,null,254,null,359,null,121373,null,5656,null,6879,null,1380,null,3151,null,926,null,4889,null,1372,null,5522,null,1321,null,3821,null,1060,null,4826,null,1330,null,3984,null,945,null,6994,null,1698,null,4015,null,933,null,11005,null,1754,null,12671,null,1586,null,18717,null,2281,null,14404,null,2005,null,7312,null,1439,null,8283,null,1508,null,4900,null,995,null,98797,null,4765,null,4893,null,1225,null,6039,null,1250,null,3297,null,796,null,4545,null,1099,null,2978,null,844,null,4770,null,1085,null,3727,null,836,null,3917,null,1122,null,3135,null,739,null,7412,null,1323,null,10074,null,1565,null,12897,null,1722,null,10924,null,1446,null,6001,null,1249,null,7900,null,1422,null,6288,null,1118,null,32295,null,2728,null,2650,null,702,null,4409,null,1135,null,2519,null,712,null,2605,null,705,null,2354,null,683,null,1430,null,723,null,1678,null,559,null,1692,null,432,null,1437,null,513,null,2072,null,553,null,2626,null,624,null,3106,null,915,null,1726,null,490,null,684,null,347,null,607,null,308,null,700,null,378,null,0400000US06,California,06
36632,null,3198,null,2900,null,887,null,698,null,463,null,130,null,148,null,311,null,247,null,118,null,141,null,244,null,223,null,83,null,103,null,69,null,112,null,349,null,256,null,14,null,25,null,445,null,428,null,206,null,191,null,233,null,273,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,17503,null,2052,null,1516,null,686,null,470,null,356,null,555,null,405,null,712,null,371,null,1007,null,499,null,1307,null,515,null,487,null,338,null,1192,null,635,null,1334,null,536,null,1088,null,524,null,2019,null,655,null,2431,null,674,null,1380,null,458,null,1051,null,561,null,829,null,449,null,125,null,148,null,13019,null,1848,null,1843,null,849,null,637,null,334,null,653,null,450,null,334,null,242,null,518,null,328,null,611,null,296,null,294,null,233,null,634,null,312,null,948,null,392,null,883,null,514,null,1310,null,594,null,1247,null,430,null,1697,null,549,null,464,null,259,null,571,null,356,null,375,null,292,null,3210,null,806,null,655,null,430,null,569,null,358,null,126,null,118,null,220,null,191,null,181,null,162,null,328,null,243,null,174,null,169,null,238,null,283,null,0,null,275,null,138,null,155,null,192,null,179,null,257,null,201,null,132,null,206,null,0,null,275,null,0,null,275,null,0,null,275,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
79818,null,4411,null,5940,null,1513,null,601,null,356,null,166,null,182,null,1018,null,572,null,550,null,359,null,619,null,409,null,320,null,332,null,652,null,542,null,142,null,175,null,93,null,109,null,611,null,389,null,484,null,447,null,495,null,620,null,104,null,127,null,45,null,73,null,0,null,305,null,40,null,64,null,32153,null,3388,null,1892,null,797,null,1525,null,705,null,1138,null,559,null,2455,null,798,null,2470,null,842,null,2326,null,770,null,895,null,415,null,1960,null,821,null,2140,null,998,null,3193,null,843,null,3406,null,955,null,4882,null,1210,null,1520,null,528,null,750,null,377,null,1007,null,565,null,594,null,297,null,30123,null,2282,null,2658,null,868,null,1350,null,595,null,1274,null,595,null,1811,null,589,null,1276,null,617,null,2121,null,654,null,2108,null,609,null,2016,null,650,null,1726,null,688,null,2177,null,771,null,2195,null,702,null,3716,null,948,null,1948,null,802,null,1226,null,484,null,1380,null,677,null,1141,null,577,null,11602,null,1550,null,1504,null,619,null,1233,null,466,null,1542,null,630,null,838,null,401,null,854,null,390,null,645,null,364,null,1121,null,461,null,379,null,261,null,695,null,419,null,836,null,406,null,714,null,358,null,664,null,361,null,333,null,248,null,50,null,84,null,60,null,80,null,134,null,176,null,0400000US12,Florida,12
