C19037D_001E,C19037D_001EA,C19037D_001M,C19037D_001MA,C19037D_002E,C19037D_002EA,C19037D_002M,C19037D_002MA,C19037D_003E,C19037D_003EA,C19037D_003M,C19037D_003MA,C19037D_004E,C19037D_004EA,C19037D_004M,C19037D_004MA,C19037D_005E,C19037D_005EA,C19037D_005M,C19037D_005MA,C19037D_006E,C19037D_006EA,C19037D_006M,C19037D_006MA,C19037D_007E,C19037D_007EA,C19037D_007M,C19037D_007MA,C19037D_008E,C19037D_008EA,C19037D_008M,C19037D_008MA,C19037D_009E,C19037D_009EA,C19037D_009M,C19037D_009MA,C19037D_010E,C19037D_010EA,C19037D_010M,C19037D_010MA,C19037D_011E,C19037D_011EA,C19037D_011M,C19037D_011MA,C19037D_012E,C19037D_012EA,C19037D_012M,C19037D_012MA,C19037D_013E,C19037D_013EA,C19037D_013M,C19037D_013MA,C19037D_014E,C19037D_014EA,C19037D_014M,C19037D_014MA,C19037D_015E,C19037D_015EA,C19037D_015M,C19037D_015MA,C19037D_016E,C19037D_016EA,C19037D_016M,C19037D_016MA,C19037D_017E,C19037D_017EA,C19037D_017M,C19037D_017MA,C19037D_018E,C19037D_018EA,C19037D_018M,C19037D_018MA,C19037D_019E,C19037D_019EA,C19037D_019M,C19037D_019MA,C19037D_020E,C19037D_020EA,C19037D_020M,C19037D_020MA,C19037D_021E,C19037D_021EA,C19037D_021M,C19037D_021MA,C19037D_022E,C19037D_022EA,C19037D_022M,C19037D_022MA,C19037D_023E,C19037D_023EA,C19037D_023M,C19037D_023MA,C19037D_024E,C19037D_024EA,C19037D_024M,C19037D_024MA,C19037D_025E,C19037D_025EA,C19037D_025M,C19037D_025MA,C19037D_026E,C19037D_026EA,C19037D_026M,C19037D_026MA,C19037D_027E,C19037D_027EA,C19037D_027M,C19037D_027MA,C19037D_028E,C19037D_028EA,C19037D_028M,C19037D_028MA,C19037D_029E,C19037D_029EA,C19037D_029M,C19037D_029MA,C19037D_030E,C19037D_030EA,C19037D_030M,C19037D_030MA,C19037D_031E,C19037D_031EA,C19037D_031M,C19037D_031MA,C19037D_032E,C19037D_032EA,C19037D_032M,C19037D_032MA,C19037D_033E,C19037D_033EA,C19037D_033M,C19037D_033MA,C19037D_034E,C19037D_034EA,C19037D_034M,C19037D_034MA,C19037D_035E,C19037D_035EA,C19037D_035M,C19037D_035MA,C19037D_036E,C19037D_036EA,C19037D_036M,C19037D_036MA,C19037D_037E,C19037D_037EA,C19037D_037M,C19037D_037MA,C19037D_038E,C19037D_038EA,C19037D_038M,C19037D_038MA,C19037D_039E,C19037D_039EA,C19037D_039M,C19037D_039MA,C19037D_040E,C19037D_040EA,C19037D_040M,C19037D_040MA,C19037D_041E,C19037D_041EA,C19037D_041M,C19037D_041MA,C19037D_042E,C19037D_042EA,C19037D_042M,C19037D_042MA,C19037D_043E,C19037D_043EA,C19037D_043M,C19037D_043MA,C19037D_044E,C19037D_044EA,C19037D_044M,C19037D_044MA,C19037D_045E,C19037D_045EA,C19037D_045M,C19037D_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
48382,null,2461,null,2632,null,652,null,1094,null,481,null,263,null,277,null,254,null,223,null,307,null,268,null,139,null,124,null,575,null,375,null,0,null,302,null,0,null,302,null,0,null,302,null,0,null,302,null,25960,null,1748,null,709,null,340,null,1126,null,565,null,1327,null,589,null,1399,null,656,null,2246,null,842,null,5729,null,1398,null,3462,null,976,null,7049,null,1334,null,1069,null,427,null,1844,null,684,null,15505,null,1365,null,849,null,528,null,734,null,372,null,965,null,451,null,2125,null,632,null,1148,null,544,null,2453,null,679,null,2219,null,600,null,3123,null,918,null,785,null,390,null,1104,null,524,null,4285,null,785,null,332,null,261,null,104,null,125,null,730,null,367,null,762,null,482,null,637,null,329,null,530,null,274,null,552,null,283,null,178,null,161,null,213,null,179,null,247,null,276,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1408868,null,11857,null,43710,null,3026,null,12943,null,1630,null,3499,null,961,null,4810,null,952,null,4858,null,1043,null,4480,null,771,null,7657,null,1434,null,1790,null,669,null,2807,null,838,null,617,null,423,null,249,null,249,null,599081,null,8701,null,22597,null,2323,null,11249,null,2020,null,27571,null,2782,null,31571,null,3383,null,63265,null,4231,null,105253,null,4680,null,89533,null,4422,null,129563,null,5581,null,62472,null,4008,null,56007,null,3108,null,556030,null,7028,null,19089,null,2236,null,18067,null,2267,null,38765,null,3294,null,35805,null,3483,null,58332,null,3960,null,87927,null,4074,null,71944,null,4352,null,113137,null,4957,null,55193,null,3497,null,57771,null,3269,null,210047,null,5355,null,21238,null,2246,null,31041,null,2893,null,34434,null,2866,null,19305,null,1660,null,23055,null,2148,null,27282,null,2486,null,15293,null,1655,null,19740,null,2111,null,8727,null,1360,null,9932,null,1204,null,0400000US06,California,06
44177,null,2341,null,2890,null,874,null,678,null,494,null,294,null,240,null,811,null,405,null,191,null,171,null,286,null,242,null,156,null,140,null,191,null,210,null,283,null,281,null,0,null,275,null,0,null,275,null,24096,null,1907,null,1142,null,589,null,417,null,367,null,1476,null,602,null,2439,null,869,null,3000,null,804,null,5749,null,1342,null,3094,null,795,null,3972,null,1001,null,2098,null,804,null,709,null,392,null,13046,null,1433,null,1022,null,525,null,326,null,305,null,983,null,504,null,1018,null,521,null,1390,null,548,null,2142,null,683,null,1682,null,640,null,2494,null,805,null,951,null,430,null,1038,null,516,null,4145,null,806,null,813,null,464,null,895,null,445,null,680,null,395,null,204,null,163,null,279,null,186,null,330,null,253,null,377,null,319,null,379,null,242,null,188,null,179,null,0,null,275,null,0400000US08,Colorado,08
39099,null,1848,null,1996,null,646,null,692,null,406,null,0,null,275,null,309,null,282,null,208,null,277,null,224,null,153,null,170,null,161,null,361,null,334,null,32,null,51,null,0,null,275,null,0,null,275,null,22034,null,1769,null,1133,null,633,null,409,null,417,null,624,null,377,null,2303,null,970,null,2019,null,825,null,4332,null,1042,null,3397,null,855,null,4063,null,903,null,1915,null,702,null,1839,null,615,null,12596,null,933,null,137,null,159,null,283,null,245,null,487,null,333,null,386,null,260,null,1006,null,458,null,1811,null,562,null,1640,null,530,null,3625,null,777,null,1345,null,604,null,1876,null,583,null,2473,null,685,null,177,null,170,null,281,null,292,null,400,null,299,null,183,null,208,null,394,null,338,null,275,null,219,null,126,null,152,null,295,null,265,null,168,null,171,null,174,null,173,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
131216,null,4088,null,4530,null,915,null,1554,null,616,null,296,null,289,null,666,null,492,null,676,null,403,null,557,null,313,null,527,null,302,null,140,null,160,null,81,null,129,null,33,null,59,null,0,null,305,null,61952,null,3170,null,2100,null,777,null,1828,null,986,null,5336,null,1178,null,6160,null,1358,null,8137,null,1632,null,13110,null,1808,null,9372,null,1480,null,8475,null,1657,null,3717,null,1217,null,3717,null,1208,null,48878,null,2509,null,2677,null,882,null,1423,null,623,null,4185,null,1062,null,4910,null,1064,null,6994,null,1323,null,9705,null,1503,null,6732,null,1243,null,7906,null,1273,null,1967,null,624,null,2379,null,768,null,15856,null,1637,null,1462,null,568,null,1857,null,641,null,2145,null,794,null,1737,null,596,null,2471,null,711,null,1974,null,693,null,1393,null,485,null,1732,null,526,null,598,null,358,null,487,null,288,null,0400000US12,Florida,12
