B19037D_001E,B19037D_001EA,B19037D_001M,B19037D_001MA,B19037D_002E,B19037D_002EA,B19037D_002M,B19037D_002MA,B19037D_003E,B19037D_003EA,B19037D_003M,B19037D_003MA,B19037D_004E,B19037D_004EA,B19037D_004M,B19037D_004MA,B19037D_005E,B19037D_005EA,B19037D_005M,B19037D_005MA,B19037D_006E,B19037D_006EA,B19037D_006M,B19037D_006MA,B19037D_007E,B19037D_007EA,B19037D_007M,B19037D_007MA,B19037D_008E,B19037D_008EA,B19037D_008M,B19037D_008MA,B19037D_009E,B19037D_009EA,B19037D_009M,B19037D_009MA,B19037D_010E,B19037D_010EA,B19037D_010M,B19037D_010MA,B19037D_011E,B19037D_011EA,B19037D_011M,B19037D_011MA,B19037D_012E,B19037D_012EA,B19037D_012M,B19037D_012MA,B19037D_013E,B19037D_013EA,B19037D_013M,B19037D_013MA,B19037D_014E,B19037D_014EA,B19037D_014M,B19037D_014MA,B19037D_015E,B19037D_015EA,B19037D_015M,B19037D_015MA,B19037D_016E,B19037D_016EA,B19037D_016M,B19037D_016MA,B19037D_017E,B19037D_017EA,B19037D_017M,B19037D_017MA,B19037D_018E,B19037D_018EA,B19037D_018M,B19037D_018MA,B19037D_019E,B19037D_019EA,B19037D_019M,B19037D_019MA,B19037D_020E,B19037D_020EA,B19037D_020M,B19037D_020MA,B19037D_021E,B19037D_021EA,B19037D_021M,B19037D_021MA,B19037D_022E,B19037D_022EA,B19037D_022M,B19037D_022MA,B19037D_023E,B19037D_023EA,B19037D_023M,B19037D_023MA,B19037D_024E,B19037D_024EA,B19037D_024M,B19037D_024MA,B19037D_025E,B19037D_025EA,B19037D_025M,B19037D_025MA,B19037D_026E,B19037D_026EA,B19037D_026M,B19037D_026MA,B19037D_027E,B19037D_027EA,B19037D_027M,B19037D_027MA,B19037D_028E,B19037D_028EA,B19037D_028M,B19037D_028MA,B19037D_029E,B19037D_029EA,B19037D_029M,B19037D_029MA,B19037D_030E,B19037D_030EA,B19037D_030M,B19037D_030MA,B19037D_031E,B19037D_031EA,B19037D_031M,B19037D_031MA,B19037D_032E,B19037D_032EA,B19037D_032M,B19037D_032MA,B19037D_033E,B19037D_033EA,B19037D_033M,B19037D_033MA,B19037D_034E,B19037D_034EA,B19037D_034M,B19037D_034MA,B19037D_035E,B19037D_035EA,B19037D_035M,B19037D_035MA,B19037D_036E,B19037D_036EA,B19037D_036M,B19037D_036MA,B19037D_037E,B19037D_037EA,B19037D_037M,B19037D_037MA,B19037D_038E,B19037D_038EA,B19037D_038M,B19037D_038MA,B19037D_039E,B19037D_039EA,B19037D_039M,B19037D_039MA,B19037D_040E,B19037D_040EA,B19037D_040M,B19037D_040MA,B19037D_041E,B19037D_041EA,B19037D_041M,B19037D_041MA,B19037D_042E,B19037D_042EA,B19037D_042M,B19037D_042MA,B19037D_043E,B19037D_043EA,B19037D_043M,B19037D_043MA,B19037D_044E,B19037D_044EA,B19037D_044M,B19037D_044MA,B19037D_045E,B19037D_045EA,B19037D_045M,B19037D_045MA,B19037D_046E,B19037D_046EA,B19037D_046M,B19037D_046MA,B19037D_047E,B19037D_047EA,B19037D_047M,B19037D_047MA,B19037D_048E,B19037D_048EA,B19037D_048M,B19037D_048MA,B19037D_049E,B19037D_049EA,B19037D_049M,B19037D_049MA,B19037D_050E,B19037D_050EA,B19037D_050M,B19037D_050MA,B19037D_051E,B19037D_051EA,B19037D_051M,B19037D_051MA,B19037D_052E,B19037D_052EA,B19037D_052M,B19037D_052MA,B19037D_053E,B19037D_053EA,B19037D_053M,B19037D_053MA,B19037D_054E,B19037D_054EA,B19037D_054M,B19037D_054MA,B19037D_055E,B19037D_055EA,B19037D_055M,B19037D_055MA,B19037D_056E,B19037D_056EA,B19037D_056M,B19037D_056MA,B19037D_057E,B19037D_057EA,B19037D_057M,B19037D_057MA,B19037D_058E,B19037D_058EA,B19037D_058M,B19037D_058MA,B19037D_059E,B19037D_059EA,B19037D_059M,B19037D_059MA,B19037D_060E,B19037D_060EA,B19037D_060M,B19037D_060MA,B19037D_061E,B19037D_061EA,B19037D_061M,B19037D_061MA,B19037D_062E,B19037D_062EA,B19037D_062M,B19037D_062MA,B19037D_063E,B19037D_063EA,B19037D_063M,B19037D_063MA,B19037D_064E,B19037D_064EA,B19037D_064M,B19037D_064MA,B19037D_065E,B19037D_065EA,B19037D_065M,B19037D_065MA,B19037D_066E,B19037D_066EA,B19037D_066M,B19037D_066MA,B19037D_067E,B19037D_067EA,B19037D_067M,B19037D_067MA,B19037D_068E,B19037D_068EA,B19037D_068M,B19037D_068MA,B19037D_069E,B19037D_069EA,B19037D_069M,B19037D_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
48382,null,2461,null,2632,null,652,null,1094,null,481,null,263,null,277,null,97,null,111,null,157,null,167,null,226,null,241,null,81,null,115,null,31,null,54,null,82,null,95,null,26,null,43,null,120,null,117,null,455,null,359,null,0,null,302,null,0,null,302,null,0,null,302,null,0,null,302,null,0,null,302,null,25960,null,1748,null,709,null,340,null,1126,null,565,null,272,null,190,null,1055,null,550,null,447,null,405,null,952,null,537,null,1123,null,693,null,428,null,346,null,695,null,344,null,1985,null,892,null,3744,null,1018,null,3462,null,976,null,4651,null,1031,null,2398,null,955,null,1069,null,427,null,1844,null,684,null,15505,null,1365,null,849,null,528,null,734,null,372,null,500,null,382,null,465,null,259,null,914,null,420,null,1211,null,523,null,219,null,186,null,434,null,353,null,495,null,288,null,1027,null,363,null,1426,null,591,null,2219,null,600,null,2191,null,760,null,932,null,458,null,785,null,390,null,1104,null,524,null,4285,null,785,null,332,null,261,null,104,null,125,null,360,null,242,null,370,null,260,null,556,null,466,null,206,null,169,null,322,null,242,null,215,null,192,null,100,null,126,null,281,null,209,null,249,null,208,null,552,null,283,null,0,null,302,null,178,null,161,null,213,null,179,null,247,null,276,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1408868,null,11857,null,43710,null,3026,null,12943,null,1630,null,3499,null,961,null,2386,null,689,null,2424,null,739,null,1586,null,574,null,3272,null,886,null,1585,null,584,null,1460,null,510,null,1435,null,565,null,3193,null,949,null,4464,null,1025,null,1790,null,669,null,1507,null,575,null,1300,null,531,null,617,null,423,null,249,null,249,null,599081,null,8701,null,22597,null,2323,null,11249,null,2020,null,12551,null,1938,null,15020,null,1881,null,12490,null,2058,null,19081,null,2477,null,19992,null,2548,null,25024,null,2690,null,18249,null,2277,null,40934,null,3386,null,64319,null,3751,null,89533,null,4422,null,75915,null,4034,null,53648,null,3669,null,62472,null,4008,null,56007,null,3108,null,556030,null,7028,null,19089,null,2236,null,18067,null,2267,null,19256,null,2143,null,19509,null,2221,null,17381,null,2440,null,18424,null,2354,null,17258,null,1992,null,21878,null,2413,null,19196,null,2232,null,35527,null,2849,null,52400,null,3249,null,71944,null,4352,null,69991,null,3809,null,43146,null,2733,null,55193,null,3497,null,57771,null,3269,null,210047,null,5355,null,21238,null,2246,null,31041,null,2893,null,22120,null,2518,null,12314,null,1560,null,11245,null,1365,null,8060,null,1256,null,9583,null,1503,null,7800,null,1263,null,5672,null,1146,null,12196,null,1660,null,15086,null,1741,null,15293,null,1655,null,12352,null,1652,null,7388,null,1286,null,8727,null,1360,null,9932,null,1204,null,0400000US06,California,06
44177,null,2341,null,2890,null,874,null,678,null,494,null,294,null,240,null,529,null,366,null,282,null,203,null,146,null,153,null,45,null,68,null,0,null,275,null,250,null,262,null,36,null,63,null,40,null,69,null,116,null,126,null,191,null,210,null,117,null,190,null,166,null,207,null,0,null,275,null,0,null,275,null,24096,null,1907,null,1142,null,589,null,417,null,367,null,954,null,555,null,522,null,336,null,1765,null,759,null,674,null,408,null,396,null,318,null,1257,null,696,null,1347,null,477,null,2111,null,759,null,3638,null,1164,null,3094,null,795,null,2915,null,923,null,1057,null,495,null,2098,null,804,null,709,null,392,null,13046,null,1433,null,1022,null,525,null,326,null,305,null,455,null,325,null,528,null,367,null,82,null,122,null,936,null,516,null,566,null,423,null,437,null,335,null,387,null,278,null,857,null,513,null,1285,null,520,null,1682,null,640,null,1326,null,508,null,1168,null,621,null,951,null,430,null,1038,null,516,null,4145,null,806,null,813,null,464,null,895,null,445,null,348,null,308,null,332,null,247,null,136,null,143,null,68,null,85,null,83,null,138,null,66,null,77,null,130,null,103,null,161,null,220,null,169,null,164,null,377,null,319,null,187,null,167,null,192,null,159,null,188,null,179,null,0,null,275,null,0400000US08,Colorado,08
39099,null,1848,null,1996,null,646,null,692,null,406,null,0,null,275,null,118,null,151,null,191,null,240,null,208,null,277,null,0,null,275,null,24,null,37,null,125,null,176,null,75,null,128,null,88,null,109,null,82,null,91,null,361,null,334,null,0,null,275,null,32,null,51,null,0,null,275,null,0,null,275,null,22034,null,1769,null,1133,null,633,null,409,null,417,null,392,null,303,null,232,null,211,null,297,null,305,null,2006,null,886,null,445,null,342,null,836,null,595,null,738,null,480,null,1413,null,581,null,2919,null,891,null,3397,null,855,null,2348,null,688,null,1715,null,634,null,1915,null,702,null,1839,null,615,null,12596,null,933,null,137,null,159,null,283,null,245,null,188,null,184,null,299,null,268,null,240,null,198,null,146,null,150,null,629,null,391,null,143,null,160,null,234,null,179,null,602,null,345,null,1209,null,451,null,1640,null,530,null,2338,null,652,null,1287,null,422,null,1345,null,604,null,1876,null,583,null,2473,null,685,null,177,null,170,null,281,null,292,null,303,null,286,null,97,null,87,null,69,null,116,null,114,null,168,null,0,null,275,null,60,null,98,null,334,null,322,null,45,null,79,null,230,null,202,null,126,null,152,null,215,null,252,null,80,null,94,null,168,null,171,null,174,null,173,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
131216,null,4088,null,4530,null,915,null,1554,null,616,null,296,null,289,null,261,null,206,null,405,null,447,null,116,null,131,null,560,null,383,null,258,null,280,null,269,null,209,null,30,null,59,null,309,null,221,null,218,null,209,null,140,null,160,null,81,null,129,null,0,null,305,null,33,null,59,null,0,null,305,null,61952,null,3170,null,2100,null,777,null,1828,null,986,null,1806,null,639,null,3530,null,981,null,3393,null,1157,null,2767,null,771,null,2363,null,874,null,2783,null,960,null,2991,null,1051,null,5509,null,1364,null,7601,null,1276,null,9372,null,1480,null,5698,null,1318,null,2777,null,897,null,3717,null,1217,null,3717,null,1208,null,48878,null,2509,null,2677,null,882,null,1423,null,623,null,1970,null,746,null,2215,null,735,null,2374,null,666,null,2536,null,803,null,2479,null,788,null,1969,null,697,null,2546,null,770,null,3547,null,694,null,6158,null,1246,null,6732,null,1243,null,4669,null,1030,null,3237,null,813,null,1967,null,624,null,2379,null,768,null,15856,null,1637,null,1462,null,568,null,1857,null,641,null,1128,null,532,null,1017,null,502,null,876,null,393,null,861,null,466,null,1350,null,653,null,682,null,335,null,439,null,260,null,952,null,478,null,1022,null,535,null,1393,null,485,null,1184,null,458,null,548,null,315,null,598,null,358,null,487,null,288,null,0400000US12,Florida,12
