B19037F_001E,B19037F_001EA,B19037F_001M,B19037F_001MA,B19037F_002E,B19037F_002EA,B19037F_002M,B19037F_002MA,B19037F_003E,B19037F_003EA,B19037F_003M,B19037F_003MA,B19037F_004E,B19037F_004EA,B19037F_004M,B19037F_004MA,B19037F_005E,B19037F_005EA,B19037F_005M,B19037F_005MA,B19037F_006E,B19037F_006EA,B19037F_006M,B19037F_006MA,B19037F_007E,B19037F_007EA,B19037F_007M,B19037F_007MA,B19037F_008E,B19037F_008EA,B19037F_008M,B19037F_008MA,B19037F_009E,B19037F_009EA,B19037F_009M,B19037F_009MA,B19037F_010E,B19037F_010EA,B19037F_010M,B19037F_010MA,B19037F_011E,B19037F_011EA,B19037F_011M,B19037F_011MA,B19037F_012E,B19037F_012EA,B19037F_012M,B19037F_012MA,B19037F_013E,B19037F_013EA,B19037F_013M,B19037F_013MA,B19037F_014E,B19037F_014EA,B19037F_014M,B19037F_014MA,B19037F_015E,B19037F_015EA,B19037F_015M,B19037F_015MA,B19037F_016E,B19037F_016EA,B19037F_016M,B19037F_016MA,B19037F_017E,B19037F_017EA,B19037F_017M,B19037F_017MA,B19037F_018E,B19037F_018EA,B19037F_018M,B19037F_018MA,B19037F_019E,B19037F_019EA,B19037F_019M,B19037F_019MA,B19037F_020E,B19037F_020EA,B19037F_020M,B19037F_020MA,B19037F_021E,B19037F_021EA,B19037F_021M,B19037F_021MA,B19037F_022E,B19037F_022EA,B19037F_022M,B19037F_022MA,B19037F_023E,B19037F_023EA,B19037F_023M,B19037F_023MA,B19037F_024E,B19037F_024EA,B19037F_024M,B19037F_024MA,B19037F_025E,B19037F_025EA,B19037F_025M,B19037F_025MA,B19037F_026E,B19037F_026EA,B19037F_026M,B19037F_026MA,B19037F_027E,B19037F_027EA,B19037F_027M,B19037F_027MA,B19037F_028E,B19037F_028EA,B19037F_028M,B19037F_028MA,B19037F_029E,B19037F_029EA,B19037F_029M,B19037F_029MA,B19037F_030E,B19037F_030EA,B19037F_030M,B19037F_030MA,B19037F_031E,B19037F_031EA,B19037F_031M,B19037F_031MA,B19037F_032E,B19037F_032EA,B19037F_032M,B19037F_032MA,B19037F_033E,B19037F_033EA,B19037F_033M,B19037F_033MA,B19037F_034E,B19037F_034EA,B19037F_034M,B19037F_034MA,B19037F_035E,B19037F_035EA,B19037F_035M,B19037F_035MA,B19037F_036E,B19037F_036EA,B19037F_036M,B19037F_036MA,B19037F_037E,B19037F_037EA,B19037F_037M,B19037F_037MA,B19037F_038E,B19037F_038EA,B19037F_038M,B19037F_038MA,B19037F_039E,B19037F_039EA,B19037F_039M,B19037F_039MA,B19037F_040E,B19037F_040EA,B19037F_040M,B19037F_040MA,B19037F_041E,B19037F_041EA,B19037F_041M,B19037F_041MA,B19037F_042E,B19037F_042EA,B19037F_042M,B19037F_042MA,B19037F_043E,B19037F_043EA,B19037F_043M,B19037F_043MA,B19037F_044E,B19037F_044EA,B19037F_044M,B19037F_044MA,B19037F_045E,B19037F_045EA,B19037F_045M,B19037F_045MA,B19037F_046E,B19037F_046EA,B19037F_046M,B19037F_046MA,B19037F_047E,B19037F_047EA,B19037F_047M,B19037F_047MA,B19037F_048E,B19037F_048EA,B19037F_048M,B19037F_048MA,B19037F_049E,B19037F_049EA,B19037F_049M,B19037F_049MA,B19037F_050E,B19037F_050EA,B19037F_050M,B19037F_050MA,B19037F_051E,B19037F_051EA,B19037F_051M,B19037F_051MA,B19037F_052E,B19037F_052EA,B19037F_052M,B19037F_052MA,B19037F_053E,B19037F_053EA,B19037F_053M,B19037F_053MA,B19037F_054E,B19037F_054EA,B19037F_054M,B19037F_054MA,B19037F_055E,B19037F_055EA,B19037F_055M,B19037F_055MA,B19037F_056E,B19037F_056EA,B19037F_056M,B19037F_056MA,B19037F_057E,B19037F_057EA,B19037F_057M,B19037F_057MA,B19037F_058E,B19037F_058EA,B19037F_058M,B19037F_058MA,B19037F_059E,B19037F_059EA,B19037F_059M,B19037F_059MA,B19037F_060E,B19037F_060EA,B19037F_060M,B19037F_060MA,B19037F_061E,B19037F_061EA,B19037F_061M,B19037F_061MA,B19037F_062E,B19037F_062EA,B19037F_062M,B19037F_062MA,B19037F_063E,B19037F_063EA,B19037F_063M,B19037F_063MA,B19037F_064E,B19037F_064EA,B19037F_064M,B19037F_064MA,B19037F_065E,B19037F_065EA,B19037F_065M,B19037F_065MA,B19037F_066E,B19037F_066EA,B19037F_066M,B19037F_066MA,B19037F_067E,B19037F_067EA,B19037F_067M,B19037F_067MA,B19037F_068E,B19037F_068EA,B19037F_068M,B19037F_068MA,B19037F_069E,B19037F_069EA,B19037F_069M,B19037F_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
115905,null,5957,null,9081,null,1552,null,789,null,458,null,1213,null,626,null,887,null,771,null,1033,null,613,null,791,null,557,null,999,null,538,null,181,null,174,null,552,null,330,null,807,null,598,null,313,null,257,null,1065,null,659,null,420,null,246,null,31,null,49,null,0,null,302,null,0,null,302,null,0,null,302,null,62065,null,4666,null,4434,null,1128,null,1765,null,819,null,3629,null,1002,null,3475,null,1191,null,4841,null,1538,null,5774,null,1495,null,4399,null,988,null,3329,null,1036,null,4150,null,983,null,5494,null,1262,null,6624,null,1562,null,8027,null,1563,null,3389,null,969,null,1350,null,696,null,1062,null,587,null,323,null,219,null,36587,null,3064,null,2523,null,904,null,2321,null,870,null,1878,null,661,null,2339,null,847,null,2833,null,1131,null,2302,null,803,null,2656,null,886,null,1949,null,819,null,2327,null,864,null,3324,null,1003,null,3903,null,1058,null,3992,null,1020,null,2285,null,751,null,879,null,528,null,823,null,505,null,253,null,220,null,8172,null,1294,null,1184,null,558,null,1244,null,522,null,870,null,450,null,590,null,375,null,525,null,292,null,441,null,278,null,305,null,273,null,606,null,392,null,577,null,364,null,582,null,401,null,297,null,227,null,604,null,322,null,128,null,121,null,64,null,105,null,95,null,162,null,60,null,100,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1259697,null,17268,null,68849,null,4093,null,6102,null,1239,null,5637,null,1443,null,6249,null,1270,null,6205,null,1382,null,6130,null,1262,null,7436,null,1512,null,3680,null,910,null,4654,null,1055,null,2917,null,867,null,5271,null,1405,null,6919,null,1222,null,4867,null,1077,null,1871,null,720,null,623,null,426,null,169,null,198,null,119,null,196,null,706588,null,13014,null,33235,null,3016,null,32608,null,3263,null,44026,null,4205,null,50211,null,3577,null,43667,null,3892,null,49869,null,4248,null,40737,null,3576,null,46098,null,3853,null,36591,null,3697,null,69481,null,4514,null,82057,null,5342,null,84073,null,5578,null,47428,null,3635,null,21233,null,2345,null,15963,null,2668,null,9311,null,1952,null,394964,null,9973,null,20205,null,2170,null,19884,null,2781,null,19386,null,2442,null,22974,null,2843,null,21627,null,2852,null,21152,null,2811,null,21827,null,2758,null,21366,null,2571,null,19639,null,2340,null,36023,null,3205,null,47099,null,4018,null,51783,null,3525,null,33477,null,3090,null,18301,null,2426,null,13298,null,1795,null,6923,null,1430,null,89296,null,4449,null,10247,null,1684,null,15341,null,2094,null,8310,null,1526,null,7892,null,1358,null,7182,null,1489,null,4790,null,1229,null,4500,null,1295,null,4886,null,890,null,3825,null,1169,null,5330,null,1263,null,6374,null,1435,null,4208,null,1003,null,2304,null,672,null,991,null,600,null,2131,null,806,null,985,null,473,null,0400000US06,California,06
68402,null,3909,null,4702,null,1109,null,1307,null,678,null,132,null,158,null,415,null,394,null,525,null,352,null,294,null,298,null,308,null,323,null,173,null,188,null,129,null,201,null,445,null,346,null,590,null,452,null,0,null,275,null,237,null,261,null,147,null,254,null,0,null,275,null,0,null,275,null,0,null,275,null,37022,null,3063,null,2099,null,780,null,3229,null,1004,null,2186,null,1002,null,3453,null,1387,null,2029,null,950,null,3713,null,1123,null,2259,null,836,null,1448,null,631,null,1928,null,723,null,3369,null,995,null,4091,null,1036,null,3464,null,1008,null,2660,null,1062,null,489,null,347,null,355,null,275,null,250,null,329,null,21668,null,2145,null,1943,null,720,null,2109,null,907,null,1398,null,542,null,1134,null,575,null,1698,null,675,null,1798,null,757,null,1343,null,826,null,879,null,384,null,1305,null,504,null,1633,null,543,null,2646,null,911,null,1754,null,583,null,1114,null,393,null,544,null,388,null,207,null,208,null,163,null,181,null,5010,null,896,null,849,null,396,null,880,null,458,null,561,null,337,null,387,null,232,null,211,null,138,null,195,null,173,null,349,null,212,null,270,null,228,null,46,null,77,null,477,null,294,null,244,null,207,null,111,null,155,null,92,null,152,null,161,null,193,null,78,null,95,null,99,null,171,null,0400000US08,Colorado,08
48532,null,2563,null,4525,null,1269,null,889,null,655,null,532,null,384,null,473,null,332,null,314,null,310,null,592,null,404,null,125,null,158,null,362,null,436,null,176,null,211,null,223,null,226,null,167,null,157,null,131,null,208,null,439,null,253,null,61,null,99,null,41,null,66,null,0,null,275,null,0,null,275,null,26921,null,2083,null,2646,null,969,null,2042,null,774,null,1890,null,853,null,2099,null,899,null,1358,null,576,null,2230,null,901,null,1564,null,704,null,1344,null,575,null,1002,null,519,null,2182,null,912,null,3470,null,1017,null,2825,null,1128,null,983,null,570,null,456,null,312,null,267,null,308,null,563,null,430,null,14019,null,1519,null,2430,null,826,null,1575,null,667,null,595,null,386,null,1131,null,601,null,632,null,407,null,526,null,344,null,715,null,411,null,497,null,319,null,696,null,488,null,1306,null,657,null,800,null,413,null,1383,null,634,null,626,null,414,null,522,null,469,null,281,null,262,null,304,null,303,null,3067,null,791,null,744,null,342,null,927,null,546,null,468,null,335,null,45,null,76,null,34,null,57,null,226,null,222,null,78,null,129,null,0,null,275,null,270,null,323,null,0,null,275,null,66,null,108,null,130,null,155,null,0,null,275,null,0,null,275,null,79,null,95,null,0,null,275,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
135210,null,6872,null,7809,null,1500,null,1458,null,634,null,446,null,373,null,1009,null,669,null,679,null,382,null,605,null,479,null,616,null,389,null,156,null,150,null,285,null,198,null,423,null,458,null,793,null,477,null,741,null,481,null,442,null,273,null,53,null,86,null,0,null,305,null,0,null,305,null,103,null,182,null,79006,null,4894,null,3898,null,1079,null,4373,null,1241,null,4227,null,1176,null,6687,null,1487,null,7545,null,1836,null,7359,null,1635,null,5731,null,1669,null,6017,null,1505,null,6466,null,1580,null,6887,null,1544,null,7494,null,1479,null,5864,null,1516,null,3835,null,1127,null,980,null,390,null,1310,null,522,null,333,null,221,null,38598,null,3595,null,2402,null,763,null,2068,null,873,null,1653,null,651,null,2187,null,751,null,2429,null,837,null,2018,null,776,null,2380,null,766,null,2876,null,1043,null,1989,null,814,null,3712,null,1030,null,4930,null,1289,null,5563,null,1261,null,2432,null,876,null,846,null,463,null,813,null,557,null,300,null,336,null,9797,null,1584,null,1880,null,772,null,1594,null,621,null,1198,null,547,null,689,null,397,null,527,null,315,null,751,null,355,null,419,null,435,null,521,null,497,null,283,null,199,null,617,null,412,null,403,null,253,null,676,null,390,null,79,null,114,null,0,null,305,null,0,null,305,null,160,null,133,null,0400000US12,Florida,12
