B24010D_001E,B24010D_001EA,B24010D_001M,B24010D_001MA,B24010D_002E,B24010D_002EA,B24010D_002M,B24010D_002MA,B24010D_003E,B24010D_003EA,B24010D_003M,B24010D_003MA,B24010D_004E,B24010D_004EA,B24010D_004M,B24010D_004MA,B24010D_005E,B24010D_005EA,B24010D_005M,B24010D_005MA,B24010D_006E,B24010D_006EA,B24010D_006M,B24010D_006MA,B24010D_007E,B24010D_007EA,B24010D_007M,B24010D_007MA,B24010D_008E,B24010D_008EA,B24010D_008M,B24010D_008MA,B24010D_009E,B24010D_009EA,B24010D_009M,B24010D_009MA,B24010D_010E,B24010D_010EA,B24010D_010M,B24010D_010MA,B24010D_011E,B24010D_011EA,B24010D_011M,B24010D_011MA,B24010D_012E,B24010D_012EA,B24010D_012M,B24010D_012MA,B24010D_013E,B24010D_013EA,B24010D_013M,B24010D_013MA,B24010D_014E,B24010D_014EA,B24010D_014M,B24010D_014MA,B24010D_015E,B24010D_015EA,B24010D_015M,B24010D_015MA,B24010D_016E,B24010D_016EA,B24010D_016M,B24010D_016MA,B24010D_017E,B24010D_017EA,B24010D_017M,B24010D_017MA,B24010D_018E,B24010D_018EA,B24010D_018M,B24010D_018MA,B24010D_019E,B24010D_019EA,B24010D_019M,B24010D_019MA,B24010D_020E,B24010D_020EA,B24010D_020M,B24010D_020MA,B24010D_021E,B24010D_021EA,B24010D_021M,B24010D_021MA,B24010D_022E,B24010D_022EA,B24010D_022M,B24010D_022MA,B24010D_023E,B24010D_023EA,B24010D_023M,B24010D_023MA,B24010D_024E,B24010D_024EA,B24010D_024M,B24010D_024MA,B24010D_025E,B24010D_025EA,B24010D_025M,B24010D_025MA,B24010D_026E,B24010D_026EA,B24010D_026M,B24010D_026MA,B24010D_027E,B24010D_027EA,B24010D_027M,B24010D_027MA,B24010D_028E,B24010D_028EA,B24010D_028M,B24010D_028MA,B24010D_029E,B24010D_029EA,B24010D_029M,B24010D_029MA,B24010D_030E,B24010D_030EA,B24010D_030M,B24010D_030MA,B24010D_031E,B24010D_031EA,B24010D_031M,B24010D_031MA,B24010D_032E,B24010D_032EA,B24010D_032M,B24010D_032MA,B24010D_033E,B24010D_033EA,B24010D_033M,B24010D_033MA,B24010D_034E,B24010D_034EA,B24010D_034M,B24010D_034MA,B24010D_035E,B24010D_035EA,B24010D_035M,B24010D_035MA,B24010D_036E,B24010D_036EA,B24010D_036M,B24010D_036MA,B24010D_037E,B24010D_037EA,B24010D_037M,B24010D_037MA,B24010D_038E,B24010D_038EA,B24010D_038M,B24010D_038MA,B24010D_039E,B24010D_039EA,B24010D_039M,B24010D_039MA,B24010D_040E,B24010D_040EA,B24010D_040M,B24010D_040MA,B24010D_041E,B24010D_041EA,B24010D_041M,B24010D_041MA,B24010D_042E,B24010D_042EA,B24010D_042M,B24010D_042MA,B24010D_043E,B24010D_043EA,B24010D_043M,B24010D_043MA,B24010D_044E,B24010D_044EA,B24010D_044M,B24010D_044MA,B24010D_045E,B24010D_045EA,B24010D_045M,B24010D_045MA,B24010D_046E,B24010D_046EA,B24010D_046M,B24010D_046MA,B24010D_047E,B24010D_047EA,B24010D_047M,B24010D_047MA,B24010D_048E,B24010D_048EA,B24010D_048M,B24010D_048MA,B24010D_049E,B24010D_049EA,B24010D_049M,B24010D_049MA,B24010D_050E,B24010D_050EA,B24010D_050M,B24010D_050MA,B24010D_051E,B24010D_051EA,B24010D_051M,B24010D_051MA,B24010D_052E,B24010D_052EA,B24010D_052M,B24010D_052MA,B24010D_053E,B24010D_053EA,B24010D_053M,B24010D_053MA,B24010D_054E,B24010D_054EA,B24010D_054M,B24010D_054MA,B24010D_055E,B24010D_055EA,B24010D_055M,B24010D_055MA,B24010D_056E,B24010D_056EA,B24010D_056M,B24010D_056MA,B24010D_057E,B24010D_057EA,B24010D_057M,B24010D_057MA,B24010D_058E,B24010D_058EA,B24010D_058M,B24010D_058MA,B24010D_059E,B24010D_059EA,B24010D_059M,B24010D_059MA,B24010D_060E,B24010D_060EA,B24010D_060M,B24010D_060MA,B24010D_061E,B24010D_061EA,B24010D_061M,B24010D_061MA,B24010D_062E,B24010D_062EA,B24010D_062M,B24010D_062MA,B24010D_063E,B24010D_063EA,B24010D_063M,B24010D_063MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
19514,null,1540,null,8911,null,1137,null,1173,null,480,null,472,null,279,null,406,null,276,null,0,null,240,null,66,null,56,null,701,null,388,null,116,null,168,null,183,null,169,null,143,null,127,null,60,null,104,null,0,null,240,null,29,null,51,null,59,null,41,null,111,null,156,null,2180,null,596,null,0,null,240,null,114,null,127,null,435,null,294,null,870,null,418,null,761,null,512,null,2209,null,667,null,667,null,396,null,1542,null,573,null,141,null,189,null,701,null,383,null,325,null,269,null,376,null,234,null,2507,null,674,null,1670,null,511,null,837,null,362,null,10603,null,871,null,1998,null,715,null,1150,null,577,null,624,null,368,null,0,null,240,null,526,null,475,null,848,null,421,null,0,null,240,null,17,null,28,null,104,null,111,null,0,null,240,null,157,null,191,null,290,null,261,null,91,null,88,null,189,null,225,null,2922,null,631,null,299,null,189,null,0,null,240,null,921,null,445,null,699,null,427,null,1003,null,397,null,4257,null,885,null,1925,null,629,null,2332,null,640,null,245,null,327,null,115,null,173,null,0,null,240,null,115,null,173,null,1066,null,443,null,1031,null,442,null,35,null,58,null,0400000US02,Alaska,02
80894,null,3573,null,42559,null,2233,null,22801,null,2485,null,6691,null,1494,null,3890,null,1114,null,0,null,302,null,2801,null,890,null,16110,null,2301,null,4625,null,1327,null,4291,null,945,null,337,null,291,null,994,null,827,null,233,null,233,null,1310,null,583,null,991,null,674,null,3329,null,984,null,5644,null,1605,null,126,null,129,null,330,null,314,null,2614,null,1196,null,1005,null,579,null,1569,null,710,null,8479,null,1786,null,4648,null,1260,null,3831,null,1193,null,0,null,302,null,2243,null,763,null,610,null,385,null,1633,null,687,null,3392,null,1006,null,2492,null,1038,null,900,null,443,null,38335,null,2651,null,16182,null,1733,null,6113,null,1297,null,3594,null,1065,null,0,null,302,null,2519,null,852,null,10069,null,1430,null,1331,null,476,null,790,null,305,null,888,null,423,null,457,null,346,null,165,null,162,null,1589,null,622,null,70,null,114,null,4779,null,942,null,10534,null,2153,null,1075,null,564,null,217,null,187,null,2652,null,917,null,2047,null,1298,null,4543,null,1284,null,10032,null,1644,null,5671,null,1197,null,4361,null,1040,null,0,null,302,null,68,null,112,null,0,null,302,null,68,null,112,null,1519,null,592,null,1339,null,574,null,180,null,166,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
2283546,null,15085,null,1189295,null,8711,null,564742,null,9018,null,204139,null,7361,null,141440,null,6555,null,2274,null,891,null,60425,null,3217,null,360603,null,8929,null,114651,null,5046,null,87695,null,3878,null,21003,null,2419,null,12731,null,1770,null,8788,null,1375,null,26530,null,2718,null,24353,null,3046,null,64852,null,4224,null,140738,null,7109,null,14158,null,2210,null,21905,null,2446,null,51977,null,4693,null,24831,null,2826,null,27867,null,3325,null,249127,null,7398,null,133498,null,5601,null,115629,null,5602,null,2434,null,934,null,79545,null,5102,null,32570,null,3841,null,46975,null,3538,null,152709,null,7589,null,92748,null,6303,null,59961,null,5767,null,1094251,null,11672,null,511497,null,11091,null,186167,null,6548,null,87857,null,4656,null,432,null,256,null,97878,null,5016,null,325330,null,9383,null,38987,null,3192,null,22050,null,2520,null,20822,null,2505,null,13751,null,2095,null,14244,null,2111,null,60966,null,4187,null,22432,null,2669,null,132078,null,5700,null,199228,null,7809,null,45835,null,3938,null,3993,null,997,null,47947,null,3811,null,13688,null,2101,null,87765,null,5641,null,311173,null,9956,null,121380,null,5748,null,189793,null,7305,null,1260,null,569,null,3230,null,953,null,1256,null,498,null,1974,null,765,null,67863,null,4622,null,59648,null,4372,null,8215,null,1255,null,0400000US06,California,06
66705,null,2551,null,33834,null,1840,null,17125,null,1688,null,5773,null,1265,null,4248,null,1129,null,0,null,275,null,1525,null,674,null,11352,null,1390,null,4777,null,1016,null,1672,null,594,null,1007,null,468,null,621,null,499,null,41,null,67,null,1436,null,620,null,767,null,436,null,1031,null,529,null,4701,null,1221,null,88,null,113,null,133,null,171,null,2708,null,1040,null,959,null,577,null,813,null,496,null,5765,null,1201,null,3114,null,908,null,2651,null,886,null,0,null,275,null,2024,null,696,null,942,null,461,null,1082,null,476,null,4219,null,883,null,3115,null,842,null,1104,null,442,null,32871,null,1942,null,15004,null,1661,null,4457,null,958,null,2536,null,906,null,0,null,275,null,1921,null,563,null,10547,null,1424,null,1987,null,601,null,486,null,305,null,1057,null,504,null,430,null,258,null,314,null,275,null,1968,null,709,null,735,null,375,null,3570,null,866,null,6974,null,1171,null,627,null,325,null,183,null,195,null,2999,null,879,null,813,null,443,null,2352,null,782,null,7252,null,1210,null,3044,null,930,null,4208,null,846,null,0,null,275,null,282,null,301,null,166,null,263,null,116,null,140,null,3359,null,818,null,2692,null,810,null,667,null,402,null,0400000US08,Colorado,08
64881,null,2223,null,36636,null,1513,null,21561,null,1529,null,8432,null,1357,null,5872,null,1103,null,0,null,275,null,2560,null,787,null,13129,null,1344,null,5478,null,1034,null,1728,null,680,null,1532,null,592,null,292,null,300,null,0,null,275,null,1812,null,587,null,304,null,310,null,1983,null,610,null,5390,null,1291,null,671,null,484,null,285,null,214,null,2108,null,994,null,424,null,313,null,1902,null,764,null,4367,null,977,null,2129,null,650,null,2238,null,763,null,0,null,275,null,917,null,531,null,175,null,175,null,742,null,481,null,4401,null,907,null,3424,null,789,null,977,null,457,null,28245,null,1377,null,14224,null,1257,null,3611,null,807,null,1897,null,601,null,0,null,275,null,1714,null,515,null,10613,null,1214,null,1866,null,719,null,320,null,229,null,1152,null,505,null,509,null,275,null,52,null,90,null,2012,null,571,null,645,null,422,null,4057,null,984,null,4582,null,1035,null,652,null,340,null,0,null,275,null,1388,null,588,null,506,null,356,null,2036,null,798,null,5087,null,1021,null,2641,null,771,null,2446,null,778,null,0,null,275,null,109,null,135,null,0,null,275,null,109,null,135,null,4243,null,982,null,3780,null,958,null,463,null,333,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
217431,null,5360,null,113566,null,3605,null,45695,null,3717,null,14529,null,2251,null,10467,null,2112,null,392,null,339,null,3670,null,913,null,31166,null,3322,null,9419,null,1305,null,4355,null,1029,null,1645,null,605,null,917,null,451,null,735,null,553,null,3783,null,866,null,1251,null,482,null,9061,null,1740,null,24432,null,3286,null,523,null,303,null,2075,null,747,null,11138,null,2087,null,4332,null,2055,null,6364,null,1433,null,22599,null,2633,null,15807,null,2165,null,6792,null,1323,null,141,null,121,null,7604,null,1389,null,2810,null,904,null,4794,null,925,null,13095,null,1793,null,6851,null,1371,null,6244,null,1375,null,103865,null,3726,null,40388,null,2715,null,11839,null,1826,null,6765,null,1363,null,235,null,244,null,4839,null,1103,null,28549,null,2697,null,2524,null,671,null,845,null,446,null,1036,null,443,null,598,null,505,null,566,null,275,null,5273,null,1327,null,246,null,249,null,17461,null,2063,null,26978,null,2539,null,2747,null,776,null,312,null,245,null,9565,null,1803,null,3435,null,1006,null,10919,null,1602,null,27696,null,2524,null,13268,null,1781,null,14428,null,1718,null,297,null,305,null,679,null,389,null,482,null,331,null,197,null,203,null,7827,null,1737,null,6307,null,1491,null,1520,null,881,null,0400000US12,Florida,12
