B13002F_001E,B13002F_001EA,B13002F_001M,B13002F_001MA,B13002F_002E,B13002F_002EA,B13002F_002M,B13002F_002MA,B13002F_003E,B13002F_003EA,B13002F_003M,B13002F_003MA,B13002F_004E,B13002F_004EA,B13002F_004M,B13002F_004MA,B13002F_005E,B13002F_005EA,B13002F_005M,B13002F_005MA,B13002F_006E,B13002F_006EA,B13002F_006M,B13002F_006MA,B13002F_007E,B13002F_007EA,B13002F_007M,B13002F_007MA,GEO_ID,NAME,state
7610,null,1464,null,907,null,584,null,825,null,591,null,82,null,89,null,6703,null,1301,null,3516,null,908,null,3187,null,935,null,0400000US01,Alabama,01
2056,null,631,null,249,null,236,null,190,null,212,null,59,null,101,null,1807,null,615,null,1324,null,423,null,483,null,415,null,0400000US02,Alaska,02
115483,null,6785,null,9578,null,1823,null,5302,null,1568,null,4276,null,1314,null,105905,null,6719,null,50757,null,4157,null,55148,null,4735,null,0400000US04,Arizona,04
16090,null,1788,null,1170,null,623,null,697,null,480,null,473,null,397,null,14920,null,1855,null,8223,null,1405,null,6697,null,1262,null,0400000US05,Arkansas,05
1444337,null,21660,null,109328,null,5461,null,63545,null,3796,null,45783,null,4065,null,1335009,null,21776,null,617086,null,13925,null,717923,null,17126,null,0400000US06,California,06
61460,null,4244,null,6404,null,1631,null,3269,null,1173,null,3135,null,1143,null,55056,null,3824,null,28084,null,2611,null,26972,null,2915,null,0400000US08,Colorado,08
48572,null,3184,null,3358,null,965,null,1161,null,422,null,2197,null,892,null,45214,null,3138,null,19107,null,2165,null,26107,null,2580,null,0400000US09,Connecticut,09
4098,null,1047,null,355,null,376,null,102,null,104,null,253,null,374,null,3743,null,888,null,1675,null,648,null,2068,null,725,null,0400000US10,Delaware,10
5312,null,1337,null,350,null,350,null,194,null,247,null,156,null,250,null,4962,null,1257,null,1925,null,766,null,3037,null,1008,null,0400000US11,District of Columbia,11
135750,null,7907,null,8727,null,1731,null,5921,null,1550,null,2806,null,929,null,127023,null,7582,null,63092,null,4277,null,63931,null,6044,null,0400000US12,Florida,12
78141,null,4852,null,8287,null,1740,null,5452,null,1354,null,2835,null,1054,null,69854,null,4392,null,41083,null,3572,null,28771,null,2935,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
6327,null,1252,null,735,null,411,null,427,null,282,null,308,null,257,null,5592,null,1163,null,2923,null,755,null,2669,null,856,null,0400000US16,Idaho,16
221791,null,8260,null,17412,null,2222,null,11191,null,1731,null,6221,null,1337,null,204379,null,8262,null,100839,null,5242,null,103540,null,6051,null,0400000US17,Illinois,17
32740,null,2297,null,3898,null,997,null,2841,null,871,null,1057,null,570,null,28842,null,2482,null,13784,null,2023,null,15058,null,1905,null,0400000US18,Indiana,18
9670,null,1665,null,1375,null,566,null,736,null,390,null,639,null,453,null,8295,null,1477,null,4373,null,1058,null,3922,null,1006,null,0400000US19,Iowa,19
18483,null,2365,null,1175,null,558,null,513,null,277,null,662,null,479,null,17308,null,2414,null,8950,null,1441,null,8358,null,1773,null,0400000US20,Kansas,20
7723,null,1407,null,930,null,552,null,857,null,547,null,73,null,81,null,6793,null,1347,null,3718,null,997,null,3075,null,1001,null,0400000US21,Kentucky,21
8486,null,1640,null,1264,null,593,null,879,null,532,null,385,null,295,null,7222,null,1605,null,4011,null,927,null,3211,null,1135,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
36027,null,2897,null,3683,null,1275,null,2156,null,785,null,1527,null,933,null,32344,null,2851,null,16421,null,2002,null,15923,null,1949,null,0400000US24,Maryland,24
77815,null,4816,null,4041,null,1061,null,1660,null,707,null,2381,null,796,null,73774,null,4685,null,25529,null,2703,null,48245,null,3634,null,0400000US25,Massachusetts,25
38728,null,3562,null,3108,null,1036,null,1841,null,627,null,1267,null,783,null,35620,null,3412,null,17824,null,2123,null,17796,null,2645,null,0400000US26,Michigan,26
