B17020B_001E,B17020B_001EA,B17020B_001M,B17020B_001MA,B17020B_002E,B17020B_002EA,B17020B_002M,B17020B_002MA,B17020B_003E,B17020B_003EA,B17020B_003M,B17020B_003MA,B17020B_004E,B17020B_004EA,B17020B_004M,B17020B_004MA,B17020B_005E,B17020B_005EA,B17020B_005M,B17020B_005MA,B17020B_006E,B17020B_006EA,B17020B_006M,B17020B_006MA,B17020B_007E,B17020B_007EA,B17020B_007M,B17020B_007MA,B17020B_008E,B17020B_008EA,B17020B_008M,B17020B_008MA,B17020B_009E,B17020B_009EA,B17020B_009M,B17020B_009MA,B17020B_010E,B17020B_010EA,B17020B_010M,B17020B_010MA,B17020B_011E,B17020B_011EA,B17020B_011M,B17020B_011MA,B17020B_012E,B17020B_012EA,B17020B_012M,B17020B_012MA,B17020B_013E,B17020B_013EA,B17020B_013M,B17020B_013MA,B17020B_014E,B17020B_014EA,B17020B_014M,B17020B_014MA,B17020B_015E,B17020B_015EA,B17020B_015M,B17020B_015MA,B17020B_016E,B17020B_016EA,B17020B_016M,B17020B_016MA,B17020B_017E,B17020B_017EA,B17020B_017M,B17020B_017MA,GEO_ID,NAME,state
1170616,null,6322,null,324921,null,15444,null,42077,null,3374,null,6828,null,1465,null,41682,null,4112,null,38699,null,4246,null,169170,null,8605,null,13163,null,1520,null,13302,null,1477,null,845695,null,16282,null,46511,null,3669,null,9296,null,1557,null,67604,null,4386,null,83432,null,4870,null,555790,null,9368,null,48104,null,2138,null,34958,null,2326,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
225160,null,5514,null,45039,null,6891,null,7290,null,2237,null,968,null,545,null,5931,null,2007,null,5217,null,1803,null,23359,null,3276,null,1049,null,468,null,1225,null,596,null,180121,null,7136,null,14468,null,2689,null,2479,null,1005,null,16316,null,2299,null,18729,null,2596,null,114406,null,3871,null,8615,null,1018,null,5108,null,760,null,0400000US04,Arizona,04
422275,null,4914,null,143483,null,10798,null,18362,null,2512,null,3313,null,900,null,20557,null,2725,null,18425,null,2625,null,72063,null,5613,null,5345,null,983,null,5418,null,1034,null,278792,null,10425,null,14956,null,2124,null,4278,null,1046,null,23520,null,2593,null,26649,null,2520,null,186114,null,6291,null,14218,null,1295,null,9057,null,1050,null,0400000US05,Arkansas,05
2148782,null,13652,null,427268,null,19273,null,45770,null,4733,null,9722,null,2100,null,47213,null,4959,null,54582,null,4795,null,244064,null,11096,null,14967,null,1817,null,10950,null,1829,null,1721514,null,22728,null,99917,null,5209,null,17030,null,2335,null,135711,null,6454,null,161682,null,6178,null,1131986,null,13611,null,103459,null,2438,null,71729,null,2931,null,0400000US06,California,06
179025,null,4686,null,39689,null,5196,null,5657,null,1512,null,489,null,266,null,3576,null,906,null,5617,null,1659,null,22188,null,3261,null,1251,null,573,null,911,null,378,null,139336,null,5875,null,8303,null,1445,null,2310,null,642,null,14164,null,1787,null,12297,null,1557,null,91197,null,3901,null,6463,null,922,null,4602,null,1084,null,0400000US08,Colorado,08
315601,null,5681,null,67441,null,6961,null,7133,null,1708,null,779,null,436,null,9472,null,1956,null,8182,null,1895,null,36219,null,3705,null,3577,null,871,null,2079,null,637,null,248160,null,7821,null,16829,null,1838,null,2200,null,836,null,19398,null,2320,null,26138,null,2182,null,163903,null,4764,null,12202,null,1082,null,7490,null,917,null,0400000US09,Connecticut,09
173059,null,3445,null,28465,null,4429,null,3399,null,1183,null,590,null,369,null,3218,null,968,null,4049,null,1576,null,14961,null,2652,null,1035,null,497,null,1213,null,542,null,144594,null,4566,null,10271,null,1242,null,2146,null,757,null,12101,null,1674,null,14304,null,1937,null,93984,null,3124,null,7523,null,681,null,4265,null,642,null,0400000US10,Delaware,10
305844,null,3226,null,72331,null,6633,null,8157,null,1602,null,1215,null,551,null,7928,null,1608,null,8303,null,2042,null,38567,null,3798,null,4351,null,1145,null,3810,null,801,null,233513,null,7120,null,11268,null,1734,null,1856,null,758,null,13954,null,1901,null,18057,null,2389,null,155044,null,4303,null,16814,null,1198,null,16520,null,923,null,0400000US11,District of Columbia,11
2695819,null,13593,null,594297,null,22385,null,77873,null,6323,null,15079,null,2681,null,75368,null,6164,null,67803,null,5341,null,307335,null,13926,null,29031,null,2696,null,21808,null,2482,null,2101522,null,24783,null,141590,null,5796,null,24670,null,3124,null,181298,null,7820,null,210694,null,7430,null,1368971,null,15811,null,105778,null,2928,null,68521,null,3391,null,0400000US12,Florida,12
