B19013E_001E,B19013E_001EA,B19013E_001M,B19013E_001MA,GEO_ID,NAME,state
null,null,null,null,0400000US01,Alabama,01
59447,null,26190,null,0400000US02,Alaska,02
43033,null,10422,null,0400000US04,Arizona,04
30779,null,20959,null,0400000US05,Arkansas,05
65830,null,5133,null,0400000US06,California,06
48400,null,32377,null,0400000US08,Colorado,08
63000,null,6701,null,0400000US09,Connecticut,09
-666666666,-,0,**,0400000US10,Delaware,10
93393,null,56019,null,0400000US11,District of Columbia,11
41292,null,8385,null,0400000US12,Florida,12
75990,null,13643,null,0400000US13,Georgia,13
61154,null,5277,null,0400000US15,Hawaii,15
null,null,null,null,0400000US16,Idaho,16
null,null,null,null,0400000US17,Illinois,17
104653,null,54748,null,0400000US18,Indiana,18
null,null,null,null,0400000US19,Iowa,19
31348,null,28182,null,0400000US20,Kansas,20
17168,null,2095,null,0400000US21,Kentucky,21
null,null,null,null,0400000US22,Louisiana,22
11809,null,10513,null,0400000US23,Maine,23
86459,null,39241,null,0400000US24,Maryland,24
-666666666,-,0,**,0400000US25,Massachusetts,25
40425,null,17727,null,0400000US26,Michigan,26
64738,null,12151,null,0400000US27,Minnesota,27
9096,null,1479,null,0400000US28,Mississippi,28
59214,null,30365,null,0400000US29,Missouri,29
null,null,null,null,0400000US30,Montana,30
24789,null,17673,null,0400000US31,Nebraska,31
61009,null,11832,null,0400000US32,Nevada,32
-666666666,-,0,**,0400000US33,New Hampshire,33
74566,null,57949,null,0400000US34,New Jersey,34
80100,null,55641,null,0400000US35,New Mexico,35
40281,null,10963,null,0400000US36,New York,36
48084,null,18083,null,0400000US37,North Carolina,37
14568,null,11124,null,0400000US38,North Dakota,38
39289,null,8206,null,0400000US39,Ohio,39
36838,null,21518,null,0400000US40,Oklahoma,40
31336,null,6572,null,0400000US41,Oregon,41
null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,0400000US45,South Carolina,45
-666666666,-,0,**,0400000US46,South Dakota,46
90667,null,45031,null,0400000US47,Tennessee,47
48552,null,23300,null,0400000US48,Texas,48
51637,null,21355,null,0400000US49,Utah,49
null,null,null,null,0400000US50,Vermont,50
102163,null,17553,null,0400000US51,Virginia,51
62235,null,15000,null,0400000US53,Washington,53
null,null,null,null,0400000US54,West Virginia,54
120706,null,25806,null,0400000US55,Wisconsin,55
-666666666,-,0,**,0400000US56,Wyoming,56
-666666666,-,0,**,0400000US72,Puerto Rico,72
