B17001F_001E,B17001F_001EA,B17001F_001M,B17001F_001MA,B17001F_002E,B17001F_002EA,B17001F_002M,B17001F_002MA,B17001F_003E,B17001F_003EA,B17001F_003M,B17001F_003MA,B17001F_004E,B17001F_004EA,B17001F_004M,B17001F_004MA,B17001F_005E,B17001F_005EA,B17001F_005M,B17001F_005MA,B17001F_006E,B17001F_006EA,B17001F_006M,B17001F_006MA,B17001F_007E,B17001F_007EA,B17001F_007M,B17001F_007MA,B17001F_008E,B17001F_008EA,B17001F_008M,B17001F_008MA,B17001F_009E,B17001F_009EA,B17001F_009M,B17001F_009MA,B17001F_010E,B17001F_010EA,B17001F_010M,B17001F_010MA,B17001F_011E,B17001F_011EA,B17001F_011M,B17001F_011MA,B17001F_012E,B17001F_012EA,B17001F_012M,B17001F_012MA,B17001F_013E,B17001F_013EA,B17001F_013M,B17001F_013MA,B17001F_014E,B17001F_014EA,B17001F_014M,B17001F_014MA,B17001F_015E,B17001F_015EA,B17001F_015M,B17001F_015MA,B17001F_016E,B17001F_016EA,B17001F_016M,B17001F_016MA,B17001F_017E,B17001F_017EA,B17001F_017M,B17001F_017MA,B17001F_018E,B17001F_018EA,B17001F_018M,B17001F_018MA,B17001F_019E,B17001F_019EA,B17001F_019M,B17001F_019MA,B17001F_020E,B17001F_020EA,B17001F_020M,B17001F_020MA,B17001F_021E,B17001F_021EA,B17001F_021M,B17001F_021MA,B17001F_022E,B17001F_022EA,B17001F_022M,B17001F_022MA,B17001F_023E,B17001F_023EA,B17001F_023M,B17001F_023MA,B17001F_024E,B17001F_024EA,B17001F_024M,B17001F_024MA,B17001F_025E,B17001F_025EA,B17001F_025M,B17001F_025MA,B17001F_026E,B17001F_026EA,B17001F_026M,B17001F_026MA,B17001F_027E,B17001F_027EA,B17001F_027M,B17001F_027MA,B17001F_028E,B17001F_028EA,B17001F_028M,B17001F_028MA,B17001F_029E,B17001F_029EA,B17001F_029M,B17001F_029MA,B17001F_030E,B17001F_030EA,B17001F_030M,B17001F_030MA,B17001F_031E,B17001F_031EA,B17001F_031M,B17001F_031MA,B17001F_032E,B17001F_032EA,B17001F_032M,B17001F_032MA,B17001F_033E,B17001F_033EA,B17001F_033M,B17001F_033MA,B17001F_034E,B17001F_034EA,B17001F_034M,B17001F_034MA,B17001F_035E,B17001F_035EA,B17001F_035M,B17001F_035MA,B17001F_036E,B17001F_036EA,B17001F_036M,B17001F_036MA,B17001F_037E,B17001F_037EA,B17001F_037M,B17001F_037MA,B17001F_038E,B17001F_038EA,B17001F_038M,B17001F_038MA,B17001F_039E,B17001F_039EA,B17001F_039M,B17001F_039MA,B17001F_040E,B17001F_040EA,B17001F_040M,B17001F_040MA,B17001F_041E,B17001F_041EA,B17001F_041M,B17001F_041MA,B17001F_042E,B17001F_042EA,B17001F_042M,B17001F_042MA,B17001F_043E,B17001F_043EA,B17001F_043M,B17001F_043MA,B17001F_044E,B17001F_044EA,B17001F_044M,B17001F_044MA,B17001F_045E,B17001F_045EA,B17001F_045M,B17001F_045MA,B17001F_046E,B17001F_046EA,B17001F_046M,B17001F_046MA,B17001F_047E,B17001F_047EA,B17001F_047M,B17001F_047MA,B17001F_048E,B17001F_048EA,B17001F_048M,B17001F_048MA,B17001F_049E,B17001F_049EA,B17001F_049M,B17001F_049MA,B17001F_050E,B17001F_050EA,B17001F_050M,B17001F_050MA,B17001F_051E,B17001F_051EA,B17001F_051M,B17001F_051MA,B17001F_052E,B17001F_052EA,B17001F_052M,B17001F_052MA,B17001F_053E,B17001F_053EA,B17001F_053M,B17001F_053MA,B17001F_054E,B17001F_054EA,B17001F_054M,B17001F_054MA,B17001F_055E,B17001F_055EA,B17001F_055M,B17001F_055MA,B17001F_056E,B17001F_056EA,B17001F_056M,B17001F_056MA,B17001F_057E,B17001F_057EA,B17001F_057M,B17001F_057MA,B17001F_058E,B17001F_058EA,B17001F_058M,B17001F_058MA,B17001F_059E,B17001F_059EA,B17001F_059M,B17001F_059MA,GEO_ID,NAME,state
32842,null,4929,null,9788,null,3591,null,5612,null,2405,null,976,null,852,null,302,null,251,null,1325,null,906,null,393,null,356,null,11,null,22,null,217,null,202,null,775,null,470,null,457,null,315,null,890,null,640,null,266,null,213,null,0,null,271,null,0,null,271,null,0,null,271,null,4176,null,1605,null,916,null,672,null,0,null,271,null,593,null,419,null,257,null,206,null,245,null,198,null,38,null,63,null,577,null,352,null,606,null,358,null,583,null,457,null,295,null,336,null,66,null,94,null,0,null,271,null,0,null,271,null,23054,null,4494,null,13590,null,2655,null,1853,null,927,null,195,null,280,null,1420,null,629,null,613,null,414,null,145,null,195,null,233,null,255,null,2237,null,1000,null,3879,null,1429,null,1820,null,644,null,917,null,502,null,278,null,233,null,0,null,271,null,0,null,271,null,9464,null,2353,null,2039,null,985,null,313,null,342,null,1038,null,665,null,160,null,127,null,154,null,172,null,131,null,178,null,954,null,470,null,2775,null,1133,null,666,null,333,null,839,null,383,null,215,null,174,null,68,null,112,null,112,null,143,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
435150,null,23623,null,93178,null,11191,null,40507,null,5561,null,8061,null,2032,null,1194,null,541,null,5850,null,1672,null,3150,null,1070,null,776,null,503,null,1251,null,550,null,5729,null,1832,null,5439,null,1562,null,3546,null,1130,null,2601,null,909,null,1273,null,667,null,1467,null,786,null,170,null,166,null,52671,null,7427,null,8786,null,2693,null,1068,null,631,null,7645,null,1802,null,3351,null,1118,null,890,null,448,null,2075,null,867,null,6358,null,1539,null,8758,null,1668,null,5549,null,1107,null,4770,null,1395,null,1356,null,565,null,1200,null,636,null,865,null,485,null,341972,null,20322,null,183214,null,12441,null,18055,null,2635,null,3323,null,977,null,16493,null,2757,null,9254,null,1833,null,3479,null,1173,null,5385,null,1164,null,22523,null,2791,null,37330,null,4494,null,26951,null,2932,null,22121,null,2622,null,10753,null,1719,null,5206,null,1123,null,2341,null,908,null,158758,null,9854,null,16155,null,2475,null,2573,null,817,null,18443,null,2539,null,7551,null,1445,null,3196,null,895,null,4593,null,1332,null,17970,null,2387,null,25896,null,2872,null,24642,null,2594,null,19674,null,2279,null,11237,null,1863,null,4515,null,1110,null,2313,null,716,null,0400000US04,Arizona,04
61371,null,5584,null,21392,null,5041,null,9863,null,2622,null,2091,null,1040,null,330,null,388,null,1485,null,861,null,344,null,283,null,39,null,64,null,492,null,358,null,964,null,589,null,2129,null,835,null,1024,null,857,null,379,null,353,null,459,null,538,null,0,null,269,null,127,null,183,null,11529,null,3049,null,2632,null,774,null,559,null,520,null,2141,null,975,null,588,null,407,null,204,null,149,null,514,null,378,null,1321,null,603,null,1543,null,773,null,1227,null,658,null,506,null,434,null,0,null,269,null,153,null,208,null,141,null,196,null,39979,null,5177,null,21550,null,2997,null,1226,null,682,null,79,null,100,null,2156,null,853,null,979,null,501,null,822,null,569,null,943,null,471,null,4438,null,1277,null,3782,null,843,null,3690,null,1095,null,2192,null,645,null,1037,null,529,null,206,null,253,null,0,null,269,null,18429,null,2959,null,3039,null,1360,null,241,null,192,null,2449,null,783,null,738,null,396,null,540,null,415,null,352,null,225,null,2210,null,619,null,3216,null,865,null,2683,null,819,null,2115,null,715,null,696,null,382,null,150,null,169,null,0,null,269,null,0400000US05,Arkansas,05
5117494,null,64228,null,1061246,null,40104,null,489983,null,21286,null,78016,null,5829,null,13385,null,2301,null,77463,null,5800,null,33429,null,3989,null,14503,null,1927,null,24223,null,2678,null,54236,null,4641,null,71893,null,6045,null,58842,null,4549,null,34183,null,3452,null,17662,null,2377,null,7728,null,1722,null,4420,null,1100,null,571263,null,21809,null,79694,null,5288,null,13539,null,2018,null,71935,null,5347,null,36833,null,3799,null,13416,null,2012,null,23069,null,3036,null,72512,null,5866,null,97672,null,5660,null,79705,null,5202,null,38950,null,3823,null,22858,null,3017,null,11616,null,1902,null,9464,null,1609,null,4056248,null,66459,null,2138776,null,35859,null,185924,null,7718,null,33568,null,3462,null,189727,null,8127,null,112161,null,5088,null,30094,null,2918,null,72165,null,4315,null,260353,null,8568,null,442950,null,10721,null,369144,null,10221,null,250958,null,8594,null,116713,null,5392,null,46361,null,2868,null,28658,null,2613,null,1917472,null,36003,null,173075,null,8454,null,27615,null,2860,null,193413,null,8931,null,100244,null,5551,null,36418,null,3183,null,63367,null,4434,null,234298,null,8296,null,331254,null,9132,null,300223,null,9190,null,233650,null,6886,null,119699,null,5224,null,62671,null,3894,null,41545,null,3774,null,0400000US06,California,06
224540,null,13641,null,54629,null,9114,null,26311,null,4450,null,4989,null,1444,null,729,null,578,null,3299,null,1107,null,1816,null,778,null,448,null,393,null,519,null,444,null,2303,null,942,null,5840,null,1523,null,2841,null,1295,null,2217,null,832,null,893,null,605,null,281,null,220,null,136,null,137,null,28318,null,5547,null,4075,null,1396,null,1827,null,1033,null,3451,null,1318,null,1576,null,657,null,1036,null,515,null,515,null,308,null,3363,null,1194,null,5502,null,1584,null,3038,null,1088,null,1595,null,857,null,1401,null,778,null,440,null,256,null,499,null,371,null,169911,null,11982,null,88818,null,7246,null,8291,null,1533,null,1556,null,832,null,7203,null,1467,null,3658,null,1028,null,2159,null,834,null,2333,null,770,null,8206,null,1935,null,19713,null,2742,null,15951,null,2256,null,10649,null,1967,null,5005,null,991,null,2751,null,723,null,1343,null,456,null,81093,null,6385,null,7937,null,1799,null,1868,null,719,null,8619,null,1991,null,4154,null,1197,null,1381,null,540,null,2935,null,776,null,8919,null,1606,null,13236,null,2079,null,12281,null,1522,null,10666,null,1374,null,5325,null,981,null,2388,null,658,null,1384,null,493,null,0400000US08,Colorado,08
152918,null,9835,null,43686,null,6640,null,20365,null,3340,null,3823,null,1183,null,428,null,409,null,3624,null,1192,null,1178,null,599,null,932,null,583,null,808,null,606,null,2338,null,827,null,1839,null,809,null,2122,null,773,null,2251,null,797,null,674,null,428,null,348,null,325,null,0,null,275,null,23321,null,3837,null,2794,null,1075,null,674,null,468,null,1659,null,657,null,1504,null,755,null,522,null,312,null,1223,null,615,null,2354,null,734,null,4162,null,1188,null,3586,null,957,null,2557,null,906,null,1256,null,535,null,533,null,307,null,497,null,317,null,109232,null,8460,null,56951,null,5199,null,4454,null,1315,null,561,null,384,null,5437,null,1228,null,1598,null,679,null,1702,null,689,null,1622,null,688,null,8609,null,1678,null,12109,null,1773,null,8773,null,1514,null,6094,null,1389,null,4177,null,951,null,1173,null,581,null,642,null,480,null,52281,null,4335,null,4351,null,1104,null,540,null,426,null,3731,null,1089,null,2337,null,797,null,1135,null,446,null,1408,null,566,null,5151,null,1186,null,10530,null,1638,null,9601,null,1586,null,8390,null,1194,null,3203,null,1015,null,1176,null,454,null,728,null,471,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
472122,null,23680,null,86836,null,11293,null,39846,null,6124,null,4974,null,1393,null,1108,null,567,null,5798,null,1655,null,3261,null,1451,null,351,null,326,null,1934,null,661,null,5357,null,1397,null,5813,null,1672,null,6263,null,1432,null,1642,null,1019,null,1766,null,837,null,1164,null,771,null,415,null,280,null,46990,null,6018,null,5308,null,1753,null,622,null,459,null,5858,null,1763,null,3163,null,1249,null,664,null,469,null,1272,null,550,null,4924,null,1452,null,8475,null,1536,null,9228,null,1979,null,2765,null,937,null,2545,null,904,null,936,null,538,null,1230,null,538,null,385286,null,20806,null,205928,null,11910,null,16648,null,3170,null,2301,null,818,null,18929,null,2954,null,7789,null,1535,null,3830,null,1194,null,5504,null,1215,null,24435,null,3182,null,46093,null,4541,null,34783,null,3621,null,26571,null,3337,null,10605,null,1793,null,5676,null,1210,null,2764,null,1100,null,179358,null,11345,null,16628,null,2978,null,2744,null,1010,null,12995,null,2101,null,9686,null,2009,null,3010,null,850,null,6650,null,1327,null,18340,null,2457,null,30430,null,3336,null,34007,null,2960,null,23995,null,2703,null,9733,null,1512,null,6433,null,1226,null,4707,null,1365,null,0400000US12,Florida,12
