B19101D_001E,B19101D_001EA,B19101D_001M,B19101D_001MA,B19101D_002E,B19101D_002EA,B19101D_002M,B19101D_002MA,B19101D_003E,B19101D_003EA,B19101D_003M,B19101D_003MA,B19101D_004E,B19101D_004EA,B19101D_004M,B19101D_004MA,B19101D_005E,B19101D_005EA,B19101D_005M,B19101D_005MA,B19101D_006E,B19101D_006EA,B19101D_006M,B19101D_006MA,B19101D_007E,B19101D_007EA,B19101D_007M,B19101D_007MA,B19101D_008E,B19101D_008EA,B19101D_008M,B19101D_008MA,B19101D_009E,B19101D_009EA,B19101D_009M,B19101D_009MA,B19101D_010E,B19101D_010EA,B19101D_010M,B19101D_010MA,B19101D_011E,B19101D_011EA,B19101D_011M,B19101D_011MA,B19101D_012E,B19101D_012EA,B19101D_012M,B19101D_012MA,B19101D_013E,B19101D_013EA,B19101D_013M,B19101D_013MA,B19101D_014E,B19101D_014EA,B19101D_014M,B19101D_014MA,B19101D_015E,B19101D_015EA,B19101D_015M,B19101D_015MA,B19101D_016E,B19101D_016EA,B19101D_016M,B19101D_016MA,B19101D_017E,B19101D_017EA,B19101D_017M,B19101D_017MA,GEO_ID,NAME,state
10303,null,1310,null,677,null,505,null,209,null,329,null,148,null,151,null,403,null,352,null,496,null,422,null,577,null,377,null,142,null,149,null,921,null,640,null,830,null,608,null,1145,null,656,null,891,null,371,null,1075,null,434,null,1332,null,625,null,385,null,214,null,628,null,384,null,444,null,330,null,0400000US01,Alabama,01
6868,null,867,null,285,null,307,null,159,null,156,null,114,null,102,null,590,null,398,null,110,null,122,null,275,null,286,null,364,null,315,null,263,null,179,null,224,null,237,null,821,null,474,null,750,null,298,null,1365,null,570,null,1015,null,366,null,160,null,156,null,308,null,224,null,65,null,73,null,0400000US02,Alaska,02
32556,null,2187,null,737,null,358,null,1349,null,601,null,568,null,370,null,1275,null,543,null,1268,null,639,null,1844,null,612,null,747,null,488,null,824,null,473,null,955,null,672,null,2396,null,749,null,4356,null,1106,null,3841,null,778,null,4856,null,1079,null,2601,null,864,null,1777,null,562,null,3162,null,975,null,0400000US04,Arizona,04
6825,null,1053,null,448,null,356,null,133,null,133,null,399,null,333,null,221,null,182,null,341,null,262,null,689,null,447,null,243,null,223,null,686,null,485,null,0,null,269,null,836,null,653,null,869,null,511,null,643,null,366,null,497,null,289,null,290,null,243,null,330,null,303,null,200,null,185,null,0400000US05,Arkansas,05
1060472,null,10132,null,29106,null,2751,null,28694,null,2742,null,41486,null,3227,null,34978,null,3048,null,32067,null,2989,null,32413,null,2855,null,34331,null,2751,null,38862,null,3404,null,32263,null,2962,null,68322,null,4277,null,102251,null,4665,null,141747,null,5588,null,133561,null,4802,null,91537,null,4174,null,109980,null,4526,null,108874,null,4495,null,0400000US06,California,06
28970,null,1998,null,865,null,478,null,377,null,329,null,707,null,502,null,587,null,349,null,1094,null,594,null,982,null,384,null,1033,null,490,null,1407,null,759,null,1455,null,521,null,2603,null,804,null,3537,null,1044,null,3794,null,892,null,3862,null,931,null,2500,null,749,null,2694,null,786,null,1473,null,558,null,0400000US08,Colorado,08
30325,null,1548,null,1139,null,745,null,654,null,379,null,391,null,307,null,583,null,405,null,467,null,310,null,991,null,537,null,878,null,439,null,561,null,342,null,1229,null,651,null,1460,null,575,null,3992,null,921,null,4297,null,1033,null,3862,null,844,null,2880,null,746,null,3093,null,886,null,3848,null,926,null,0400000US09,Connecticut,09
6054,null,505,null,0,null,263,null,0,null,263,null,317,null,287,null,129,null,149,null,0,null,263,null,145,null,169,null,73,null,120,null,188,null,149,null,96,null,86,null,362,null,331,null,867,null,538,null,586,null,245,null,988,null,521,null,332,null,223,null,1190,null,481,null,781,null,343,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
99245,null,3239,null,3439,null,1049,null,3004,null,823,null,3181,null,911,null,4921,null,1117,null,5158,null,1423,null,4702,null,1046,null,5528,null,1251,null,4133,null,958,null,4813,null,1274,null,7273,null,1388,null,11733,null,2056,null,14602,null,2065,null,9678,null,1592,null,6125,null,1176,null,5178,null,1086,null,5777,null,1508,null,0400000US12,Florida,12
64118,null,3097,null,2614,null,913,null,1572,null,712,null,2343,null,769,null,2584,null,974,null,2315,null,689,null,2933,null,1118,null,2322,null,806,null,2963,null,936,null,2305,null,666,null,5000,null,1214,null,7528,null,1289,null,7848,null,1297,null,6521,null,1147,null,4745,null,1184,null,5291,null,912,null,5234,null,1347,null,0400000US13,Georgia,13
127521,null,3643,null,3069,null,955,null,2381,null,790,null,2600,null,840,null,1672,null,637,null,3259,null,780,null,4709,null,1091,null,3653,null,933,null,5579,null,1087,null,5621,null,1255,null,8989,null,1460,null,14725,null,1825,null,21504,null,2151,null,17826,null,1866,null,12270,null,1671,null,11718,null,1662,null,7946,null,1201,null,0400000US15,Hawaii,15
4058,null,643,null,367,null,364,null,338,null,293,null,28,null,51,null,73,null,115,null,205,null,228,null,68,null,102,null,451,null,291,null,70,null,114,null,234,null,191,null,303,null,218,null,691,null,381,null,519,null,335,null,414,null,337,null,83,null,134,null,214,null,188,null,0,null,259,null,0400000US16,Idaho,16
133508,null,3977,null,3359,null,897,null,2450,null,759,null,2707,null,741,null,3230,null,944,null,3565,null,1150,null,6041,null,1501,null,5027,null,1306,null,5615,null,1342,null,4278,null,1256,null,7311,null,1254,null,12611,null,1641,null,23005,null,2361,null,15806,null,1752,null,11578,null,1838,null,12827,null,1448,null,14098,null,1630,null,0400000US17,Illinois,17
18016,null,1446,null,1698,null,750,null,414,null,302,null,725,null,445,null,655,null,299,null,473,null,287,null,1079,null,585,null,795,null,471,null,635,null,454,null,801,null,403,null,964,null,427,null,1565,null,543,null,2348,null,646,null,1859,null,566,null,1433,null,629,null,835,null,425,null,1737,null,730,null,0400000US18,Indiana,18
9527,null,1142,null,656,null,466,null,124,null,151,null,491,null,315,null,328,null,231,null,317,null,277,null,366,null,333,null,189,null,169,null,708,null,388,null,304,null,229,null,816,null,365,null,1678,null,719,null,1615,null,495,null,478,null,291,null,660,null,330,null,436,null,265,null,361,null,253,null,0400000US19,Iowa,19
15033,null,1223,null,674,null,396,null,250,null,221,null,673,null,382,null,805,null,547,null,253,null,289,null,459,null,306,null,833,null,352,null,576,null,417,null,384,null,400,null,867,null,319,null,1842,null,728,null,2823,null,864,null,1725,null,631,null,566,null,305,null,1323,null,538,null,980,null,455,null,0400000US20,Kansas,20
