C24010E_001E,C24010E_001EA,C24010E_001M,C24010E_001MA,C24010E_002E,C24010E_002EA,C24010E_002M,C24010E_002MA,C24010E_003E,C24010E_003EA,C24010E_003M,C24010E_003MA,C24010E_004E,C24010E_004EA,C24010E_004M,C24010E_004MA,C24010E_005E,C24010E_005EA,C24010E_005M,C24010E_005MA,C24010E_006E,C24010E_006EA,C24010E_006M,C24010E_006MA,C24010E_007E,C24010E_007EA,C24010E_007M,C24010E_007MA,C24010E_008E,C24010E_008EA,C24010E_008M,C24010E_008MA,C24010E_009E,C24010E_009EA,C24010E_009M,C24010E_009MA,C24010E_010E,C24010E_010EA,C24010E_010M,C24010E_010MA,C24010E_011E,C24010E_011EA,C24010E_011M,C24010E_011MA,C24010E_012E,C24010E_012EA,C24010E_012M,C24010E_012MA,C24010E_013E,C24010E_013EA,C24010E_013M,C24010E_013MA,C24010E_014E,C24010E_014EA,C24010E_014M,C24010E_014MA,C24010E_015E,C24010E_015EA,C24010E_015M,C24010E_015MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
3875,null,804,null,2318,null,600,null,240,null,212,null,263,null,274,null,591,null,412,null,0,null,302,null,443,null,352,null,781,null,488,null,1557,null,478,null,547,null,350,null,160,null,143,null,785,null,366,null,0,null,302,null,0,null,302,null,65,null,95,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
65101,null,4092,null,32687,null,2804,null,6728,null,1386,null,7215,null,1704,null,6476,null,1559,null,0,null,294,null,5591,null,1617,null,6677,null,1251,null,32414,null,2354,null,8570,null,1571,null,8833,null,1797,null,12764,null,2304,null,0,null,294,null,268,null,332,null,1979,null,905,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
3253,null,933,null,1755,null,691,null,480,null,377,null,418,null,262,null,0,null,305,null,0,null,305,null,442,null,371,null,415,null,428,null,1498,null,519,null,681,null,363,null,420,null,233,null,341,null,290,null,0,null,305,null,0,null,305,null,56,null,94,null,0400000US12,Florida,12
