B17020D_001E,B17020D_001EA,B17020D_001M,B17020D_001MA,B17020D_002E,B17020D_002EA,B17020D_002M,B17020D_002MA,B17020D_003E,B17020D_003EA,B17020D_003M,B17020D_003MA,B17020D_004E,B17020D_004EA,B17020D_004M,B17020D_004MA,B17020D_005E,B17020D_005EA,B17020D_005M,B17020D_005MA,B17020D_006E,B17020D_006EA,B17020D_006M,B17020D_006MA,B17020D_007E,B17020D_007EA,B17020D_007M,B17020D_007MA,B17020D_008E,B17020D_008EA,B17020D_008M,B17020D_008MA,B17020D_009E,B17020D_009EA,B17020D_009M,B17020D_009MA,B17020D_010E,B17020D_010EA,B17020D_010M,B17020D_010MA,B17020D_011E,B17020D_011EA,B17020D_011M,B17020D_011MA,B17020D_012E,B17020D_012EA,B17020D_012M,B17020D_012MA,B17020D_013E,B17020D_013EA,B17020D_013M,B17020D_013MA,B17020D_014E,B17020D_014EA,B17020D_014M,B17020D_014MA,B17020D_015E,B17020D_015EA,B17020D_015M,B17020D_015MA,B17020D_016E,B17020D_016EA,B17020D_016M,B17020D_016MA,B17020D_017E,B17020D_017EA,B17020D_017M,B17020D_017MA,GEO_ID,NAME,state
44388,null,2610,null,5842,null,1964,null,346,null,304,null,245,null,228,null,482,null,478,null,124,null,169,null,4426,null,1448,null,79,null,121,null,140,null,169,null,38546,null,3055,null,3517,null,1153,null,546,null,375,null,3432,null,1213,null,3489,null,841,null,25350,null,2033,null,1251,null,749,null,961,null,485,null,0400000US01,Alabama,01
31534,null,1879,null,2870,null,1058,null,81,null,113,null,36,null,57,null,375,null,301,null,137,null,172,null,1957,null,717,null,284,null,222,null,0,null,240,null,28664,null,1860,null,1098,null,576,null,215,null,179,null,2036,null,569,null,2535,null,553,null,20557,null,1480,null,1747,null,548,null,476,null,303,null,0400000US02,Alaska,02
152208,null,4345,null,16738,null,3579,null,1573,null,883,null,60,null,98,null,1265,null,749,null,1214,null,629,null,11287,null,2356,null,1110,null,535,null,229,null,252,null,135470,null,4736,null,9154,null,1205,null,1788,null,652,null,9295,null,1450,null,10211,null,1425,null,93276,null,3270,null,6693,null,710,null,5053,null,757,null,0400000US04,Arizona,04
28935,null,2324,null,4064,null,1503,null,551,null,400,null,0,null,269,null,287,null,280,null,231,null,233,null,2668,null,1123,null,240,null,240,null,87,null,154,null,24871,null,2109,null,1756,null,691,null,370,null,257,null,1839,null,659,null,2772,null,897,null,16682,null,1320,null,777,null,409,null,675,null,351,null,0400000US05,Arkansas,05
4477169,null,14046,null,441737,null,18723,null,20504,null,3090,null,3907,null,1221,null,30708,null,3703,null,42213,null,3941,null,290574,null,12088,null,24834,null,2469,null,28997,null,2834,null,4035432,null,22437,null,237036,null,4945,null,44516,null,3083,null,268199,null,6264,null,276276,null,5220,null,2743258,null,13891,null,259798,null,3317,null,206349,null,3870,null,0400000US06,California,06
123720,null,3398,null,9993,null,2200,null,630,null,441,null,219,null,207,null,473,null,351,null,339,null,300,null,7184,null,1811,null,167,null,155,null,981,null,563,null,113727,null,3820,null,6345,null,887,null,1818,null,697,null,9713,null,1440,null,8025,null,1304,null,78016,null,2512,null,6227,null,1172,null,3583,null,827,null,0400000US08,Colorado,08
116532,null,2809,null,9480,null,3370,null,842,null,740,null,0,null,275,null,969,null,714,null,833,null,483,null,6297,null,2007,null,471,null,374,null,68,null,114,null,107052,null,3803,null,8166,null,976,null,1821,null,518,null,9400,null,1132,null,8076,null,975,null,72759,null,2376,null,4592,null,870,null,2238,null,729,null,0400000US09,Connecticut,09
25233,null,801,null,2527,null,1469,null,92,null,107,null,201,null,261,null,433,null,365,null,136,null,139,null,1665,null,939,null,0,null,263,null,0,null,263,null,22706,null,1675,null,1814,null,323,null,573,null,370,null,1868,null,533,null,1464,null,464,null,15519,null,1132,null,770,null,313,null,698,null,304,null,0400000US10,Delaware,10
18808,null,936,null,2412,null,1078,null,0,null,296,null,0,null,296,null,93,null,119,null,92,null,118,null,2069,null,941,null,0,null,296,null,158,null,146,null,16396,null,1349,null,1087,null,248,null,202,null,202,null,773,null,328,null,579,null,297,null,12415,null,1062,null,618,null,360,null,722,null,348,null,0400000US11,District of Columbia,11
416849,null,4976,null,42881,null,6353,null,2506,null,1003,null,763,null,632,null,3859,null,1277,null,2599,null,1137,null,28554,null,4322,null,3459,null,1175,null,1141,null,503,null,373968,null,7082,null,25092,null,1908,null,3559,null,887,null,29248,null,2152,null,27032,null,2180,null,254274,null,5534,null,23933,null,1858,null,10830,null,1559,null,0400000US12,Florida,12
