B17001C_001E,B17001C_001EA,B17001C_001M,B17001C_001MA,B17001C_002E,B17001C_002EA,B17001C_002M,B17001C_002MA,B17001C_003E,B17001C_003EA,B17001C_003M,B17001C_003MA,B17001C_004E,B17001C_004EA,B17001C_004M,B17001C_004MA,B17001C_005E,B17001C_005EA,B17001C_005M,B17001C_005MA,B17001C_006E,B17001C_006EA,B17001C_006M,B17001C_006MA,B17001C_007E,B17001C_007EA,B17001C_007M,B17001C_007MA,B17001C_008E,B17001C_008EA,B17001C_008M,B17001C_008MA,B17001C_009E,B17001C_009EA,B17001C_009M,B17001C_009MA,B17001C_010E,B17001C_010EA,B17001C_010M,B17001C_010MA,B17001C_011E,B17001C_011EA,B17001C_011M,B17001C_011MA,B17001C_012E,B17001C_012EA,B17001C_012M,B17001C_012MA,B17001C_013E,B17001C_013EA,B17001C_013M,B17001C_013MA,B17001C_014E,B17001C_014EA,B17001C_014M,B17001C_014MA,B17001C_015E,B17001C_015EA,B17001C_015M,B17001C_015MA,B17001C_016E,B17001C_016EA,B17001C_016M,B17001C_016MA,B17001C_017E,B17001C_017EA,B17001C_017M,B17001C_017MA,B17001C_018E,B17001C_018EA,B17001C_018M,B17001C_018MA,B17001C_019E,B17001C_019EA,B17001C_019M,B17001C_019MA,B17001C_020E,B17001C_020EA,B17001C_020M,B17001C_020MA,B17001C_021E,B17001C_021EA,B17001C_021M,B17001C_021MA,B17001C_022E,B17001C_022EA,B17001C_022M,B17001C_022MA,B17001C_023E,B17001C_023EA,B17001C_023M,B17001C_023MA,B17001C_024E,B17001C_024EA,B17001C_024M,B17001C_024MA,B17001C_025E,B17001C_025EA,B17001C_025M,B17001C_025MA,B17001C_026E,B17001C_026EA,B17001C_026M,B17001C_026MA,B17001C_027E,B17001C_027EA,B17001C_027M,B17001C_027MA,B17001C_028E,B17001C_028EA,B17001C_028M,B17001C_028MA,B17001C_029E,B17001C_029EA,B17001C_029M,B17001C_029MA,B17001C_030E,B17001C_030EA,B17001C_030M,B17001C_030MA,B17001C_031E,B17001C_031EA,B17001C_031M,B17001C_031MA,B17001C_032E,B17001C_032EA,B17001C_032M,B17001C_032MA,B17001C_033E,B17001C_033EA,B17001C_033M,B17001C_033MA,B17001C_034E,B17001C_034EA,B17001C_034M,B17001C_034MA,B17001C_035E,B17001C_035EA,B17001C_035M,B17001C_035MA,B17001C_036E,B17001C_036EA,B17001C_036M,B17001C_036MA,B17001C_037E,B17001C_037EA,B17001C_037M,B17001C_037MA,B17001C_038E,B17001C_038EA,B17001C_038M,B17001C_038MA,B17001C_039E,B17001C_039EA,B17001C_039M,B17001C_039MA,B17001C_040E,B17001C_040EA,B17001C_040M,B17001C_040MA,B17001C_041E,B17001C_041EA,B17001C_041M,B17001C_041MA,B17001C_042E,B17001C_042EA,B17001C_042M,B17001C_042MA,B17001C_043E,B17001C_043EA,B17001C_043M,B17001C_043MA,B17001C_044E,B17001C_044EA,B17001C_044M,B17001C_044MA,B17001C_045E,B17001C_045EA,B17001C_045M,B17001C_045MA,B17001C_046E,B17001C_046EA,B17001C_046M,B17001C_046MA,B17001C_047E,B17001C_047EA,B17001C_047M,B17001C_047MA,B17001C_048E,B17001C_048EA,B17001C_048M,B17001C_048MA,B17001C_049E,B17001C_049EA,B17001C_049M,B17001C_049MA,B17001C_050E,B17001C_050EA,B17001C_050M,B17001C_050MA,B17001C_051E,B17001C_051EA,B17001C_051M,B17001C_051MA,B17001C_052E,B17001C_052EA,B17001C_052M,B17001C_052MA,B17001C_053E,B17001C_053EA,B17001C_053M,B17001C_053MA,B17001C_054E,B17001C_054EA,B17001C_054M,B17001C_054MA,B17001C_055E,B17001C_055EA,B17001C_055M,B17001C_055MA,B17001C_056E,B17001C_056EA,B17001C_056M,B17001C_056MA,B17001C_057E,B17001C_057EA,B17001C_057M,B17001C_057MA,B17001C_058E,B17001C_058EA,B17001C_058M,B17001C_058MA,B17001C_059E,B17001C_059EA,B17001C_059M,B17001C_059MA,GEO_ID,NAME,state
23598,null,2993,null,3491,null,1104,null,1498,null,640,null,131,null,162,null,142,null,168,null,112,null,97,null,99,null,92,null,0,null,271,null,11,null,21,null,195,null,192,null,175,null,192,null,195,null,199,null,171,null,191,null,180,null,191,null,28,null,56,null,59,null,105,null,1993,null,640,null,117,null,123,null,0,null,271,null,118,null,120,null,52,null,72,null,0,null,271,null,23,null,44,null,135,null,144,null,344,null,331,null,276,null,225,null,224,null,223,null,653,null,384,null,36,null,60,null,15,null,28,null,20107,null,2975,null,9827,null,1952,null,328,null,254,null,120,null,142,null,772,null,440,null,980,null,400,null,254,null,224,null,129,null,100,null,863,null,570,null,1094,null,602,null,1375,null,669,null,1613,null,566,null,1579,null,578,null,589,null,361,null,131,null,143,null,10280,null,1671,null,196,null,168,null,104,null,98,null,1132,null,417,null,429,null,222,null,287,null,192,null,464,null,313,null,412,null,273,null,1373,null,731,null,1729,null,649,null,1833,null,539,null,1535,null,568,null,607,null,357,null,179,null,202,null,0400000US01,Alabama,01
84847,null,3673,null,16976,null,2072,null,7903,null,1043,null,1147,null,327,null,92,null,62,null,1188,null,326,null,437,null,161,null,79,null,56,null,149,null,77,null,1110,null,377,null,1309,null,448,null,774,null,262,null,942,null,228,null,502,null,246,null,0,null,240,null,174,null,161,null,9073,null,1313,null,976,null,241,null,237,null,213,null,1028,null,346,null,402,null,242,null,147,null,91,null,392,null,171,null,1696,null,467,null,1483,null,458,null,1206,null,371,null,762,null,318,null,580,null,313,null,123,null,155,null,41,null,49,null,67871,null,3883,null,32976,null,2514,null,2884,null,453,null,492,null,220,null,3141,null,514,null,1962,null,435,null,792,null,290,null,1257,null,272,null,4342,null,880,null,3889,null,726,null,4206,null,849,null,4291,null,603,null,3411,null,541,null,1204,null,278,null,1105,null,400,null,34895,null,2410,null,2154,null,436,null,526,null,276,null,3641,null,633,null,1509,null,353,null,726,null,292,null,1345,null,353,null,3722,null,613,null,4404,null,769,null,4849,null,765,null,4892,null,706,null,3693,null,597,null,2339,null,483,null,1095,null,362,null,0400000US02,Alaska,02
278432,null,7265,null,81498,null,8064,null,38052,null,4551,null,3947,null,1179,null,681,null,434,null,4144,null,1186,null,3697,null,1113,null,1371,null,681,null,2525,null,935,null,5198,null,1540,null,5471,null,1489,null,3207,null,775,null,3086,null,964,null,2455,null,688,null,1833,null,449,null,437,null,254,null,43446,null,4524,null,4734,null,1124,null,821,null,475,null,4456,null,1483,null,2062,null,1003,null,929,null,525,null,2421,null,808,null,6356,null,1312,null,6356,null,1357,null,4422,null,978,null,4911,null,1820,null,2847,null,825,null,1405,null,433,null,1726,null,452,null,196934,null,8607,null,96483,null,4746,null,8811,null,1153,null,1390,null,650,null,9564,null,1675,null,4592,null,973,null,1123,null,407,null,4072,null,827,null,13517,null,1641,null,16429,null,1871,null,12717,null,1335,null,11710,null,1076,null,6587,null,1009,null,3769,null,874,null,2202,null,648,null,100451,null,5174,null,7847,null,1278,null,1956,null,733,null,8095,null,1560,null,4750,null,1070,null,1521,null,567,null,4183,null,973,null,12874,null,1315,null,14393,null,1494,null,13928,null,1752,null,14347,null,1694,null,8519,null,864,null,4853,null,788,null,3185,null,542,null,0400000US04,Arizona,04
14814,null,1884,null,3512,null,948,null,1635,null,559,null,43,null,56,null,24,null,41,null,273,null,196,null,104,null,100,null,92,null,154,null,104,null,110,null,107,null,121,null,205,null,286,null,239,null,291,null,230,null,170,null,214,null,196,null,0,null,269,null,0,null,269,null,1877,null,627,null,193,null,172,null,11,null,24,null,312,null,248,null,0,null,269,null,0,null,269,null,137,null,152,null,321,null,261,null,200,null,187,null,46,null,51,null,222,null,158,null,145,null,135,null,244,null,202,null,46,null,77,null,11302,null,1676,null,5545,null,1172,null,681,null,399,null,98,null,191,null,748,null,355,null,621,null,377,null,131,null,217,null,78,null,121,null,856,null,498,null,475,null,476,null,363,null,221,null,728,null,351,null,335,null,223,null,242,null,168,null,189,null,169,null,5757,null,1147,null,417,null,339,null,44,null,76,null,466,null,310,null,0,null,269,null,117,null,201,null,130,null,144,null,516,null,306,null,750,null,360,null,502,null,250,null,1285,null,611,null,687,null,345,null,490,null,382,null,353,null,282,null,0400000US05,Arkansas,05
303559,null,14096,null,53952,null,5860,null,24386,null,3561,null,3882,null,1363,null,526,null,375,null,2180,null,705,null,1426,null,522,null,636,null,402,null,893,null,734,null,3473,null,1262,null,3085,null,1087,null,2797,null,1094,null,2384,null,961,null,2271,null,690,null,719,null,437,null,114,null,116,null,29566,null,3691,null,1917,null,658,null,303,null,236,null,2967,null,1067,null,1314,null,547,null,472,null,216,null,1350,null,462,null,5004,null,1334,null,4590,null,1392,null,4401,null,1214,null,3007,null,913,null,2506,null,756,null,1303,null,493,null,432,null,328,null,249607,null,13128,null,126552,null,8119,null,6984,null,1555,null,1902,null,767,null,7712,null,1394,null,6142,null,1439,null,1400,null,542,null,2969,null,880,null,14252,null,2172,null,19809,null,3040,null,21779,null,2604,null,20149,null,2212,null,12905,null,1867,null,6688,null,1246,null,3861,null,858,null,123055,null,7625,null,7904,null,1931,null,933,null,529,null,9211,null,1727,null,5316,null,1280,null,1277,null,544,null,4770,null,1212,null,13665,null,2126,null,15788,null,2122,null,19401,null,2226,null,19087,null,1959,null,13863,null,1663,null,6899,null,1020,null,4941,null,979,null,0400000US06,California,06
45765,null,4520,null,8198,null,2170,null,3035,null,988,null,304,null,281,null,0,null,275,null,344,null,354,null,211,null,146,null,92,null,113,null,56,null,61,null,650,null,473,null,148,null,139,null,341,null,290,null,346,null,289,null,122,null,160,null,299,null,277,null,122,null,202,null,5163,null,1785,null,632,null,438,null,77,null,133,null,538,null,538,null,348,null,334,null,44,null,61,null,103,null,98,null,670,null,458,null,479,null,439,null,1051,null,560,null,706,null,466,null,361,null,297,null,0,null,275,null,154,null,173,null,37567,null,4403,null,19298,null,2704,null,1037,null,536,null,407,null,368,null,2544,null,1113,null,584,null,413,null,442,null,465,null,755,null,358,null,2170,null,870,null,3953,null,1153,null,2891,null,834,null,2316,null,733,null,1782,null,932,null,313,null,190,null,104,null,132,null,18269,null,2923,null,917,null,385,null,41,null,71,null,1081,null,579,null,848,null,465,null,443,null,293,null,145,null,137,null,1895,null,775,null,3608,null,1139,null,2760,null,999,null,3408,null,1002,null,2148,null,930,null,569,null,415,null,406,null,352,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
45781,null,4869,null,11629,null,2925,null,4626,null,1673,null,496,null,438,null,125,null,207,null,388,null,312,null,424,null,350,null,96,null,127,null,295,null,282,null,353,null,324,null,716,null,553,null,699,null,421,null,577,null,449,null,319,null,271,null,138,null,187,null,0,null,305,null,7003,null,1692,null,906,null,577,null,0,null,305,null,1117,null,666,null,295,null,282,null,65,null,108,null,0,null,305,null,670,null,340,null,1002,null,592,null,805,null,493,null,969,null,467,null,1060,null,491,null,114,null,122,null,0,null,305,null,34152,null,4018,null,17855,null,2763,null,1198,null,722,null,178,null,227,null,757,null,579,null,274,null,216,null,594,null,494,null,146,null,152,null,1237,null,653,null,2867,null,1039,null,2165,null,742,null,3965,null,1217,null,2821,null,816,null,1214,null,518,null,439,null,310,null,16297,null,2309,null,626,null,391,null,49,null,102,null,877,null,482,null,977,null,538,null,55,null,101,null,45,null,55,null,1083,null,521,null,2177,null,653,null,2144,null,725,null,3976,null,1024,null,2501,null,802,null,935,null,505,null,852,null,517,null,0400000US12,Florida,12
