C21001D_001E,C21001D_001EA,C21001D_001M,C21001D_001MA,C21001D_002E,C21001D_002EA,C21001D_002M,C21001D_002MA,C21001D_003E,C21001D_003EA,C21001D_003M,C21001D_003MA,C21001D_004E,C21001D_004EA,C21001D_004M,C21001D_004MA,C21001D_005E,C21001D_005EA,C21001D_005M,C21001D_005MA,C21001D_006E,C21001D_006EA,C21001D_006M,C21001D_006MA,C21001D_007E,C21001D_007EA,C21001D_007M,C21001D_007MA,C21001D_008E,C21001D_008EA,C21001D_008M,C21001D_008MA,C21001D_009E,C21001D_009EA,C21001D_009M,C21001D_009MA,C21001D_010E,C21001D_010EA,C21001D_010M,C21001D_010MA,C21001D_011E,C21001D_011EA,C21001D_011M,C21001D_011MA,C21001D_012E,C21001D_012EA,C21001D_012M,C21001D_012MA,C21001D_013E,C21001D_013EA,C21001D_013M,C21001D_013MA,C21001D_014E,C21001D_014EA,C21001D_014M,C21001D_014MA,C21001D_015E,C21001D_015EA,C21001D_015M,C21001D_015MA,GEO_ID,NAME,state
32717,null,1952,null,14520,null,1023,null,13673,null,966,null,533,null,380,null,13140,null,1054,null,847,null,425,null,51,null,92,null,796,null,429,null,18197,null,1471,null,16565,null,1503,null,299,null,265,null,16266,null,1537,null,1632,null,712,null,0,null,271,null,1632,null,712,null,0400000US01,Alabama,01
24599,null,1399,null,11190,null,1165,null,9965,null,1104,null,896,null,561,null,9069,null,1176,null,1225,null,313,null,270,null,209,null,955,null,319,null,13409,null,717,null,12123,null,789,null,89,null,102,null,12034,null,778,null,1286,null,216,null,0,null,240,null,1286,null,216,null,0400000US02,Alaska,02
118784,null,2778,null,54853,null,1726,null,49738,null,1681,null,2277,null,1008,null,47461,null,1776,null,5115,null,509,null,1084,null,405,null,4031,null,584,null,63931,null,2130,null,55893,null,2096,null,787,null,372,null,55106,null,2133,null,8038,null,606,null,94,null,126,null,7944,null,637,null,0400000US04,Arizona,04
21224,null,1342,null,10049,null,790,null,9363,null,838,null,383,null,259,null,8980,null,859,null,686,null,297,null,93,null,146,null,593,null,304,null,11175,null,1122,null,10082,null,1073,null,44,null,76,null,10038,null,1077,null,1093,null,385,null,0,null,269,null,1093,null,385,null,0400000US05,Arkansas,05
3606166,null,8570,null,1698920,null,5762,null,1473629,null,5949,null,66166,null,4162,null,1407463,null,7283,null,225291,null,1706,null,38990,null,2645,null,186301,null,2901,null,1907246,null,4862,null,1602463,null,4758,null,5009,null,1208,null,1597454,null,5132,null,304783,null,1701,null,1317,null,526,null,303466,null,1713,null,0400000US06,California,06
97563,null,2270,null,43824,null,1587,null,39419,null,1688,null,2293,null,905,null,37126,null,1623,null,4405,null,854,null,788,null,370,null,3617,null,786,null,53739,null,1478,null,46990,null,1449,null,295,null,259,null,46695,null,1422,null,6749,null,788,null,0,null,275,null,6749,null,788,null,0400000US08,Colorado,08
91020,null,1546,null,45585,null,900,null,42157,null,809,null,457,null,326,null,41700,null,879,null,3428,null,543,null,311,null,238,null,3117,null,565,null,45435,null,1004,null,41441,null,1118,null,96,null,117,null,41345,null,1125,null,3994,null,484,null,0,null,275,null,3994,null,484,null,0400000US09,Connecticut,09
18659,null,625,null,8921,null,390,null,8162,null,371,null,396,null,386,null,7766,null,527,null,759,null,184,null,0,null,263,null,759,null,184,null,9738,null,418,null,9029,null,444,null,59,null,97,null,8970,null,454,null,709,null,292,null,0,null,263,null,709,null,292,null,0400000US10,Delaware,10
17172,null,621,null,7534,null,522,null,6740,null,619,null,237,null,283,null,6503,null,634,null,794,null,310,null,0,null,296,null,794,null,310,null,9638,null,355,null,8934,null,478,null,136,null,220,null,8798,null,538,null,704,null,342,null,0,null,296,null,704,null,342,null,0400000US11,District of Columbia,11
323728,null,3608,null,147084,null,2978,null,130038,null,2822,null,6187,null,1287,null,123851,null,2951,null,17046,null,1086,null,2543,null,685,null,14503,null,1112,null,176644,null,2376,null,153987,null,2552,null,849,null,565,null,153138,null,2580,null,22657,null,1364,null,71,null,118,null,22586,null,1406,null,0400000US12,Florida,12
206263,null,3678,null,97132,null,2409,null,88354,null,2384,null,2970,null,1033,null,85384,null,2557,null,8778,null,1048,null,743,null,444,null,8035,null,1186,null,109131,null,2085,null,99007,null,2227,null,398,null,237,null,98609,null,2266,null,10124,null,1159,null,0,null,298,null,10124,null,1159,null,0400000US13,Georgia,13
423753,null,6567,null,193604,null,3746,null,146819,null,3661,null,15626,null,1916,null,131193,null,3920,null,46785,null,1211,null,21835,null,1654,null,24950,null,1643,null,230149,null,4314,null,161160,null,4027,null,948,null,392,null,160212,null,3977,null,68989,null,1118,null,409,null,247,null,68580,null,1155,null,0400000US15,Hawaii,15
13505,null,1288,null,6047,null,776,null,5199,null,761,null,256,null,209,null,4943,null,780,null,848,null,359,null,261,null,186,null,587,null,348,null,7458,null,965,null,6937,null,909,null,0,null,259,null,6937,null,909,null,521,null,340,null,0,null,259,null,521,null,340,null,0400000US16,Idaho,16
431220,null,3547,null,210177,null,2407,null,190391,null,2292,null,5725,null,1202,null,184666,null,2594,null,19786,null,523,null,1462,null,467,null,18324,null,562,null,221043,null,2277,null,195408,null,2118,null,404,null,224,null,195004,null,2167,null,25635,null,744,null,86,null,143,null,25549,null,741,null,0400000US17,Illinois,17
64012,null,1884,null,30884,null,1550,null,29049,null,1508,null,830,null,503,null,28219,null,1483,null,1835,null,504,null,305,null,281,null,1530,null,439,null,33128,null,1428,null,30201,null,1520,null,114,null,129,null,30087,null,1502,null,2927,null,719,null,0,null,265,null,2927,null,719,null,0400000US18,Indiana,18
34837,null,1507,null,17072,null,1087,null,15711,null,975,null,170,null,164,null,15541,null,974,null,1361,null,501,null,117,null,130,null,1244,null,497,null,17765,null,995,null,16276,null,1158,null,126,null,164,null,16150,null,1182,null,1489,null,488,null,0,null,226,null,1489,null,488,null,0400000US19,Iowa,19
44610,null,1549,null,21416,null,1286,null,19797,null,1413,null,283,null,250,null,19514,null,1403,null,1619,null,495,null,199,null,192,null,1420,null,483,null,23194,null,933,null,21224,null,1001,null,209,null,208,null,21015,null,1034,null,1970,null,622,null,0,null,244,null,1970,null,622,null,0400000US20,Kansas,20
32376,null,3004,null,15772,null,2321,null,14419,null,1874,null,549,null,294,null,13870,null,1878,null,1353,null,712,null,0,null,271,null,1353,null,712,null,16604,null,1294,null,15347,null,1231,null,377,null,512,null,14970,null,1343,null,1257,null,601,null,0,null,271,null,1257,null,601,null,0400000US21,Kentucky,21
48833,null,2538,null,23914,null,1606,null,22050,null,1587,null,922,null,641,null,21128,null,1447,null,1864,null,873,null,335,null,269,null,1529,null,792,null,24919,null,1629,null,22872,null,1603,null,23,null,47,null,22849,null,1597,null,2047,null,702,null,0,null,277,null,2047,null,702,null,0400000US22,Louisiana,22
7837,null,748,null,2895,null,655,null,2489,null,641,null,148,null,150,null,2341,null,660,null,406,null,283,null,30,null,52,null,376,null,282,null,4942,null,678,null,4436,null,787,null,0,null,228,null,4436,null,787,null,506,null,303,null,0,null,228,null,506,null,303,null,0400000US23,Maine,23
