C24010B_001E,C24010B_001EA,C24010B_001M,C24010B_001MA,C24010B_002E,C24010B_002EA,C24010B_002M,C24010B_002MA,C24010B_003E,C24010B_003EA,C24010B_003M,C24010B_003MA,C24010B_004E,C24010B_004EA,C24010B_004M,C24010B_004MA,C24010B_005E,C24010B_005EA,C24010B_005M,C24010B_005MA,C24010B_006E,C24010B_006EA,C24010B_006M,C24010B_006MA,C24010B_007E,C24010B_007EA,C24010B_007M,C24010B_007MA,C24010B_008E,C24010B_008EA,C24010B_008M,C24010B_008MA,C24010B_009E,C24010B_009EA,C24010B_009M,C24010B_009MA,C24010B_010E,C24010B_010EA,C24010B_010M,C24010B_010MA,C24010B_011E,C24010B_011EA,C24010B_011M,C24010B_011MA,C24010B_012E,C24010B_012EA,C24010B_012M,C24010B_012MA,C24010B_013E,C24010B_013EA,C24010B_013M,C24010B_013MA,C24010B_014E,C24010B_014EA,C24010B_014M,C24010B_014MA,C24010B_015E,C24010B_015EA,C24010B_015M,C24010B_015MA,GEO_ID,NAME,state
489661,null,8069,null,222081,null,5609,null,36400,null,3544,null,44666,null,3640,null,38638,null,3536,null,2789,null,1081,null,30666,null,2698,null,68922,null,4433,null,267580,null,6220,null,72328,null,3712,null,70536,null,4544,null,87566,null,4270,null,757,null,499,null,2688,null,1102,null,33705,null,3027,null,0400000US01,Alabama,01
12078,null,2029,null,6854,null,1530,null,1845,null,709,null,1230,null,688,null,1861,null,1185,null,0,null,240,null,759,null,539,null,1159,null,607,null,5224,null,1138,null,942,null,470,null,1565,null,596,null,2465,null,870,null,0,null,240,null,0,null,240,null,252,null,213,null,0400000US02,Alaska,02
99994,null,3325,null,54849,null,2586,null,14020,null,2174,null,11182,null,2234,null,12327,null,1827,null,0,null,302,null,6586,null,1342,null,10734,null,1952,null,45145,null,2393,null,17820,null,2039,null,9987,null,1820,null,15756,null,2473,null,0,null,302,null,0,null,302,null,1582,null,609,null,0400000US04,Arizona,04
174471,null,5447,null,78198,null,4026,null,12124,null,2021,null,15392,null,2195,null,11734,null,2054,null,1232,null,519,null,8569,null,2024,null,29147,null,2655,null,96273,null,3513,null,24600,null,2411,null,27044,null,2664,null,30861,null,3156,null,301,null,215,null,392,null,439,null,13075,null,1774,null,0400000US05,Arkansas,05
927641,null,13422,null,440076,null,9577,null,128855,null,5819,null,89468,null,6151,null,102739,null,5765,null,1462,null,813,null,42269,null,3839,null,75283,null,4499,null,487565,null,8770,null,184181,null,7017,null,102956,null,6314,null,177263,null,6824,null,755,null,594,null,3448,null,1172,null,18962,null,2952,null,0400000US06,California,06
85078,null,4033,null,46614,null,2751,null,12542,null,1815,null,7714,null,1577,null,10002,null,1479,null,101,null,137,null,5507,null,1333,null,10748,null,1693,null,38464,null,2590,null,12927,null,1814,null,9290,null,1532,null,14521,null,1786,null,0,null,275,null,601,null,363,null,1125,null,692,null,0400000US08,Colorado,08
150659,null,4389,null,68727,null,3006,null,17958,null,2256,null,16662,null,2413,null,12857,null,2414,null,225,null,144,null,7394,null,1379,null,13631,null,2163,null,81932,null,2759,null,25783,null,2669,null,26003,null,2790,null,25633,null,2263,null,0,null,275,null,160,null,200,null,4353,null,1076,null,0400000US09,Connecticut,09
81301,null,2876,null,35870,null,2229,null,10112,null,1912,null,6920,null,1434,null,7231,null,1673,null,239,null,326,null,4681,null,1161,null,6687,null,1595,null,45431,null,2109,null,15377,null,2225,null,13856,null,1999,null,13466,null,2073,null,110,null,130,null,216,null,350,null,2406,null,789,null,0400000US10,Delaware,10
132379,null,4936,null,58740,null,3158,null,18750,null,2025,null,13694,null,1794,null,10959,null,1645,null,177,null,292,null,4759,null,1103,null,10401,null,1794,null,73639,null,3464,null,28506,null,2339,null,14852,null,1937,null,25972,null,2534,null,48,null,78,null,237,null,227,null,4024,null,1583,null,0400000US11,District of Columbia,11
1209383,null,14298,null,558525,null,9409,null,108606,null,6457,null,139944,null,7294,null,111229,null,6285,null,2928,null,1088,null,80956,null,5138,null,114862,null,5712,null,650858,null,11263,null,197506,null,6742,null,197019,null,8856,null,219934,null,8728,null,1035,null,583,null,3771,null,1342,null,31593,null,3593,null,0400000US12,Florida,12
