C19037G_001E,C19037G_001EA,C19037G_001M,C19037G_001MA,C19037G_002E,C19037G_002EA,C19037G_002M,C19037G_002MA,C19037G_003E,C19037G_003EA,C19037G_003M,C19037G_003MA,C19037G_004E,C19037G_004EA,C19037G_004M,C19037G_004MA,C19037G_005E,C19037G_005EA,C19037G_005M,C19037G_005MA,C19037G_006E,C19037G_006EA,C19037G_006M,C19037G_006MA,C19037G_007E,C19037G_007EA,C19037G_007M,C19037G_007MA,C19037G_008E,C19037G_008EA,C19037G_008M,C19037G_008MA,C19037G_009E,C19037G_009EA,C19037G_009M,C19037G_009MA,C19037G_010E,C19037G_010EA,C19037G_010M,C19037G_010MA,C19037G_011E,C19037G_011EA,C19037G_011M,C19037G_011MA,C19037G_012E,C19037G_012EA,C19037G_012M,C19037G_012MA,C19037G_013E,C19037G_013EA,C19037G_013M,C19037G_013MA,C19037G_014E,C19037G_014EA,C19037G_014M,C19037G_014MA,C19037G_015E,C19037G_015EA,C19037G_015M,C19037G_015MA,C19037G_016E,C19037G_016EA,C19037G_016M,C19037G_016MA,C19037G_017E,C19037G_017EA,C19037G_017M,C19037G_017MA,C19037G_018E,C19037G_018EA,C19037G_018M,C19037G_018MA,C19037G_019E,C19037G_019EA,C19037G_019M,C19037G_019MA,C19037G_020E,C19037G_020EA,C19037G_020M,C19037G_020MA,C19037G_021E,C19037G_021EA,C19037G_021M,C19037G_021MA,C19037G_022E,C19037G_022EA,C19037G_022M,C19037G_022MA,C19037G_023E,C19037G_023EA,C19037G_023M,C19037G_023MA,C19037G_024E,C19037G_024EA,C19037G_024M,C19037G_024MA,C19037G_025E,C19037G_025EA,C19037G_025M,C19037G_025MA,C19037G_026E,C19037G_026EA,C19037G_026M,C19037G_026MA,C19037G_027E,C19037G_027EA,C19037G_027M,C19037G_027MA,C19037G_028E,C19037G_028EA,C19037G_028M,C19037G_028MA,C19037G_029E,C19037G_029EA,C19037G_029M,C19037G_029MA,C19037G_030E,C19037G_030EA,C19037G_030M,C19037G_030MA,C19037G_031E,C19037G_031EA,C19037G_031M,C19037G_031MA,C19037G_032E,C19037G_032EA,C19037G_032M,C19037G_032MA,C19037G_033E,C19037G_033EA,C19037G_033M,C19037G_033MA,C19037G_034E,C19037G_034EA,C19037G_034M,C19037G_034MA,C19037G_035E,C19037G_035EA,C19037G_035M,C19037G_035MA,C19037G_036E,C19037G_036EA,C19037G_036M,C19037G_036MA,C19037G_037E,C19037G_037EA,C19037G_037M,C19037G_037MA,C19037G_038E,C19037G_038EA,C19037G_038M,C19037G_038MA,C19037G_039E,C19037G_039EA,C19037G_039M,C19037G_039MA,C19037G_040E,C19037G_040EA,C19037G_040M,C19037G_040MA,C19037G_041E,C19037G_041EA,C19037G_041M,C19037G_041MA,C19037G_042E,C19037G_042EA,C19037G_042M,C19037G_042MA,C19037G_043E,C19037G_043EA,C19037G_043M,C19037G_043MA,C19037G_044E,C19037G_044EA,C19037G_044M,C19037G_044MA,C19037G_045E,C19037G_045EA,C19037G_045M,C19037G_045MA,GEO_ID,NAME,state
18976,null,2342,null,650,null,370,null,293,null,261,null,0,null,271,null,51,null,91,null,170,null,172,null,71,null,107,null,14,null,24,null,51,null,96,null,0,null,271,null,0,null,271,null,0,null,271,null,7918,null,1694,null,616,null,357,null,567,null,557,null,1314,null,610,null,1079,null,549,null,760,null,415,null,2196,null,820,null,530,null,425,null,639,null,619,null,161,null,165,null,56,null,92,null,7641,null,1459,null,1785,null,869,null,382,null,273,null,373,null,310,null,678,null,379,null,1156,null,438,null,1385,null,561,null,740,null,446,null,722,null,359,null,192,null,173,null,228,null,268,null,2767,null,835,null,243,null,193,null,576,null,380,null,394,null,243,null,378,null,263,null,518,null,472,null,155,null,140,null,186,null,202,null,103,null,145,null,62,null,115,null,152,null,189,null,0400000US01,Alabama,01
12720,null,1820,null,2633,null,940,null,195,null,271,null,25,null,41,null,823,null,594,null,199,null,171,null,622,null,535,null,402,null,344,null,367,null,321,null,0,null,240,null,0,null,240,null,0,null,240,null,5501,null,1114,null,72,null,75,null,142,null,188,null,774,null,446,null,467,null,308,null,515,null,321,null,1807,null,759,null,1167,null,553,null,502,null,358,null,25,null,34,null,30,null,52,null,3581,null,860,null,223,null,203,null,285,null,206,null,111,null,94,null,54,null,72,null,404,null,314,null,738,null,353,null,730,null,377,null,837,null,506,null,165,null,171,null,34,null,58,null,1005,null,510,null,0,null,240,null,57,null,99,null,231,null,222,null,14,null,24,null,62,null,72,null,357,null,288,null,169,null,162,null,115,null,182,null,0,null,240,null,0,null,240,null,0400000US02,Alaska,02
33684,null,2571,null,2985,null,807,null,209,null,195,null,344,null,274,null,312,null,259,null,693,null,470,null,526,null,324,null,634,null,434,null,108,null,129,null,159,null,220,null,0,null,302,null,0,null,302,null,15530,null,1861,null,1131,null,463,null,559,null,448,null,1686,null,648,null,2089,null,669,null,2025,null,663,null,2984,null,754,null,2309,null,855,null,2230,null,725,null,517,null,351,null,0,null,302,null,10419,null,1564,null,1040,null,471,null,732,null,487,null,870,null,587,null,1695,null,832,null,1543,null,579,null,1508,null,533,null,1344,null,512,null,1052,null,455,null,388,null,254,null,247,null,204,null,4750,null,969,null,265,null,167,null,514,null,324,null,1315,null,634,null,364,null,217,null,1007,null,513,null,649,null,371,null,323,null,236,null,89,null,111,null,200,null,181,null,24,null,42,null,0400000US04,Arizona,04
16070,null,1994,null,1084,null,689,null,409,null,463,null,49,null,85,null,242,null,320,null,325,null,294,null,0,null,269,null,0,null,269,null,0,null,269,null,59,null,91,null,0,null,269,null,0,null,269,null,5915,null,1287,null,350,null,308,null,537,null,354,null,1130,null,566,null,922,null,487,null,1029,null,488,null,1084,null,567,null,580,null,377,null,111,null,146,null,172,null,256,null,0,null,269,null,6231,null,911,null,947,null,497,null,704,null,348,null,587,null,323,null,573,null,238,null,1536,null,480,null,549,null,325,null,717,null,349,null,290,null,239,null,196,null,155,null,132,null,164,null,2840,null,894,null,332,null,207,null,208,null,149,null,972,null,426,null,367,null,410,null,263,null,211,null,415,null,302,null,127,null,108,null,156,null,158,null,0,null,269,null,0,null,269,null,0400000US05,Arkansas,05
269030,null,7987,null,16565,null,1910,null,3089,null,973,null,913,null,487,null,3496,null,1065,null,2396,null,917,null,2075,null,738,null,2421,null,763,null,1320,null,496,null,424,null,261,null,177,null,135,null,254,null,359,null,121373,null,5656,null,6879,null,1380,null,3151,null,926,null,10411,null,1785,null,8647,null,1665,null,14993,null,2179,null,23676,null,2337,null,18717,null,2281,null,21716,null,2368,null,8283,null,1508,null,4900,null,995,null,98797,null,4765,null,4893,null,1225,null,6039,null,1250,null,7842,null,1397,null,7748,null,1360,null,10779,null,1565,null,17486,null,2105,null,12897,null,1722,null,16925,null,1774,null,7900,null,1422,null,6288,null,1118,null,32295,null,2728,null,2650,null,702,null,4409,null,1135,null,5124,null,1086,null,3784,null,919,null,4807,null,921,null,4698,null,791,null,3106,null,915,null,2410,null,575,null,607,null,308,null,700,null,378,null,0400000US06,California,06
36632,null,3198,null,2900,null,887,null,698,null,463,null,130,null,148,null,429,null,298,null,327,null,245,null,432,null,297,null,651,null,488,null,233,null,273,null,0,null,275,null,0,null,275,null,0,null,275,null,17503,null,2052,null,1516,null,686,null,470,null,356,null,1267,null,560,null,2314,null,656,null,3013,null,860,null,3107,null,793,null,2431,null,674,null,2431,null,665,null,829,null,449,null,125,null,148,null,13019,null,1848,null,1843,null,849,null,637,null,334,null,987,null,529,null,1129,null,394,null,1876,null,555,null,2193,null,826,null,1247,null,430,null,2161,null,637,null,571,null,356,null,375,null,292,null,3210,null,806,null,655,null,430,null,569,null,358,null,346,null,220,null,509,null,274,null,412,null,282,null,330,null,217,null,257,null,201,null,132,null,206,null,0,null,275,null,0,null,275,null,0400000US08,Colorado,08
17785,null,2218,null,1021,null,609,null,356,null,294,null,85,null,110,null,0,null,275,null,386,null,490,null,104,null,103,null,90,null,104,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,8918,null,1766,null,432,null,307,null,528,null,510,null,651,null,429,null,1088,null,625,null,1089,null,638,null,1692,null,796,null,1142,null,600,null,1772,null,878,null,233,null,216,null,291,null,236,null,6219,null,1387,null,161,null,161,null,454,null,422,null,539,null,314,null,181,null,210,null,876,null,545,null,1368,null,540,null,1075,null,555,null,886,null,554,null,481,null,438,null,198,null,192,null,1627,null,528,null,798,null,424,null,200,null,149,null,140,null,155,null,19,null,43,null,103,null,131,null,0,null,275,null,38,null,65,null,155,null,159,null,56,null,95,null,118,null,145,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
79818,null,4411,null,5940,null,1513,null,601,null,356,null,166,null,182,null,1568,null,678,null,939,null,546,null,887,null,581,null,1095,null,598,null,495,null,620,null,149,null,146,null,0,null,305,null,40,null,64,null,32153,null,3388,null,1892,null,797,null,1525,null,705,null,3593,null,944,null,4796,null,1070,null,4995,null,1368,null,6599,null,1341,null,4882,null,1210,null,2270,null,643,null,1007,null,565,null,594,null,297,null,30123,null,2282,null,2658,null,868,null,1350,null,595,null,3085,null,870,null,3397,null,875,null,5850,null,1212,null,4372,null,1072,null,3716,null,948,null,3174,null,865,null,1380,null,677,null,1141,null,577,null,11602,null,1550,null,1504,null,619,null,1233,null,466,null,2380,null,759,null,1499,null,609,null,2195,null,625,null,1550,null,579,null,664,null,361,null,383,null,269,null,60,null,80,null,134,null,176,null,0400000US12,Florida,12
