B19025E_001E,B19025E_001EA,B19025E_001M,B19025E_001MA,GEO_ID,NAME,state
null,null,null,null,0400000US01,Alabama,01
53834700,null,23917438,null,0400000US02,Alaska,02
113063100,null,39985284,null,0400000US04,Arizona,04
14041500,null,5232136,null,0400000US05,Arkansas,05
2461319200,null,227501490,null,0400000US06,California,06
92492900,null,46081713,null,0400000US08,Colorado,08
13821000,null,13463166,null,0400000US09,Connecticut,09
null,null,null,null,0400000US10,Delaware,10
null,null,null,null,0400000US11,District of Columbia,11
137767400,null,54007080,null,0400000US12,Florida,12
61088600,null,30359534,null,0400000US13,Georgia,13
2263094300,null,230501452,null,0400000US15,Hawaii,15
null,null,null,null,0400000US16,Idaho,16
33702500,null,26381613,null,0400000US17,Illinois,17
59158900,null,49827381,null,0400000US18,Indiana,18
42955700,null,42597473,null,0400000US19,Iowa,19
75005800,null,61286428,null,0400000US20,Kansas,20
20171700,null,13819818,null,0400000US21,Kentucky,21
18439600,null,17238457,null,0400000US22,Louisiana,22
null,null,null,null,0400000US23,Maine,23
67277300,null,39434854,null,0400000US24,Maryland,24
null,null,null,null,0400000US25,Massachusetts,25
45308900,null,19186241,null,0400000US26,Michigan,26
10477000,null,10401214,null,0400000US27,Minnesota,27
null,null,null,null,0400000US28,Mississippi,28
100513300,null,61279220,null,0400000US29,Missouri,29
null,null,null,null,0400000US30,Montana,30
null,null,null,null,0400000US31,Nebraska,31
224276600,null,47956277,null,0400000US32,Nevada,32
null,null,null,null,0400000US33,New Hampshire,33
33838200,null,26679999,null,0400000US34,New Jersey,34
null,null,null,null,0400000US35,New Mexico,35
81800700,null,41496186,null,0400000US36,New York,36
42375300,null,25738632,null,0400000US37,North Carolina,37
5312900,null,4820554,null,0400000US38,North Dakota,38
22765700,null,19352014,null,0400000US39,Ohio,39
null,null,null,null,0400000US40,Oklahoma,40
121570700,null,40080409,null,0400000US41,Oregon,41
null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,0400000US44,Rhode Island,44
17447600,null,15556188,null,0400000US45,South Carolina,45
null,null,null,null,0400000US46,South Dakota,46
58549700,null,56799240,null,0400000US47,Tennessee,47
378596300,null,95860366,null,0400000US48,Texas,48
233012600,null,50547103,null,0400000US49,Utah,49
null,null,null,null,0400000US50,Vermont,50
122681700,null,60961299,null,0400000US51,Virginia,51
509323700,null,90842802,null,0400000US53,Washington,53
null,null,null,null,0400000US54,West Virginia,54
33992200,null,27804763,null,0400000US55,Wisconsin,55
null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,0400000US72,Puerto Rico,72
