B20005G_001E,B20005G_001EA,B20005G_001M,B20005G_001MA,B20005G_002E,B20005G_002EA,B20005G_002M,B20005G_002MA,B20005G_003E,B20005G_003EA,B20005G_003M,B20005G_003MA,B20005G_004E,B20005G_004EA,B20005G_004M,B20005G_004MA,B20005G_005E,B20005G_005EA,B20005G_005M,B20005G_005MA,B20005G_006E,B20005G_006EA,B20005G_006M,B20005G_006MA,B20005G_007E,B20005G_007EA,B20005G_007M,B20005G_007MA,B20005G_008E,B20005G_008EA,B20005G_008M,B20005G_008MA,B20005G_009E,B20005G_009EA,B20005G_009M,B20005G_009MA,B20005G_010E,B20005G_010EA,B20005G_010M,B20005G_010MA,B20005G_011E,B20005G_011EA,B20005G_011M,B20005G_011MA,B20005G_012E,B20005G_012EA,B20005G_012M,B20005G_012MA,B20005G_013E,B20005G_013EA,B20005G_013M,B20005G_013MA,B20005G_014E,B20005G_014EA,B20005G_014M,B20005G_014MA,B20005G_015E,B20005G_015EA,B20005G_015M,B20005G_015MA,B20005G_016E,B20005G_016EA,B20005G_016M,B20005G_016MA,B20005G_017E,B20005G_017EA,B20005G_017M,B20005G_017MA,B20005G_018E,B20005G_018EA,B20005G_018M,B20005G_018MA,B20005G_019E,B20005G_019EA,B20005G_019M,B20005G_019MA,B20005G_020E,B20005G_020EA,B20005G_020M,B20005G_020MA,B20005G_021E,B20005G_021EA,B20005G_021M,B20005G_021MA,B20005G_022E,B20005G_022EA,B20005G_022M,B20005G_022MA,B20005G_023E,B20005G_023EA,B20005G_023M,B20005G_023MA,B20005G_024E,B20005G_024EA,B20005G_024M,B20005G_024MA,B20005G_025E,B20005G_025EA,B20005G_025M,B20005G_025MA,B20005G_026E,B20005G_026EA,B20005G_026M,B20005G_026MA,B20005G_027E,B20005G_027EA,B20005G_027M,B20005G_027MA,B20005G_028E,B20005G_028EA,B20005G_028M,B20005G_028MA,B20005G_029E,B20005G_029EA,B20005G_029M,B20005G_029MA,B20005G_030E,B20005G_030EA,B20005G_030M,B20005G_030MA,B20005G_031E,B20005G_031EA,B20005G_031M,B20005G_031MA,B20005G_032E,B20005G_032EA,B20005G_032M,B20005G_032MA,B20005G_033E,B20005G_033EA,B20005G_033M,B20005G_033MA,B20005G_034E,B20005G_034EA,B20005G_034M,B20005G_034MA,B20005G_035E,B20005G_035EA,B20005G_035M,B20005G_035MA,B20005G_036E,B20005G_036EA,B20005G_036M,B20005G_036MA,B20005G_037E,B20005G_037EA,B20005G_037M,B20005G_037MA,B20005G_038E,B20005G_038EA,B20005G_038M,B20005G_038MA,B20005G_039E,B20005G_039EA,B20005G_039M,B20005G_039MA,B20005G_040E,B20005G_040EA,B20005G_040M,B20005G_040MA,B20005G_041E,B20005G_041EA,B20005G_041M,B20005G_041MA,B20005G_042E,B20005G_042EA,B20005G_042M,B20005G_042MA,B20005G_043E,B20005G_043EA,B20005G_043M,B20005G_043MA,B20005G_044E,B20005G_044EA,B20005G_044M,B20005G_044MA,B20005G_045E,B20005G_045EA,B20005G_045M,B20005G_045MA,B20005G_046E,B20005G_046EA,B20005G_046M,B20005G_046MA,B20005G_047E,B20005G_047EA,B20005G_047M,B20005G_047MA,B20005G_048E,B20005G_048EA,B20005G_048M,B20005G_048MA,B20005G_049E,B20005G_049EA,B20005G_049M,B20005G_049MA,B20005G_050E,B20005G_050EA,B20005G_050M,B20005G_050MA,B20005G_051E,B20005G_051EA,B20005G_051M,B20005G_051MA,B20005G_052E,B20005G_052EA,B20005G_052M,B20005G_052MA,B20005G_053E,B20005G_053EA,B20005G_053M,B20005G_053MA,B20005G_054E,B20005G_054EA,B20005G_054M,B20005G_054MA,B20005G_055E,B20005G_055EA,B20005G_055M,B20005G_055MA,B20005G_056E,B20005G_056EA,B20005G_056M,B20005G_056MA,B20005G_057E,B20005G_057EA,B20005G_057M,B20005G_057MA,B20005G_058E,B20005G_058EA,B20005G_058M,B20005G_058MA,B20005G_059E,B20005G_059EA,B20005G_059M,B20005G_059MA,B20005G_060E,B20005G_060EA,B20005G_060M,B20005G_060MA,B20005G_061E,B20005G_061EA,B20005G_061M,B20005G_061MA,B20005G_062E,B20005G_062EA,B20005G_062M,B20005G_062MA,B20005G_063E,B20005G_063EA,B20005G_063M,B20005G_063MA,B20005G_064E,B20005G_064EA,B20005G_064M,B20005G_064MA,B20005G_065E,B20005G_065EA,B20005G_065M,B20005G_065MA,B20005G_066E,B20005G_066EA,B20005G_066M,B20005G_066MA,B20005G_067E,B20005G_067EA,B20005G_067M,B20005G_067MA,B20005G_068E,B20005G_068EA,B20005G_068M,B20005G_068MA,B20005G_069E,B20005G_069EA,B20005G_069M,B20005G_069MA,B20005G_070E,B20005G_070EA,B20005G_070M,B20005G_070MA,B20005G_071E,B20005G_071EA,B20005G_071M,B20005G_071MA,B20005G_072E,B20005G_072EA,B20005G_072M,B20005G_072MA,B20005G_073E,B20005G_073EA,B20005G_073M,B20005G_073MA,B20005G_074E,B20005G_074EA,B20005G_074M,B20005G_074MA,B20005G_075E,B20005G_075EA,B20005G_075M,B20005G_075MA,B20005G_076E,B20005G_076EA,B20005G_076M,B20005G_076MA,B20005G_077E,B20005G_077EA,B20005G_077M,B20005G_077MA,B20005G_078E,B20005G_078EA,B20005G_078M,B20005G_078MA,B20005G_079E,B20005G_079EA,B20005G_079M,B20005G_079MA,B20005G_080E,B20005G_080EA,B20005G_080M,B20005G_080MA,B20005G_081E,B20005G_081EA,B20005G_081M,B20005G_081MA,B20005G_082E,B20005G_082EA,B20005G_082M,B20005G_082MA,B20005G_083E,B20005G_083EA,B20005G_083M,B20005G_083MA,B20005G_084E,B20005G_084EA,B20005G_084M,B20005G_084MA,B20005G_085E,B20005G_085EA,B20005G_085M,B20005G_085MA,B20005G_086E,B20005G_086EA,B20005G_086M,B20005G_086MA,B20005G_087E,B20005G_087EA,B20005G_087M,B20005G_087MA,B20005G_088E,B20005G_088EA,B20005G_088M,B20005G_088MA,B20005G_089E,B20005G_089EA,B20005G_089M,B20005G_089MA,B20005G_090E,B20005G_090EA,B20005G_090M,B20005G_090MA,B20005G_091E,B20005G_091EA,B20005G_091M,B20005G_091MA,B20005G_092E,B20005G_092EA,B20005G_092M,B20005G_092MA,B20005G_093E,B20005G_093EA,B20005G_093M,B20005G_093MA,B20005G_094E,B20005G_094EA,B20005G_094M,B20005G_094MA,B20005G_095E,B20005G_095EA,B20005G_095M,B20005G_095MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
30115,null,2905,null,16014,null,1832,null,6950,null,1404,null,0,null,240,null,6950,null,1404,null,0,null,240,null,0,null,240,null,0,null,240,null,36,null,62,null,160,null,225,null,113,null,204,null,126,null,113,null,125,null,130,null,335,null,309,null,415,null,580,null,938,null,567,null,727,null,487,null,344,null,248,null,575,null,311,null,190,null,179,null,421,null,406,null,869,null,524,null,234,null,216,null,656,null,463,null,686,null,438,null,9064,null,1515,null,2263,null,564,null,6801,null,1281,null,1127,null,545,null,493,null,252,null,982,null,572,null,560,null,398,null,630,null,562,null,244,null,255,null,302,null,292,null,0,null,240,null,718,null,505,null,91,null,154,null,118,null,127,null,708,null,578,null,309,null,234,null,222,null,223,null,41,null,61,null,68,null,115,null,139,null,142,null,13,null,25,null,0,null,240,null,36,null,56,null,14101,null,1800,null,5781,null,1191,null,0,null,240,null,5781,null,1191,null,36,null,45,null,0,null,240,null,43,null,65,null,12,null,21,null,0,null,240,null,0,null,240,null,377,null,323,null,278,null,269,null,652,null,454,null,104,null,99,null,758,null,570,null,403,null,279,null,798,null,507,null,442,null,332,null,334,null,276,null,630,null,445,null,406,null,269,null,165,null,135,null,267,null,261,null,76,null,92,null,8320,null,1331,null,3269,null,985,null,5051,null,984,null,1266,null,538,null,468,null,243,null,865,null,529,null,354,null,288,null,269,null,200,null,407,null,308,null,117,null,91,null,13,null,22,null,493,null,330,null,245,null,305,null,48,null,87,null,257,null,182,null,0,null,240,null,21,null,34,null,28,null,46,null,54,null,66,null,32,null,60,null,0,null,240,null,114,null,181,null,0,null,240,null,0400000US02,Alaska,02
84294,null,5571,null,41539,null,3423,null,19447,null,2684,null,0,null,302,null,19447,null,2684,null,0,null,302,null,39,null,65,null,327,null,287,null,234,null,288,null,675,null,457,null,451,null,298,null,710,null,550,null,1759,null,1050,null,1294,null,572,null,1084,null,657,null,970,null,541,null,2299,null,900,null,1673,null,731,null,1920,null,711,null,627,null,306,null,605,null,322,null,1223,null,495,null,1085,null,526,null,1138,null,469,null,1334,null,545,null,22092,null,2363,null,10410,null,1553,null,11682,null,1728,null,2847,null,863,null,2474,null,719,null,1177,null,623,null,540,null,324,null,540,null,437,null,426,null,369,null,663,null,381,null,276,null,244,null,176,null,154,null,551,null,388,null,474,null,280,null,166,null,155,null,360,null,318,null,201,null,296,null,466,null,348,null,119,null,141,null,0,null,302,null,0,null,302,null,226,null,469,null,0,null,302,null,42755,null,3420,null,15048,null,2009,null,0,null,302,null,15048,null,2009,null,15,null,26,null,0,null,302,null,29,null,52,null,183,null,158,null,639,null,455,null,500,null,424,null,712,null,451,null,909,null,488,null,507,null,298,null,561,null,336,null,2147,null,748,null,1278,null,536,null,2524,null,1070,null,755,null,398,null,1144,null,847,null,572,null,339,null,558,null,375,null,528,null,359,null,878,null,440,null,609,null,414,null,27707,null,2611,null,12973,null,2037,null,14734,null,1832,null,2841,null,586,null,2006,null,685,null,2015,null,675,null,1342,null,608,null,1298,null,479,null,462,null,281,null,942,null,507,null,512,null,336,null,490,null,367,null,0,null,302,null,866,null,600,null,405,null,224,null,405,null,304,null,506,null,604,null,165,null,150,null,0,null,302,null,212,null,205,null,113,null,135,null,66,null,108,null,88,null,144,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
756054,null,17354,null,369766,null,11224,null,156889,null,6599,null,0,null,294,null,156889,null,6599,null,307,null,208,null,225,null,252,null,1436,null,732,null,792,null,490,null,3791,null,1257,null,2079,null,721,null,4402,null,1213,null,3310,null,886,null,5998,null,1541,null,5873,null,1375,null,11215,null,1995,null,10994,null,1560,null,11086,null,2176,null,13264,null,1842,null,8600,null,1281,null,12881,null,2081,null,14192,null,1904,null,9617,null,1406,null,15842,null,1929,null,20985,null,2164,null,212877,null,8868,null,105771,null,5890,null,107106,null,6097,null,24390,null,2916,null,13380,null,2175,null,10669,null,1453,null,9200,null,1635,null,9806,null,1790,null,3451,null,999,null,5627,null,1118,null,2610,null,802,null,3482,null,1025,null,2234,null,730,null,3538,null,1039,null,3871,null,1094,null,1712,null,729,null,2067,null,698,null,1339,null,550,null,1922,null,650,null,1971,null,672,null,1735,null,746,null,1785,null,648,null,2317,null,855,null,386288,null,10318,null,123467,null,5504,null,74,null,126,null,123393,null,5514,null,372,null,272,null,96,null,113,null,1673,null,606,null,381,null,267,null,3990,null,1195,null,2451,null,725,null,5372,null,1464,null,4483,null,1147,null,6444,null,1484,null,6018,null,1469,null,9153,null,1816,null,10176,null,1441,null,11045,null,1724,null,10468,null,1687,null,7753,null,1461,null,7519,null,1517,null,10812,null,1492,null,7305,null,1285,null,9959,null,1535,null,7923,null,1550,null,262821,null,9505,null,128682,null,5716,null,134139,null,6843,null,27881,null,3181,null,17088,null,2187,null,14033,null,1895,null,10428,null,1803,null,14310,null,2138,null,5269,null,1467,null,7474,null,1680,null,2534,null,847,null,4132,null,1118,null,2934,null,927,null,5517,null,1316,null,4572,null,1049,null,2802,null,906,null,3252,null,1013,null,1762,null,786,null,2132,null,757,null,2637,null,699,null,2516,null,884,null,1636,null,494,null,1230,null,600,null,0400000US06,California,06
86196,null,5132,null,43046,null,3302,null,20847,null,2365,null,0,null,275,null,20847,null,2365,null,87,null,146,null,0,null,275,null,57,null,89,null,0,null,275,null,709,null,361,null,408,null,390,null,851,null,420,null,567,null,423,null,1131,null,507,null,626,null,428,null,1257,null,636,null,2920,null,886,null,1796,null,633,null,2267,null,954,null,889,null,409,null,935,null,510,null,1102,null,521,null,1459,null,638,null,1616,null,645,null,2170,null,827,null,22199,null,2273,null,8084,null,1494,null,14115,null,1769,null,2789,null,811,null,1983,null,650,null,960,null,331,null,663,null,392,null,940,null,498,null,1056,null,619,null,1134,null,625,null,312,null,271,null,863,null,464,null,416,null,309,null,571,null,376,null,779,null,517,null,281,null,229,null,546,null,399,null,82,null,132,null,71,null,93,null,284,null,224,null,150,null,177,null,177,null,172,null,58,null,99,null,43150,null,3605,null,13993,null,1853,null,0,null,275,null,13993,null,1853,null,43,null,68,null,50,null,81,null,166,null,178,null,212,null,234,null,487,null,323,null,292,null,234,null,478,null,368,null,554,null,328,null,476,null,340,null,205,null,192,null,2459,null,774,null,2049,null,680,null,1374,null,602,null,1283,null,655,null,604,null,372,null,566,null,326,null,800,null,382,null,791,null,415,null,773,null,401,null,331,null,271,null,29157,null,2850,null,11919,null,1742,null,17238,null,2123,null,3965,null,1001,null,2876,null,785,null,1978,null,714,null,918,null,497,null,1663,null,782,null,274,null,210,null,1265,null,692,null,382,null,245,null,1277,null,565,null,442,null,310,null,686,null,448,null,376,null,339,null,184,null,204,null,93,null,108,null,78,null,97,null,148,null,170,null,183,null,228,null,119,null,197,null,55,null,94,null,276,null,211,null,0400000US08,Colorado,08
41794,null,4329,null,20038,null,2655,null,9357,null,1519,null,0,null,275,null,9357,null,1519,null,121,null,124,null,0,null,275,null,0,null,275,null,0,null,275,null,84,null,91,null,0,null,275,null,545,null,450,null,408,null,480,null,587,null,383,null,261,null,255,null,339,null,288,null,705,null,376,null,739,null,501,null,402,null,288,null,776,null,468,null,985,null,682,null,939,null,514,null,435,null,361,null,1108,null,561,null,923,null,381,null,10681,null,2065,null,4166,null,1155,null,6515,null,1466,null,1253,null,471,null,1114,null,589,null,776,null,461,null,295,null,433,null,285,null,238,null,112,null,100,null,486,null,327,null,548,null,402,null,151,null,149,null,65,null,116,null,239,null,241,null,274,null,259,null,0,null,275,null,144,null,178,null,47,null,87,null,66,null,108,null,226,null,211,null,42,null,72,null,265,null,222,null,127,null,154,null,21756,null,2568,null,7946,null,1524,null,0,null,275,null,7946,null,1524,null,0,null,275,null,0,null,275,null,70,null,116,null,41,null,75,null,130,null,184,null,18,null,31,null,78,null,129,null,430,null,452,null,332,null,257,null,496,null,370,null,649,null,428,null,864,null,454,null,446,null,406,null,667,null,367,null,359,null,229,null,1190,null,721,null,785,null,498,null,295,null,216,null,363,null,286,null,733,null,522,null,13810,null,2067,null,5864,null,1234,null,7946,null,1451,null,1501,null,539,null,1120,null,497,null,784,null,389,null,686,null,446,null,1149,null,496,null,218,null,213,null,172,null,216,null,32,null,55,null,313,null,218,null,102,null,123,null,261,null,243,null,176,null,219,null,0,null,275,null,714,null,605,null,110,null,142,null,0,null,275,null,362,null,345,null,108,null,123,null,60,null,99,null,78,null,133,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
193987,null,8974,null,95064,null,6084,null,43420,null,3415,null,0,null,305,null,43420,null,3415,null,244,null,216,null,178,null,281,null,371,null,307,null,1026,null,628,null,1827,null,859,null,1342,null,603,null,1153,null,602,null,2554,null,893,null,2152,null,848,null,1633,null,594,null,4738,null,1137,null,4282,null,1199,null,3136,null,874,null,2736,null,1140,null,3207,null,1276,null,2167,null,808,null,2496,null,802,null,1704,null,740,null,3496,null,801,null,2978,null,843,null,51644,null,4090,null,25380,null,2988,null,26264,null,2540,null,4251,null,1143,null,3774,null,1113,null,3580,null,1182,null,1911,null,815,null,2582,null,823,null,1105,null,404,null,1463,null,666,null,709,null,391,null,1340,null,658,null,521,null,455,null,1510,null,721,null,576,null,345,null,425,null,313,null,632,null,296,null,47,null,78,null,151,null,178,null,439,null,287,null,308,null,376,null,310,null,225,null,630,null,558,null,98923,null,5723,null,34636,null,3296,null,0,null,305,null,34636,null,3296,null,0,null,305,null,0,null,305,null,302,null,348,null,128,null,142,null,1679,null,879,null,1194,null,593,null,2027,null,850,null,2408,null,913,null,3199,null,1070,null,1977,null,770,null,4514,null,1147,null,4345,null,1003,null,2964,null,907,null,3456,null,1136,null,1413,null,555,null,985,null,564,null,1213,null,584,null,826,null,403,null,1284,null,581,null,722,null,405,null,64287,null,4728,null,33275,null,2903,null,31012,null,3214,null,6052,null,1305,null,3544,null,1030,null,4569,null,1267,null,3181,null,844,null,2720,null,776,null,1130,null,611,null,2823,null,908,null,870,null,413,null,1240,null,761,null,1070,null,609,null,636,null,351,null,1181,null,816,null,822,null,525,null,138,null,102,null,287,null,216,null,24,null,41,null,217,null,198,null,265,null,299,null,93,null,150,null,150,null,145,null,0400000US12,Florida,12
