B23002C_001E,B23002C_001EA,B23002C_001M,B23002C_001MA,B23002C_002E,B23002C_002EA,B23002C_002M,B23002C_002MA,B23002C_003E,B23002C_003EA,B23002C_003M,B23002C_003MA,B23002C_004E,B23002C_004EA,B23002C_004M,B23002C_004MA,B23002C_005E,B23002C_005EA,B23002C_005M,B23002C_005MA,B23002C_006E,B23002C_006EA,B23002C_006M,B23002C_006MA,B23002C_007E,B23002C_007EA,B23002C_007M,B23002C_007MA,B23002C_008E,B23002C_008EA,B23002C_008M,B23002C_008MA,B23002C_009E,B23002C_009EA,B23002C_009M,B23002C_009MA,B23002C_010E,B23002C_010EA,B23002C_010M,B23002C_010MA,B23002C_011E,B23002C_011EA,B23002C_011M,B23002C_011MA,B23002C_012E,B23002C_012EA,B23002C_012M,B23002C_012MA,B23002C_013E,B23002C_013EA,B23002C_013M,B23002C_013MA,B23002C_014E,B23002C_014EA,B23002C_014M,B23002C_014MA,B23002C_015E,B23002C_015EA,B23002C_015M,B23002C_015MA,B23002C_016E,B23002C_016EA,B23002C_016M,B23002C_016MA,B23002C_017E,B23002C_017EA,B23002C_017M,B23002C_017MA,B23002C_018E,B23002C_018EA,B23002C_018M,B23002C_018MA,B23002C_019E,B23002C_019EA,B23002C_019M,B23002C_019MA,B23002C_020E,B23002C_020EA,B23002C_020M,B23002C_020MA,B23002C_021E,B23002C_021EA,B23002C_021M,B23002C_021MA,B23002C_022E,B23002C_022EA,B23002C_022M,B23002C_022MA,B23002C_023E,B23002C_023EA,B23002C_023M,B23002C_023MA,B23002C_024E,B23002C_024EA,B23002C_024M,B23002C_024MA,B23002C_025E,B23002C_025EA,B23002C_025M,B23002C_025MA,B23002C_026E,B23002C_026EA,B23002C_026M,B23002C_026MA,B23002C_027E,B23002C_027EA,B23002C_027M,B23002C_027MA,B23002C_028E,B23002C_028EA,B23002C_028M,B23002C_028MA,B23002C_029E,B23002C_029EA,B23002C_029M,B23002C_029MA,B23002C_030E,B23002C_030EA,B23002C_030M,B23002C_030MA,B23002C_031E,B23002C_031EA,B23002C_031M,B23002C_031MA,B23002C_032E,B23002C_032EA,B23002C_032M,B23002C_032MA,B23002C_033E,B23002C_033EA,B23002C_033M,B23002C_033MA,B23002C_034E,B23002C_034EA,B23002C_034M,B23002C_034MA,B23002C_035E,B23002C_035EA,B23002C_035M,B23002C_035MA,B23002C_036E,B23002C_036EA,B23002C_036M,B23002C_036MA,B23002C_037E,B23002C_037EA,B23002C_037M,B23002C_037MA,B23002C_038E,B23002C_038EA,B23002C_038M,B23002C_038MA,B23002C_039E,B23002C_039EA,B23002C_039M,B23002C_039MA,B23002C_040E,B23002C_040EA,B23002C_040M,B23002C_040MA,B23002C_041E,B23002C_041EA,B23002C_041M,B23002C_041MA,B23002C_042E,B23002C_042EA,B23002C_042M,B23002C_042MA,B23002C_043E,B23002C_043EA,B23002C_043M,B23002C_043MA,B23002C_044E,B23002C_044EA,B23002C_044M,B23002C_044MA,B23002C_045E,B23002C_045EA,B23002C_045M,B23002C_045MA,B23002C_046E,B23002C_046EA,B23002C_046M,B23002C_046MA,B23002C_047E,B23002C_047EA,B23002C_047M,B23002C_047MA,B23002C_048E,B23002C_048EA,B23002C_048M,B23002C_048MA,B23002C_049E,B23002C_049EA,B23002C_049M,B23002C_049MA,B23002C_050E,B23002C_050EA,B23002C_050M,B23002C_050MA,B23002C_051E,B23002C_051EA,B23002C_051M,B23002C_051MA,B23002C_052E,B23002C_052EA,B23002C_052M,B23002C_052MA,B23002C_053E,B23002C_053EA,B23002C_053M,B23002C_053MA,B23002C_054E,B23002C_054EA,B23002C_054M,B23002C_054MA,B23002C_055E,B23002C_055EA,B23002C_055M,B23002C_055MA,B23002C_056E,B23002C_056EA,B23002C_056M,B23002C_056MA,B23002C_057E,B23002C_057EA,B23002C_057M,B23002C_057MA,B23002C_058E,B23002C_058EA,B23002C_058M,B23002C_058MA,B23002C_059E,B23002C_059EA,B23002C_059M,B23002C_059MA,B23002C_060E,B23002C_060EA,B23002C_060M,B23002C_060MA,B23002C_061E,B23002C_061EA,B23002C_061M,B23002C_061MA,B23002C_062E,B23002C_062EA,B23002C_062M,B23002C_062MA,B23002C_063E,B23002C_063EA,B23002C_063M,B23002C_063MA,B23002C_064E,B23002C_064EA,B23002C_064M,B23002C_064MA,B23002C_065E,B23002C_065EA,B23002C_065M,B23002C_065MA,B23002C_066E,B23002C_066EA,B23002C_066M,B23002C_066MA,B23002C_067E,B23002C_067EA,B23002C_067M,B23002C_067MA,B23002C_068E,B23002C_068EA,B23002C_068M,B23002C_068MA,B23002C_069E,B23002C_069EA,B23002C_069M,B23002C_069MA,B23002C_070E,B23002C_070EA,B23002C_070M,B23002C_070MA,B23002C_071E,B23002C_071EA,B23002C_071M,B23002C_071MA,B23002C_072E,B23002C_072EA,B23002C_072M,B23002C_072MA,B23002C_073E,B23002C_073EA,B23002C_073M,B23002C_073MA,B23002C_074E,B23002C_074EA,B23002C_074M,B23002C_074MA,B23002C_075E,B23002C_075EA,B23002C_075M,B23002C_075MA,B23002C_076E,B23002C_076EA,B23002C_076M,B23002C_076MA,B23002C_077E,B23002C_077EA,B23002C_077M,B23002C_077MA,B23002C_078E,B23002C_078EA,B23002C_078M,B23002C_078MA,B23002C_079E,B23002C_079EA,B23002C_079M,B23002C_079MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
63240,null,3031,null,30093,null,2248,null,3509,null,587,null,1190,null,390,null,0,null,240,null,1190,null,390,null,890,null,401,null,300,null,161,null,2319,null,483,null,3720,null,705,null,2809,null,651,null,0,null,240,null,2809,null,651,null,2089,null,518,null,720,null,349,null,911,null,264,null,16363,null,1293,null,12647,null,1152,null,61,null,87,null,12586,null,1154,null,9942,null,1216,null,2644,null,552,null,3716,null,649,null,3979,null,612,null,2312,null,498,null,0,null,240,null,2312,null,498,null,1839,null,404,null,473,null,234,null,1667,null,458,null,732,null,217,null,136,null,100,null,77,null,71,null,59,null,70,null,596,null,215,null,1790,null,419,null,94,null,107,null,94,null,107,null,0,null,240,null,1696,null,432,null,33147,null,1726,null,3436,null,586,null,1271,null,511,null,0,null,240,null,1271,null,511,null,1108,null,514,null,163,null,100,null,2165,null,518,null,3924,null,652,null,2889,null,604,null,0,null,240,null,2889,null,604,null,2339,null,583,null,550,null,256,null,1035,null,348,null,17862,null,1163,null,13074,null,1121,null,0,null,240,null,13074,null,1121,null,11562,null,1130,null,1512,null,477,null,4788,null,798,null,4273,null,626,null,1813,null,435,null,0,null,240,null,1813,null,435,null,1583,null,414,null,230,null,182,null,2460,null,575,null,1603,null,542,null,104,null,77,null,86,null,73,null,18,null,34,null,1499,null,525,null,2049,null,593,null,45,null,63,null,22,null,40,null,23,null,47,null,2004,null,587,null,0400000US02,Alaska,02
207680,null,4532,null,99145,null,2571,null,12842,null,1595,null,3533,null,1186,null,0,null,302,null,3533,null,1186,null,1779,null,763,null,1754,null,844,null,9309,null,1212,null,13151,null,1575,null,8751,null,1270,null,32,null,59,null,8719,null,1268,null,5812,null,1264,null,2907,null,913,null,4400,null,1096,null,55297,null,1921,null,38546,null,2528,null,382,null,561,null,38164,null,2446,null,32070,null,2356,null,6094,null,1215,null,16751,null,2100,null,9349,null,920,null,4298,null,761,null,0,null,302,null,4298,null,761,null,4146,null,738,null,152,null,139,null,5051,null,697,null,3424,null,761,null,997,null,454,null,917,null,462,null,80,null,136,null,2427,null,698,null,5082,null,887,null,350,null,379,null,350,null,379,null,0,null,302,null,4732,null,791,null,108535,null,2991,null,12560,null,1230,null,3327,null,923,null,0,null,302,null,3327,null,923,null,1885,null,595,null,1442,null,613,null,9233,null,1042,null,14092,null,1089,null,7680,null,1256,null,123,null,168,null,7557,null,1257,null,6718,null,1281,null,839,null,388,null,6412,null,1035,null,58832,null,2115,null,37362,null,2749,null,0,null,302,null,37362,null,2749,null,33292,null,2776,null,4070,null,1049,null,21470,null,1814,null,11428,null,817,null,5251,null,862,null,0,null,302,null,5251,null,862,null,5032,null,830,null,219,null,236,null,6177,null,860,null,3582,null,679,null,941,null,394,null,941,null,394,null,0,null,302,null,2641,null,573,null,8041,null,880,null,186,null,147,null,186,null,147,null,0,null,302,null,7855,null,882,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
248105,null,10113,null,124855,null,7397,null,10014,null,1655,null,4316,null,1161,null,125,null,127,null,4191,null,1150,null,3325,null,1108,null,866,null,499,null,5698,null,1397,null,13239,null,2187,null,10770,null,2007,null,954,null,569,null,9816,null,1953,null,7599,null,1744,null,2217,null,916,null,2469,null,788,null,74144,null,5404,null,59010,null,5029,null,742,null,458,null,58268,null,4987,null,52524,null,4893,null,5744,null,1271,null,15134,null,1944,null,15562,null,1990,null,8329,null,1432,null,0,null,294,null,8329,null,1432,null,7769,null,1363,null,560,null,304,null,7233,null,1310,null,5240,null,1027,null,1422,null,591,null,1262,null,519,null,160,null,182,null,3818,null,916,null,6656,null,1097,null,958,null,472,null,958,null,472,null,0,null,294,null,5698,null,1131,null,123250,null,5943,null,11366,null,1935,null,3600,null,1016,null,90,null,126,null,3510,null,1003,null,2829,null,914,null,681,null,353,null,7766,null,1420,null,13915,null,1892,null,8900,null,1633,null,166,null,197,null,8734,null,1606,null,7751,null,1584,null,983,null,498,null,5015,null,1274,null,67614,null,4260,null,44914,null,3257,null,295,null,302,null,44619,null,3203,null,40764,null,3066,null,3855,null,1008,null,22700,null,2903,null,16646,null,1904,null,9378,null,1404,null,0,null,294,null,9378,null,1404,null,9026,null,1391,null,352,null,258,null,7268,null,1227,null,5371,null,951,null,1073,null,434,null,885,null,365,null,188,null,221,null,4298,null,777,null,8338,null,1278,null,888,null,480,null,628,null,356,null,260,null,316,null,7450,null,1222,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
37830,null,3712,null,19361,null,2523,null,969,null,447,null,257,null,304,null,16,null,29,null,241,null,305,null,77,null,149,null,164,null,248,null,712,null,346,null,1199,null,544,null,788,null,465,null,0,null,305,null,788,null,465,null,718,null,456,null,70,null,117,null,411,null,396,null,11823,null,2054,null,8504,null,1845,null,250,null,225,null,8254,null,1812,null,7759,null,1764,null,495,null,360,null,3319,null,1157,null,3478,null,871,null,2096,null,747,null,0,null,305,null,2096,null,747,null,2001,null,736,null,95,null,165,null,1382,null,491,null,845,null,410,null,282,null,256,null,282,null,256,null,0,null,305,null,563,null,304,null,1047,null,488,null,308,null,264,null,161,null,160,null,147,null,197,null,739,null,357,null,18469,null,2251,null,476,null,312,null,182,null,256,null,0,null,305,null,182,null,256,null,182,null,256,null,0,null,305,null,294,null,198,null,1322,null,602,null,703,null,448,null,0,null,305,null,703,null,448,null,703,null,448,null,0,null,305,null,619,null,340,null,11209,null,1725,null,7224,null,1327,null,74,null,145,null,7150,null,1333,null,6558,null,1343,null,592,null,418,null,3985,null,1035,null,3561,null,889,null,1228,null,568,null,0,null,305,null,1228,null,568,null,1078,null,583,null,150,null,125,null,2333,null,640,null,615,null,380,null,141,null,169,null,141,null,169,null,0,null,305,null,474,null,354,null,1286,null,622,null,32,null,57,null,32,null,57,null,0,null,305,null,1254,null,610,null,0400000US12,Florida,12
