B13002B_001E,B13002B_001EA,B13002B_001M,B13002B_001MA,B13002B_002E,B13002B_002EA,B13002B_002M,B13002B_002MA,B13002B_003E,B13002B_003EA,B13002B_003M,B13002B_003MA,B13002B_004E,B13002B_004EA,B13002B_004M,B13002B_004MA,B13002B_005E,B13002B_005EA,B13002B_005M,B13002B_005MA,B13002B_006E,B13002B_006EA,B13002B_006M,B13002B_006MA,B13002B_007E,B13002B_007EA,B13002B_007M,B13002B_007MA,GEO_ID,NAME,state
343749,null,2788,null,23906,null,2615,null,6121,null,1471,null,17785,null,2141,null,319843,null,3825,null,101718,null,4752,null,218125,null,4901,null,0400000US01,Alabama,01
6402,null,1320,null,607,null,522,null,545,null,520,null,62,null,83,null,5795,null,1257,null,1793,null,732,null,4002,null,1091,null,0400000US02,Alaska,02
58247,null,1680,null,2378,null,747,null,1252,null,524,null,1126,null,525,null,55869,null,1736,null,15536,null,2093,null,40333,null,2573,null,0400000US04,Arizona,04
121133,null,2682,null,6685,null,1448,null,1435,null,764,null,5250,null,1416,null,114448,null,3301,null,31624,null,3173,null,82824,null,3779,null,0400000US05,Arkansas,05
618280,null,5843,null,34129,null,3872,null,12154,null,2009,null,21975,null,2914,null,584151,null,6938,null,156470,null,5971,null,427681,null,8211,null,0400000US06,California,06
47918,null,2525,null,2339,null,738,null,1132,null,654,null,1207,null,546,null,45579,null,2573,null,16924,null,1961,null,28655,null,2491,null,0400000US08,Colorado,08
93814,null,2152,null,5161,null,1208,null,2308,null,860,null,2853,null,952,null,88653,null,2532,null,23651,null,2411,null,65002,null,2960,null,0400000US09,Connecticut,09
52751,null,1105,null,2529,null,901,null,977,null,559,null,1552,null,779,null,50222,null,1405,null,14079,null,1736,null,36143,null,1922,null,0400000US10,Delaware,10
86447,null,1423,null,3771,null,1284,null,909,null,544,null,2862,null,1101,null,82676,null,1933,null,15051,null,1985,null,67625,null,2469,null,0400000US11,District of Columbia,11
786024,null,6179,null,48575,null,4494,null,18305,null,2749,null,30270,null,3636,null,737449,null,6987,null,231868,null,7018,null,505581,null,8045,null,0400000US12,Florida,12
854383,null,5219,null,47348,null,4195,null,14402,null,2184,null,32946,null,3448,null,807035,null,7209,null,248985,null,7002,null,558050,null,9050,null,0400000US13,Georgia,13
8679,null,1408,null,474,null,493,null,422,null,479,null,52,null,90,null,8205,null,1579,null,3927,null,1197,null,4278,null,1812,null,0400000US15,Hawaii,15
1592,null,439,null,154,null,153,null,154,null,153,null,0,null,259,null,1438,null,482,null,547,null,310,null,891,null,409,null,0400000US16,Idaho,16
530705,null,8167,null,29867,null,2750,null,8197,null,1690,null,21670,null,2226,null,500838,null,8700,null,115382,null,4017,null,385456,null,9881,null,0400000US17,Illinois,17
149003,null,2720,null,9204,null,1404,null,2333,null,788,null,6871,null,1333,null,139799,null,2942,null,35498,null,2381,null,104301,null,3124,null,0400000US18,Indiana,18
19077,null,1610,null,1598,null,729,null,875,null,587,null,723,null,472,null,17479,null,1862,null,4519,null,1159,null,12960,null,1632,null,0400000US19,Iowa,19
41864,null,1836,null,2975,null,1088,null,844,null,555,null,2131,null,944,null,38889,null,1894,null,11087,null,1390,null,27802,null,2048,null,0400000US20,Kansas,20
83820,null,2807,null,4657,null,1003,null,727,null,358,null,3930,null,926,null,79163,null,2957,null,24932,null,2622,null,54231,null,2833,null,0400000US21,Kentucky,21
388071,null,3646,null,27133,null,2901,null,6412,null,1459,null,20721,null,2565,null,360938,null,4737,null,109280,null,5395,null,251658,null,6061,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
475573,null,3731,null,24962,null,3088,null,10641,null,1883,null,14321,null,2246,null,450611,null,4896,null,139263,null,4336,null,311348,null,5178,null,0400000US24,Maryland,24
115342,null,2911,null,8717,null,1513,null,3772,null,1123,null,4945,null,1204,null,106625,null,2935,null,35498,null,2768,null,71127,null,3595,null,0400000US25,Massachusetts,25
388144,null,3301,null,22346,null,2519,null,6021,null,1429,null,16325,null,2351,null,365798,null,4307,null,86941,null,4650,null,278857,null,4809,null,0400000US26,Michigan,26
61716,null,1726,null,7406,null,1517,null,3215,null,1048,null,4191,null,1270,null,54310,null,1920,null,16858,null,1654,null,37452,null,2127,null,0400000US27,Minnesota,27
302559,null,3347,null,19147,null,2549,null,5034,null,1426,null,14113,null,2234,null,283412,null,4249,null,81446,null,5138,null,201966,null,6160,null,0400000US28,Mississippi,28
186375,null,4066,null,9784,null,1642,null,2472,null,1105,null,7312,null,1244,null,176591,null,4729,null,44658,null,2883,null,131933,null,5460,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
18973,null,1050,null,1001,null,471,null,170,null,199,null,831,null,423,null,17972,null,1054,null,4109,null,849,null,13863,null,1146,null,0400000US31,Nebraska,31
52663,null,1390,null,2213,null,886,null,1023,null,599,null,1190,null,585,null,50450,null,1468,null,15333,null,1783,null,35117,null,1947,null,0400000US32,Nevada,32
2958,null,524,null,342,null,311,null,56,null,100,null,286,null,287,null,2616,null,462,null,1116,null,429,null,1500,null,491,null,0400000US33,New Hampshire,33
335538,null,3571,null,22164,null,2198,null,8144,null,1482,null,14020,null,1927,null,313374,null,3753,null,93404,null,3599,null,219970,null,4527,null,0400000US34,New Jersey,34
10277,null,1491,null,735,null,542,null,115,null,112,null,620,null,529,null,9542,null,1480,null,3539,null,949,null,6003,null,1482,null,0400000US35,New Mexico,35
