B19313E_001E,B19313E_001EA,B19313E_001M,B19313E_001MA,GEO_ID,NAME,state
29292900,null,26620471,null,0400000US01,Alabama,01
68032400,null,27464040,null,0400000US02,Alaska,02
162695300,null,42866645,null,0400000US04,Arizona,04
16735900,null,6878021,null,0400000US05,Arkansas,05
2861194800,null,184003887,null,0400000US06,California,06
91343700,null,33459463,null,0400000US08,Colorado,08
19457200,null,13841888,null,0400000US09,Connecticut,09
null,null,null,null,0400000US10,Delaware,10
null,null,null,null,0400000US11,District of Columbia,11
156802800,null,55728131,null,0400000US12,Florida,12
57284000,null,22753425,null,0400000US13,Georgia,13
2322618500,null,181395189,null,0400000US15,Hawaii,15
19083000,null,16356717,null,0400000US16,Idaho,16
43658900,null,23036394,null,0400000US17,Illinois,17
38148700,null,27175875,null,0400000US18,Indiana,18
37217600,null,32465773,null,0400000US19,Iowa,19
66463000,null,59441402,null,0400000US20,Kansas,20
44376200,null,23166147,null,0400000US21,Kentucky,21
23876100,null,16832335,null,0400000US22,Louisiana,22
2055000,null,1912679,null,0400000US23,Maine,23
52150300,null,31979987,null,0400000US24,Maryland,24
12325100,null,9207777,null,0400000US25,Massachusetts,25
58457300,null,21442244,null,0400000US26,Michigan,26
13674000,null,12053284,null,0400000US27,Minnesota,27
null,null,null,null,0400000US28,Mississippi,28
101631900,null,54768902,null,0400000US29,Missouri,29
null,null,null,null,0400000US30,Montana,30
16348900,null,13253317,null,0400000US31,Nebraska,31
225965400,null,40238275,null,0400000US32,Nevada,32
null,null,null,null,0400000US33,New Hampshire,33
28165000,null,18358982,null,0400000US34,New Jersey,34
29759700,null,29104923,null,0400000US35,New Mexico,35
147888600,null,83025917,null,0400000US36,New York,36
64230900,null,23209956,null,0400000US37,North Carolina,37
null,null,null,null,0400000US38,North Dakota,38
30021700,null,17489512,null,0400000US39,Ohio,39
93031900,null,86827132,null,0400000US40,Oklahoma,40
138428800,null,33627711,null,0400000US41,Oregon,41
47639300,null,28983472,null,0400000US42,Pennsylvania,42
null,null,null,null,0400000US44,Rhode Island,44
24643200,null,17616150,null,0400000US45,South Carolina,45
null,null,null,null,0400000US46,South Dakota,46
63137200,null,56325450,null,0400000US47,Tennessee,47
423706200,null,89338566,null,0400000US48,Texas,48
274190600,null,39528719,null,0400000US49,Utah,49
null,null,null,null,0400000US50,Vermont,50
127072100,null,56659771,null,0400000US51,Virginia,51
572360900,null,70967542,null,0400000US53,Washington,53
null,null,null,null,0400000US54,West Virginia,54
17938600,null,12649129,null,0400000US55,Wisconsin,55
null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,0400000US72,Puerto Rico,72
