C19101B_001E,C19101B_001EA,C19101B_001M,C19101B_001MA,C19101B_002E,C19101B_002EA,C19101B_002M,C19101B_002MA,C19101B_003E,C19101B_003EA,C19101B_003M,C19101B_003MA,C19101B_004E,C19101B_004EA,C19101B_004M,C19101B_004MA,C19101B_005E,C19101B_005EA,C19101B_005M,C19101B_005MA,C19101B_006E,C19101B_006EA,C19101B_006M,C19101B_006MA,C19101B_007E,C19101B_007EA,C19101B_007M,C19101B_007MA,C19101B_008E,C19101B_008EA,C19101B_008M,C19101B_008MA,C19101B_009E,C19101B_009EA,C19101B_009M,C19101B_009MA,C19101B_010E,C19101B_010EA,C19101B_010M,C19101B_010MA,C19101B_011E,C19101B_011EA,C19101B_011M,C19101B_011MA,GEO_ID,NAME,state
286421,null,5940,null,34759,null,3043,null,22989,null,2375,null,47988,null,3563,null,39013,null,2902,null,43575,null,2999,null,47630,null,3470,null,25140,null,2267,null,19329,null,2284,null,3696,null,997,null,2302,null,820,null,0400000US01,Alabama,01
5326,null,1067,null,313,null,347,null,48,null,81,null,185,null,169,null,878,null,661,null,756,null,324,null,1160,null,555,null,621,null,483,null,860,null,390,null,505,null,446,null,0,null,240,null,0400000US02,Alaska,02
48310,null,2581,null,3259,null,855,null,2793,null,1020,null,5859,null,1266,null,3859,null,845,null,8898,null,1530,null,10196,null,1688,null,6413,null,1341,null,4325,null,1092,null,1550,null,728,null,1158,null,600,null,0400000US04,Arizona,04
105997,null,3661,null,14426,null,2304,null,9988,null,1956,null,23303,null,2632,null,15065,null,2023,null,15424,null,2075,null,15155,null,1951,null,7782,null,1616,null,3840,null,917,null,493,null,277,null,521,null,337,null,0400000US05,Arkansas,05
477153,null,7617,null,39507,null,3930,null,27166,null,2723,null,49786,null,3986,null,48020,null,3566,null,64164,null,4407,null,82950,null,4479,null,58900,null,3728,null,66633,null,4275,null,23634,null,2581,null,16393,null,2038,null,0400000US06,California,06
41495,null,2675,null,4180,null,1311,null,2028,null,855,null,4024,null,1084,null,6283,null,1463,null,5118,null,1204,null,7954,null,1346,null,5001,null,897,null,4989,null,1012,null,742,null,370,null,1176,null,572,null,0400000US08,Colorado,08
76350,null,3104,null,7801,null,1586,null,2696,null,747,null,8179,null,1447,null,8682,null,1541,null,8649,null,1414,null,15251,null,1786,null,9581,null,1605,null,9900,null,1520,null,3078,null,839,null,2533,null,862,null,0400000US09,Connecticut,09
42783,null,2166,null,2421,null,864,null,2174,null,903,null,4943,null,1268,null,5321,null,1324,null,7043,null,1490,null,8743,null,1412,null,5645,null,1136,null,4905,null,1047,null,958,null,428,null,630,null,407,null,0400000US10,Delaware,10
63406,null,2941,null,8735,null,1546,null,2443,null,860,null,4314,null,1130,null,8548,null,1540,null,10439,null,1661,null,10930,null,1611,null,7098,null,1361,null,6485,null,1350,null,2273,null,626,null,2141,null,612,null,0400000US11,District of Columbia,11
622586,null,10241,null,54515,null,4371,null,32437,null,2808,null,86906,null,5807,null,90464,null,6187,null,107410,null,5188,null,117319,null,5925,null,69425,null,4856,null,47653,null,3972,null,11394,null,1562,null,5063,null,1079,null,0400000US12,Florida,12
652994,null,10487,null,63893,null,4758,null,39211,null,3320,null,83157,null,4732,null,77719,null,5519,null,103630,null,5797,null,129671,null,6054,null,73317,null,4957,null,60137,null,3989,null,14670,null,2080,null,7589,null,1559,null,0400000US13,Georgia,13
6825,null,1102,null,218,null,249,null,33,null,59,null,266,null,290,null,233,null,174,null,964,null,506,null,1884,null,862,null,1989,null,1048,null,1003,null,542,null,73,null,114,null,162,null,179,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
409355,null,6811,null,52364,null,3808,null,26825,null,2803,null,51761,null,4216,null,44668,null,3911,null,57310,null,3913,null,69902,null,4358,null,44821,null,3279,null,45069,null,3580,null,10540,null,1452,null,6095,null,1298,null,0400000US17,Illinois,17
125937,null,4467,null,14872,null,1674,null,9804,null,1540,null,18455,null,2240,null,16857,null,2266,null,18447,null,2043,null,21947,null,2434,null,12327,null,1861,null,9302,null,1574,null,2130,null,773,null,1796,null,683,null,0400000US18,Indiana,18
15672,null,1509,null,1335,null,693,null,1791,null,791,null,3905,null,1029,null,1892,null,830,null,2728,null,898,null,2034,null,779,null,979,null,477,null,880,null,433,null,95,null,142,null,33,null,68,null,0400000US19,Iowa,19
36378,null,2329,null,4731,null,1191,null,2313,null,769,null,5691,null,1311,null,3882,null,1071,null,5035,null,1247,null,7176,null,1418,null,3688,null,922,null,2532,null,798,null,894,null,483,null,436,null,344,null,0400000US20,Kansas,20
77370,null,3663,null,10963,null,1840,null,6854,null,1735,null,11744,null,1813,null,8570,null,1633,null,12034,null,1811,null,12096,null,1436,null,8703,null,1613,null,4943,null,954,null,1068,null,542,null,395,null,212,null,0400000US21,Kentucky,21
312983,null,5791,null,38059,null,3423,null,26231,null,2761,null,56010,null,3916,null,46025,null,4038,null,50711,null,3396,null,46558,null,3052,null,24304,null,2130,null,19341,null,2191,null,4073,null,1064,null,1671,null,626,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
379033,null,5689,null,19419,null,2331,null,10345,null,1706,null,27240,null,2909,null,32014,null,3205,null,50861,null,4140,null,76697,null,3608,null,59303,null,4285,null,65566,null,3728,null,24305,null,2120,null,13283,null,1906,null,0400000US24,Maryland,24
87968,null,3550,null,5779,null,1252,null,4906,null,1268,null,9326,null,1323,null,10413,null,1876,null,12902,null,1728,null,16530,null,2348,null,12520,null,1912,null,11119,null,1478,null,2494,null,639,null,1979,null,642,null,0400000US25,Massachusetts,25
294638,null,5627,null,40201,null,3308,null,24644,null,2654,null,40471,null,2705,null,37465,null,3147,null,42603,null,3219,null,47107,null,3600,null,28866,null,2300,null,25889,null,2656,null,4611,null,1011,null,2781,null,764,null,0400000US26,Michigan,26
47045,null,2469,null,6236,null,1259,null,3395,null,1235,null,6303,null,1345,null,8814,null,1770,null,5781,null,1328,null,6324,null,1223,null,4293,null,886,null,4192,null,1188,null,1136,null,486,null,571,null,323,null,0400000US27,Minnesota,27
259885,null,5540,null,38144,null,3713,null,29739,null,3251,null,46879,null,3378,null,35960,null,3213,null,37096,null,3856,null,39204,null,3022,null,17395,null,2175,null,10831,null,1827,null,2806,null,1053,null,1831,null,739,null,0400000US28,Mississippi,28
151630,null,4861,null,17462,null,2244,null,9242,null,1724,null,22565,null,2516,null,22444,null,2716,null,24766,null,2759,null,26819,null,2832,null,14104,null,1745,null,10369,null,1788,null,2450,null,814,null,1409,null,526,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
14769,null,1416,null,1262,null,512,null,1165,null,590,null,2350,null,744,null,2358,null,668,null,2874,null,755,null,2325,null,841,null,1055,null,434,null,513,null,306,null,638,null,460,null,229,null,236,null,0400000US31,Nebraska,31
41782,null,2527,null,3248,null,1060,null,1583,null,588,null,4852,null,1313,null,5133,null,1131,null,6580,null,1460,null,9454,null,1313,null,5827,null,1344,null,3754,null,1028,null,791,null,479,null,560,null,477,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
266708,null,5828,null,20334,null,2162,null,11290,null,1772,null,22837,null,2957,null,23551,null,2508,null,37955,null,3215,null,52122,null,3953,null,37429,null,2854,null,38784,null,2928,null,14389,null,2008,null,8017,null,1453,null,0400000US34,New Jersey,34
8838,null,1205,null,324,null,247,null,1077,null,828,null,1117,null,585,null,1396,null,567,null,1277,null,586,null,1896,null,816,null,930,null,482,null,383,null,260,null,209,null,188,null,229,null,243,null,0400000US35,New Mexico,35
662450,null,8661,null,65484,null,4467,null,33469,null,3183,null,72843,null,4798,null,74750,null,4328,null,92826,null,5097,null,121046,null,4674,null,81811,null,4911,null,79182,null,4691,null,26276,null,2653,null,14763,null,1638,null,0400000US36,New York,36
483118,null,7817,null,51302,null,3809,null,32747,null,3051,null,71809,null,4835,null,65940,null,4823,null,83676,null,5414,null,89895,null,5248,null,46201,null,3756,null,30561,null,2860,null,8021,null,1539,null,2966,null,845,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
307984,null,5634,null,46312,null,4084,null,21599,null,2362,null,42490,null,3349,null,39905,null,3060,null,49801,null,3766,null,50213,null,3594,null,28668,null,2625,null,21428,null,2318,null,5198,null,992,null,2370,null,721,null,0400000US39,Ohio,39
61970,null,3093,null,6573,null,1285,null,5319,null,1525,null,8547,null,1656,null,9467,null,1827,null,9841,null,1347,null,10993,null,1601,null,5885,null,1220,null,4349,null,1105,null,578,null,301,null,418,null,376,null,0400000US40,Oklahoma,40
12379,null,1572,null,1450,null,735,null,733,null,631,null,1597,null,756,null,1317,null,614,null,1645,null,785,null,2102,null,804,null,1529,null,599,null,1247,null,472,null,562,null,434,null,197,null,253,null,0400000US41,Oregon,41
284819,null,6655,null,36292,null,3114,null,16995,null,2374,null,38758,null,3314,null,37958,null,3126,null,44180,null,2984,null,53609,null,3773,null,26898,null,2758,null,22757,null,2436,null,4721,null,1271,null,2651,null,837,null,0400000US42,Pennsylvania,42
12796,null,1261,null,1420,null,620,null,488,null,376,null,2209,null,844,null,1537,null,642,null,1293,null,576,null,2104,null,731,null,1194,null,671,null,1858,null,667,null,382,null,298,null,311,null,282,null,0400000US44,Rhode Island,44
289821,null,5780,null,34458,null,3214,null,22741,null,2673,null,49192,null,4192,null,38250,null,3217,null,48110,null,3691,null,50299,null,3814,null,23783,null,2576,null,17539,null,2171,null,3906,null,1062,null,1543,null,632,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
235563,null,5800,null,21967,null,2753,null,18888,null,2262,null,36905,null,3282,null,33341,null,3212,null,38000,null,2997,null,42272,null,2892,null,22846,null,2451,null,15705,null,1815,null,3115,null,869,null,2524,null,866,null,0400000US47,Tennessee,47
629581,null,8705,null,56679,null,4047,null,40357,null,3855,null,78742,null,3735,null,76646,null,4254,null,93079,null,4336,null,123813,null,6233,null,72479,null,4413,null,61340,null,3806,null,17476,null,1936,null,8970,null,1662,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367460,null,6828,null,25609,null,3086,null,19494,null,2638,null,43172,null,3441,null,39537,null,3815,null,58881,null,4667,null,75484,null,4701,null,42569,null,3746,null,42874,null,3254,null,12422,null,1900,null,7418,null,1331,null,0400000US51,Virginia,51
47084,null,2811,null,4189,null,987,null,3009,null,1170,null,5812,null,1480,null,5039,null,1334,null,7937,null,1629,null,7899,null,1513,null,5245,null,1018,null,5397,null,1108,null,1312,null,483,null,1245,null,503,null,0400000US53,Washington,53
12703,null,1276,null,2156,null,718,null,1250,null,500,null,1469,null,515,null,1431,null,598,null,1753,null,545,null,2267,null,798,null,1297,null,557,null,933,null,506,null,103,null,164,null,44,null,84,null,0400000US54,West Virginia,54
70852,null,3049,null,8727,null,1580,null,5507,null,1323,null,12768,null,1608,null,10338,null,1704,null,12384,null,1709,null,10855,null,1584,null,4908,null,956,null,3902,null,816,null,700,null,326,null,763,null,433,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
65255,null,3467,null,18375,null,1946,null,7075,null,1219,null,11781,null,1427,null,8929,null,1279,null,9202,null,1319,null,6733,null,961,null,1997,null,670,null,1008,null,465,null,119,null,113,null,36,null,62,null,0400000US72,Puerto Rico,72
