B14007E_001E,B14007E_001EA,B14007E_001M,B14007E_001MA,B14007E_002E,B14007E_002EA,B14007E_002M,B14007E_002MA,B14007E_003E,B14007E_003EA,B14007E_003M,B14007E_003MA,B14007E_004E,B14007E_004EA,B14007E_004M,B14007E_004MA,B14007E_005E,B14007E_005EA,B14007E_005M,B14007E_005MA,B14007E_006E,B14007E_006EA,B14007E_006M,B14007E_006MA,B14007E_007E,B14007E_007EA,B14007E_007M,B14007E_007MA,B14007E_008E,B14007E_008EA,B14007E_008M,B14007E_008MA,B14007E_009E,B14007E_009EA,B14007E_009M,B14007E_009MA,B14007E_010E,B14007E_010EA,B14007E_010M,B14007E_010MA,B14007E_011E,B14007E_011EA,B14007E_011M,B14007E_011MA,B14007E_012E,B14007E_012EA,B14007E_012M,B14007E_012MA,B14007E_013E,B14007E_013EA,B14007E_013M,B14007E_013MA,B14007E_014E,B14007E_014EA,B14007E_014M,B14007E_014MA,B14007E_015E,B14007E_015EA,B14007E_015M,B14007E_015MA,B14007E_016E,B14007E_016EA,B14007E_016M,B14007E_016MA,B14007E_017E,B14007E_017EA,B14007E_017M,B14007E_017MA,B14007E_018E,B14007E_018EA,B14007E_018M,B14007E_018MA,B14007E_019E,B14007E_019EA,B14007E_019M,B14007E_019MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
8815,null,1144,null,2373,null,540,null,69,null,119,null,268,null,175,null,137,null,99,null,139,null,138,null,244,null,168,null,84,null,110,null,164,null,151,null,94,null,122,null,137,null,155,null,142,null,87,null,23,null,40,null,223,null,180,null,34,null,58,null,112,null,124,null,503,null,360,null,0,null,302,null,6442,null,1084,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
128281,null,5519,null,41414,null,3627,null,1275,null,445,null,1294,null,682,null,1443,null,604,null,2172,null,718,null,1766,null,757,null,1869,null,690,null,1784,null,535,null,1940,null,734,null,2680,null,922,null,1492,null,654,null,1762,null,712,null,2212,null,880,null,1972,null,741,null,4004,null,1126,null,12805,null,2106,null,944,null,545,null,86867,null,4436,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
