B23002F_001E,B23002F_001EA,B23002F_001M,B23002F_001MA,B23002F_002E,B23002F_002EA,B23002F_002M,B23002F_002MA,B23002F_003E,B23002F_003EA,B23002F_003M,B23002F_003MA,B23002F_004E,B23002F_004EA,B23002F_004M,B23002F_004MA,B23002F_005E,B23002F_005EA,B23002F_005M,B23002F_005MA,B23002F_006E,B23002F_006EA,B23002F_006M,B23002F_006MA,B23002F_007E,B23002F_007EA,B23002F_007M,B23002F_007MA,B23002F_008E,B23002F_008EA,B23002F_008M,B23002F_008MA,B23002F_009E,B23002F_009EA,B23002F_009M,B23002F_009MA,B23002F_010E,B23002F_010EA,B23002F_010M,B23002F_010MA,B23002F_011E,B23002F_011EA,B23002F_011M,B23002F_011MA,B23002F_012E,B23002F_012EA,B23002F_012M,B23002F_012MA,B23002F_013E,B23002F_013EA,B23002F_013M,B23002F_013MA,B23002F_014E,B23002F_014EA,B23002F_014M,B23002F_014MA,B23002F_015E,B23002F_015EA,B23002F_015M,B23002F_015MA,B23002F_016E,B23002F_016EA,B23002F_016M,B23002F_016MA,B23002F_017E,B23002F_017EA,B23002F_017M,B23002F_017MA,B23002F_018E,B23002F_018EA,B23002F_018M,B23002F_018MA,B23002F_019E,B23002F_019EA,B23002F_019M,B23002F_019MA,B23002F_020E,B23002F_020EA,B23002F_020M,B23002F_020MA,B23002F_021E,B23002F_021EA,B23002F_021M,B23002F_021MA,B23002F_022E,B23002F_022EA,B23002F_022M,B23002F_022MA,B23002F_023E,B23002F_023EA,B23002F_023M,B23002F_023MA,B23002F_024E,B23002F_024EA,B23002F_024M,B23002F_024MA,B23002F_025E,B23002F_025EA,B23002F_025M,B23002F_025MA,B23002F_026E,B23002F_026EA,B23002F_026M,B23002F_026MA,B23002F_027E,B23002F_027EA,B23002F_027M,B23002F_027MA,B23002F_028E,B23002F_028EA,B23002F_028M,B23002F_028MA,B23002F_029E,B23002F_029EA,B23002F_029M,B23002F_029MA,B23002F_030E,B23002F_030EA,B23002F_030M,B23002F_030MA,B23002F_031E,B23002F_031EA,B23002F_031M,B23002F_031MA,B23002F_032E,B23002F_032EA,B23002F_032M,B23002F_032MA,B23002F_033E,B23002F_033EA,B23002F_033M,B23002F_033MA,B23002F_034E,B23002F_034EA,B23002F_034M,B23002F_034MA,B23002F_035E,B23002F_035EA,B23002F_035M,B23002F_035MA,B23002F_036E,B23002F_036EA,B23002F_036M,B23002F_036MA,B23002F_037E,B23002F_037EA,B23002F_037M,B23002F_037MA,B23002F_038E,B23002F_038EA,B23002F_038M,B23002F_038MA,B23002F_039E,B23002F_039EA,B23002F_039M,B23002F_039MA,B23002F_040E,B23002F_040EA,B23002F_040M,B23002F_040MA,B23002F_041E,B23002F_041EA,B23002F_041M,B23002F_041MA,B23002F_042E,B23002F_042EA,B23002F_042M,B23002F_042MA,B23002F_043E,B23002F_043EA,B23002F_043M,B23002F_043MA,B23002F_044E,B23002F_044EA,B23002F_044M,B23002F_044MA,B23002F_045E,B23002F_045EA,B23002F_045M,B23002F_045MA,B23002F_046E,B23002F_046EA,B23002F_046M,B23002F_046MA,B23002F_047E,B23002F_047EA,B23002F_047M,B23002F_047MA,B23002F_048E,B23002F_048EA,B23002F_048M,B23002F_048MA,B23002F_049E,B23002F_049EA,B23002F_049M,B23002F_049MA,B23002F_050E,B23002F_050EA,B23002F_050M,B23002F_050MA,B23002F_051E,B23002F_051EA,B23002F_051M,B23002F_051MA,B23002F_052E,B23002F_052EA,B23002F_052M,B23002F_052MA,B23002F_053E,B23002F_053EA,B23002F_053M,B23002F_053MA,B23002F_054E,B23002F_054EA,B23002F_054M,B23002F_054MA,B23002F_055E,B23002F_055EA,B23002F_055M,B23002F_055MA,B23002F_056E,B23002F_056EA,B23002F_056M,B23002F_056MA,B23002F_057E,B23002F_057EA,B23002F_057M,B23002F_057MA,B23002F_058E,B23002F_058EA,B23002F_058M,B23002F_058MA,B23002F_059E,B23002F_059EA,B23002F_059M,B23002F_059MA,B23002F_060E,B23002F_060EA,B23002F_060M,B23002F_060MA,B23002F_061E,B23002F_061EA,B23002F_061M,B23002F_061MA,B23002F_062E,B23002F_062EA,B23002F_062M,B23002F_062MA,B23002F_063E,B23002F_063EA,B23002F_063M,B23002F_063MA,B23002F_064E,B23002F_064EA,B23002F_064M,B23002F_064MA,B23002F_065E,B23002F_065EA,B23002F_065M,B23002F_065MA,B23002F_066E,B23002F_066EA,B23002F_066M,B23002F_066MA,B23002F_067E,B23002F_067EA,B23002F_067M,B23002F_067MA,B23002F_068E,B23002F_068EA,B23002F_068M,B23002F_068MA,B23002F_069E,B23002F_069EA,B23002F_069M,B23002F_069MA,B23002F_070E,B23002F_070EA,B23002F_070M,B23002F_070MA,B23002F_071E,B23002F_071EA,B23002F_071M,B23002F_071MA,B23002F_072E,B23002F_072EA,B23002F_072M,B23002F_072MA,B23002F_073E,B23002F_073EA,B23002F_073M,B23002F_073MA,B23002F_074E,B23002F_074EA,B23002F_074M,B23002F_074MA,B23002F_075E,B23002F_075EA,B23002F_075M,B23002F_075MA,B23002F_076E,B23002F_076EA,B23002F_076M,B23002F_076MA,B23002F_077E,B23002F_077EA,B23002F_077M,B23002F_077MA,B23002F_078E,B23002F_078EA,B23002F_078M,B23002F_078MA,B23002F_079E,B23002F_079EA,B23002F_079M,B23002F_079MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
301681,null,15335,null,159475,null,9615,null,14087,null,2264,null,7199,null,1700,null,0,null,302,null,7199,null,1700,null,5865,null,1547,null,1334,null,579,null,6888,null,1368,null,22046,null,2438,null,18811,null,2375,null,445,null,489,null,18366,null,2393,null,15807,null,2068,null,2559,null,1191,null,3235,null,680,null,101783,null,6230,null,90961,null,6097,null,1156,null,784,null,89805,null,6018,null,86755,null,5938,null,3050,null,1218,null,10822,null,1950,null,12128,null,1906,null,9358,null,1666,null,0,null,302,null,9358,null,1666,null,8257,null,1470,null,1101,null,921,null,2770,null,901,null,3876,null,998,null,776,null,478,null,760,null,477,null,16,null,31,null,3100,null,909,null,5555,null,1343,null,1338,null,587,null,1292,null,579,null,46,null,75,null,4217,null,1231,null,142206,null,7969,null,14223,null,2155,null,6597,null,1272,null,0,null,302,null,6597,null,1272,null,4565,null,1029,null,2032,null,747,null,7626,null,1612,null,17036,null,2316,null,11968,null,1818,null,0,null,302,null,11968,null,1818,null,10548,null,1801,null,1420,null,690,null,5068,null,1386,null,89431,null,5236,null,65258,null,4592,null,58,null,95,null,65200,null,4606,null,60762,null,4589,null,4438,null,1367,null,24173,null,2909,null,12593,null,1962,null,6476,null,1545,null,0,null,302,null,6476,null,1545,null,6386,null,1555,null,90,null,109,null,6117,null,1331,null,3889,null,1036,null,939,null,543,null,890,null,533,null,49,null,80,null,2950,null,757,null,5034,null,1190,null,268,null,224,null,268,null,224,null,0,null,302,null,4766,null,1178,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3683855,null,45151,null,1926990,null,26763,null,195086,null,6428,null,78162,null,4839,null,504,null,355,null,77658,null,4833,null,55925,null,4256,null,21733,null,2787,null,116924,null,5299,null,235944,null,8033,null,193307,null,7067,null,4146,null,1302,null,189161,null,7108,null,168988,null,6207,null,20173,null,2777,null,42637,null,3604,null,1269735,null,20672,null,1147924,null,18585,null,4468,null,1517,null,1143456,null,18774,null,1080218,null,18354,null,63238,null,5935,null,121811,null,6303,null,136565,null,5204,null,98046,null,4679,null,0,null,294,null,98046,null,4679,null,91661,null,4816,null,6385,null,1686,null,38519,null,2985,null,33726,null,2741,null,11757,null,1836,null,11242,null,1831,null,515,null,383,null,21969,null,2476,null,55934,null,3655,null,5742,null,1238,null,5639,null,1235,null,103,null,124,null,50192,null,3333,null,1756865,null,24034,null,179853,null,6999,null,63948,null,4627,null,0,null,294,null,63948,null,4627,null,47840,null,3947,null,16108,null,1875,null,115905,null,6182,null,219543,null,6912,null,149632,null,5843,null,909,null,754,null,148723,null,5918,null,130561,null,5962,null,18162,null,2081,null,69911,null,4750,null,1084217,null,17255,null,746030,null,14944,null,343,null,275,null,745687,null,14892,null,691180,null,14229,null,54507,null,4050,null,338187,null,11553,null,142970,null,5513,null,74643,null,3662,null,0,null,294,null,74643,null,3662,null,69786,null,3757,null,4857,null,1201,null,68327,null,4173,null,44585,null,3522,null,8007,null,1531,null,7116,null,1456,null,891,null,640,null,36578,null,3232,null,85697,null,5030,null,2631,null,866,null,2508,null,846,null,123,null,148,null,83066,null,5034,null,0400000US06,California,06
163247,null,9223,null,88611,null,6166,null,6316,null,1281,null,3074,null,821,null,0,null,275,null,3074,null,821,null,2447,null,772,null,627,null,395,null,3242,null,949,null,8689,null,2085,null,7040,null,1983,null,184,null,185,null,6856,null,1986,null,6407,null,1860,null,449,null,384,null,1649,null,533,null,62925,null,5334,null,52970,null,5152,null,379,null,215,null,52591,null,5151,null,50613,null,4921,null,1978,null,887,null,9955,null,1559,null,6170,null,1178,null,3516,null,975,null,0,null,275,null,3516,null,975,null,3312,null,927,null,204,null,300,null,2654,null,818,null,1952,null,585,null,632,null,282,null,562,null,240,null,70,null,111,null,1320,null,543,null,2559,null,764,null,150,null,129,null,150,null,129,null,0,null,275,null,2409,null,754,null,74636,null,4477,null,7640,null,1497,null,3887,null,1203,null,0,null,275,null,3887,null,1203,null,2520,null,918,null,1367,null,767,null,3753,null,1046,null,8432,null,1543,null,5545,null,1230,null,0,null,275,null,5545,null,1230,null,4862,null,1210,null,683,null,479,null,2887,null,1010,null,47019,null,3492,null,33106,null,2797,null,52,null,91,null,33054,null,2805,null,31191,null,2633,null,1863,null,828,null,13913,null,2225,null,6726,null,1187,null,3404,null,863,null,0,null,275,null,3404,null,863,null,3167,null,809,null,237,null,208,null,3322,null,954,null,1713,null,561,null,626,null,330,null,626,null,330,null,0,null,275,null,1087,null,450,null,3106,null,809,null,70,null,87,null,70,null,87,null,0,null,275,null,3036,null,788,null,0400000US08,Colorado,08
115842,null,7415,null,58053,null,4510,null,6884,null,1445,null,4853,null,1356,null,13,null,22,null,4840,null,1356,null,3367,null,1284,null,1473,null,752,null,2031,null,698,null,7759,null,1296,null,5942,null,1193,null,15,null,26,null,5927,null,1191,null,4607,null,1196,null,1320,null,853,null,1817,null,668,null,36286,null,2924,null,28824,null,2985,null,0,null,275,null,28824,null,2985,null,26863,null,2969,null,1961,null,792,null,7462,null,1238,null,4892,null,1022,null,3200,null,882,null,0,null,275,null,3200,null,882,null,3200,null,882,null,0,null,275,null,1692,null,692,null,742,null,438,null,214,null,218,null,130,null,155,null,84,null,149,null,528,null,357,null,1490,null,611,null,307,null,329,null,307,null,329,null,0,null,275,null,1183,null,576,null,57789,null,3761,null,5221,null,1095,null,2285,null,807,null,0,null,275,null,2285,null,807,null,1617,null,688,null,668,null,458,null,2936,null,833,null,5776,null,966,null,4009,null,818,null,0,null,275,null,4009,null,818,null,3161,null,892,null,848,null,408,null,1767,null,729,null,39199,null,2542,null,28399,null,2408,null,0,null,275,null,28399,null,2408,null,25699,null,2394,null,2700,null,949,null,10800,null,1915,null,4545,null,1088,null,2058,null,841,null,0,null,275,null,2058,null,841,null,2058,null,841,null,0,null,275,null,2487,null,820,null,1035,null,435,null,187,null,193,null,34,null,56,null,153,null,184,null,848,null,430,null,2013,null,584,null,133,null,158,null,133,null,158,null,0,null,275,null,1880,null,570,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
354131,null,16752,null,186873,null,9999,null,16223,null,2130,null,7466,null,1540,null,56,null,96,null,7410,null,1550,null,4811,null,1175,null,2599,null,917,null,8757,null,1485,null,23122,null,3350,null,19477,null,2851,null,319,null,251,null,19158,null,2908,null,16725,null,2506,null,2433,null,981,null,3645,null,1157,null,124543,null,7122,null,115354,null,7306,null,720,null,568,null,114634,null,7222,null,105085,null,6649,null,9549,null,2353,null,9189,null,1667,null,12595,null,1870,null,10006,null,1854,null,0,null,305,null,10006,null,1854,null,8668,null,1794,null,1338,null,637,null,2589,null,754,null,4452,null,1216,null,1205,null,627,null,1205,null,627,null,0,null,305,null,3247,null,1048,null,5938,null,1333,null,736,null,488,null,736,null,488,null,0,null,305,null,5202,null,1216,null,167258,null,9415,null,14705,null,2255,null,6711,null,1532,null,251,null,309,null,6460,null,1468,null,4750,null,1259,null,1710,null,697,null,7994,null,1616,null,17079,null,2353,null,11639,null,2051,null,61,null,102,null,11578,null,2071,null,9771,null,1967,null,1807,null,865,null,5440,null,1517,null,109292,null,6393,null,81876,null,5583,null,33,null,60,null,81843,null,5571,null,73254,null,4930,null,8589,null,1947,null,27416,null,2671,null,12331,null,1653,null,6267,null,1247,null,0,null,305,null,6267,null,1247,null,5847,null,1191,null,420,null,291,null,6064,null,1331,null,4668,null,1075,null,963,null,581,null,651,null,441,null,312,null,370,null,3705,null,911,null,9183,null,1935,null,773,null,518,null,744,null,516,null,29,null,49,null,8410,null,1902,null,0400000US12,Florida,12
