B19001F_001E,B19001F_001EA,B19001F_001M,B19001F_001MA,B19001F_002E,B19001F_002EA,B19001F_002M,B19001F_002MA,B19001F_003E,B19001F_003EA,B19001F_003M,B19001F_003MA,B19001F_004E,B19001F_004EA,B19001F_004M,B19001F_004MA,B19001F_005E,B19001F_005EA,B19001F_005M,B19001F_005MA,B19001F_006E,B19001F_006EA,B19001F_006M,B19001F_006MA,B19001F_007E,B19001F_007EA,B19001F_007M,B19001F_007MA,B19001F_008E,B19001F_008EA,B19001F_008M,B19001F_008MA,B19001F_009E,B19001F_009EA,B19001F_009M,B19001F_009MA,B19001F_010E,B19001F_010EA,B19001F_010M,B19001F_010MA,B19001F_011E,B19001F_011EA,B19001F_011M,B19001F_011MA,B19001F_012E,B19001F_012EA,B19001F_012M,B19001F_012MA,B19001F_013E,B19001F_013EA,B19001F_013M,B19001F_013MA,B19001F_014E,B19001F_014EA,B19001F_014M,B19001F_014MA,B19001F_015E,B19001F_015EA,B19001F_015M,B19001F_015MA,B19001F_016E,B19001F_016EA,B19001F_016M,B19001F_016MA,B19001F_017E,B19001F_017EA,B19001F_017M,B19001F_017MA,GEO_ID,NAME,state
8236,null,1353,null,552,null,414,null,306,null,250,null,1164,null,684,null,415,null,294,null,794,null,673,null,575,null,612,null,992,null,548,null,516,null,482,null,526,null,411,null,622,null,329,null,616,null,435,null,356,null,271,null,502,null,484,null,181,null,177,null,48,null,81,null,71,null,127,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
115905,null,5957,null,8930,null,1552,null,6543,null,1500,null,7264,null,1341,null,7437,null,1617,null,8990,null,2087,null,9516,null,1908,null,7541,null,1211,null,6436,null,1320,null,7861,null,1330,null,9713,null,1537,null,11889,null,1932,null,13043,null,1856,null,5833,null,1233,null,2293,null,926,null,1980,null,753,null,636,null,368,null,0400000US04,Arizona,04
15019,null,1683,null,1466,null,817,null,296,null,214,null,2416,null,951,null,2348,null,1051,null,998,null,566,null,883,null,460,null,1131,null,513,null,1614,null,605,null,774,null,495,null,654,null,479,null,798,null,399,null,843,null,416,null,432,null,378,null,311,null,329,null,55,null,99,null,0,null,269,null,0400000US05,Arkansas,05
1259697,null,17268,null,69789,null,4728,null,73470,null,5017,null,77971,null,5270,null,87282,null,4891,null,78606,null,5206,null,83247,null,5167,null,70744,null,4808,null,77004,null,4857,null,62972,null,4523,null,116105,null,5563,null,142449,null,6761,null,144931,null,6581,null,85080,null,4882,null,41148,null,3612,null,31561,null,3203,null,17338,null,2734,null,0400000US06,California,06
68402,null,3909,null,6198,null,1375,null,6350,null,1369,null,4560,null,1197,null,5499,null,1443,null,4232,null,1075,null,6014,null,1382,null,4124,null,1261,null,2726,null,841,null,3724,null,930,null,6069,null,1220,null,6981,null,1437,null,5566,null,1158,null,4013,null,1223,null,1194,null,613,null,640,null,348,null,512,null,416,null,0400000US08,Colorado,08
48532,null,2563,null,6709,null,1389,null,5076,null,1146,null,3426,null,1041,null,3589,null,1134,null,2616,null,797,null,3107,null,1046,null,2719,null,1015,null,2017,null,659,null,2191,null,740,null,3655,null,1138,null,4467,null,1109,null,4777,null,1363,null,1670,null,737,null,1019,null,568,null,627,null,389,null,867,null,500,null,0400000US09,Connecticut,09
4281,null,949,null,191,null,190,null,185,null,186,null,217,null,177,null,417,null,366,null,653,null,445,null,413,null,302,null,87,null,105,null,117,null,140,null,0,null,263,null,343,null,218,null,379,null,256,null,521,null,470,null,622,null,485,null,136,null,144,null,0,null,263,null,0,null,263,null,0400000US10,Delaware,10
6649,null,1645,null,617,null,448,null,478,null,513,null,244,null,256,null,896,null,589,null,560,null,495,null,503,null,516,null,260,null,200,null,488,null,439,null,205,null,258,null,586,null,480,null,340,null,312,null,601,null,570,null,55,null,92,null,416,null,418,null,48,null,81,null,352,null,247,null,0400000US11,District of Columbia,11
135210,null,6872,null,9638,null,1672,null,8481,null,1712,null,8087,null,1585,null,10242,null,1754,null,11106,null,2276,null,10744,null,1898,null,8686,null,1820,null,9699,null,1889,null,9161,null,2037,null,12009,null,1968,null,13568,null,1758,null,12545,null,1968,null,6399,null,1447,null,1826,null,608,null,2123,null,778,null,896,null,425,null,0400000US12,Florida,12
