C19001D_001E,C19001D_001EA,C19001D_001M,C19001D_001MA,C19001D_002E,C19001D_002EA,C19001D_002M,C19001D_002MA,C19001D_003E,C19001D_003EA,C19001D_003M,C19001D_003MA,C19001D_004E,C19001D_004EA,C19001D_004M,C19001D_004MA,C19001D_005E,C19001D_005EA,C19001D_005M,C19001D_005MA,C19001D_006E,C19001D_006EA,C19001D_006M,C19001D_006MA,C19001D_007E,C19001D_007EA,C19001D_007M,C19001D_007MA,C19001D_008E,C19001D_008EA,C19001D_008M,C19001D_008MA,C19001D_009E,C19001D_009EA,C19001D_009M,C19001D_009MA,C19001D_010E,C19001D_010EA,C19001D_010M,C19001D_010MA,C19001D_011E,C19001D_011EA,C19001D_011M,C19001D_011MA,GEO_ID,NAME,state
14114,null,1435,null,1164,null,679,null,332,null,293,null,1511,null,572,null,1812,null,717,null,2320,null,964,null,2635,null,851,null,987,null,482,null,2133,null,717,null,776,null,411,null,444,null,330,null,0400000US01,Alabama,01
8877,null,770,null,542,null,360,null,389,null,317,null,878,null,412,null,600,null,373,null,1380,null,566,null,1868,null,576,null,1613,null,581,null,1192,null,397,null,350,null,248,null,65,null,73,null,0400000US02,Alaska,02
48382,null,2461,null,2984,null,903,null,2227,null,703,null,3276,null,798,null,4593,null,1113,null,4170,null,1132,null,9287,null,1648,null,6233,null,1190,null,10350,null,1727,null,2067,null,608,null,3195,null,984,null,0400000US04,Arizona,04
9693,null,971,null,766,null,491,null,396,null,312,null,1231,null,501,null,1377,null,658,null,1670,null,784,null,1901,null,836,null,979,null,512,null,787,null,361,null,386,null,311,null,200,null,185,null,0400000US05,Arkansas,05
1408868,null,11857,null,75867,null,4534,null,63856,null,3704,null,105580,null,5414,null,91539,null,5074,null,149132,null,6156,null,228119,null,6748,null,178560,null,6860,null,265247,null,7569,null,127009,null,4890,null,123959,null,4636,null,0400000US06,California,06
44177,null,2341,null,3655,null,1062,null,1932,null,703,null,3950,null,926,null,3852,null,944,null,4955,null,935,null,8377,null,1669,null,5344,null,1011,null,7128,null,1216,null,3237,null,854,null,1747,null,629,null,0400000US08,Colorado,08
39099,null,1848,null,2139,null,789,null,973,null,540,null,1820,null,638,null,3080,null,1048,null,3643,null,1023,null,6588,null,1095,null,5524,null,1083,null,8015,null,1190,null,3428,null,883,null,3889,null,928,null,0400000US09,Connecticut,09
8098,null,644,null,317,null,283,null,60,null,94,null,446,null,324,null,681,null,482,null,454,null,212,null,1444,null,611,null,972,null,373,null,1622,null,639,null,1248,null,535,null,854,null,368,null,0400000US10,Delaware,10
8479,null,954,null,886,null,580,null,104,null,128,null,342,null,292,null,635,null,393,null,1158,null,472,null,1221,null,578,null,1289,null,511,null,1669,null,540,null,358,null,258,null,817,null,335,null,0400000US11,District of Columbia,11
131216,null,4088,null,7793,null,1557,null,5404,null,1362,null,12332,null,1833,null,13483,null,1870,null,18159,null,2202,null,25316,null,2704,null,17637,null,2128,null,18194,null,2151,null,6315,null,1446,null,6583,null,1574,null,0400000US12,Florida,12
80945,null,3187,null,5348,null,1203,null,2460,null,880,null,7280,null,1204,null,7087,null,1407,null,10360,null,1599,null,15139,null,2035,null,9511,null,1480,null,11971,null,1766,null,5897,null,998,null,5892,null,1466,null,0400000US13,Georgia,13
177715,null,4170,null,9942,null,1588,null,6915,null,1221,null,12606,null,1899,null,13793,null,1681,null,22086,null,2029,null,31390,null,2704,null,25689,null,2346,null,32545,null,2427,null,12992,null,1656,null,9757,null,1321,null,0400000US15,Hawaii,15
5311,null,712,null,510,null,390,null,463,null,335,null,277,null,300,null,565,null,340,null,843,null,377,null,1107,null,463,null,519,null,335,null,570,null,377,null,457,null,403,null,0,null,259,null,0400000US16,Idaho,16
