B17001B_001E,B17001B_001EA,B17001B_001M,B17001B_001MA,B17001B_002E,B17001B_002EA,B17001B_002M,B17001B_002MA,B17001B_003E,B17001B_003EA,B17001B_003M,B17001B_003MA,B17001B_004E,B17001B_004EA,B17001B_004M,B17001B_004MA,B17001B_005E,B17001B_005EA,B17001B_005M,B17001B_005MA,B17001B_006E,B17001B_006EA,B17001B_006M,B17001B_006MA,B17001B_007E,B17001B_007EA,B17001B_007M,B17001B_007MA,B17001B_008E,B17001B_008EA,B17001B_008M,B17001B_008MA,B17001B_009E,B17001B_009EA,B17001B_009M,B17001B_009MA,B17001B_010E,B17001B_010EA,B17001B_010M,B17001B_010MA,B17001B_011E,B17001B_011EA,B17001B_011M,B17001B_011MA,B17001B_012E,B17001B_012EA,B17001B_012M,B17001B_012MA,B17001B_013E,B17001B_013EA,B17001B_013M,B17001B_013MA,B17001B_014E,B17001B_014EA,B17001B_014M,B17001B_014MA,B17001B_015E,B17001B_015EA,B17001B_015M,B17001B_015MA,B17001B_016E,B17001B_016EA,B17001B_016M,B17001B_016MA,B17001B_017E,B17001B_017EA,B17001B_017M,B17001B_017MA,B17001B_018E,B17001B_018EA,B17001B_018M,B17001B_018MA,B17001B_019E,B17001B_019EA,B17001B_019M,B17001B_019MA,B17001B_020E,B17001B_020EA,B17001B_020M,B17001B_020MA,B17001B_021E,B17001B_021EA,B17001B_021M,B17001B_021MA,B17001B_022E,B17001B_022EA,B17001B_022M,B17001B_022MA,B17001B_023E,B17001B_023EA,B17001B_023M,B17001B_023MA,B17001B_024E,B17001B_024EA,B17001B_024M,B17001B_024MA,B17001B_025E,B17001B_025EA,B17001B_025M,B17001B_025MA,B17001B_026E,B17001B_026EA,B17001B_026M,B17001B_026MA,B17001B_027E,B17001B_027EA,B17001B_027M,B17001B_027MA,B17001B_028E,B17001B_028EA,B17001B_028M,B17001B_028MA,B17001B_029E,B17001B_029EA,B17001B_029M,B17001B_029MA,B17001B_030E,B17001B_030EA,B17001B_030M,B17001B_030MA,B17001B_031E,B17001B_031EA,B17001B_031M,B17001B_031MA,B17001B_032E,B17001B_032EA,B17001B_032M,B17001B_032MA,B17001B_033E,B17001B_033EA,B17001B_033M,B17001B_033MA,B17001B_034E,B17001B_034EA,B17001B_034M,B17001B_034MA,B17001B_035E,B17001B_035EA,B17001B_035M,B17001B_035MA,B17001B_036E,B17001B_036EA,B17001B_036M,B17001B_036MA,B17001B_037E,B17001B_037EA,B17001B_037M,B17001B_037MA,B17001B_038E,B17001B_038EA,B17001B_038M,B17001B_038MA,B17001B_039E,B17001B_039EA,B17001B_039M,B17001B_039MA,B17001B_040E,B17001B_040EA,B17001B_040M,B17001B_040MA,B17001B_041E,B17001B_041EA,B17001B_041M,B17001B_041MA,B17001B_042E,B17001B_042EA,B17001B_042M,B17001B_042MA,B17001B_043E,B17001B_043EA,B17001B_043M,B17001B_043MA,B17001B_044E,B17001B_044EA,B17001B_044M,B17001B_044MA,B17001B_045E,B17001B_045EA,B17001B_045M,B17001B_045MA,B17001B_046E,B17001B_046EA,B17001B_046M,B17001B_046MA,B17001B_047E,B17001B_047EA,B17001B_047M,B17001B_047MA,B17001B_048E,B17001B_048EA,B17001B_048M,B17001B_048MA,B17001B_049E,B17001B_049EA,B17001B_049M,B17001B_049MA,B17001B_050E,B17001B_050EA,B17001B_050M,B17001B_050MA,B17001B_051E,B17001B_051EA,B17001B_051M,B17001B_051MA,B17001B_052E,B17001B_052EA,B17001B_052M,B17001B_052MA,B17001B_053E,B17001B_053EA,B17001B_053M,B17001B_053MA,B17001B_054E,B17001B_054EA,B17001B_054M,B17001B_054MA,B17001B_055E,B17001B_055EA,B17001B_055M,B17001B_055MA,B17001B_056E,B17001B_056EA,B17001B_056M,B17001B_056MA,B17001B_057E,B17001B_057EA,B17001B_057M,B17001B_057MA,B17001B_058E,B17001B_058EA,B17001B_058M,B17001B_058MA,B17001B_059E,B17001B_059EA,B17001B_059M,B17001B_059MA,GEO_ID,NAME,state
1170616,null,6322,null,324921,null,15444,null,132051,null,7347,null,21226,null,2391,null,3240,null,1030,null,21685,null,2693,null,10150,null,1979,null,4166,null,1182,null,5714,null,1152,null,16676,null,2757,null,13281,null,2197,null,9509,null,1759,null,10714,null,1666,null,9910,null,1495,null,2884,null,796,null,2896,null,690,null,192870,null,9824,null,20851,null,2418,null,3588,null,1094,null,19997,null,2428,null,8897,null,1814,null,2853,null,802,null,6919,null,1122,null,29480,null,3069,null,28552,null,2742,null,19438,null,2028,null,18352,null,1950,null,13258,null,1651,null,10279,null,1310,null,10406,null,1322,null,845695,null,16282,null,399008,null,9631,null,23379,null,2471,null,4635,null,1305,null,33041,null,2786,null,19663,null,2448,null,7369,null,1409,null,14060,null,1882,null,44223,null,4101,null,58776,null,3729,null,57650,null,3205,null,61180,null,2765,null,40974,null,1790,null,22084,null,1439,null,11974,null,1328,null,446687,null,10124,null,23132,null,2370,null,4661,null,1158,null,34563,null,2795,null,20752,null,2380,null,6814,null,1394,null,14774,null,1820,null,43352,null,4026,null,57098,null,3114,null,68982,null,2496,null,73571,null,2845,null,49984,null,2127,null,26020,null,1527,null,22984,null,1609,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
225160,null,5514,null,45039,null,6891,null,22829,null,3484,null,3954,null,1293,null,661,null,483,null,2794,null,1178,null,1510,null,704,null,185,null,157,null,1115,null,625,null,3053,null,1098,null,1933,null,957,null,2000,null,699,null,2663,null,950,null,1821,null,697,null,462,null,277,null,678,null,447,null,22210,null,4139,null,3336,null,1463,null,307,null,250,null,3137,null,1244,null,1036,null,569,null,554,null,510,null,817,null,448,null,2911,null,932,null,3166,null,1041,null,2594,null,967,null,1739,null,665,null,1479,null,630,null,587,null,386,null,547,null,364,null,180121,null,7136,null,93470,null,4192,null,7062,null,1627,null,1520,null,872,null,9072,null,1576,null,4739,null,1379,null,2213,null,701,null,3204,null,687,null,8062,null,1268,null,16251,null,1731,null,15333,null,1364,null,13165,null,1317,null,7126,null,843,null,3819,null,605,null,1904,null,561,null,86651,null,4124,null,7406,null,1613,null,959,null,593,null,7244,null,1493,null,4702,null,1314,null,1562,null,650,null,2309,null,662,null,8390,null,1006,null,12272,null,1473,null,13615,null,1250,null,12528,null,1123,null,7664,null,972,null,4796,null,703,null,3204,null,511,null,0400000US04,Arizona,04
422275,null,4914,null,143483,null,10798,null,59964,null,5260,null,10210,null,1643,null,1715,null,701,null,10681,null,1947,null,4663,null,1142,null,2182,null,825,null,3064,null,874,null,7675,null,1829,null,5400,null,1675,null,3451,null,1223,null,4439,null,1095,null,3125,null,913,null,2157,null,741,null,1202,null,472,null,83519,null,6972,null,8152,null,1582,null,1598,null,762,null,9876,null,1599,null,4609,null,1150,null,1277,null,513,null,2630,null,1037,null,10683,null,1929,null,14398,null,1947,null,9140,null,1615,null,7624,null,1195,null,6128,null,1040,null,3188,null,613,null,4216,null,896,null,278792,null,10425,null,138555,null,5594,null,8025,null,1662,null,1993,null,688,null,12447,null,1734,null,5856,null,1184,null,2447,null,663,null,4681,null,997,null,18306,null,2566,null,17738,null,2130,null,21870,null,2131,null,21807,null,1672,null,13807,null,1153,null,6099,null,1018,null,3479,null,687,null,140237,null,6530,null,6931,null,1341,null,2285,null,790,null,11073,null,1556,null,5516,null,1133,null,2369,null,723,null,5780,null,1034,null,14931,null,1927,null,15621,null,1957,null,21849,null,1866,null,24719,null,1345,null,15466,null,1107,null,8119,null,821,null,5578,null,746,null,0400000US05,Arkansas,05
2148782,null,13652,null,427268,null,19273,null,193128,null,9902,null,23564,null,2872,null,5226,null,1407,null,24336,null,3365,null,13404,null,2298,null,4298,null,1024,null,10147,null,1538,null,26996,null,3562,null,18722,null,2702,null,19835,null,3014,null,22163,null,2807,null,15570,null,1898,null,5450,null,1063,null,3417,null,800,null,234140,null,12311,null,22206,null,3136,null,4496,null,1351,null,22877,null,3227,null,12836,null,2197,null,4533,null,1030,null,9364,null,1778,null,34951,null,4001,null,33110,null,3759,null,27712,null,3039,null,28014,null,2967,null,16991,null,1921,null,9517,null,1611,null,7533,null,1558,null,1721514,null,22728,null,838527,null,12650,null,52842,null,3618,null,7813,null,1523,null,69381,null,4096,null,41487,null,3381,null,13919,null,2242,null,28721,null,2484,null,104303,null,4119,null,119140,null,4574,null,127803,null,4639,null,126081,null,4005,null,74996,null,2113,null,45482,null,1487,null,26559,null,1462,null,882987,null,13576,null,47075,null,3420,null,9217,null,1534,null,66330,null,4494,null,35564,null,3111,null,11232,null,1805,null,30759,null,2356,null,90509,null,4123,null,115199,null,3717,null,140619,null,3399,null,140932,null,3577,null,92404,null,2284,null,57977,null,2011,null,45170,null,2005,null,0400000US06,California,06
179025,null,4686,null,39689,null,5196,null,18127,null,2976,null,2655,null,1056,null,378,null,243,null,2048,null,734,null,1139,null,557,null,725,null,392,null,1179,null,555,null,1433,null,617,null,1843,null,899,null,2746,null,887,null,1323,null,543,null,1953,null,850,null,456,null,318,null,249,null,225,null,21562,null,3047,null,3002,null,1049,null,111,null,128,null,1528,null,629,null,1165,null,534,null,436,null,274,null,973,null,542,null,3147,null,974,null,2768,null,832,null,2556,null,940,null,3357,null,1013,null,1062,null,498,null,795,null,496,null,662,null,350,null,139336,null,5875,null,74036,null,3493,null,4227,null,693,null,1425,null,582,null,6709,null,1218,null,2866,null,643,null,720,null,414,null,1749,null,645,null,8358,null,1327,null,11840,null,1518,null,11619,null,1155,null,11979,null,1159,null,7405,null,936,null,2995,null,541,null,2144,null,649,null,65300,null,3589,null,4076,null,1162,null,885,null,467,null,7455,null,1175,null,2897,null,874,null,1269,null,582,null,2796,null,803,null,5444,null,1027,null,10024,null,1103,null,9292,null,1133,null,9396,null,1153,null,5840,null,663,null,3468,null,682,null,2458,null,662,null,0400000US08,Colorado,08
315601,null,5681,null,67441,null,6961,null,28397,null,3522,null,2898,null,1018,null,536,null,351,null,5859,null,1492,null,1498,null,773,null,688,null,415,null,918,null,465,null,3787,null,1171,null,4033,null,1060,null,3359,null,1134,null,2585,null,798,null,1231,null,538,null,553,null,285,null,452,null,249,null,39044,null,4471,null,4235,null,1167,null,243,null,251,null,3613,null,1094,null,2578,null,852,null,1085,null,725,null,1415,null,644,null,4280,null,1076,null,5903,null,1287,null,4524,null,987,null,3670,null,932,null,2847,null,712,null,3024,null,862,null,1627,null,594,null,248160,null,7821,null,118633,null,4261,null,8837,null,1262,null,1268,null,627,null,9403,null,1546,null,6315,null,1419,null,4096,null,806,null,3331,null,907,null,13235,null,1282,null,16142,null,1214,null,20048,null,1470,null,16342,null,1112,null,10913,null,788,null,5813,null,444,null,2890,null,398,null,129527,null,4982,null,7992,null,1182,null,932,null,474,null,9995,null,1515,null,6523,null,1451,null,1738,null,738,null,4135,null,1012,null,12888,null,1251,null,17686,null,1663,null,21550,null,1537,null,21240,null,1285,null,13859,null,934,null,6389,null,920,null,4600,null,722,null,0400000US09,Connecticut,09
173059,null,3445,null,28465,null,4429,null,12093,null,2263,null,1203,null,594,null,256,null,228,null,2033,null,730,null,657,null,400,null,482,null,390,null,710,null,548,null,1851,null,942,null,1197,null,809,null,761,null,410,null,1744,null,648,null,670,null,358,null,49,null,84,null,480,null,413,null,16372,null,2935,null,2196,null,902,null,334,null,291,null,1185,null,521,null,1126,null,672,null,319,null,257,null,755,null,549,null,1861,null,816,null,2328,null,807,null,1898,null,709,null,1326,null,535,null,1325,null,490,null,986,null,486,null,733,null,296,null,144594,null,4566,null,67035,null,2922,null,5267,null,940,null,1093,null,544,null,6587,null,1306,null,2911,null,886,null,1221,null,561,null,2494,null,688,null,7278,null,1168,null,8943,null,1074,null,10842,null,750,null,9015,null,751,null,6139,null,473,null,3529,null,411,null,1716,null,388,null,77559,null,2850,null,5004,null,821,null,1053,null,593,null,5514,null,1024,null,4144,null,1132,null,1327,null,628,null,2207,null,755,null,7905,null,1007,null,10627,null,1008,null,12979,null,903,null,12418,null,629,null,7838,null,548,null,3994,null,619,null,2549,null,421,null,0400000US10,Delaware,10
305844,null,3226,null,72331,null,6633,null,30168,null,3471,null,4074,null,1012,null,992,null,446,null,4180,null,1068,null,1610,null,589,null,501,null,387,null,1197,null,529,null,2774,null,1047,null,2925,null,897,null,2567,null,803,null,4197,null,1205,null,2365,null,653,null,1696,null,766,null,1090,null,406,null,42163,null,4077,null,4083,null,969,null,223,null,220,null,3748,null,1200,null,2051,null,807,null,1215,null,546,null,1729,null,611,null,5167,null,1155,null,4537,null,1231,null,4446,null,1230,null,6447,null,1244,null,3142,null,823,null,2655,null,808,null,2720,null,674,null,233513,null,7120,null,106243,null,3743,null,5596,null,1079,null,529,null,403,null,7219,null,1347,null,4469,null,1068,null,1241,null,568,null,3598,null,768,null,11531,null,1256,null,15182,null,984,null,15507,null,907,null,16669,null,1245,null,12659,null,658,null,6547,null,748,null,5496,null,410,null,127270,null,4530,null,5672,null,1096,null,1327,null,618,null,6735,null,1259,null,4110,null,1238,null,1905,null,628,null,2734,null,722,null,11092,null,1388,null,17629,null,1310,null,17599,null,1458,null,19482,null,1241,null,17694,null,867,null,10267,null,911,null,11024,null,813,null,0400000US11,District of Columbia,11
2695819,null,13593,null,594297,null,22385,null,258497,null,11444,null,40154,null,4193,null,8437,null,1918,null,38489,null,3735,null,18925,null,2768,null,5244,null,1364,null,10908,null,1871,null,33110,null,3584,null,22456,null,3266,null,20185,null,2850,null,26253,null,3491,null,18847,null,2548,null,9616,null,1591,null,5873,null,1173,null,335800,null,15316,null,37719,null,4156,null,6642,null,1878,null,36879,null,4024,null,14314,null,2462,null,5685,null,1341,null,12727,null,1963,null,46673,null,4871,null,48386,null,4252,null,38029,null,3411,null,31691,null,3781,null,21705,null,2410,null,19415,null,1968,null,15935,null,2070,null,2101522,null,24783,null,1005921,null,12808,null,71194,null,4015,null,12403,null,2084,null,90559,null,4444,null,50693,null,4403,null,18987,null,2314,null,38453,null,2587,null,118897,null,4628,null,154124,null,4565,null,151775,null,4493,null,138817,null,4402,null,85793,null,3253,null,47870,null,1964,null,26356,null,1847,null,1095601,null,16698,null,70396,null,3826,null,12267,null,2182,null,90739,null,5531,null,51461,null,3813,null,17747,null,2016,null,33353,null,2462,null,115096,null,5775,null,162221,null,4610,null,166550,null,4561,null,167157,null,4259,null,108541,null,2564,null,57908,null,2117,null,42165,null,2313,null,0400000US12,Florida,12
