B19101G_001E,B19101G_001EA,B19101G_001M,B19101G_001MA,B19101G_002E,B19101G_002EA,B19101G_002M,B19101G_002MA,B19101G_003E,B19101G_003EA,B19101G_003M,B19101G_003MA,B19101G_004E,B19101G_004EA,B19101G_004M,B19101G_004MA,B19101G_005E,B19101G_005EA,B19101G_005M,B19101G_005MA,B19101G_006E,B19101G_006EA,B19101G_006M,B19101G_006MA,B19101G_007E,B19101G_007EA,B19101G_007M,B19101G_007MA,B19101G_008E,B19101G_008EA,B19101G_008M,B19101G_008MA,B19101G_009E,B19101G_009EA,B19101G_009M,B19101G_009MA,B19101G_010E,B19101G_010EA,B19101G_010M,B19101G_010MA,B19101G_011E,B19101G_011EA,B19101G_011M,B19101G_011MA,B19101G_012E,B19101G_012EA,B19101G_012M,B19101G_012MA,B19101G_013E,B19101G_013EA,B19101G_013M,B19101G_013MA,B19101G_014E,B19101G_014EA,B19101G_014M,B19101G_014MA,B19101G_015E,B19101G_015EA,B19101G_015M,B19101G_015MA,B19101G_016E,B19101G_016EA,B19101G_016M,B19101G_016MA,B19101G_017E,B19101G_017EA,B19101G_017M,B19101G_017MA,GEO_ID,NAME,state
13076,null,1912,null,1178,null,589,null,1094,null,674,null,696,null,383,null,222,null,194,null,564,null,342,null,1071,null,528,null,655,null,322,null,487,null,329,null,691,null,408,null,1236,null,586,null,1885,null,730,null,1507,null,692,null,432,null,284,null,507,null,342,null,415,null,249,null,436,null,360,null,0400000US01,Alabama,01
8940,null,1536,null,487,null,410,null,116,null,118,null,357,null,334,null,858,null,567,null,163,null,126,null,671,null,493,null,208,null,155,null,428,null,398,null,279,null,272,null,872,null,510,null,1600,null,631,null,1504,null,608,null,621,null,424,null,522,null,354,null,190,null,174,null,64,null,80,null,0400000US02,Alaska,02
20868,null,2095,null,1717,null,608,null,779,null,472,null,921,null,552,null,854,null,349,null,1185,null,485,null,946,null,399,null,929,null,477,null,1396,null,556,null,888,null,415,null,1921,null,693,null,2441,null,704,null,3137,null,945,null,1476,null,613,null,1043,null,453,null,1019,null,492,null,216,null,187,null,0400000US04,Arizona,04
10513,null,1629,null,1217,null,654,null,898,null,505,null,581,null,351,null,714,null,454,null,475,null,252,null,736,null,320,null,495,null,323,null,862,null,527,null,626,null,325,null,807,null,603,null,788,null,419,null,1335,null,513,null,278,null,230,null,279,null,231,null,368,null,294,null,54,null,92,null,0400000US05,Arkansas,05
178870,null,5805,null,7454,null,1593,null,6485,null,1493,null,7928,null,1356,null,8833,null,1495,null,5281,null,1051,null,8327,null,1449,null,6597,null,1250,null,8062,null,1596,null,6412,null,1053,null,13217,null,1948,null,18870,null,2334,null,25815,null,2513,null,20802,null,2079,null,11209,null,1664,null,13329,null,1779,null,10249,null,1398,null,0400000US06,California,06
23231,null,2500,null,1909,null,740,null,494,null,361,null,1285,null,652,null,447,null,243,null,959,null,431,null,1371,null,512,null,486,null,298,null,1947,null,687,null,1909,null,642,null,1491,null,537,null,2671,null,711,null,3194,null,788,null,2342,null,629,null,1253,null,579,null,1094,null,502,null,379,null,317,null,0400000US08,Colorado,08
12105,null,1864,null,810,null,433,null,324,null,310,null,574,null,371,null,298,null,224,null,567,null,448,null,1243,null,700,null,609,null,534,null,410,null,359,null,279,null,224,null,1036,null,640,null,760,null,386,null,1769,null,689,null,1768,null,869,null,655,null,347,null,396,null,284,null,607,null,248,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
53415,null,3605,null,2771,null,823,null,2295,null,763,null,2622,null,840,null,3535,null,1050,null,3443,null,993,null,3869,null,1088,null,3120,null,818,null,2373,null,650,null,3666,null,1187,null,4373,null,996,null,4837,null,1135,null,7577,null,1602,null,3502,null,1031,null,1819,null,565,null,2001,null,812,null,1612,null,530,null,0400000US12,Florida,12
20513,null,2557,null,1070,null,409,null,365,null,262,null,476,null,295,null,928,null,454,null,1061,null,508,null,1000,null,456,null,736,null,415,null,823,null,551,null,1827,null,727,null,2000,null,753,null,3845,null,942,null,2463,null,723,null,2410,null,849,null,604,null,383,null,350,null,301,null,555,null,338,null,0400000US13,Georgia,13
