C19101F_001E,C19101F_001EA,C19101F_001M,C19101F_001MA,C19101F_002E,C19101F_002EA,C19101F_002M,C19101F_002MA,C19101F_003E,C19101F_003EA,C19101F_003M,C19101F_003MA,C19101F_004E,C19101F_004EA,C19101F_004M,C19101F_004MA,C19101F_005E,C19101F_005EA,C19101F_005M,C19101F_005MA,C19101F_006E,C19101F_006EA,C19101F_006M,C19101F_006MA,C19101F_007E,C19101F_007EA,C19101F_007M,C19101F_007MA,C19101F_008E,C19101F_008EA,C19101F_008M,C19101F_008MA,C19101F_009E,C19101F_009EA,C19101F_009M,C19101F_009MA,C19101F_010E,C19101F_010EA,C19101F_010M,C19101F_010MA,C19101F_011E,C19101F_011EA,C19101F_011M,C19101F_011MA,GEO_ID,NAME,state
5491,null,1094,null,370,null,259,null,244,null,206,null,1574,null,790,null,687,null,516,null,946,null,508,null,684,null,338,null,361,null,261,null,506,null,491,null,48,null,81,null,71,null,127,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
91191,null,5284,null,6282,null,1293,null,4550,null,1307,null,10173,null,1747,null,16256,null,2657,null,16384,null,2043,null,17448,null,2038,null,11432,null,1804,null,6241,null,1096,null,1789,null,737,null,636,null,368,null,0400000US04,Arizona,04
12781,null,1604,null,1057,null,636,null,360,null,234,null,4090,null,1410,null,1618,null,766,null,2865,null,836,null,1452,null,548,null,600,null,351,null,684,null,499,null,55,null,99,null,0,null,269,null,0400000US05,Arkansas,05
1049642,null,15326,null,59910,null,4196,null,55604,null,4388,null,139991,null,6532,null,138829,null,6867,null,178689,null,7108,null,213245,null,8265,null,119388,null,5705,null,104408,null,6066,null,25222,null,2695,null,14356,null,2393,null,0400000US06,California,06
49165,null,3336,null,2574,null,1110,null,3292,null,1060,null,7156,null,1607,null,8733,null,1631,null,8598,null,1608,null,10088,null,1757,null,4266,null,1021,null,3565,null,1072,null,566,null,341,null,327,null,301,null,0400000US08,Colorado,08
35190,null,2565,null,4335,null,1110,null,3904,null,1004,null,5653,null,1398,null,4071,null,1174,null,3963,null,1019,null,5966,null,1344,null,3767,null,1148,null,2192,null,792,null,627,null,389,null,712,null,431,null,0400000US09,Connecticut,09
3291,null,899,null,250,null,223,null,270,null,350,null,433,null,264,null,732,null,435,null,141,null,149,null,435,null,266,null,448,null,395,null,582,null,471,null,0,null,263,null,0,null,263,null,0400000US10,Delaware,10
3909,null,1107,null,139,null,182,null,412,null,475,null,549,null,450,null,739,null,602,null,581,null,369,null,618,null,494,null,0,null,296,null,471,null,438,null,48,null,81,null,352,null,247,null,0400000US11,District of Columbia,11
104101,null,6073,null,5851,null,1301,null,6065,null,1432,null,14354,null,2159,null,16474,null,2607,null,21590,null,2634,null,20030,null,2372,null,10812,null,1876,null,6893,null,1480,null,1312,null,628,null,720,null,399,null,0400000US12,Florida,12
62323,null,4503,null,4582,null,1205,null,3459,null,1017,null,10328,null,2010,null,10572,null,1923,null,11635,null,2026,null,12077,null,1952,null,5498,null,1560,null,3069,null,888,null,747,null,526,null,356,null,314,null,0400000US13,Georgia,13
4229,null,1123,null,140,null,144,null,0,null,275,null,491,null,465,null,341,null,317,null,787,null,580,null,767,null,542,null,853,null,542,null,443,null,311,null,118,null,142,null,289,null,323,null,0400000US15,Hawaii,15
6217,null,1036,null,619,null,484,null,247,null,225,null,816,null,393,null,1084,null,466,null,936,null,546,null,1262,null,489,null,933,null,423,null,320,null,268,null,0,null,259,null,0,null,259,null,0400000US16,Idaho,16
174703,null,6671,null,9905,null,1801,null,8048,null,1722,null,22837,null,2926,null,21346,null,2644,null,34394,null,2790,null,38688,null,3356,null,20937,null,2382,null,14010,null,1845,null,3037,null,1027,null,1501,null,828,null,0400000US17,Illinois,17
28059,null,2564,null,2449,null,898,null,1380,null,641,null,4032,null,1081,null,4724,null,1427,null,6171,null,1288,null,3964,null,1229,null,3004,null,1108,null,2059,null,1006,null,245,null,266,null,31,null,68,null,0400000US18,Indiana,18
8433,null,1226,null,137,null,168,null,354,null,319,null,1591,null,684,null,1562,null,631,null,1985,null,729,null,1692,null,713,null,889,null,490,null,78,null,88,null,145,null,239,null,0,null,226,null,0400000US19,Iowa,19
16832,null,1767,null,1119,null,561,null,364,null,363,null,2738,null,965,null,3486,null,1065,null,2897,null,853,null,3144,null,983,null,1527,null,531,null,1159,null,443,null,265,null,231,null,133,null,162,null,0400000US20,Kansas,20
6109,null,1172,null,631,null,525,null,883,null,523,null,1570,null,625,null,727,null,381,null,1160,null,510,null,538,null,397,null,315,null,212,null,149,null,172,null,0,null,271,null,136,null,192,null,0400000US21,Kentucky,21
7411,null,1441,null,713,null,434,null,383,null,326,null,610,null,353,null,905,null,417,null,1853,null,797,null,1481,null,528,null,911,null,718,null,289,null,203,null,85,null,85,null,181,null,230,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
25640,null,2603,null,797,null,472,null,795,null,464,null,2230,null,780,null,3305,null,1031,null,4469,null,1218,null,5853,null,1297,null,2750,null,707,null,2958,null,881,null,1220,null,491,null,1263,null,699,null,0400000US24,Maryland,24
60015,null,4244,null,8565,null,1630,null,5609,null,1292,null,10552,null,1613,null,6528,null,1432,null,8604,null,1826,null,9235,null,1870,null,5118,null,1194,null,4854,null,1163,null,580,null,288,null,370,null,230,null,0400000US25,Massachusetts,25
29864,null,2659,null,2749,null,1051,null,1263,null,689,null,6003,null,1450,null,3964,null,1092,null,5788,null,1231,null,4114,null,976,null,2842,null,802,null,1675,null,555,null,1207,null,546,null,259,null,179,null,0400000US26,Michigan,26
11322,null,1369,null,579,null,369,null,345,null,249,null,1701,null,720,null,1498,null,695,null,1827,null,644,null,2995,null,812,null,1419,null,616,null,896,null,408,null,38,null,63,null,24,null,44,null,0400000US27,Minnesota,27
3323,null,962,null,451,null,426,null,160,null,198,null,847,null,618,null,333,null,226,null,602,null,485,null,639,null,463,null,200,null,183,null,91,null,94,null,0,null,287,null,0,null,287,null,0400000US28,Mississippi,28
10488,null,1494,null,230,null,246,null,618,null,416,null,2411,null,772,null,1445,null,644,null,2044,null,807,null,2127,null,738,null,1004,null,434,null,446,null,239,null,34,null,57,null,129,null,156,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
10338,null,1204,null,930,null,451,null,715,null,456,null,1262,null,592,null,981,null,557,null,3350,null,787,null,1684,null,657,null,1274,null,588,null,142,null,167,null,0,null,221,null,0,null,221,null,0400000US31,Nebraska,31
25495,null,2539,null,1354,null,632,null,881,null,538,null,2424,null,839,null,2587,null,789,null,4523,null,1339,null,6126,null,1121,null,3473,null,1022,null,3082,null,914,null,788,null,545,null,257,null,282,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
113238,null,4671,null,9015,null,1810,null,5794,null,1304,null,15917,null,2387,null,13516,null,2146,null,19363,null,2351,null,21850,null,2754,null,12833,null,2277,null,10133,null,1640,null,3612,null,906,null,1205,null,618,null,0400000US34,New Jersey,34
51346,null,3929,null,3899,null,1035,null,3158,null,971,null,7412,null,1545,null,7066,null,1498,null,9033,null,1583,null,9378,null,1649,null,6100,null,1281,null,4195,null,1094,null,606,null,435,null,499,null,301,null,0400000US35,New Mexico,35
323259,null,8617,null,36608,null,3307,null,24594,null,2766,null,53794,null,3335,null,41443,null,2746,null,52155,null,3557,null,50650,null,3839,null,30729,null,2957,null,22789,null,2617,null,7285,null,1413,null,3212,null,976,null,0400000US36,New York,36
66363,null,4227,null,5060,null,1613,null,5123,null,1460,null,14898,null,2144,null,14544,null,2682,null,12764,null,2030,null,9895,null,1866,null,2542,null,925,null,1257,null,602,null,187,null,170,null,93,null,146,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
14707,null,1818,null,1656,null,656,null,1375,null,627,null,2010,null,775,null,1475,null,597,null,2195,null,832,null,2868,null,830,null,1568,null,593,null,1149,null,520,null,327,null,269,null,84,null,106,null,0400000US39,Ohio,39
18345,null,2192,null,1874,null,750,null,1209,null,514,null,3825,null,1077,null,3146,null,1194,null,2878,null,764,null,2514,null,772,null,2191,null,752,null,433,null,333,null,132,null,182,null,143,null,145,null,0400000US40,Oklahoma,40
20001,null,2016,null,1278,null,486,null,540,null,370,null,2883,null,1068,null,3041,null,1002,null,4587,null,1233,null,3815,null,1186,null,2095,null,781,null,972,null,529,null,198,null,243,null,592,null,423,null,0400000US41,Oregon,41
49243,null,3291,null,8404,null,1697,null,2885,null,841,null,8432,null,1319,null,6069,null,1278,null,7729,null,1583,null,9158,null,1774,null,2890,null,807,null,2896,null,928,null,667,null,417,null,113,null,132,null,0400000US42,Pennsylvania,42
14910,null,1681,null,1967,null,807,null,1541,null,668,null,2493,null,940,null,2562,null,987,null,2580,null,959,null,2163,null,740,null,1096,null,584,null,455,null,317,null,53,null,89,null,0,null,287,null,0400000US44,Rhode Island,44
10187,null,1360,null,770,null,453,null,977,null,508,null,1209,null,497,null,1669,null,662,null,2096,null,823,null,1783,null,756,null,1044,null,478,null,430,null,368,null,0,null,287,null,209,null,167,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
11221,null,1741,null,818,null,496,null,906,null,486,null,2076,null,810,null,2155,null,837,null,2606,null,690,null,901,null,445,null,586,null,411,null,853,null,490,null,57,null,103,null,263,null,187,null,0400000US47,Tennessee,47
475929,null,10318,null,35605,null,3515,null,28420,null,2591,null,80305,null,5126,null,72043,null,5132,null,87856,null,5122,null,89261,null,5488,null,43282,null,3253,null,26181,null,2432,null,7236,null,1300,null,5740,null,1414,null,0400000US48,Texas,48
11804,null,1497,null,170,null,175,null,531,null,334,null,1071,null,546,null,2099,null,630,null,2434,null,787,null,2768,null,895,null,1208,null,487,null,1070,null,557,null,128,null,158,null,325,null,283,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
36822,null,3116,null,1825,null,768,null,1094,null,678,null,3542,null,1178,null,3174,null,937,null,6946,null,1537,null,8435,null,1846,null,5704,null,1460,null,4460,null,1346,null,1378,null,718,null,264,null,201,null,0400000US51,Virginia,51
53086,null,3317,null,3428,null,875,null,3823,null,1084,null,8275,null,1483,null,8278,null,1835,null,11714,null,1817,null,8415,null,1489,null,4509,null,1084,null,3852,null,1164,null,412,null,341,null,380,null,294,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
15469,null,1910,null,1589,null,657,null,512,null,357,null,1973,null,702,null,2621,null,863,null,2674,null,821,null,3430,null,818,null,1251,null,455,null,1090,null,437,null,161,null,162,null,168,null,186,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
74336,null,3284,null,23712,null,2117,null,8219,null,1273,null,14851,null,1765,null,9004,null,1375,null,8431,null,1428,null,6430,null,1112,null,1651,null,659,null,1717,null,610,null,42,null,71,null,279,null,243,null,0400000US72,Puerto Rico,72
