B10051B_001E,B10051B_001EA,B10051B_001M,B10051B_001MA,B10051B_002E,B10051B_002EA,B10051B_002M,B10051B_002MA,B10051B_003E,B10051B_003EA,B10051B_003M,B10051B_003MA,B10051B_004E,B10051B_004EA,B10051B_004M,B10051B_004MA,B10051B_005E,B10051B_005EA,B10051B_005M,B10051B_005MA,B10051B_006E,B10051B_006EA,B10051B_006M,B10051B_006MA,B10051B_007E,B10051B_007EA,B10051B_007M,B10051B_007MA,GEO_ID,NAME,state
43645,null,4125,null,26634,null,3035,null,18370,null,2713,null,8264,null,1709,null,17011,null,2504,null,9649,null,2212,null,7362,null,1319,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
5531,null,1392,null,1475,null,624,null,730,null,425,null,745,null,419,null,4056,null,1307,null,2703,null,1062,null,1353,null,615,null,0400000US04,Arizona,04
15364,null,1902,null,9810,null,1550,null,7514,null,1462,null,2296,null,543,null,5554,null,1224,null,2758,null,866,null,2796,null,887,null,0400000US05,Arkansas,05
62931,null,5529,null,24051,null,2710,null,14145,null,2493,null,9906,null,1575,null,38880,null,4161,null,19129,null,3061,null,19751,null,2544,null,0400000US06,California,06
4677,null,1282,null,2253,null,848,null,1501,null,693,null,752,null,469,null,2424,null,904,null,1336,null,586,null,1088,null,552,null,0400000US08,Colorado,08
10588,null,1794,null,5493,null,1467,null,4027,null,1356,null,1466,null,631,null,5095,null,1134,null,2716,null,944,null,2379,null,870,null,0400000US09,Connecticut,09
6675,null,1374,null,3250,null,929,null,2227,null,809,null,1023,null,500,null,3425,null,1181,null,2482,null,995,null,943,null,474,null,0400000US10,Delaware,10
9275,null,1465,null,4025,null,944,null,1913,null,706,null,2112,null,655,null,5250,null,1355,null,1778,null,792,null,3472,null,1114,null,0400000US11,District of Columbia,11
95540,null,6162,null,44147,null,3849,null,28100,null,3641,null,16047,null,2208,null,51393,null,4649,null,24080,null,3337,null,27313,null,2932,null,0400000US12,Florida,12
98239,null,6238,null,49462,null,3608,null,33359,null,3216,null,16103,null,2235,null,48777,null,4534,null,29939,null,3593,null,18838,null,2406,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
64544,null,4782,null,30764,null,3306,null,19165,null,2620,null,11599,null,1794,null,33780,null,3377,null,19518,null,3012,null,14262,null,2150,null,0400000US17,Illinois,17
15802,null,2358,null,8184,null,1638,null,6177,null,1409,null,2007,null,689,null,7618,null,1943,null,4580,null,1362,null,3038,null,1050,null,0400000US18,Indiana,18
1712,null,787,null,1301,null,719,null,1134,null,750,null,167,null,165,null,411,null,343,null,269,null,238,null,142,null,244,null,0400000US19,Iowa,19
4374,null,1142,null,2797,null,898,null,1115,null,471,null,1682,null,783,null,1577,null,650,null,1032,null,579,null,545,null,372,null,0400000US20,Kansas,20
7596,null,1423,null,4722,null,1267,null,3592,null,1235,null,1130,null,419,null,2874,null,740,null,1548,null,537,null,1326,null,521,null,0400000US21,Kentucky,21
58500,null,4385,null,33614,null,3231,null,23208,null,2654,null,10406,null,2074,null,24886,null,3651,null,14488,null,2798,null,10398,null,2028,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
51083,null,4154,null,22309,null,2571,null,13945,null,2217,null,8364,null,1410,null,28774,null,3308,null,14094,null,2458,null,14680,null,2022,null,0400000US24,Maryland,24
