B23002I_001E,B23002I_001EA,B23002I_001M,B23002I_001MA,B23002I_002E,B23002I_002EA,B23002I_002M,B23002I_002MA,B23002I_003E,B23002I_003EA,B23002I_003M,B23002I_003MA,B23002I_004E,B23002I_004EA,B23002I_004M,B23002I_004MA,B23002I_005E,B23002I_005EA,B23002I_005M,B23002I_005MA,B23002I_006E,B23002I_006EA,B23002I_006M,B23002I_006MA,B23002I_007E,B23002I_007EA,B23002I_007M,B23002I_007MA,B23002I_008E,B23002I_008EA,B23002I_008M,B23002I_008MA,B23002I_009E,B23002I_009EA,B23002I_009M,B23002I_009MA,B23002I_010E,B23002I_010EA,B23002I_010M,B23002I_010MA,B23002I_011E,B23002I_011EA,B23002I_011M,B23002I_011MA,B23002I_012E,B23002I_012EA,B23002I_012M,B23002I_012MA,B23002I_013E,B23002I_013EA,B23002I_013M,B23002I_013MA,B23002I_014E,B23002I_014EA,B23002I_014M,B23002I_014MA,B23002I_015E,B23002I_015EA,B23002I_015M,B23002I_015MA,B23002I_016E,B23002I_016EA,B23002I_016M,B23002I_016MA,B23002I_017E,B23002I_017EA,B23002I_017M,B23002I_017MA,B23002I_018E,B23002I_018EA,B23002I_018M,B23002I_018MA,B23002I_019E,B23002I_019EA,B23002I_019M,B23002I_019MA,B23002I_020E,B23002I_020EA,B23002I_020M,B23002I_020MA,B23002I_021E,B23002I_021EA,B23002I_021M,B23002I_021MA,B23002I_022E,B23002I_022EA,B23002I_022M,B23002I_022MA,B23002I_023E,B23002I_023EA,B23002I_023M,B23002I_023MA,B23002I_024E,B23002I_024EA,B23002I_024M,B23002I_024MA,B23002I_025E,B23002I_025EA,B23002I_025M,B23002I_025MA,B23002I_026E,B23002I_026EA,B23002I_026M,B23002I_026MA,B23002I_027E,B23002I_027EA,B23002I_027M,B23002I_027MA,B23002I_028E,B23002I_028EA,B23002I_028M,B23002I_028MA,B23002I_029E,B23002I_029EA,B23002I_029M,B23002I_029MA,B23002I_030E,B23002I_030EA,B23002I_030M,B23002I_030MA,B23002I_031E,B23002I_031EA,B23002I_031M,B23002I_031MA,B23002I_032E,B23002I_032EA,B23002I_032M,B23002I_032MA,B23002I_033E,B23002I_033EA,B23002I_033M,B23002I_033MA,B23002I_034E,B23002I_034EA,B23002I_034M,B23002I_034MA,B23002I_035E,B23002I_035EA,B23002I_035M,B23002I_035MA,B23002I_036E,B23002I_036EA,B23002I_036M,B23002I_036MA,B23002I_037E,B23002I_037EA,B23002I_037M,B23002I_037MA,B23002I_038E,B23002I_038EA,B23002I_038M,B23002I_038MA,B23002I_039E,B23002I_039EA,B23002I_039M,B23002I_039MA,B23002I_040E,B23002I_040EA,B23002I_040M,B23002I_040MA,B23002I_041E,B23002I_041EA,B23002I_041M,B23002I_041MA,B23002I_042E,B23002I_042EA,B23002I_042M,B23002I_042MA,B23002I_043E,B23002I_043EA,B23002I_043M,B23002I_043MA,B23002I_044E,B23002I_044EA,B23002I_044M,B23002I_044MA,B23002I_045E,B23002I_045EA,B23002I_045M,B23002I_045MA,B23002I_046E,B23002I_046EA,B23002I_046M,B23002I_046MA,B23002I_047E,B23002I_047EA,B23002I_047M,B23002I_047MA,B23002I_048E,B23002I_048EA,B23002I_048M,B23002I_048MA,B23002I_049E,B23002I_049EA,B23002I_049M,B23002I_049MA,B23002I_050E,B23002I_050EA,B23002I_050M,B23002I_050MA,B23002I_051E,B23002I_051EA,B23002I_051M,B23002I_051MA,B23002I_052E,B23002I_052EA,B23002I_052M,B23002I_052MA,B23002I_053E,B23002I_053EA,B23002I_053M,B23002I_053MA,B23002I_054E,B23002I_054EA,B23002I_054M,B23002I_054MA,B23002I_055E,B23002I_055EA,B23002I_055M,B23002I_055MA,B23002I_056E,B23002I_056EA,B23002I_056M,B23002I_056MA,B23002I_057E,B23002I_057EA,B23002I_057M,B23002I_057MA,B23002I_058E,B23002I_058EA,B23002I_058M,B23002I_058MA,B23002I_059E,B23002I_059EA,B23002I_059M,B23002I_059MA,B23002I_060E,B23002I_060EA,B23002I_060M,B23002I_060MA,B23002I_061E,B23002I_061EA,B23002I_061M,B23002I_061MA,B23002I_062E,B23002I_062EA,B23002I_062M,B23002I_062MA,B23002I_063E,B23002I_063EA,B23002I_063M,B23002I_063MA,B23002I_064E,B23002I_064EA,B23002I_064M,B23002I_064MA,B23002I_065E,B23002I_065EA,B23002I_065M,B23002I_065MA,B23002I_066E,B23002I_066EA,B23002I_066M,B23002I_066MA,B23002I_067E,B23002I_067EA,B23002I_067M,B23002I_067MA,B23002I_068E,B23002I_068EA,B23002I_068M,B23002I_068MA,B23002I_069E,B23002I_069EA,B23002I_069M,B23002I_069MA,B23002I_070E,B23002I_070EA,B23002I_070M,B23002I_070MA,B23002I_071E,B23002I_071EA,B23002I_071M,B23002I_071MA,B23002I_072E,B23002I_072EA,B23002I_072M,B23002I_072MA,B23002I_073E,B23002I_073EA,B23002I_073M,B23002I_073MA,B23002I_074E,B23002I_074EA,B23002I_074M,B23002I_074MA,B23002I_075E,B23002I_075EA,B23002I_075M,B23002I_075MA,B23002I_076E,B23002I_076EA,B23002I_076M,B23002I_076MA,B23002I_077E,B23002I_077EA,B23002I_077M,B23002I_077MA,B23002I_078E,B23002I_078EA,B23002I_078M,B23002I_078MA,B23002I_079E,B23002I_079EA,B23002I_079M,B23002I_079MA,GEO_ID,NAME,state
81621,null,2262,null,47641,null,2590,null,4037,null,1015,null,1814,null,780,null,0,null,271,null,1814,null,780,null,1399,null,660,null,415,null,435,null,2223,null,757,null,8679,null,1496,null,8183,null,1398,null,138,null,168,null,8045,null,1372,null,7489,null,1485,null,556,null,397,null,496,null,381,null,30741,null,2263,null,28362,null,2308,null,389,null,269,null,27973,null,2268,null,26883,null,2214,null,1090,null,583,null,2379,null,916,null,2431,null,718,null,1674,null,678,null,0,null,271,null,1674,null,678,null,1518,null,642,null,156,null,189,null,757,null,397,null,633,null,474,null,90,null,169,null,90,null,169,null,0,null,271,null,543,null,439,null,1120,null,439,null,181,null,169,null,181,null,169,null,0,null,271,null,939,null,420,null,33980,null,1323,null,2455,null,671,null,1047,null,463,null,0,null,271,null,1047,null,463,null,917,null,423,null,130,null,145,null,1408,null,486,null,4363,null,891,null,3065,null,893,null,181,null,259,null,2884,null,852,null,1942,null,665,null,942,null,510,null,1298,null,416,null,21427,null,1363,null,12831,null,1609,null,144,null,259,null,12687,null,1611,null,11977,null,1534,null,710,null,389,null,8596,null,1419,null,3381,null,918,null,1759,null,764,null,0,null,271,null,1759,null,764,null,1732,null,763,null,27,null,40,null,1622,null,629,null,799,null,416,null,145,null,239,null,145,null,239,null,0,null,271,null,654,null,374,null,1555,null,560,null,94,null,139,null,94,null,139,null,0,null,271,null,1461,null,545,null,0400000US01,Alabama,01
28460,null,1556,null,16345,null,1496,null,1577,null,450,null,944,null,384,null,70,null,136,null,874,null,384,null,792,null,383,null,82,null,121,null,633,null,303,null,3476,null,833,null,3411,null,823,null,1156,null,602,null,2255,null,758,null,1807,null,710,null,448,null,428,null,65,null,61,null,9451,null,1203,null,8748,null,1314,null,1693,null,996,null,7055,null,1393,null,6943,null,1385,null,112,null,101,null,703,null,500,null,1208,null,434,null,1025,null,420,null,0,null,240,null,1025,null,420,null,953,null,428,null,72,null,119,null,183,null,140,null,303,null,188,null,169,null,145,null,169,null,145,null,0,null,240,null,134,null,121,null,330,null,267,null,136,null,198,null,136,null,198,null,0,null,240,null,194,null,211,null,12115,null,519,null,1351,null,506,null,604,null,391,null,0,null,240,null,604,null,391,null,424,null,317,null,180,null,187,null,747,null,338,null,1509,null,545,null,1337,null,545,null,44,null,73,null,1293,null,545,null,947,null,495,null,346,null,296,null,172,null,198,null,7783,null,613,null,6196,null,752,null,286,null,290,null,5910,null,794,null,5250,null,714,null,660,null,490,null,1587,null,542,null,710,null,339,null,494,null,312,null,0,null,240,null,494,null,312,null,494,null,312,null,0,null,240,null,216,null,171,null,373,null,307,null,242,null,297,null,242,null,297,null,0,null,240,null,131,null,156,null,389,null,278,null,0,null,240,null,0,null,240,null,0,null,240,null,389,null,278,null,0400000US02,Alaska,02
1292968,null,2806,null,674246,null,2153,null,66930,null,2316,null,30165,null,2603,null,257,null,255,null,29908,null,2598,null,23674,null,2426,null,6234,null,1408,null,36765,null,2734,null,80035,null,1205,null,64749,null,2125,null,1313,null,680,null,63436,null,2210,null,55753,null,2417,null,7683,null,1863,null,15286,null,2155,null,433443,null,1053,null,383904,null,4246,null,2738,null,1039,null,381166,null,4388,null,364874,null,4982,null,16292,null,2726,null,49539,null,4488,null,51468,null,695,null,37023,null,1882,null,129,null,150,null,36894,null,1877,null,34681,null,2030,null,2213,null,1128,null,14445,null,1809,null,14617,null,1359,null,5324,null,1018,null,5114,null,1012,null,210,null,182,null,9293,null,1230,null,27753,null,1369,null,3956,null,957,null,3910,null,940,null,46,null,75,null,23797,null,1638,null,618722,null,2050,null,64562,null,2518,null,23913,null,2161,null,0,null,302,null,23913,null,2161,null,17701,null,1857,null,6212,null,1603,null,40649,null,3116,null,67340,null,1209,null,45499,null,2315,null,108,null,127,null,45391,null,2323,null,39852,null,2478,null,5539,null,1363,null,21841,null,2286,null,379594,null,1047,null,255513,null,6154,null,227,null,276,null,255286,null,6124,null,239573,null,6486,null,15713,null,2648,null,124081,null,6291,null,53644,null,848,null,27977,null,2350,null,0,null,302,null,27977,null,2350,null,26716,null,2331,null,1261,null,643,null,25667,null,2226,null,18262,null,1410,null,3716,null,960,null,3468,null,943,null,248,null,173,null,14546,null,1443,null,35320,null,1324,null,2583,null,1242,null,2583,null,1242,null,0,null,302,null,32737,null,1829,null,0400000US04,Arizona,04
97251,null,1815,null,54251,null,1639,null,6397,null,1290,null,3986,null,1045,null,0,null,269,null,3986,null,1045,null,3692,null,976,null,294,null,307,null,2411,null,687,null,7866,null,1244,null,6913,null,1212,null,0,null,269,null,6913,null,1212,null,6701,null,1206,null,212,null,270,null,953,null,488,null,35326,null,1663,null,32506,null,1787,null,58,null,99,null,32448,null,1798,null,31095,null,1767,null,1353,null,683,null,2820,null,774,null,3414,null,704,null,2080,null,671,null,0,null,269,null,2080,null,671,null,1988,null,636,null,92,null,105,null,1334,null,697,null,528,null,324,null,209,null,186,null,133,null,146,null,76,null,92,null,319,null,237,null,720,null,426,null,254,null,260,null,254,null,260,null,0,null,269,null,466,null,367,null,43000,null,1222,null,4473,null,758,null,1032,null,361,null,0,null,269,null,1032,null,361,null,882,null,342,null,150,null,188,null,3441,null,739,null,6610,null,942,null,4287,null,984,null,0,null,269,null,4287,null,984,null,4148,null,995,null,139,null,165,null,2323,null,767,null,27914,null,1414,null,17717,null,1681,null,30,null,55,null,17687,null,1679,null,16342,null,1483,null,1345,null,691,null,10197,null,1490,null,2400,null,689,null,1275,null,468,null,0,null,269,null,1275,null,468,null,1247,null,476,null,28,null,53,null,1125,null,515,null,744,null,508,null,462,null,456,null,462,null,456,null,0,null,269,null,282,null,208,null,859,null,430,null,86,null,85,null,86,null,85,null,0,null,269,null,773,null,433,null,0400000US05,Arkansas,05
9300457,null,7355,null,4789220,null,5132,null,504891,null,4805,null,195726,null,5740,null,1556,null,605,null,194170,null,5791,null,138200,null,5899,null,55970,null,3691,null,309165,null,7128,null,577662,null,1614,null,472556,null,5748,null,8791,null,1789,null,463765,null,5818,null,407866,null,6659,null,55899,null,4275,null,105106,null,5399,null,3024810,null,1550,null,2728283,null,9285,null,16041,null,2537,null,2712242,null,9529,null,2545151,null,13282,null,167091,null,8651,null,296527,null,9241,null,377287,null,1024,null,273141,null,4103,null,0,null,294,null,273141,null,4103,null,254222,null,4831,null,18919,null,2253,null,104146,null,4009,null,102812,null,3167,null,36289,null,2762,null,33687,null,2806,null,2602,null,897,null,66523,null,3131,null,201758,null,3414,null,19802,null,1814,null,19094,null,1806,null,708,null,306,null,181956,null,3864,null,4511237,null,5354,null,472491,null,5619,null,165764,null,5977,null,192,null,176,null,165572,null,5963,null,124077,null,5614,null,41495,null,2897,null,306727,null,7504,null,530717,null,1617,null,370548,null,6772,null,1781,null,894,null,368767,null,6661,null,324561,null,6485,null,44206,null,3692,null,160169,null,6785,null,2691827,null,1325,null,1864021,null,13548,null,1578,null,610,null,1862443,null,13483,null,1715337,null,12885,null,147106,null,5769,null,827806,null,13511,null,407957,null,1079,null,212542,null,4832,null,11,null,19,null,212531,null,4837,null,198611,null,5193,null,13920,null,1857,null,195415,null,4920,null,127944,null,3726,null,23745,null,2631,null,22544,null,2615,null,1201,null,583,null,104199,null,3931,null,280301,null,3737,null,13850,null,1579,null,12937,null,1593,null,913,null,432,null,266451,null,3767,null,0400000US06,California,06
674790,null,1920,null,359161,null,1722,null,33071,null,1722,null,16291,null,1908,null,154,null,138,null,16137,null,1916,null,12148,null,1724,null,3989,null,1049,null,16780,null,1814,null,40112,null,1392,null,33846,null,1712,null,1066,null,468,null,32780,null,1674,null,31090,null,1766,null,1690,null,646,null,6266,null,1310,null,233982,null,1617,null,207688,null,3089,null,1674,null,628,null,206014,null,3204,null,197733,null,3497,null,8281,null,1612,null,26294,null,2892,null,29335,null,929,null,19505,null,1353,null,0,null,275,null,19505,null,1353,null,18003,null,1477,null,1502,null,719,null,9830,null,1408,null,7529,null,976,null,2310,null,585,null,2168,null,577,null,142,null,161,null,5219,null,804,null,15132,null,1259,null,1638,null,654,null,1638,null,654,null,0,null,275,null,13494,null,1156,null,315629,null,1749,null,29632,null,1966,null,14008,null,1592,null,11,null,19,null,13997,null,1590,null,10842,null,1599,null,3155,null,930,null,15624,null,1727,null,33631,null,1290,null,23922,null,1608,null,11,null,19,null,23911,null,1605,null,20771,null,1838,null,3140,null,954,null,9709,null,1547,null,195048,null,1517,null,139414,null,3499,null,183,null,181,null,139231,null,3519,null,131191,null,3538,null,8040,null,1619,null,55634,null,3405,null,29563,null,774,null,15641,null,1192,null,0,null,275,null,15641,null,1192,null,14888,null,1095,null,753,null,424,null,13922,null,1247,null,9932,null,1043,null,2133,null,599,null,1949,null,546,null,184,null,261,null,7799,null,1083,null,17823,null,1133,null,943,null,401,null,809,null,360,null,134,null,161,null,16880,null,1174,null,0400000US08,Colorado,08
292916,null,1228,null,146350,null,1207,null,14957,null,1488,null,7749,null,1281,null,28,null,32,null,7721,null,1277,null,5789,null,1318,null,1932,null,804,null,7208,null,1088,null,18053,null,806,null,14150,null,1083,null,68,null,76,null,14082,null,1068,null,12055,null,1256,null,2027,null,962,null,3903,null,1054,null,93197,null,811,null,79702,null,2207,null,301,null,285,null,79401,null,2211,null,73932,null,2210,null,5469,null,1355,null,13495,null,1983,null,11716,null,473,null,7852,null,852,null,0,null,275,null,7852,null,852,null,7725,null,853,null,127,null,135,null,3864,null,792,null,3281,null,829,null,1289,null,561,null,1050,null,514,null,239,null,225,null,1992,null,695,null,5146,null,883,null,702,null,400,null,631,null,385,null,71,null,115,null,4444,null,792,null,146566,null,1040,null,14551,null,1087,null,6062,null,1058,null,0,null,275,null,6062,null,1058,null,4739,null,884,null,1323,null,677,null,8489,null,1168,null,15444,null,769,null,11745,null,1176,null,0,null,275,null,11745,null,1176,null,9377,null,1184,null,2368,null,792,null,3699,null,1035,null,91285,null,776,null,68380,null,2711,null,0,null,275,null,68380,null,2711,null,63451,null,2721,null,4929,null,1144,null,22905,null,2567,null,13706,null,346,null,6362,null,1211,null,0,null,275,null,6362,null,1211,null,6111,null,1206,null,251,null,242,null,7344,null,1182,null,3772,null,672,null,422,null,270,null,326,null,220,null,96,null,163,null,3350,null,714,null,7808,null,738,null,534,null,250,null,534,null,250,null,0,null,275,null,7274,null,757,null,0400000US09,Connecticut,09
38155,null,259,null,20292,null,576,null,1644,null,660,null,744,null,390,null,25,null,14,null,719,null,393,null,352,null,272,null,367,null,325,null,900,null,536,null,2636,null,384,null,2230,null,439,null,59,null,84,null,2171,null,438,null,1793,null,434,null,378,null,248,null,406,null,178,null,13675,null,175,null,13299,null,255,null,228,null,276,null,13071,null,367,null,12667,null,496,null,404,null,315,null,376,null,171,null,1582,null,446,null,1074,null,490,null,0,null,263,null,1074,null,490,null,1074,null,490,null,0,null,263,null,508,null,361,null,60,null,50,null,16,null,32,null,16,null,32,null,0,null,263,null,44,null,38,null,695,null,383,null,73,null,127,null,73,null,127,null,0,null,263,null,622,null,366,null,17863,null,605,null,2122,null,644,null,378,null,351,null,0,null,263,null,378,null,351,null,147,null,171,null,231,null,308,null,1744,null,735,null,2022,null,402,null,1115,null,400,null,0,null,263,null,1115,null,400,null,1074,null,385,null,41,null,57,null,907,null,494,null,11091,null,239,null,7300,null,793,null,0,null,263,null,7300,null,793,null,6482,null,847,null,818,null,563,null,3791,null,822,null,1651,null,547,null,1179,null,544,null,0,null,263,null,1179,null,544,null,1179,null,544,null,0,null,263,null,472,null,283,null,703,null,510,null,0,null,263,null,0,null,263,null,0,null,263,null,703,null,510,null,274,null,254,null,0,null,263,null,0,null,263,null,0,null,263,null,274,null,254,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
2938390,null,5605,null,1478546,null,7236,null,113779,null,3275,null,48777,null,3535,null,620,null,435,null,48157,null,3550,null,36508,null,3682,null,11649,null,2111,null,65002,null,3226,null,145498,null,3734,null,116020,null,4385,null,1202,null,531,null,114818,null,4396,null,103067,null,4777,null,11751,null,1864,null,29478,null,3242,null,899118,null,3788,null,813564,null,6210,null,4558,null,1020,null,809006,null,6008,null,760714,null,7106,null,48292,null,4795,null,85554,null,5705,null,146821,null,1438,null,109522,null,3246,null,0,null,305,null,109522,null,3246,null,101016,null,3226,null,8506,null,1409,null,37299,null,3176,null,55800,null,3053,null,20192,null,2131,null,18901,null,2217,null,1291,null,618,null,35608,null,2595,null,117530,null,3301,null,17050,null,1791,null,16085,null,1746,null,965,null,534,null,100480,null,3632,null,1459844,null,4444,null,104375,null,3769,null,36076,null,3063,null,251,null,309,null,35825,null,3096,null,28858,null,2954,null,6967,null,1602,null,68299,null,3791,null,126619,null,2215,null,85583,null,3333,null,117,null,141,null,85466,null,3332,null,76806,null,3581,null,8660,null,1834,null,41036,null,3728,null,821506,null,2620,null,623182,null,8039,null,1466,null,942,null,621716,null,8180,null,571616,null,9117,null,50100,null,3972,null,198324,null,8631,null,169832,null,1588,null,98908,null,4056,null,88,null,147,null,98820,null,4038,null,90908,null,3873,null,7912,null,1368,null,70924,null,3709,null,65256,null,2841,null,14334,null,2010,null,13263,null,1936,null,1071,null,444,null,50922,null,2684,null,172256,null,2914,null,9686,null,1481,null,9254,null,1423,null,432,null,316,null,162570,null,3100,null,0400000US12,Florida,12
