B20005D_001E,B20005D_001EA,B20005D_001M,B20005D_001MA,B20005D_002E,B20005D_002EA,B20005D_002M,B20005D_002MA,B20005D_003E,B20005D_003EA,B20005D_003M,B20005D_003MA,B20005D_004E,B20005D_004EA,B20005D_004M,B20005D_004MA,B20005D_005E,B20005D_005EA,B20005D_005M,B20005D_005MA,B20005D_006E,B20005D_006EA,B20005D_006M,B20005D_006MA,B20005D_007E,B20005D_007EA,B20005D_007M,B20005D_007MA,B20005D_008E,B20005D_008EA,B20005D_008M,B20005D_008MA,B20005D_009E,B20005D_009EA,B20005D_009M,B20005D_009MA,B20005D_010E,B20005D_010EA,B20005D_010M,B20005D_010MA,B20005D_011E,B20005D_011EA,B20005D_011M,B20005D_011MA,B20005D_012E,B20005D_012EA,B20005D_012M,B20005D_012MA,B20005D_013E,B20005D_013EA,B20005D_013M,B20005D_013MA,B20005D_014E,B20005D_014EA,B20005D_014M,B20005D_014MA,B20005D_015E,B20005D_015EA,B20005D_015M,B20005D_015MA,B20005D_016E,B20005D_016EA,B20005D_016M,B20005D_016MA,B20005D_017E,B20005D_017EA,B20005D_017M,B20005D_017MA,B20005D_018E,B20005D_018EA,B20005D_018M,B20005D_018MA,B20005D_019E,B20005D_019EA,B20005D_019M,B20005D_019MA,B20005D_020E,B20005D_020EA,B20005D_020M,B20005D_020MA,B20005D_021E,B20005D_021EA,B20005D_021M,B20005D_021MA,B20005D_022E,B20005D_022EA,B20005D_022M,B20005D_022MA,B20005D_023E,B20005D_023EA,B20005D_023M,B20005D_023MA,B20005D_024E,B20005D_024EA,B20005D_024M,B20005D_024MA,B20005D_025E,B20005D_025EA,B20005D_025M,B20005D_025MA,B20005D_026E,B20005D_026EA,B20005D_026M,B20005D_026MA,B20005D_027E,B20005D_027EA,B20005D_027M,B20005D_027MA,B20005D_028E,B20005D_028EA,B20005D_028M,B20005D_028MA,B20005D_029E,B20005D_029EA,B20005D_029M,B20005D_029MA,B20005D_030E,B20005D_030EA,B20005D_030M,B20005D_030MA,B20005D_031E,B20005D_031EA,B20005D_031M,B20005D_031MA,B20005D_032E,B20005D_032EA,B20005D_032M,B20005D_032MA,B20005D_033E,B20005D_033EA,B20005D_033M,B20005D_033MA,B20005D_034E,B20005D_034EA,B20005D_034M,B20005D_034MA,B20005D_035E,B20005D_035EA,B20005D_035M,B20005D_035MA,B20005D_036E,B20005D_036EA,B20005D_036M,B20005D_036MA,B20005D_037E,B20005D_037EA,B20005D_037M,B20005D_037MA,B20005D_038E,B20005D_038EA,B20005D_038M,B20005D_038MA,B20005D_039E,B20005D_039EA,B20005D_039M,B20005D_039MA,B20005D_040E,B20005D_040EA,B20005D_040M,B20005D_040MA,B20005D_041E,B20005D_041EA,B20005D_041M,B20005D_041MA,B20005D_042E,B20005D_042EA,B20005D_042M,B20005D_042MA,B20005D_043E,B20005D_043EA,B20005D_043M,B20005D_043MA,B20005D_044E,B20005D_044EA,B20005D_044M,B20005D_044MA,B20005D_045E,B20005D_045EA,B20005D_045M,B20005D_045MA,B20005D_046E,B20005D_046EA,B20005D_046M,B20005D_046MA,B20005D_047E,B20005D_047EA,B20005D_047M,B20005D_047MA,B20005D_048E,B20005D_048EA,B20005D_048M,B20005D_048MA,B20005D_049E,B20005D_049EA,B20005D_049M,B20005D_049MA,B20005D_050E,B20005D_050EA,B20005D_050M,B20005D_050MA,B20005D_051E,B20005D_051EA,B20005D_051M,B20005D_051MA,B20005D_052E,B20005D_052EA,B20005D_052M,B20005D_052MA,B20005D_053E,B20005D_053EA,B20005D_053M,B20005D_053MA,B20005D_054E,B20005D_054EA,B20005D_054M,B20005D_054MA,B20005D_055E,B20005D_055EA,B20005D_055M,B20005D_055MA,B20005D_056E,B20005D_056EA,B20005D_056M,B20005D_056MA,B20005D_057E,B20005D_057EA,B20005D_057M,B20005D_057MA,B20005D_058E,B20005D_058EA,B20005D_058M,B20005D_058MA,B20005D_059E,B20005D_059EA,B20005D_059M,B20005D_059MA,B20005D_060E,B20005D_060EA,B20005D_060M,B20005D_060MA,B20005D_061E,B20005D_061EA,B20005D_061M,B20005D_061MA,B20005D_062E,B20005D_062EA,B20005D_062M,B20005D_062MA,B20005D_063E,B20005D_063EA,B20005D_063M,B20005D_063MA,B20005D_064E,B20005D_064EA,B20005D_064M,B20005D_064MA,B20005D_065E,B20005D_065EA,B20005D_065M,B20005D_065MA,B20005D_066E,B20005D_066EA,B20005D_066M,B20005D_066MA,B20005D_067E,B20005D_067EA,B20005D_067M,B20005D_067MA,B20005D_068E,B20005D_068EA,B20005D_068M,B20005D_068MA,B20005D_069E,B20005D_069EA,B20005D_069M,B20005D_069MA,B20005D_070E,B20005D_070EA,B20005D_070M,B20005D_070MA,B20005D_071E,B20005D_071EA,B20005D_071M,B20005D_071MA,B20005D_072E,B20005D_072EA,B20005D_072M,B20005D_072MA,B20005D_073E,B20005D_073EA,B20005D_073M,B20005D_073MA,B20005D_074E,B20005D_074EA,B20005D_074M,B20005D_074MA,B20005D_075E,B20005D_075EA,B20005D_075M,B20005D_075MA,B20005D_076E,B20005D_076EA,B20005D_076M,B20005D_076MA,B20005D_077E,B20005D_077EA,B20005D_077M,B20005D_077MA,B20005D_078E,B20005D_078EA,B20005D_078M,B20005D_078MA,B20005D_079E,B20005D_079EA,B20005D_079M,B20005D_079MA,B20005D_080E,B20005D_080EA,B20005D_080M,B20005D_080MA,B20005D_081E,B20005D_081EA,B20005D_081M,B20005D_081MA,B20005D_082E,B20005D_082EA,B20005D_082M,B20005D_082MA,B20005D_083E,B20005D_083EA,B20005D_083M,B20005D_083MA,B20005D_084E,B20005D_084EA,B20005D_084M,B20005D_084MA,B20005D_085E,B20005D_085EA,B20005D_085M,B20005D_085MA,B20005D_086E,B20005D_086EA,B20005D_086M,B20005D_086MA,B20005D_087E,B20005D_087EA,B20005D_087M,B20005D_087MA,B20005D_088E,B20005D_088EA,B20005D_088M,B20005D_088MA,B20005D_089E,B20005D_089EA,B20005D_089M,B20005D_089MA,B20005D_090E,B20005D_090EA,B20005D_090M,B20005D_090MA,B20005D_091E,B20005D_091EA,B20005D_091M,B20005D_091MA,B20005D_092E,B20005D_092EA,B20005D_092M,B20005D_092MA,B20005D_093E,B20005D_093EA,B20005D_093M,B20005D_093MA,B20005D_094E,B20005D_094EA,B20005D_094M,B20005D_094MA,B20005D_095E,B20005D_095EA,B20005D_095M,B20005D_095MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
26188,null,1445,null,12350,null,1256,null,5245,null,755,null,0,null,240,null,5245,null,755,null,0,null,240,null,0,null,240,null,133,null,124,null,8,null,13,null,224,null,281,null,0,null,240,null,289,null,227,null,163,null,182,null,362,null,253,null,263,null,232,null,767,null,436,null,910,null,475,null,317,null,295,null,407,null,237,null,342,null,261,null,101,null,132,null,232,null,162,null,379,null,347,null,293,null,221,null,55,null,71,null,7105,null,1270,null,2148,null,661,null,4957,null,1124,null,362,null,311,null,325,null,277,null,430,null,265,null,200,null,198,null,516,null,310,null,356,null,274,null,324,null,218,null,118,null,159,null,251,null,160,null,179,null,214,null,727,null,398,null,346,null,353,null,163,null,154,null,28,null,53,null,112,null,182,null,19,null,34,null,291,null,318,null,166,null,210,null,13,null,24,null,31,null,54,null,13838,null,769,null,6516,null,824,null,0,null,240,null,6516,null,824,null,0,null,240,null,0,null,240,null,0,null,240,null,67,null,119,null,128,null,125,null,34,null,81,null,218,null,180,null,264,null,250,null,707,null,411,null,836,null,504,null,1029,null,457,null,1082,null,474,null,542,null,317,null,419,null,320,null,143,null,210,null,241,null,240,null,680,null,358,null,61,null,52,null,65,null,73,null,0,null,240,null,7322,null,778,null,2432,null,515,null,4890,null,744,null,992,null,460,null,435,null,221,null,231,null,143,null,355,null,328,null,457,null,342,null,238,null,156,null,207,null,162,null,429,null,256,null,207,null,168,null,419,null,305,null,136,null,132,null,386,null,224,null,102,null,117,null,0,null,240,null,0,null,240,null,38,null,60,null,258,null,380,null,0,null,240,null,0,null,240,null,0,null,240,null,0400000US02,Alaska,02
122673,null,2804,null,56930,null,1733,null,35332,null,2081,null,0,null,302,null,35332,null,2081,null,0,null,302,null,41,null,68,null,232,null,276,null,191,null,229,null,1185,null,656,null,527,null,598,null,1732,null,1095,null,1035,null,531,null,737,null,385,null,1423,null,687,null,1860,null,1122,null,2089,null,776,null,3801,null,1297,null,852,null,566,null,1964,null,740,null,3023,null,1051,null,2627,null,900,null,1616,null,682,null,3297,null,909,null,7100,null,1321,null,21598,null,1845,null,9907,null,1596,null,11691,null,1612,null,2314,null,837,null,1146,null,588,null,883,null,544,null,314,null,265,null,784,null,383,null,1350,null,834,null,180,null,150,null,224,null,205,null,811,null,434,null,598,null,434,null,400,null,327,null,675,null,554,null,346,null,271,null,343,null,214,null,199,null,198,null,113,null,134,null,274,null,289,null,161,null,157,null,52,null,86,null,524,null,393,null,65743,null,2243,null,25144,null,2267,null,0,null,302,null,25144,null,2267,null,42,null,76,null,0,null,302,null,318,null,288,null,0,null,302,null,1137,null,564,null,438,null,298,null,1001,null,496,null,1258,null,651,null,1866,null,852,null,1582,null,1027,null,1681,null,754,null,3091,null,1046,null,1532,null,607,null,1324,null,586,null,1591,null,569,null,1822,null,756,null,1580,null,558,null,1219,null,412,null,1810,null,666,null,1852,null,619,null,40599,null,2383,null,23192,null,2284,null,17407,null,1845,null,2170,null,605,null,2657,null,939,null,2166,null,728,null,1437,null,748,null,2855,null,841,null,1117,null,584,null,881,null,413,null,824,null,476,null,458,null,354,null,179,null,166,null,511,null,338,null,196,null,195,null,542,null,341,null,310,null,220,null,137,null,140,null,219,null,202,null,205,null,166,null,81,null,132,null,32,null,54,null,430,null,289,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3731503,null,9424,null,1767854,null,6721,null,935676,null,11017,null,0,null,294,null,935676,null,11017,null,1963,null,822,null,2794,null,2089,null,5333,null,1253,null,4584,null,1225,null,15923,null,2673,null,11023,null,1861,null,22610,null,2708,null,18576,null,2593,null,34749,null,3396,null,26269,null,3058,null,48776,null,3794,null,64893,null,4629,null,53550,null,3903,null,62724,null,4324,null,48128,null,4235,null,62020,null,3896,null,77722,null,4829,null,61611,null,3584,null,111898,null,6026,null,200530,null,6360,null,832178,null,10178,null,474304,null,7866,null,357874,null,9199,null,47340,null,3543,null,33484,null,3332,null,34528,null,3828,null,23440,null,2830,null,38637,null,3289,null,14113,null,2146,null,14986,null,1722,null,13445,null,2118,null,18974,null,2657,null,9706,null,1642,null,12858,null,1924,null,17318,null,2569,null,8399,null,1415,null,10205,null,1660,null,4921,null,1201,null,7858,null,1372,null,11947,null,1935,null,7830,null,1510,null,11077,null,1973,null,16808,null,1995,null,1963649,null,5097,null,720702,null,10747,null,40,null,70,null,720662,null,10736,null,1588,null,691,null,1293,null,570,null,5669,null,1151,null,5154,null,1060,null,19078,null,2611,null,11757,null,1685,null,21219,null,2381,null,20138,null,2559,null,34917,null,3867,null,26361,null,2272,null,44833,null,4235,null,55740,null,4013,null,50163,null,3721,null,54486,null,3664,null,38059,null,3248,null,48665,null,3956,null,66177,null,3966,null,46785,null,3332,null,77966,null,4209,null,90614,null,4432,null,1242947,null,10246,null,766399,null,10674,null,476548,null,10082,null,69372,null,5610,null,47468,null,3401,null,48920,null,3949,null,36413,null,3309,null,51998,null,4461,null,20270,null,2345,null,21372,null,1791,null,16659,null,2059,null,23828,null,2604,null,12941,null,1723,null,18147,null,2757,null,21470,null,2448,null,12967,null,1852,null,13225,null,1910,null,10291,null,1638,null,9584,null,1412,null,10488,null,1447,null,8462,null,1145,null,12198,null,1611,null,10475,null,1726,null,0400000US06,California,06
101087,null,2331,null,45391,null,1638,null,27190,null,1810,null,0,null,275,null,27190,null,1810,null,213,null,264,null,0,null,275,null,159,null,199,null,374,null,423,null,798,null,399,null,429,null,379,null,698,null,429,null,330,null,290,null,1215,null,518,null,1633,null,976,null,2602,null,933,null,1145,null,565,null,1427,null,669,null,1170,null,530,null,1395,null,582,null,1305,null,500,null,2640,null,760,null,1615,null,540,null,3750,null,922,null,4292,null,987,null,18201,null,1934,null,7988,null,1635,null,10213,null,1660,null,1291,null,574,null,282,null,212,null,1160,null,519,null,713,null,372,null,1273,null,769,null,417,null,396,null,237,null,200,null,484,null,437,null,211,null,174,null,398,null,333,null,735,null,454,null,811,null,428,null,65,null,112,null,429,null,276,null,51,null,89,null,368,null,364,null,241,null,205,null,701,null,630,null,115,null,118,null,231,null,189,null,55696,null,1603,null,21571,null,1761,null,55,null,90,null,21516,null,1764,null,0,null,275,null,0,null,275,null,0,null,275,null,104,null,105,null,1269,null,526,null,295,null,208,null,290,null,303,null,525,null,313,null,1472,null,582,null,719,null,494,null,3249,null,963,null,2305,null,674,null,2234,null,899,null,717,null,381,null,806,null,419,null,1148,null,466,null,1843,null,621,null,1336,null,522,null,1480,null,627,null,1724,null,644,null,34125,null,2167,null,18820,null,1806,null,15305,null,1701,null,3118,null,918,null,1523,null,638,null,1806,null,725,null,393,null,224,null,1579,null,594,null,447,null,320,null,1304,null,507,null,335,null,264,null,662,null,418,null,441,null,345,null,588,null,345,null,484,null,316,null,448,null,217,null,356,null,284,null,280,null,237,null,618,null,452,null,430,null,358,null,210,null,219,null,30,null,53,null,253,null,264,null,0400000US08,Colorado,08
94190,null,1664,null,47381,null,960,null,27670,null,1819,null,0,null,275,null,27670,null,1819,null,118,null,144,null,0,null,275,null,158,null,233,null,84,null,105,null,120,null,191,null,75,null,110,null,380,null,278,null,475,null,353,null,1105,null,632,null,418,null,234,null,1481,null,784,null,1627,null,658,null,1916,null,829,null,1797,null,722,null,1306,null,589,null,1221,null,501,null,2834,null,703,null,2143,null,845,null,3629,null,874,null,6783,null,1090,null,19711,null,1925,null,7796,null,1327,null,11915,null,1608,null,1474,null,458,null,1767,null,668,null,612,null,285,null,600,null,423,null,861,null,357,null,244,null,198,null,515,null,345,null,149,null,160,null,372,null,284,null,444,null,357,null,554,null,404,null,1178,null,704,null,244,null,213,null,678,null,484,null,126,null,163,null,579,null,411,null,361,null,390,null,190,null,180,null,274,null,220,null,693,null,414,null,46809,null,1093,null,18599,null,1286,null,0,null,275,null,18599,null,1286,null,31,null,60,null,48,null,78,null,0,null,275,null,110,null,187,null,409,null,375,null,56,null,91,null,287,null,208,null,181,null,191,null,475,null,344,null,867,null,410,null,1429,null,589,null,1567,null,578,null,1347,null,527,null,1256,null,590,null,1720,null,713,null,698,null,404,null,1363,null,647,null,2099,null,731,null,1977,null,724,null,2679,null,575,null,28210,null,1755,null,14923,null,1639,null,13287,null,1561,null,2393,null,665,null,2180,null,1040,null,1465,null,583,null,926,null,454,null,1424,null,584,null,250,null,231,null,810,null,391,null,292,null,219,null,460,null,283,null,589,null,312,null,307,null,244,null,220,null,237,null,158,null,157,null,194,null,159,null,280,null,234,null,210,null,175,null,396,null,267,null,155,null,162,null,332,null,236,null,246,null,187,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
335879,null,4035,null,152492,null,3134,null,90116,null,3970,null,96,null,161,null,90020,null,3975,null,144,null,166,null,0,null,305,null,792,null,613,null,1188,null,553,null,4091,null,1406,null,1652,null,641,null,3785,null,1193,null,3540,null,1239,null,5350,null,1272,null,4753,null,1056,null,6797,null,1565,null,7094,null,1366,null,5873,null,1149,null,6227,null,1428,null,4365,null,1061,null,4486,null,1157,null,5509,null,1000,null,4724,null,1194,null,7906,null,1485,null,11744,null,2038,null,62376,null,3384,null,29456,null,2556,null,32920,null,2974,null,4830,null,1236,null,2471,null,766,null,4733,null,1669,null,1264,null,519,null,3460,null,1077,null,1442,null,609,null,2386,null,911,null,1092,null,430,null,1941,null,810,null,405,null,291,null,1460,null,531,null,2056,null,834,null,816,null,484,null,501,null,312,null,359,null,270,null,671,null,573,null,689,null,480,null,823,null,435,null,650,null,459,null,871,null,498,null,183387,null,2756,null,72560,null,3797,null,70,null,119,null,72490,null,3801,null,323,null,242,null,28,null,46,null,651,null,344,null,901,null,453,null,2161,null,804,null,1622,null,550,null,4984,null,1297,null,3192,null,864,null,6045,null,1179,null,3898,null,1081,null,7791,null,1698,null,6316,null,1361,null,3744,null,1036,null,4376,null,1035,null,3702,null,807,null,4356,null,1149,null,4427,null,1157,null,4206,null,1010,null,5518,null,1172,null,4249,null,1057,null,110827,null,3970,null,67367,null,3739,null,43460,null,2560,null,6260,null,1154,null,4090,null,1022,null,4778,null,1182,null,3896,null,1080,null,5691,null,1146,null,2301,null,711,null,2431,null,899,null,1833,null,631,null,2229,null,752,null,1058,null,508,null,1175,null,620,null,2139,null,792,null,625,null,355,null,871,null,506,null,576,null,343,null,789,null,474,null,1463,null,835,null,156,null,161,null,621,null,383,null,478,null,299,null,0400000US12,Florida,12
