B19001F_001E,B19001F_001EA,B19001F_001M,B19001F_001MA,B19001F_002E,B19001F_002EA,B19001F_002M,B19001F_002MA,B19001F_003E,B19001F_003EA,B19001F_003M,B19001F_003MA,B19001F_004E,B19001F_004EA,B19001F_004M,B19001F_004MA,B19001F_005E,B19001F_005EA,B19001F_005M,B19001F_005MA,B19001F_006E,B19001F_006EA,B19001F_006M,B19001F_006MA,B19001F_007E,B19001F_007EA,B19001F_007M,B19001F_007MA,B19001F_008E,B19001F_008EA,B19001F_008M,B19001F_008MA,B19001F_009E,B19001F_009EA,B19001F_009M,B19001F_009MA,B19001F_010E,B19001F_010EA,B19001F_010M,B19001F_010MA,B19001F_011E,B19001F_011EA,B19001F_011M,B19001F_011MA,B19001F_012E,B19001F_012EA,B19001F_012M,B19001F_012MA,B19001F_013E,B19001F_013EA,B19001F_013M,B19001F_013MA,B19001F_014E,B19001F_014EA,B19001F_014M,B19001F_014MA,B19001F_015E,B19001F_015EA,B19001F_015M,B19001F_015MA,B19001F_016E,B19001F_016EA,B19001F_016M,B19001F_016MA,B19001F_017E,B19001F_017EA,B19001F_017M,B19001F_017MA,GEO_ID,NAME,state
8920,null,1373,null,484,null,366,null,413,null,322,null,637,null,428,null,1045,null,639,null,828,null,495,null,729,null,562,null,283,null,259,null,459,null,360,null,952,null,561,null,1274,null,557,null,731,null,418,null,609,null,369,null,154,null,129,null,53,null,81,null,269,null,327,null,0,null,267,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
180017,null,5986,null,14057,null,2331,null,11813,null,2170,null,12098,null,2170,null,14939,null,2182,null,14281,null,2154,null,14695,null,2023,null,11207,null,1939,null,10784,null,1955,null,9854,null,1781,null,15461,null,2299,null,19333,null,2656,null,18452,null,2269,null,6692,null,1038,null,2606,null,813,null,2037,null,727,null,1708,null,767,null,0400000US04,Arizona,04
15980,null,1747,null,1059,null,502,null,1064,null,590,null,1700,null,714,null,3485,null,1114,null,1957,null,831,null,1126,null,621,null,962,null,500,null,778,null,337,null,865,null,470,null,810,null,353,null,996,null,494,null,804,null,472,null,251,null,245,null,76,null,125,null,0,null,267,null,47,null,79,null,0400000US05,Arkansas,05
1494492,null,16747,null,79541,null,5143,null,77701,null,4796,null,88362,null,4584,null,93545,null,5321,null,92320,null,5533,null,96543,null,5080,null,94624,null,4748,null,88898,null,5874,null,83056,null,5378,null,141289,null,7710,null,172228,null,6525,null,175734,null,6265,null,100511,null,5637,null,49352,null,3917,null,39301,null,2985,null,21487,null,2881,null,0400000US06,California,06
90769,null,4518,null,9662,null,1961,null,4381,null,1133,null,5828,null,1400,null,7419,null,1526,null,6077,null,1333,null,6437,null,1252,null,5437,null,1328,null,5632,null,1081,null,4111,null,865,null,8866,null,1644,null,9135,null,1674,null,10094,null,1557,null,4226,null,936,null,2145,null,897,null,1064,null,507,null,255,null,223,null,0400000US08,Colorado,08
59011,null,3510,null,6620,null,1296,null,3907,null,962,null,4141,null,1138,null,5001,null,1123,null,3135,null,1020,null,2564,null,941,null,3092,null,1021,null,3846,null,1115,null,3226,null,864,null,5356,null,1326,null,5442,null,1311,null,5719,null,1146,null,4454,null,1305,null,951,null,529,null,505,null,350,null,1052,null,533,null,0400000US09,Connecticut,09
5099,null,883,null,625,null,451,null,151,null,249,null,463,null,376,null,152,null,168,null,615,null,521,null,378,null,390,null,261,null,194,null,317,null,272,null,623,null,422,null,347,null,228,null,270,null,222,null,393,null,278,null,302,null,271,null,103,null,140,null,99,null,124,null,0,null,261,null,0400000US10,Delaware,10
9408,null,1587,null,1208,null,794,null,420,null,464,null,330,null,360,null,1020,null,672,null,831,null,616,null,383,null,337,null,941,null,643,null,800,null,655,null,542,null,502,null,861,null,646,null,487,null,328,null,517,null,441,null,594,null,556,null,345,null,352,null,129,null,154,null,0,null,300,null,0400000US11,District of Columbia,11
208959,null,6672,null,15298,null,2235,null,10635,null,2047,null,12670,null,1872,null,15733,null,2168,null,15479,null,2639,null,14207,null,2166,null,12130,null,2017,null,15760,null,2520,null,10500,null,1966,null,20457,null,2336,null,22868,null,2416,null,23424,null,2945,null,10557,null,1859,null,3737,null,930,null,3294,null,1109,null,2210,null,761,null,0400000US12,Florida,12
