B19101D_001E,B19101D_001EA,B19101D_001M,B19101D_001MA,B19101D_002E,B19101D_002EA,B19101D_002M,B19101D_002MA,B19101D_003E,B19101D_003EA,B19101D_003M,B19101D_003MA,B19101D_004E,B19101D_004EA,B19101D_004M,B19101D_004MA,B19101D_005E,B19101D_005EA,B19101D_005M,B19101D_005MA,B19101D_006E,B19101D_006EA,B19101D_006M,B19101D_006MA,B19101D_007E,B19101D_007EA,B19101D_007M,B19101D_007MA,B19101D_008E,B19101D_008EA,B19101D_008M,B19101D_008MA,B19101D_009E,B19101D_009EA,B19101D_009M,B19101D_009MA,B19101D_010E,B19101D_010EA,B19101D_010M,B19101D_010MA,B19101D_011E,B19101D_011EA,B19101D_011M,B19101D_011MA,B19101D_012E,B19101D_012EA,B19101D_012M,B19101D_012MA,B19101D_013E,B19101D_013EA,B19101D_013M,B19101D_013MA,B19101D_014E,B19101D_014EA,B19101D_014M,B19101D_014MA,B19101D_015E,B19101D_015EA,B19101D_015M,B19101D_015MA,B19101D_016E,B19101D_016EA,B19101D_016M,B19101D_016MA,B19101D_017E,B19101D_017EA,B19101D_017M,B19101D_017MA,GEO_ID,NAME,state
10263,null,1390,null,592,null,458,null,146,null,177,null,290,null,303,null,296,null,244,null,196,null,177,null,422,null,238,null,342,null,284,null,440,null,330,null,725,null,437,null,635,null,405,null,1353,null,756,null,1680,null,815,null,1296,null,608,null,522,null,344,null,759,null,423,null,569,null,381,null,0400000US01,Alabama,01
5877,null,872,null,20,null,34,null,161,null,261,null,222,null,166,null,596,null,454,null,134,null,130,null,249,null,164,null,27,null,46,null,237,null,237,null,272,null,251,null,733,null,402,null,800,null,331,null,769,null,307,null,680,null,476,null,420,null,303,null,245,null,177,null,312,null,238,null,0400000US02,Alaska,02
35419,null,1975,null,1618,null,747,null,845,null,469,null,1585,null,606,null,1831,null,835,null,765,null,394,null,1049,null,432,null,1423,null,634,null,1256,null,634,null,1576,null,654,null,2785,null,784,null,4037,null,963,null,5503,null,948,null,4241,null,1020,null,2167,null,711,null,2135,null,639,null,2603,null,781,null,0400000US04,Arizona,04
6298,null,1043,null,313,null,398,null,168,null,209,null,310,null,348,null,268,null,209,null,317,null,283,null,219,null,291,null,295,null,196,null,806,null,521,null,425,null,386,null,260,null,192,null,774,null,412,null,943,null,467,null,378,null,260,null,156,null,171,null,232,null,170,null,434,null,355,null,0400000US05,Arkansas,05
1054059,null,11231,null,31457,null,2497,null,25901,null,2269,null,41631,null,3588,null,34629,null,2721,null,31036,null,2841,null,35065,null,3179,null,33345,null,2975,null,35944,null,3239,null,34187,null,2496,null,69988,null,4416,null,105633,null,4804,null,153958,null,5816,null,130797,null,6230,null,86762,null,4471,null,106774,null,4069,null,96952,null,4272,null,0400000US06,California,06
30562,null,2028,null,970,null,482,null,542,null,366,null,1111,null,622,null,1291,null,667,null,1393,null,769,null,1126,null,733,null,1291,null,696,null,1230,null,437,null,1542,null,655,null,2953,null,1045,null,3463,null,826,null,5720,null,1259,null,2843,null,851,null,1673,null,629,null,1997,null,627,null,1417,null,597,null,0400000US08,Colorado,08
29083,null,1820,null,608,null,421,null,511,null,326,null,1270,null,659,null,996,null,510,null,709,null,409,null,639,null,353,null,895,null,418,null,854,null,459,null,997,null,544,null,1521,null,617,null,3449,null,902,null,4275,null,958,null,3291,null,885,null,2379,null,715,null,2954,null,709,null,3735,null,847,null,0400000US09,Connecticut,09
6715,null,780,null,0,null,261,null,65,null,110,null,169,null,196,null,102,null,119,null,166,null,167,null,243,null,216,null,215,null,205,null,468,null,415,null,201,null,192,null,705,null,430,null,560,null,385,null,966,null,377,null,793,null,418,null,568,null,338,null,1119,null,500,null,375,null,241,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
97279,null,2962,null,3982,null,1171,null,3068,null,971,null,2798,null,963,null,3352,null,837,null,5134,null,1162,null,4660,null,1104,null,3914,null,1121,null,3537,null,918,null,4920,null,1302,null,8177,null,1269,null,12592,null,1702,null,14123,null,1587,null,9389,null,1342,null,5244,null,1171,null,6521,null,1203,null,5868,null,1001,null,0400000US12,Florida,12
