C21001D_001E,C21001D_001EA,C21001D_001M,C21001D_001MA,C21001D_002E,C21001D_002EA,C21001D_002M,C21001D_002MA,C21001D_003E,C21001D_003EA,C21001D_003M,C21001D_003MA,C21001D_004E,C21001D_004EA,C21001D_004M,C21001D_004MA,C21001D_005E,C21001D_005EA,C21001D_005M,C21001D_005MA,C21001D_006E,C21001D_006EA,C21001D_006M,C21001D_006MA,C21001D_007E,C21001D_007EA,C21001D_007M,C21001D_007MA,C21001D_008E,C21001D_008EA,C21001D_008M,C21001D_008MA,C21001D_009E,C21001D_009EA,C21001D_009M,C21001D_009MA,C21001D_010E,C21001D_010EA,C21001D_010M,C21001D_010MA,C21001D_011E,C21001D_011EA,C21001D_011M,C21001D_011MA,C21001D_012E,C21001D_012EA,C21001D_012M,C21001D_012MA,C21001D_013E,C21001D_013EA,C21001D_013M,C21001D_013MA,C21001D_014E,C21001D_014EA,C21001D_014M,C21001D_014MA,C21001D_015E,C21001D_015EA,C21001D_015M,C21001D_015MA,GEO_ID,NAME,state
33946,null,1981,null,15380,null,1155,null,14094,null,1173,null,279,null,261,null,13815,null,1166,null,1286,null,378,null,36,null,63,null,1250,null,381,null,18566,null,1233,null,16951,null,1292,null,60,null,82,null,16891,null,1277,null,1615,null,615,null,0,null,267,null,1615,null,615,null,0400000US01,Alabama,01
25418,null,1314,null,11394,null,1040,null,10201,null,1072,null,471,null,320,null,9730,null,1028,null,1193,null,238,null,259,null,229,null,934,null,215,null,14024,null,941,null,12233,null,1041,null,166,null,172,null,12067,null,1060,null,1791,null,332,null,0,null,237,null,1791,null,332,null,0400000US02,Alaska,02
115195,null,2112,null,53658,null,1467,null,48615,null,1364,null,2694,null,715,null,45921,null,1327,null,5043,null,418,null,1082,null,440,null,3961,null,499,null,61537,null,1325,null,54228,null,1359,null,479,null,298,null,53749,null,1397,null,7309,null,476,null,61,null,104,null,7248,null,486,null,0400000US04,Arizona,04
22790,null,1684,null,10546,null,907,null,9301,null,800,null,374,null,228,null,8927,null,797,null,1245,null,497,null,105,null,126,null,1140,null,463,null,12244,null,1208,null,11082,null,1305,null,0,null,267,null,11082,null,1305,null,1162,null,513,null,0,null,267,null,1162,null,513,null,0400000US05,Arkansas,05
3572428,null,10036,null,1678546,null,6955,null,1461978,null,6775,null,63805,null,4389,null,1398173,null,8313,null,216568,null,1707,null,35494,null,2351,null,181074,null,2765,null,1893882,null,5652,null,1598021,null,5586,null,4921,null,1260,null,1593100,null,5673,null,295861,null,1892,null,1014,null,420,null,294847,null,1922,null,0400000US06,California,06
99597,null,1961,null,44516,null,1878,null,40749,null,1842,null,2616,null,939,null,38133,null,1934,null,3767,null,791,null,750,null,335,null,3017,null,689,null,55081,null,1241,null,49196,null,1335,null,801,null,433,null,48395,null,1336,null,5885,null,600,null,43,null,70,null,5842,null,601,null,0400000US08,Colorado,08
88808,null,1488,null,43827,null,1135,null,40324,null,1148,null,416,null,299,null,39908,null,1188,null,3503,null,544,null,323,null,299,null,3180,null,535,null,44981,null,938,null,41156,null,1019,null,81,null,138,null,41075,null,1027,null,3825,null,419,null,44,null,79,null,3781,null,417,null,0400000US09,Connecticut,09
19480,null,753,null,9304,null,433,null,8585,null,544,null,466,null,303,null,8119,null,631,null,719,null,300,null,61,null,77,null,658,null,285,null,10176,null,550,null,9130,null,552,null,0,null,261,null,9130,null,552,null,1046,null,184,null,59,null,94,null,987,null,170,null,0400000US10,Delaware,10
15229,null,1264,null,6236,null,1064,null,5520,null,1063,null,172,null,291,null,5348,null,1024,null,716,null,254,null,0,null,300,null,716,null,254,null,8993,null,433,null,7739,null,493,null,76,null,124,null,7663,null,504,null,1254,null,280,null,0,null,300,null,1254,null,280,null,0400000US11,District of Columbia,11
313357,null,4372,null,143807,null,2960,null,128781,null,2824,null,6898,null,1288,null,121883,null,2875,null,15026,null,873,null,2140,null,577,null,12886,null,890,null,169550,null,3130,null,149332,null,2947,null,1031,null,556,null,148301,null,2978,null,20218,null,1464,null,102,null,131,null,20116,null,1476,null,0400000US12,Florida,12
