C05003E_001E,C05003E_001EA,C05003E_001M,C05003E_001MA,C05003E_002E,C05003E_002EA,C05003E_002M,C05003E_002MA,C05003E_003E,C05003E_003EA,C05003E_003M,C05003E_003MA,C05003E_004E,C05003E_004EA,C05003E_004M,C05003E_004MA,C05003E_005E,C05003E_005EA,C05003E_005M,C05003E_005MA,C05003E_006E,C05003E_006EA,C05003E_006M,C05003E_006MA,C05003E_007E,C05003E_007EA,C05003E_007M,C05003E_007MA,C05003E_008E,C05003E_008EA,C05003E_008M,C05003E_008MA,C05003E_009E,C05003E_009EA,C05003E_009M,C05003E_009MA,C05003E_010E,C05003E_010EA,C05003E_010M,C05003E_010MA,C05003E_011E,C05003E_011EA,C05003E_011M,C05003E_011MA,C05003E_012E,C05003E_012EA,C05003E_012M,C05003E_012MA,C05003E_013E,C05003E_013EA,C05003E_013M,C05003E_013MA,C05003E_014E,C05003E_014EA,C05003E_014M,C05003E_014MA,C05003E_015E,C05003E_015EA,C05003E_015M,C05003E_015MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
4978,null,1185,null,2611,null,688,null,602,null,372,null,602,null,372,null,0,null,237,null,2009,null,485,null,1842,null,485,null,167,null,198,null,2367,null,836,null,712,null,500,null,712,null,500,null,0,null,237,null,1655,null,506,null,1391,null,432,null,264,null,285,null,0400000US02,Alaska,02
7701,null,1101,null,3781,null,866,null,538,null,522,null,106,null,110,null,432,null,503,null,3243,null,734,null,2888,null,644,null,355,null,277,null,3920,null,631,null,282,null,211,null,282,null,211,null,0,null,292,null,3638,null,568,null,3195,null,632,null,443,null,383,null,0400000US04,Arizona,04
2274,null,727,null,825,null,279,null,562,null,347,null,421,null,428,null,141,null,92,null,263,null,177,null,0,null,267,null,263,null,177,null,1449,null,594,null,456,null,96,null,408,null,87,null,48,null,79,null,993,null,603,null,351,null,348,null,642,null,492,null,0400000US05,Arkansas,05
126345,null,4508,null,62415,null,3088,null,14191,null,1675,null,12872,null,1801,null,1319,null,654,null,48224,null,2202,null,33659,null,2983,null,14565,null,2258,null,63930,null,3121,null,14656,null,1910,null,13003,null,1727,null,1653,null,960,null,49274,null,1974,null,31912,null,2647,null,17362,null,2674,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
10022,null,3001,null,4584,null,1365,null,1328,null,478,null,1034,null,474,null,294,null,287,null,3256,null,1273,null,2588,null,1138,null,668,null,447,null,5438,null,1962,null,1831,null,1509,null,1283,null,923,null,548,null,658,null,3607,null,1077,null,2890,null,1082,null,717,null,343,null,0400000US12,Florida,12
4824,null,2028,null,2019,null,853,null,840,null,448,null,840,null,448,null,0,null,296,null,1179,null,638,null,919,null,542,null,260,null,391,null,2805,null,1489,null,1323,null,1077,null,1323,null,1077,null,0,null,296,null,1482,null,674,null,1246,null,652,null,236,null,264,null,0400000US13,Georgia,13
