B24010C_001E,B24010C_001EA,B24010C_001M,B24010C_001MA,B24010C_002E,B24010C_002EA,B24010C_002M,B24010C_002MA,B24010C_003E,B24010C_003EA,B24010C_003M,B24010C_003MA,B24010C_004E,B24010C_004EA,B24010C_004M,B24010C_004MA,B24010C_005E,B24010C_005EA,B24010C_005M,B24010C_005MA,B24010C_006E,B24010C_006EA,B24010C_006M,B24010C_006MA,B24010C_007E,B24010C_007EA,B24010C_007M,B24010C_007MA,B24010C_008E,B24010C_008EA,B24010C_008M,B24010C_008MA,B24010C_009E,B24010C_009EA,B24010C_009M,B24010C_009MA,B24010C_010E,B24010C_010EA,B24010C_010M,B24010C_010MA,B24010C_011E,B24010C_011EA,B24010C_011M,B24010C_011MA,B24010C_012E,B24010C_012EA,B24010C_012M,B24010C_012MA,B24010C_013E,B24010C_013EA,B24010C_013M,B24010C_013MA,B24010C_014E,B24010C_014EA,B24010C_014M,B24010C_014MA,B24010C_015E,B24010C_015EA,B24010C_015M,B24010C_015MA,B24010C_016E,B24010C_016EA,B24010C_016M,B24010C_016MA,B24010C_017E,B24010C_017EA,B24010C_017M,B24010C_017MA,B24010C_018E,B24010C_018EA,B24010C_018M,B24010C_018MA,B24010C_019E,B24010C_019EA,B24010C_019M,B24010C_019MA,B24010C_020E,B24010C_020EA,B24010C_020M,B24010C_020MA,B24010C_021E,B24010C_021EA,B24010C_021M,B24010C_021MA,B24010C_022E,B24010C_022EA,B24010C_022M,B24010C_022MA,B24010C_023E,B24010C_023EA,B24010C_023M,B24010C_023MA,B24010C_024E,B24010C_024EA,B24010C_024M,B24010C_024MA,B24010C_025E,B24010C_025EA,B24010C_025M,B24010C_025MA,B24010C_026E,B24010C_026EA,B24010C_026M,B24010C_026MA,B24010C_027E,B24010C_027EA,B24010C_027M,B24010C_027MA,B24010C_028E,B24010C_028EA,B24010C_028M,B24010C_028MA,B24010C_029E,B24010C_029EA,B24010C_029M,B24010C_029MA,B24010C_030E,B24010C_030EA,B24010C_030M,B24010C_030MA,B24010C_031E,B24010C_031EA,B24010C_031M,B24010C_031MA,B24010C_032E,B24010C_032EA,B24010C_032M,B24010C_032MA,B24010C_033E,B24010C_033EA,B24010C_033M,B24010C_033MA,B24010C_034E,B24010C_034EA,B24010C_034M,B24010C_034MA,B24010C_035E,B24010C_035EA,B24010C_035M,B24010C_035MA,B24010C_036E,B24010C_036EA,B24010C_036M,B24010C_036MA,B24010C_037E,B24010C_037EA,B24010C_037M,B24010C_037MA,B24010C_038E,B24010C_038EA,B24010C_038M,B24010C_038MA,B24010C_039E,B24010C_039EA,B24010C_039M,B24010C_039MA,B24010C_040E,B24010C_040EA,B24010C_040M,B24010C_040MA,B24010C_041E,B24010C_041EA,B24010C_041M,B24010C_041MA,B24010C_042E,B24010C_042EA,B24010C_042M,B24010C_042MA,B24010C_043E,B24010C_043EA,B24010C_043M,B24010C_043MA,B24010C_044E,B24010C_044EA,B24010C_044M,B24010C_044MA,B24010C_045E,B24010C_045EA,B24010C_045M,B24010C_045MA,B24010C_046E,B24010C_046EA,B24010C_046M,B24010C_046MA,B24010C_047E,B24010C_047EA,B24010C_047M,B24010C_047MA,B24010C_048E,B24010C_048EA,B24010C_048M,B24010C_048MA,B24010C_049E,B24010C_049EA,B24010C_049M,B24010C_049MA,B24010C_050E,B24010C_050EA,B24010C_050M,B24010C_050MA,B24010C_051E,B24010C_051EA,B24010C_051M,B24010C_051MA,B24010C_052E,B24010C_052EA,B24010C_052M,B24010C_052MA,B24010C_053E,B24010C_053EA,B24010C_053M,B24010C_053MA,B24010C_054E,B24010C_054EA,B24010C_054M,B24010C_054MA,B24010C_055E,B24010C_055EA,B24010C_055M,B24010C_055MA,B24010C_056E,B24010C_056EA,B24010C_056M,B24010C_056MA,B24010C_057E,B24010C_057EA,B24010C_057M,B24010C_057MA,B24010C_058E,B24010C_058EA,B24010C_058M,B24010C_058MA,B24010C_059E,B24010C_059EA,B24010C_059M,B24010C_059MA,B24010C_060E,B24010C_060EA,B24010C_060M,B24010C_060MA,B24010C_061E,B24010C_061EA,B24010C_061M,B24010C_061MA,B24010C_062E,B24010C_062EA,B24010C_062M,B24010C_062MA,B24010C_063E,B24010C_063EA,B24010C_063M,B24010C_063MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
30161,null,2170,null,13422,null,1422,null,2430,null,701,null,1112,null,401,null,964,null,363,null,0,null,237,null,148,null,140,null,1318,null,551,null,314,null,270,null,117,null,134,null,129,null,166,null,283,null,233,null,0,null,237,null,168,null,96,null,213,null,183,null,94,null,116,null,2925,null,754,null,204,null,147,null,426,null,239,null,1252,null,602,null,673,null,245,null,370,null,253,null,1156,null,391,null,421,null,238,null,735,null,295,null,745,null,386,null,3669,null,841,null,2835,null,780,null,834,null,393,null,2497,null,527,null,1000,null,392,null,1497,null,394,null,16739,null,1522,null,5502,null,757,null,2022,null,534,null,1437,null,450,null,0,null,237,null,585,null,284,null,3480,null,533,null,105,null,113,null,115,null,136,null,119,null,117,null,821,null,313,null,91,null,112,null,1688,null,370,null,222,null,223,null,319,null,192,null,3714,null,753,null,732,null,261,null,39,null,45,null,787,null,424,null,879,null,423,null,1277,null,394,null,6377,null,980,null,1542,null,459,null,4835,null,907,null,0,null,237,null,57,null,66,null,57,null,66,null,0,null,237,null,1089,null,646,null,542,null,376,null,547,null,485,null,0400000US02,Alaska,02
92749,null,4085,null,46671,null,2853,null,7647,null,1453,null,2888,null,908,null,2257,null,834,null,228,null,232,null,403,null,250,null,4759,null,1201,null,95,null,114,null,695,null,527,null,198,null,196,null,949,null,503,null,293,null,404,null,755,null,509,null,1043,null,547,null,731,null,514,null,9584,null,1591,null,299,null,334,null,1816,null,625,null,1929,null,708,null,3252,null,922,null,2288,null,928,null,4945,null,1214,null,2183,null,748,null,2762,null,971,null,526,null,314,null,13375,null,2090,null,10508,null,1882,null,2867,null,955,null,10594,null,1817,null,4515,null,1400,null,6079,null,1325,null,46078,null,2932,null,12504,null,1695,null,3885,null,1040,null,1874,null,709,null,0,null,292,null,2011,null,802,null,8619,null,1424,null,167,null,183,null,126,null,160,null,0,null,292,null,1915,null,675,null,271,null,209,null,3988,null,1000,null,273,null,304,null,1879,null,835,null,14498,null,2060,null,2929,null,973,null,1613,null,675,null,4337,null,1160,null,2220,null,761,null,3399,null,973,null,15630,null,1905,null,4614,null,1019,null,11016,null,1711,null,0,null,292,null,439,null,337,null,348,null,298,null,91,null,152,null,3007,null,1050,null,1950,null,893,null,1057,null,539,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
117935,null,5833,null,59943,null,3827,null,13456,null,1859,null,6785,null,1245,null,4903,null,1066,null,174,null,140,null,1708,null,736,null,6671,null,1231,null,983,null,470,null,956,null,452,null,596,null,351,null,486,null,269,null,207,null,165,null,1169,null,677,null,874,null,512,null,1400,null,615,null,11154,null,1882,null,549,null,388,null,2971,null,764,null,3133,null,1035,null,3091,null,839,null,1410,null,592,null,10619,null,1700,null,5947,null,1427,null,4672,null,1105,null,1598,null,1048,null,13614,null,2080,null,9048,null,1753,null,4566,null,1104,null,9502,null,1770,null,2634,null,747,null,6868,null,1669,null,57992,null,3892,null,19496,null,2208,null,7200,null,1515,null,5007,null,1223,null,83,null,106,null,2110,null,700,null,12296,null,1891,null,280,null,213,null,59,null,96,null,181,null,219,null,1453,null,757,null,1133,null,536,null,4781,null,1139,null,988,null,505,null,3421,null,1077,null,13509,null,1851,null,2228,null,758,null,821,null,414,null,3872,null,1027,null,2632,null,930,null,3956,null,1070,null,21831,null,2696,null,7004,null,1652,null,14827,null,2181,null,373,null,461,null,500,null,326,null,114,null,146,null,386,null,339,null,2283,null,642,null,1051,null,370,null,1232,null,523,null,0400000US06,California,06
21508,null,2172,null,12444,null,1769,null,3132,null,921,null,1288,null,577,null,1060,null,573,null,0,null,275,null,228,null,199,null,1844,null,754,null,322,null,302,null,181,null,190,null,31,null,56,null,130,null,135,null,0,null,275,null,536,null,378,null,378,null,452,null,266,null,271,null,2093,null,754,null,0,null,275,null,299,null,238,null,588,null,389,null,1206,null,654,null,0,null,275,null,1650,null,670,null,986,null,523,null,664,null,382,null,951,null,581,null,2722,null,716,null,2106,null,628,null,616,null,379,null,1896,null,790,null,1056,null,708,null,840,null,390,null,9064,null,1722,null,2714,null,885,null,1391,null,656,null,801,null,505,null,0,null,275,null,590,null,485,null,1323,null,583,null,252,null,411,null,46,null,77,null,0,null,275,null,165,null,198,null,63,null,106,null,278,null,234,null,256,null,146,null,263,null,226,null,2459,null,745,null,616,null,394,null,163,null,134,null,697,null,424,null,318,null,271,null,665,null,425,null,3201,null,1063,null,1396,null,644,null,1805,null,769,null,36,null,63,null,321,null,293,null,116,null,145,null,205,null,239,null,333,null,405,null,98,null,118,null,235,null,380,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
22039,null,2469,null,12334,null,1968,null,2524,null,820,null,1369,null,589,null,1177,null,561,null,18,null,40,null,174,null,196,null,1155,null,552,null,0,null,303,null,431,null,372,null,0,null,303,null,44,null,77,null,0,null,303,null,113,null,137,null,385,null,256,null,182,null,158,null,3004,null,1097,null,78,null,92,null,241,null,225,null,662,null,470,null,1970,null,979,null,53,null,98,null,970,null,534,null,375,null,286,null,595,null,422,null,286,null,466,null,3541,null,1039,null,2579,null,946,null,962,null,411,null,2009,null,647,null,309,null,212,null,1700,null,605,null,9705,null,1572,null,3513,null,1016,null,1649,null,696,null,625,null,485,null,0,null,303,null,1024,null,465,null,1864,null,689,null,72,null,124,null,0,null,303,null,184,null,203,null,136,null,139,null,46,null,76,null,679,null,429,null,195,null,270,null,552,null,338,null,2937,null,1084,null,417,null,212,null,495,null,326,null,813,null,613,null,620,null,465,null,592,null,506,null,2202,null,695,null,540,null,319,null,1662,null,608,null,104,null,120,null,221,null,228,null,33,null,54,null,188,null,230,null,728,null,378,null,495,null,300,null,233,null,217,null,0400000US12,Florida,12
