B17020B_001E,B17020B_001EA,B17020B_001M,B17020B_001MA,B17020B_002E,B17020B_002EA,B17020B_002M,B17020B_002MA,B17020B_003E,B17020B_003EA,B17020B_003M,B17020B_003MA,B17020B_004E,B17020B_004EA,B17020B_004M,B17020B_004MA,B17020B_005E,B17020B_005EA,B17020B_005M,B17020B_005MA,B17020B_006E,B17020B_006EA,B17020B_006M,B17020B_006MA,B17020B_007E,B17020B_007EA,B17020B_007M,B17020B_007MA,B17020B_008E,B17020B_008EA,B17020B_008M,B17020B_008MA,B17020B_009E,B17020B_009EA,B17020B_009M,B17020B_009MA,B17020B_010E,B17020B_010EA,B17020B_010M,B17020B_010MA,B17020B_011E,B17020B_011EA,B17020B_011M,B17020B_011MA,B17020B_012E,B17020B_012EA,B17020B_012M,B17020B_012MA,B17020B_013E,B17020B_013EA,B17020B_013M,B17020B_013MA,B17020B_014E,B17020B_014EA,B17020B_014M,B17020B_014MA,B17020B_015E,B17020B_015EA,B17020B_015M,B17020B_015MA,B17020B_016E,B17020B_016EA,B17020B_016M,B17020B_016MA,B17020B_017E,B17020B_017EA,B17020B_017M,B17020B_017MA,GEO_ID,NAME,state
1160313,null,6180,null,361057,null,15483,null,44406,null,3259,null,8897,null,1798,null,48844,null,4266,null,44397,null,4475,null,184508,null,8854,null,16785,null,1684,null,13220,null,1554,null,799256,null,14844,null,46874,null,3917,null,9072,null,1441,null,62448,null,4032,null,73995,null,4951,null,528476,null,9781,null,45293,null,2158,null,33098,null,1899,null,0400000US01,Alabama,01
24457,null,2190,null,2548,null,1805,null,544,null,492,null,0,null,237,null,285,null,365,null,162,null,251,null,1483,null,1086,null,0,null,237,null,74,null,131,null,21909,null,2532,null,1270,null,751,null,1417,null,1167,null,614,null,412,null,1666,null,1014,null,16466,null,1665,null,476,null,445,null,0,null,237,null,0400000US02,Alaska,02
216343,null,5692,null,49922,null,6010,null,7883,null,1939,null,1354,null,724,null,7630,null,1718,null,6003,null,1588,null,24800,null,3385,null,1768,null,637,null,484,null,255,null,166421,null,7417,null,13489,null,2240,null,2050,null,799,null,17830,null,2329,null,16735,null,2231,null,104457,null,3891,null,7446,null,844,null,4414,null,598,null,0400000US04,Arizona,04
422691,null,4425,null,149472,null,9114,null,20029,null,2012,null,3390,null,954,null,22866,null,3174,null,18191,null,2221,null,74750,null,5178,null,4949,null,1302,null,5297,null,966,null,273219,null,8534,null,16487,null,2077,null,3785,null,1091,null,22818,null,2269,null,26490,null,2500,null,177605,null,5118,null,15520,null,1721,null,10514,null,1180,null,0400000US05,Arkansas,05
2146909,null,13505,null,430593,null,20809,null,52834,null,4850,null,9252,null,1742,null,50581,null,5408,null,56525,null,5484,null,236418,null,11117,null,13480,null,1972,null,11503,null,1706,null,1716316,null,24727,null,99887,null,4689,null,20085,null,2879,null,133390,null,6039,null,174592,null,7991,null,1117591,null,12845,null,102400,null,2756,null,68371,null,2508,null,0400000US06,California,06
180388,null,4341,null,38232,null,5940,null,5759,null,1281,null,745,null,447,null,6096,null,1919,null,3108,null,1131,null,20199,null,3438,null,1216,null,504,null,1109,null,674,null,142156,null,6764,null,10253,null,1881,null,2148,null,802,null,14725,null,2108,null,13194,null,1826,null,92328,null,3936,null,5889,null,916,null,3619,null,763,null,0400000US08,Colorado,08
310990,null,5184,null,50603,null,6251,null,6123,null,1549,null,1114,null,622,null,7227,null,1896,null,6246,null,1514,null,26485,null,2741,null,2128,null,839,null,1280,null,457,null,260387,null,7200,null,18331,null,1857,null,3426,null,1207,null,24523,null,2480,null,26651,null,2263,null,166412,null,3985,null,13571,null,1031,null,7473,null,739,null,0400000US09,Connecticut,09
166954,null,3355,null,31677,null,4904,null,5258,null,1345,null,525,null,502,null,4349,null,1373,null,4222,null,1176,null,15538,null,2803,null,906,null,360,null,879,null,397,null,135277,null,5642,null,8189,null,1336,null,1387,null,538,null,9621,null,1907,null,14120,null,1661,null,90294,null,2864,null,7365,null,517,null,4301,null,541,null,0400000US10,Delaware,10
309349,null,2442,null,70132,null,7047,null,6647,null,1892,null,740,null,469,null,7903,null,1687,null,8397,null,1769,null,39502,null,3992,null,3850,null,1019,null,3093,null,767,null,239217,null,7529,null,13705,null,1943,null,3093,null,878,null,14672,null,2043,null,20427,null,2304,null,151734,null,4435,null,18092,null,1094,null,17494,null,816,null,0400000US11,District of Columbia,11
2677471,null,15207,null,597582,null,22899,null,81028,null,6323,null,13795,null,2178,null,80433,null,6143,null,80628,null,5979,null,298116,null,11423,null,22147,null,2171,null,21435,null,2403,null,2079889,null,24820,null,153690,null,6795,null,25567,null,2919,null,181871,null,8401,null,204631,null,8461,null,1345379,null,13186,null,105480,null,3318,null,63271,null,3127,null,0400000US12,Florida,12
2747967,null,10296,null,630201,null,22241,null,86977,null,6247,null,14195,null,2113,null,81072,null,5835,null,85196,null,5599,null,320016,null,11199,null,22910,null,2171,null,19835,null,2453,null,2117766,null,22060,null,141117,null,6009,null,26602,null,2548,null,186231,null,6848,null,213253,null,7588,null,1411373,null,12433,null,86650,null,2988,null,52540,null,2547,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1809762,null,8146,null,497724,null,20323,null,61627,null,4848,null,9973,null,1537,null,70260,null,5813,null,70208,null,5742,null,253315,null,9702,null,17525,null,1888,null,14816,null,1862,null,1312038,null,20069,null,83371,null,4335,null,16769,null,2501,null,104181,null,5770,null,133614,null,5939,null,841224,null,10510,null,78731,null,2280,null,54148,null,2267,null,0400000US17,Illinois,17
