B17001D_001E,B17001D_001EA,B17001D_001M,B17001D_001MA,B17001D_002E,B17001D_002EA,B17001D_002M,B17001D_002MA,B17001D_003E,B17001D_003EA,B17001D_003M,B17001D_003MA,B17001D_004E,B17001D_004EA,B17001D_004M,B17001D_004MA,B17001D_005E,B17001D_005EA,B17001D_005M,B17001D_005MA,B17001D_006E,B17001D_006EA,B17001D_006M,B17001D_006MA,B17001D_007E,B17001D_007EA,B17001D_007M,B17001D_007MA,B17001D_008E,B17001D_008EA,B17001D_008M,B17001D_008MA,B17001D_009E,B17001D_009EA,B17001D_009M,B17001D_009MA,B17001D_010E,B17001D_010EA,B17001D_010M,B17001D_010MA,B17001D_011E,B17001D_011EA,B17001D_011M,B17001D_011MA,B17001D_012E,B17001D_012EA,B17001D_012M,B17001D_012MA,B17001D_013E,B17001D_013EA,B17001D_013M,B17001D_013MA,B17001D_014E,B17001D_014EA,B17001D_014M,B17001D_014MA,B17001D_015E,B17001D_015EA,B17001D_015M,B17001D_015MA,B17001D_016E,B17001D_016EA,B17001D_016M,B17001D_016MA,B17001D_017E,B17001D_017EA,B17001D_017M,B17001D_017MA,B17001D_018E,B17001D_018EA,B17001D_018M,B17001D_018MA,B17001D_019E,B17001D_019EA,B17001D_019M,B17001D_019MA,B17001D_020E,B17001D_020EA,B17001D_020M,B17001D_020MA,B17001D_021E,B17001D_021EA,B17001D_021M,B17001D_021MA,B17001D_022E,B17001D_022EA,B17001D_022M,B17001D_022MA,B17001D_023E,B17001D_023EA,B17001D_023M,B17001D_023MA,B17001D_024E,B17001D_024EA,B17001D_024M,B17001D_024MA,B17001D_025E,B17001D_025EA,B17001D_025M,B17001D_025MA,B17001D_026E,B17001D_026EA,B17001D_026M,B17001D_026MA,B17001D_027E,B17001D_027EA,B17001D_027M,B17001D_027MA,B17001D_028E,B17001D_028EA,B17001D_028M,B17001D_028MA,B17001D_029E,B17001D_029EA,B17001D_029M,B17001D_029MA,B17001D_030E,B17001D_030EA,B17001D_030M,B17001D_030MA,B17001D_031E,B17001D_031EA,B17001D_031M,B17001D_031MA,B17001D_032E,B17001D_032EA,B17001D_032M,B17001D_032MA,B17001D_033E,B17001D_033EA,B17001D_033M,B17001D_033MA,B17001D_034E,B17001D_034EA,B17001D_034M,B17001D_034MA,B17001D_035E,B17001D_035EA,B17001D_035M,B17001D_035MA,B17001D_036E,B17001D_036EA,B17001D_036M,B17001D_036MA,B17001D_037E,B17001D_037EA,B17001D_037M,B17001D_037MA,B17001D_038E,B17001D_038EA,B17001D_038M,B17001D_038MA,B17001D_039E,B17001D_039EA,B17001D_039M,B17001D_039MA,B17001D_040E,B17001D_040EA,B17001D_040M,B17001D_040MA,B17001D_041E,B17001D_041EA,B17001D_041M,B17001D_041MA,B17001D_042E,B17001D_042EA,B17001D_042M,B17001D_042MA,B17001D_043E,B17001D_043EA,B17001D_043M,B17001D_043MA,B17001D_044E,B17001D_044EA,B17001D_044M,B17001D_044MA,B17001D_045E,B17001D_045EA,B17001D_045M,B17001D_045MA,B17001D_046E,B17001D_046EA,B17001D_046M,B17001D_046MA,B17001D_047E,B17001D_047EA,B17001D_047M,B17001D_047MA,B17001D_048E,B17001D_048EA,B17001D_048M,B17001D_048MA,B17001D_049E,B17001D_049EA,B17001D_049M,B17001D_049MA,B17001D_050E,B17001D_050EA,B17001D_050M,B17001D_050MA,B17001D_051E,B17001D_051EA,B17001D_051M,B17001D_051MA,B17001D_052E,B17001D_052EA,B17001D_052M,B17001D_052MA,B17001D_053E,B17001D_053EA,B17001D_053M,B17001D_053MA,B17001D_054E,B17001D_054EA,B17001D_054M,B17001D_054MA,B17001D_055E,B17001D_055EA,B17001D_055M,B17001D_055MA,B17001D_056E,B17001D_056EA,B17001D_056M,B17001D_056MA,B17001D_057E,B17001D_057EA,B17001D_057M,B17001D_057MA,B17001D_058E,B17001D_058EA,B17001D_058M,B17001D_058MA,B17001D_059E,B17001D_059EA,B17001D_059M,B17001D_059MA,GEO_ID,NAME,state
43441,null,3283,null,5584,null,1751,null,3667,null,1083,null,324,null,237,null,0,null,267,null,440,null,338,null,0,null,267,null,0,null,267,null,0,null,267,null,1563,null,603,null,935,null,554,null,168,null,210,null,0,null,267,null,186,null,271,null,51,null,99,null,0,null,267,null,1917,null,909,null,332,null,228,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,183,null,259,null,521,null,351,null,736,null,487,null,0,null,267,null,84,null,107,null,61,null,102,null,0,null,267,null,0,null,267,null,37857,null,3159,null,17106,null,1930,null,633,null,303,null,0,null,267,null,2172,null,865,null,708,null,417,null,323,null,264,null,839,null,396,null,884,null,512,null,3128,null,534,null,4172,null,806,null,1818,null,597,null,1241,null,461,null,1089,null,330,null,99,null,136,null,20751,null,2018,null,989,null,446,null,247,null,244,null,1654,null,710,null,725,null,384,null,195,null,184,null,428,null,277,null,1354,null,470,null,2942,null,732,null,4102,null,937,null,3378,null,676,null,3122,null,822,null,1469,null,608,null,146,null,133,null,0400000US01,Alabama,01
32700,null,1953,null,2054,null,1144,null,1120,null,576,null,0,null,237,null,0,null,237,null,101,null,161,null,38,null,81,null,0,null,237,null,261,null,391,null,330,null,214,null,181,null,186,null,209,null,203,null,0,null,237,null,0,null,237,null,0,null,237,null,0,null,237,null,934,null,691,null,0,null,237,null,0,null,237,null,0,null,237,null,226,null,325,null,0,null,237,null,76,null,117,null,241,null,293,null,53,null,94,null,202,null,275,null,104,null,104,null,32,null,40,null,0,null,237,null,0,null,237,null,30646,null,1939,null,14061,null,1355,null,1040,null,299,null,269,null,178,null,692,null,362,null,475,null,407,null,189,null,90,null,484,null,289,null,1437,null,775,null,1714,null,555,null,2376,null,913,null,3381,null,982,null,811,null,398,null,932,null,345,null,261,null,258,null,16585,null,1235,null,1238,null,408,null,322,null,233,null,801,null,304,null,355,null,288,null,69,null,121,null,346,null,239,null,1125,null,448,null,2382,null,451,null,2721,null,621,null,2767,null,396,null,2690,null,644,null,1040,null,417,null,729,null,272,null,0400000US02,Alaska,02
149571,null,3554,null,17871,null,3830,null,7890,null,1791,null,546,null,389,null,115,null,130,null,812,null,456,null,326,null,395,null,0,null,292,null,255,null,262,null,1780,null,837,null,1193,null,735,null,1483,null,688,null,617,null,442,null,472,null,404,null,62,null,106,null,229,null,201,null,9981,null,2517,null,907,null,550,null,522,null,448,null,1336,null,802,null,254,null,211,null,0,null,292,null,98,null,117,null,603,null,379,null,1976,null,849,null,1661,null,654,null,768,null,444,null,778,null,527,null,522,null,308,null,556,null,370,null,131700,null,4380,null,62980,null,2394,null,6024,null,815,null,647,null,353,null,5038,null,803,null,1871,null,394,null,380,null,251,null,1983,null,535,null,4445,null,877,null,13188,null,1006,null,11784,null,806,null,8042,null,608,null,4826,null,537,null,3328,null,509,null,1424,null,375,null,68720,null,2659,null,4033,null,809,null,1211,null,607,null,5491,null,986,null,1812,null,594,null,861,null,376,null,1035,null,401,null,4735,null,870,null,12147,null,1133,null,12958,null,985,null,10507,null,687,null,7699,null,684,null,4070,null,465,null,2161,null,592,null,0400000US04,Arizona,04
33439,null,3070,null,4564,null,1928,null,2904,null,1144,null,567,null,422,null,13,null,24,null,105,null,115,null,101,null,95,null,0,null,267,null,104,null,113,null,601,null,388,null,1087,null,555,null,210,null,143,null,0,null,267,null,44,null,58,null,0,null,267,null,72,null,119,null,1660,null,918,null,91,null,140,null,0,null,267,null,268,null,210,null,0,null,267,null,70,null,90,null,176,null,109,null,202,null,226,null,597,null,452,null,224,null,168,null,0,null,267,null,0,null,267,null,0,null,267,null,32,null,58,null,28875,null,3245,null,13102,null,1823,null,916,null,404,null,82,null,101,null,2527,null,963,null,866,null,505,null,0,null,267,null,462,null,364,null,567,null,386,null,2503,null,678,null,1834,null,698,null,1382,null,463,null,790,null,398,null,1011,null,433,null,162,null,168,null,15773,null,1967,null,1131,null,435,null,436,null,341,null,1625,null,694,null,423,null,280,null,191,null,185,null,851,null,528,null,1287,null,698,null,2112,null,722,null,3495,null,848,null,1947,null,639,null,1145,null,455,null,949,null,542,null,181,null,154,null,0400000US05,Arkansas,05
4450985,null,15148,null,430482,null,18600,null,194587,null,10043,null,12300,null,2008,null,2547,null,900,null,14694,null,2279,null,9836,null,1756,null,4255,null,1203,null,7806,null,1526,null,40644,null,4093,null,24350,null,2799,null,22546,null,2707,null,21068,null,2253,null,14436,null,1880,null,10905,null,1450,null,9200,null,1515,null,235895,null,10221,null,12300,null,2328,null,2355,null,973,null,13205,null,1817,null,9448,null,1633,null,2821,null,760,null,9264,null,1716,null,45607,null,3996,null,28759,null,2926,null,28718,null,2945,null,27436,null,2628,null,22396,null,2370,null,15835,null,1821,null,17751,null,1766,null,4020503,null,20323,null,1937051,null,12428,null,118744,null,3509,null,22002,null,2176,null,138557,null,4512,null,67931,null,4304,null,25185,null,1932,null,49410,null,2698,null,164047,null,4726,null,311711,null,4561,null,345805,null,3485,null,295660,null,3407,null,204489,null,2582,null,112709,null,1956,null,80801,null,1867,null,2083452,null,11750,null,111383,null,3189,null,21317,null,2245,null,129425,null,4522,null,68888,null,3280,null,21251,null,2154,null,46769,null,2478,null,150472,null,4572,null,331821,null,4252,null,378835,null,4285,null,334612,null,2881,null,231640,null,2860,null,140266,null,2353,null,116773,null,2734,null,0400000US06,California,06
129839,null,3294,null,15781,null,3405,null,6655,null,1754,null,435,null,369,null,104,null,182,null,676,null,464,null,417,null,397,null,0,null,275,null,285,null,311,null,1335,null,588,null,1215,null,531,null,595,null,534,null,896,null,536,null,267,null,296,null,371,null,297,null,59,null,100,null,9126,null,2075,null,363,null,393,null,0,null,275,null,670,null,516,null,471,null,315,null,200,null,204,null,589,null,406,null,2593,null,744,null,1380,null,706,null,634,null,366,null,924,null,581,null,273,null,243,null,484,null,478,null,545,null,429,null,114058,null,3841,null,51963,null,2634,null,3212,null,775,null,945,null,538,null,4922,null,962,null,1217,null,548,null,226,null,207,null,998,null,449,null,4647,null,1050,null,9809,null,1428,null,11227,null,1230,null,7393,null,1056,null,4034,null,733,null,1857,null,688,null,1476,null,575,null,62095,null,2442,null,5451,null,843,null,646,null,382,null,5115,null,987,null,1409,null,641,null,591,null,320,null,1236,null,419,null,3900,null,864,null,11280,null,1179,null,11657,null,1181,null,9893,null,1121,null,6157,null,801,null,2589,null,604,null,2171,null,545,null,0400000US08,Colorado,08
114351,null,2435,null,10643,null,3022,null,5165,null,1707,null,464,null,425,null,181,null,272,null,664,null,509,null,296,null,351,null,102,null,172,null,73,null,112,null,919,null,469,null,752,null,449,null,725,null,500,null,674,null,442,null,315,null,254,null,0,null,273,null,0,null,273,null,5478,null,1632,null,372,null,236,null,84,null,136,null,562,null,407,null,51,null,86,null,313,null,328,null,233,null,218,null,474,null,299,null,1361,null,615,null,930,null,550,null,465,null,353,null,564,null,369,null,0,null,273,null,69,null,114,null,103708,null,3288,null,51663,null,2026,null,4080,null,669,null,550,null,305,null,3777,null,765,null,2457,null,752,null,773,null,348,null,912,null,466,null,2625,null,537,null,10475,null,782,null,10963,null,926,null,7511,null,688,null,4037,null,501,null,2437,null,617,null,1066,null,421,null,52045,null,2088,null,3648,null,665,null,566,null,301,null,4682,null,628,null,2019,null,606,null,609,null,408,null,993,null,434,null,3089,null,574,null,10786,null,1045,null,10443,null,789,null,7337,null,573,null,4117,null,609,null,2162,null,595,null,1594,null,482,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
404755,null,5458,null,42769,null,5876,null,19395,null,3378,null,1948,null,793,null,467,null,463,null,1323,null,808,null,964,null,493,null,57,null,90,null,615,null,291,null,4052,null,1158,null,2048,null,776,null,2605,null,1042,null,2640,null,963,null,1388,null,819,null,689,null,427,null,599,null,442,null,23374,null,3673,null,1297,null,769,null,336,null,423,null,1875,null,750,null,611,null,410,null,376,null,270,null,881,null,586,null,4757,null,1100,null,3865,null,1208,null,3152,null,998,null,2664,null,996,null,1602,null,735,null,1097,null,586,null,861,null,357,null,361986,null,7832,null,170174,null,4147,null,10464,null,1473,null,2401,null,835,null,15023,null,1720,null,6607,null,1505,null,3198,null,927,null,4297,null,1083,null,13007,null,1539,null,27843,null,1654,null,32376,null,1586,null,24685,null,1784,null,16609,null,1139,null,9695,null,1108,null,3969,null,1163,null,191812,null,5419,null,12064,null,1522,null,3219,null,948,null,14781,null,1832,null,5485,null,1011,null,1551,null,540,null,4316,null,1053,null,10063,null,1249,null,31350,null,2272,null,39140,null,2260,null,30577,null,1862,null,21260,null,1488,null,12704,null,1453,null,5302,null,889,null,0400000US12,Florida,12
