B18020F_001E,B18020F_001EA,B18020F_001M,B18020F_001MA,B18020F_002E,B18020F_002EA,B18020F_002M,B18020F_002MA,B18020F_003E,B18020F_003EA,B18020F_003M,B18020F_003MA,B18020F_004E,B18020F_004EA,B18020F_004M,B18020F_004MA,B18020F_005E,B18020F_005EA,B18020F_005M,B18020F_005MA,B18020F_006E,B18020F_006EA,B18020F_006M,B18020F_006MA,B18020F_007E,B18020F_007EA,B18020F_007M,B18020F_007MA,B18020F_008E,B18020F_008EA,B18020F_008M,B18020F_008MA,B18020F_009E,B18020F_009EA,B18020F_009M,B18020F_009MA,B18020F_010E,B18020F_010EA,B18020F_010M,B18020F_010MA,B18020F_011E,B18020F_011EA,B18020F_011M,B18020F_011MA,B18020F_012E,B18020F_012EA,B18020F_012M,B18020F_012MA,B18020F_013E,B18020F_013EA,B18020F_013M,B18020F_013MA,B18020F_014E,B18020F_014EA,B18020F_014M,B18020F_014MA,B18020F_015E,B18020F_015EA,B18020F_015M,B18020F_015MA,B18020F_016E,B18020F_016EA,B18020F_016M,B18020F_016MA,B18020F_017E,B18020F_017EA,B18020F_017M,B18020F_017MA,B18020F_018E,B18020F_018EA,B18020F_018M,B18020F_018MA,B18020F_019E,B18020F_019EA,B18020F_019M,B18020F_019MA,B18020F_020E,B18020F_020EA,B18020F_020M,B18020F_020MA,B18020F_021E,B18020F_021EA,B18020F_021M,B18020F_021MA,B18020F_022E,B18020F_022EA,B18020F_022M,B18020F_022MA,B18020F_023E,B18020F_023EA,B18020F_023M,B18020F_023MA,B18020F_024E,B18020F_024EA,B18020F_024M,B18020F_024MA,B18020F_025E,B18020F_025EA,B18020F_025M,B18020F_025MA,B18020F_026E,B18020F_026EA,B18020F_026M,B18020F_026MA,B18020F_027E,B18020F_027EA,B18020F_027M,B18020F_027MA,B18020F_028E,B18020F_028EA,B18020F_028M,B18020F_028MA,B18020F_029E,B18020F_029EA,B18020F_029M,B18020F_029MA,B18020F_030E,B18020F_030EA,B18020F_030M,B18020F_030MA,B18020F_031E,B18020F_031EA,B18020F_031M,B18020F_031MA,GEO_ID,NAME,state
22492,null,2573,null,1298,null,502,null,669,null,406,null,133,null,156,null,133,null,156,null,0,null,267,null,536,null,375,null,368,null,360,null,168,null,170,null,629,null,375,null,112,null,141,null,15,null,26,null,97,null,132,null,517,null,398,null,272,null,311,null,245,null,192,null,21194,null,2495,null,12582,null,1810,null,6994,null,1336,null,6540,null,1276,null,454,null,248,null,5588,null,1264,null,5205,null,1282,null,383,null,265,null,8612,null,1152,null,5012,null,966,null,1671,null,562,null,3341,null,748,null,3600,null,726,null,2181,null,796,null,1419,null,559,null,0400000US01,Alabama,01
10051,null,1954,null,1755,null,845,null,904,null,467,null,380,null,360,null,301,null,350,null,79,null,124,null,524,null,377,null,472,null,356,null,52,null,70,null,851,null,616,null,409,null,402,null,87,null,159,null,322,null,378,null,442,null,433,null,57,null,91,null,385,null,425,null,8296,null,1867,null,4787,null,1294,null,1913,null,846,null,1093,null,553,null,820,null,718,null,2874,null,839,null,2336,null,776,null,538,null,394,null,3509,null,985,null,1882,null,686,null,1310,null,567,null,572,null,453,null,1627,null,629,null,1334,null,527,null,293,null,329,null,0400000US02,Alaska,02
425737,null,13165,null,38645,null,3282,null,18641,null,2192,null,5313,null,1191,null,2728,null,800,null,2585,null,997,null,13328,null,2056,null,5013,null,1358,null,8315,null,1645,null,20004,null,2429,null,4986,null,1422,null,1530,null,669,null,3456,null,1183,null,15018,null,1955,null,5205,null,1141,null,9813,null,1723,null,387092,null,13155,null,203196,null,8569,null,112614,null,5869,null,89981,null,5609,null,22633,null,2577,null,90582,null,5358,null,81269,null,4952,null,9313,null,1749,null,183896,null,6510,null,101061,null,4696,null,51600,null,3717,null,49461,null,4241,null,82835,null,3842,null,55756,null,3376,null,27079,null,2432,null,0400000US04,Arizona,04
37949,null,3581,null,3517,null,971,null,1982,null,739,null,569,null,361,null,196,null,155,null,373,null,339,null,1413,null,630,null,910,null,493,null,503,null,426,null,1535,null,733,null,417,null,383,null,0,null,267,null,417,null,383,null,1118,null,612,null,167,null,282,null,951,null,505,null,34432,null,3251,null,18342,null,2459,null,11907,null,2009,null,8266,null,1466,null,3641,null,1635,null,6435,null,1225,null,5702,null,1090,null,733,null,536,null,16090,null,1693,null,10371,null,1152,null,4545,null,1026,null,5826,null,1137,null,5719,null,1018,null,3627,null,921,null,2092,null,648,null,0400000US05,Arkansas,05
3963704,null,43277,null,334792,null,12057,null,164662,null,7896,null,51175,null,4156,null,22447,null,2825,null,28728,null,3355,null,113487,null,6613,null,49807,null,4460,null,63680,null,5156,null,170130,null,7747,null,45115,null,3895,null,17826,null,2647,null,27289,null,2534,null,125015,null,6332,null,36672,null,2960,null,88343,null,5694,null,3628912,null,42870,null,1882740,null,24139,null,1009651,null,18543,null,753675,null,16216,null,255976,null,8414,null,873089,null,14263,null,770506,null,13909,null,102583,null,5368,null,1746172,null,23306,null,926785,null,15046,null,496440,null,9775,null,430345,null,10878,null,819387,null,13062,null,517620,null,12847,null,301767,null,9869,null,0400000US06,California,06
193174,null,9779,null,22273,null,2820,null,10260,null,1976,null,2554,null,1072,null,867,null,524,null,1687,null,942,null,7706,null,1482,null,3144,null,993,null,4562,null,1143,null,12013,null,2065,null,3247,null,1094,null,972,null,603,null,2275,null,926,null,8766,null,1599,null,3103,null,966,null,5663,null,1268,null,170901,null,8795,null,89745,null,5904,null,48641,null,4394,null,38509,null,4002,null,10132,null,1900,null,41104,null,3133,null,37122,null,2700,null,3982,null,1201,null,81156,null,4434,null,40484,null,2675,null,23174,null,2339,null,17310,null,1599,null,40672,null,3104,null,29119,null,2961,null,11553,null,1687,null,0400000US08,Colorado,08
129045,null,7326,null,15884,null,2123,null,6435,null,1535,null,2931,null,961,null,897,null,544,null,2034,null,801,null,3504,null,986,null,1354,null,784,null,2150,null,681,null,9449,null,1395,null,2013,null,757,null,554,null,340,null,1459,null,662,null,7436,null,1277,null,1735,null,701,null,5701,null,1106,null,113161,null,7303,null,58182,null,4699,null,30530,null,3538,null,22306,null,3256,null,8224,null,1674,null,27652,null,2530,null,24642,null,2526,null,3010,null,1029,null,54979,null,4048,null,28599,null,2555,null,17389,null,2503,null,11210,null,1706,null,26380,null,2411,null,19895,null,2338,null,6485,null,1429,null,0400000US09,Connecticut,09
10910,null,1517,null,949,null,463,null,223,null,191,null,0,null,261,null,0,null,261,null,0,null,261,null,223,null,191,null,72,null,97,null,151,null,154,null,726,null,401,null,77,null,96,null,28,null,49,null,49,null,83,null,649,null,399,null,256,null,259,null,393,null,306,null,9961,null,1459,null,6221,null,920,null,3664,null,687,null,2976,null,597,null,688,null,404,null,2557,null,654,null,2189,null,613,null,368,null,245,null,3740,null,938,null,2455,null,683,null,1046,null,415,null,1409,null,627,null,1285,null,674,null,690,null,394,null,595,null,424,null,0400000US10,Delaware,10
19791,null,2700,null,1313,null,677,null,178,null,223,null,0,null,300,null,0,null,300,null,0,null,300,null,178,null,223,null,124,null,206,null,54,null,88,null,1135,null,652,null,224,null,280,null,69,null,122,null,155,null,255,null,911,null,680,null,399,null,465,null,512,null,432,null,18478,null,2577,null,10961,null,1830,null,6706,null,1398,null,4772,null,1184,null,1934,null,873,null,4255,null,1052,null,3235,null,1096,null,1020,null,713,null,7517,null,1517,null,3977,null,845,null,2742,null,793,null,1235,null,771,null,3540,null,1081,null,2785,null,876,null,755,null,743,null,0400000US11,District of Columbia,11
503953,null,16723,null,44444,null,4564,null,20933,null,2786,null,8008,null,1778,null,3187,null,1120,null,4821,null,1397,null,12925,null,1999,null,6780,null,1507,null,6145,null,1378,null,23511,null,2940,null,6670,null,1521,null,3144,null,1199,null,3526,null,1036,null,16841,null,2630,null,6945,null,1719,null,9896,null,1970,null,459509,null,16361,null,250961,null,10514,null,141058,null,7501,null,112713,null,6904,null,28345,null,3866,null,109903,null,6146,null,94487,null,5899,null,15416,null,2400,null,208548,null,9033,null,106773,null,5744,null,62101,null,4306,null,44672,null,4402,null,101775,null,5226,null,69872,null,4392,null,31903,null,3325,null,0400000US12,Florida,12
