B17001F_001E,B17001F_001EA,B17001F_001M,B17001F_001MA,B17001F_002E,B17001F_002EA,B17001F_002M,B17001F_002MA,B17001F_003E,B17001F_003EA,B17001F_003M,B17001F_003MA,B17001F_004E,B17001F_004EA,B17001F_004M,B17001F_004MA,B17001F_005E,B17001F_005EA,B17001F_005M,B17001F_005MA,B17001F_006E,B17001F_006EA,B17001F_006M,B17001F_006MA,B17001F_007E,B17001F_007EA,B17001F_007M,B17001F_007MA,B17001F_008E,B17001F_008EA,B17001F_008M,B17001F_008MA,B17001F_009E,B17001F_009EA,B17001F_009M,B17001F_009MA,B17001F_010E,B17001F_010EA,B17001F_010M,B17001F_010MA,B17001F_011E,B17001F_011EA,B17001F_011M,B17001F_011MA,B17001F_012E,B17001F_012EA,B17001F_012M,B17001F_012MA,B17001F_013E,B17001F_013EA,B17001F_013M,B17001F_013MA,B17001F_014E,B17001F_014EA,B17001F_014M,B17001F_014MA,B17001F_015E,B17001F_015EA,B17001F_015M,B17001F_015MA,B17001F_016E,B17001F_016EA,B17001F_016M,B17001F_016MA,B17001F_017E,B17001F_017EA,B17001F_017M,B17001F_017MA,B17001F_018E,B17001F_018EA,B17001F_018M,B17001F_018MA,B17001F_019E,B17001F_019EA,B17001F_019M,B17001F_019MA,B17001F_020E,B17001F_020EA,B17001F_020M,B17001F_020MA,B17001F_021E,B17001F_021EA,B17001F_021M,B17001F_021MA,B17001F_022E,B17001F_022EA,B17001F_022M,B17001F_022MA,B17001F_023E,B17001F_023EA,B17001F_023M,B17001F_023MA,B17001F_024E,B17001F_024EA,B17001F_024M,B17001F_024MA,B17001F_025E,B17001F_025EA,B17001F_025M,B17001F_025MA,B17001F_026E,B17001F_026EA,B17001F_026M,B17001F_026MA,B17001F_027E,B17001F_027EA,B17001F_027M,B17001F_027MA,B17001F_028E,B17001F_028EA,B17001F_028M,B17001F_028MA,B17001F_029E,B17001F_029EA,B17001F_029M,B17001F_029MA,B17001F_030E,B17001F_030EA,B17001F_030M,B17001F_030MA,B17001F_031E,B17001F_031EA,B17001F_031M,B17001F_031MA,B17001F_032E,B17001F_032EA,B17001F_032M,B17001F_032MA,B17001F_033E,B17001F_033EA,B17001F_033M,B17001F_033MA,B17001F_034E,B17001F_034EA,B17001F_034M,B17001F_034MA,B17001F_035E,B17001F_035EA,B17001F_035M,B17001F_035MA,B17001F_036E,B17001F_036EA,B17001F_036M,B17001F_036MA,B17001F_037E,B17001F_037EA,B17001F_037M,B17001F_037MA,B17001F_038E,B17001F_038EA,B17001F_038M,B17001F_038MA,B17001F_039E,B17001F_039EA,B17001F_039M,B17001F_039MA,B17001F_040E,B17001F_040EA,B17001F_040M,B17001F_040MA,B17001F_041E,B17001F_041EA,B17001F_041M,B17001F_041MA,B17001F_042E,B17001F_042EA,B17001F_042M,B17001F_042MA,B17001F_043E,B17001F_043EA,B17001F_043M,B17001F_043MA,B17001F_044E,B17001F_044EA,B17001F_044M,B17001F_044MA,B17001F_045E,B17001F_045EA,B17001F_045M,B17001F_045MA,B17001F_046E,B17001F_046EA,B17001F_046M,B17001F_046MA,B17001F_047E,B17001F_047EA,B17001F_047M,B17001F_047MA,B17001F_048E,B17001F_048EA,B17001F_048M,B17001F_048MA,B17001F_049E,B17001F_049EA,B17001F_049M,B17001F_049MA,B17001F_050E,B17001F_050EA,B17001F_050M,B17001F_050MA,B17001F_051E,B17001F_051EA,B17001F_051M,B17001F_051MA,B17001F_052E,B17001F_052EA,B17001F_052M,B17001F_052MA,B17001F_053E,B17001F_053EA,B17001F_053M,B17001F_053MA,B17001F_054E,B17001F_054EA,B17001F_054M,B17001F_054MA,B17001F_055E,B17001F_055EA,B17001F_055M,B17001F_055MA,B17001F_056E,B17001F_056EA,B17001F_056M,B17001F_056MA,B17001F_057E,B17001F_057EA,B17001F_057M,B17001F_057MA,B17001F_058E,B17001F_058EA,B17001F_058M,B17001F_058MA,B17001F_059E,B17001F_059EA,B17001F_059M,B17001F_059MA,GEO_ID,NAME,state
34116,null,3618,null,8760,null,2494,null,4582,null,1224,null,1083,null,483,null,153,null,209,null,253,null,171,null,333,null,295,null,0,null,267,null,223,null,173,null,227,null,198,null,904,null,471,null,1006,null,455,null,239,null,275,null,0,null,267,null,161,null,274,null,0,null,267,null,4178,null,1453,null,587,null,405,null,111,null,120,null,1004,null,509,null,213,null,154,null,185,null,142,null,167,null,200,null,347,null,220,null,893,null,456,null,656,null,360,null,0,null,267,null,15,null,25,null,0,null,267,null,0,null,267,null,25356,null,3142,null,14230,null,2121,null,1263,null,620,null,183,null,231,null,797,null,518,null,733,null,613,null,502,null,516,null,169,null,200,null,1574,null,609,null,3871,null,838,null,2374,null,926,null,2173,null,743,null,591,null,424,null,0,null,267,null,0,null,267,null,11126,null,1765,null,1395,null,675,null,293,null,246,null,1036,null,423,null,905,null,392,null,211,null,217,null,523,null,323,null,1091,null,468,null,2004,null,637,null,2561,null,709,null,523,null,358,null,362,null,296,null,159,null,166,null,63,null,65,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
664194,null,21347,null,149749,null,14873,null,70275,null,7137,null,12369,null,2306,null,2243,null,1074,null,10914,null,2092,null,5963,null,1685,null,1508,null,679,null,3146,null,993,null,6388,null,1239,null,10795,null,2132,null,7567,null,1834,null,5483,null,1485,null,1582,null,804,null,1606,null,608,null,711,null,414,null,79474,null,9124,null,13367,null,2317,null,1782,null,876,null,11959,null,2450,null,4072,null,1091,null,1028,null,604,null,2511,null,903,null,11512,null,2655,null,14723,null,2390,null,9938,null,1937,null,3872,null,1048,null,2782,null,809,null,1394,null,555,null,534,null,325,null,514445,null,18791,null,272835,null,11131,null,26787,null,3206,null,3779,null,963,null,26687,null,2708,null,13707,null,2217,null,5252,null,1232,null,8617,null,1643,null,32159,null,3145,null,56504,null,4094,null,45589,null,3760,null,28684,null,2910,null,15217,null,1667,null,6540,null,1074,null,3313,null,1031,null,241610,null,10511,null,22633,null,3143,null,4066,null,1095,null,27877,null,2914,null,13328,null,1891,null,3632,null,1143,null,7724,null,1345,null,25913,null,2383,null,43341,null,3199,null,36931,null,2758,null,31788,null,2344,null,12629,null,1697,null,7695,null,1129,null,4053,null,972,null,0400000US04,Arizona,04
62304,null,5823,null,19568,null,4150,null,8613,null,2271,null,1905,null,1133,null,329,null,281,null,1298,null,505,null,668,null,658,null,405,null,380,null,355,null,247,null,1209,null,735,null,722,null,571,null,849,null,529,null,456,null,305,null,307,null,434,null,110,null,201,null,0,null,267,null,10955,null,2443,null,1614,null,849,null,80,null,109,null,3136,null,1148,null,436,null,210,null,179,null,200,null,438,null,327,null,1100,null,484,null,2474,null,878,null,671,null,379,null,321,null,293,null,76,null,132,null,430,null,329,null,0,null,267,null,42736,null,5200,null,24963,null,3123,null,3243,null,1042,null,558,null,459,null,2885,null,929,null,793,null,443,null,610,null,452,null,964,null,512,null,2795,null,735,null,6280,null,1326,null,2923,null,856,null,2378,null,891,null,935,null,491,null,186,null,211,null,413,null,471,null,17773,null,2655,null,2398,null,825,null,625,null,518,null,1523,null,667,null,553,null,357,null,54,null,93,null,667,null,322,null,2960,null,718,null,3081,null,739,null,2700,null,788,null,2327,null,760,null,742,null,432,null,65,null,95,null,78,null,156,null,0400000US05,Arkansas,05
5960575,null,64990,null,1067522,null,31579,null,488302,null,15962,null,75825,null,5023,null,10587,null,1769,null,83671,null,5566,null,37470,null,3596,null,16243,null,2239,null,22430,null,2656,null,51078,null,4273,null,71056,null,5068,null,56989,null,3481,null,34509,null,3623,null,15343,null,2299,null,8131,null,1386,null,4970,null,1298,null,579220,null,18983,null,72005,null,5473,null,12735,null,1824,null,72845,null,5535,null,36983,null,2821,null,12529,null,1846,null,27213,null,2820,null,72540,null,5104,null,103833,null,4956,null,80810,null,4374,null,42088,null,3612,null,21847,null,2893,null,12948,null,1408,null,10844,null,1805,null,4893053,null,63346,null,2566189,null,35088,null,216493,null,8209,null,38253,null,3299,null,238772,null,8870,null,131151,null,5617,null,46433,null,3739,null,85121,null,4064,null,322630,null,9101,null,508051,null,12394,null,445482,null,9862,null,293543,null,7359,null,142156,null,5560,null,61061,null,3346,null,37043,null,2819,null,2326864,null,34478,null,203924,null,8087,null,35999,null,3377,null,230351,null,7833,null,126676,null,6252,null,43999,null,3260,null,84004,null,4441,null,272820,null,8258,null,405280,null,9129,null,366384,null,8510,null,284889,null,7039,null,148337,null,6028,null,67942,null,3304,null,56259,null,3360,null,0400000US06,California,06
292913,null,14061,null,65788,null,7608,null,31130,null,4236,null,6021,null,1569,null,980,null,615,null,4294,null,1197,null,2320,null,1046,null,658,null,367,null,1981,null,693,null,2353,null,800,null,5346,null,1513,null,2599,null,1012,null,2266,null,945,null,1284,null,529,null,565,null,327,null,463,null,495,null,34658,null,4602,null,3612,null,1154,null,1284,null,731,null,5168,null,1525,null,1712,null,688,null,836,null,544,null,1242,null,671,null,4454,null,1028,null,5675,null,1486,null,5178,null,1387,null,2896,null,961,null,1714,null,609,null,659,null,419,null,228,null,148,null,227125,null,12827,null,119932,null,7477,null,9652,null,1450,null,2267,null,778,null,10615,null,1858,null,5562,null,1242,null,2216,null,731,null,2911,null,668,null,13706,null,2073,null,25113,null,3221,null,19340,null,2418,null,16260,null,2066,null,7061,null,1210,null,3656,null,772,null,1573,null,478,null,107193,null,6510,null,8518,null,1503,null,1826,null,730,null,12235,null,2090,null,5127,null,1104,null,1173,null,424,null,3074,null,901,null,9073,null,1547,null,20007,null,2274,null,18042,null,1978,null,14662,null,1768,null,6946,null,1118,null,3995,null,928,null,2515,null,665,null,0400000US08,Colorado,08
181538,null,9683,null,41016,null,4504,null,17070,null,2670,null,3141,null,948,null,817,null,469,null,2017,null,908,null,1532,null,699,null,206,null,246,null,1246,null,514,null,1594,null,766,null,2603,null,1132,null,1445,null,711,null,1114,null,567,null,864,null,497,null,442,null,359,null,49,null,82,null,23946,null,2916,null,1776,null,770,null,522,null,362,null,1903,null,732,null,2035,null,661,null,207,null,139,null,1340,null,510,null,3146,null,1008,null,4036,null,1197,null,4211,null,926,null,2273,null,759,null,1184,null,525,null,1011,null,548,null,302,null,258,null,140522,null,8697,null,72841,null,4413,null,4084,null,1038,null,947,null,528,null,5928,null,1454,null,3096,null,995,null,932,null,539,null,2685,null,828,null,9132,null,1682,null,15774,null,2315,null,14801,null,1926,null,8689,null,1499,null,4298,null,937,null,1482,null,578,null,993,null,490,null,67681,null,5443,null,6152,null,1155,null,615,null,409,null,6532,null,1557,null,3022,null,995,null,1184,null,595,null,1672,null,594,null,6261,null,1134,null,13455,null,1981,null,12625,null,1511,null,8753,null,1552,null,4770,null,1094,null,1892,null,748,null,748,null,434,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
728387,null,25301,null,133205,null,12713,null,61907,null,7540,null,10310,null,2602,null,1849,null,902,null,8014,null,2073,null,3562,null,1168,null,1061,null,552,null,2334,null,830,null,7355,null,1662,null,9503,null,2339,null,7416,null,1787,null,4357,null,1376,null,3392,null,991,null,1368,null,571,null,1386,null,733,null,71298,null,6998,null,7945,null,1830,null,1191,null,544,null,6754,null,1645,null,4090,null,1216,null,1195,null,628,null,3967,null,843,null,10150,null,1816,null,12225,null,2306,null,10412,null,1792,null,5763,null,1642,null,3104,null,937,null,2608,null,868,null,1894,null,826,null,595182,null,22065,null,324707,null,13465,null,26222,null,3148,null,3687,null,1151,null,27534,null,3004,null,14814,null,2518,null,4375,null,1027,null,10382,null,1496,null,41748,null,3411,null,77383,null,5688,null,56612,null,4759,null,34697,null,2991,null,16620,null,2191,null,7594,null,1623,null,3039,null,885,null,270475,null,12042,null,23734,null,3006,null,3404,null,937,null,27355,null,3215,null,13105,null,2142,null,3740,null,1014,null,8573,null,1743,null,29358,null,3156,null,48296,null,3227,null,46079,null,3534,null,33248,null,3013,null,20106,null,2588,null,8541,null,1865,null,4936,null,1295,null,0400000US12,Florida,12
