B23002B_001E,B23002B_001EA,B23002B_001M,B23002B_001MA,B23002B_002E,B23002B_002EA,B23002B_002M,B23002B_002MA,B23002B_003E,B23002B_003EA,B23002B_003M,B23002B_003MA,B23002B_004E,B23002B_004EA,B23002B_004M,B23002B_004MA,B23002B_005E,B23002B_005EA,B23002B_005M,B23002B_005MA,B23002B_006E,B23002B_006EA,B23002B_006M,B23002B_006MA,B23002B_007E,B23002B_007EA,B23002B_007M,B23002B_007MA,B23002B_008E,B23002B_008EA,B23002B_008M,B23002B_008MA,B23002B_009E,B23002B_009EA,B23002B_009M,B23002B_009MA,B23002B_010E,B23002B_010EA,B23002B_010M,B23002B_010MA,B23002B_011E,B23002B_011EA,B23002B_011M,B23002B_011MA,B23002B_012E,B23002B_012EA,B23002B_012M,B23002B_012MA,B23002B_013E,B23002B_013EA,B23002B_013M,B23002B_013MA,B23002B_014E,B23002B_014EA,B23002B_014M,B23002B_014MA,B23002B_015E,B23002B_015EA,B23002B_015M,B23002B_015MA,B23002B_016E,B23002B_016EA,B23002B_016M,B23002B_016MA,B23002B_017E,B23002B_017EA,B23002B_017M,B23002B_017MA,B23002B_018E,B23002B_018EA,B23002B_018M,B23002B_018MA,B23002B_019E,B23002B_019EA,B23002B_019M,B23002B_019MA,B23002B_020E,B23002B_020EA,B23002B_020M,B23002B_020MA,B23002B_021E,B23002B_021EA,B23002B_021M,B23002B_021MA,B23002B_022E,B23002B_022EA,B23002B_022M,B23002B_022MA,B23002B_023E,B23002B_023EA,B23002B_023M,B23002B_023MA,B23002B_024E,B23002B_024EA,B23002B_024M,B23002B_024MA,B23002B_025E,B23002B_025EA,B23002B_025M,B23002B_025MA,B23002B_026E,B23002B_026EA,B23002B_026M,B23002B_026MA,B23002B_027E,B23002B_027EA,B23002B_027M,B23002B_027MA,B23002B_028E,B23002B_028EA,B23002B_028M,B23002B_028MA,B23002B_029E,B23002B_029EA,B23002B_029M,B23002B_029MA,B23002B_030E,B23002B_030EA,B23002B_030M,B23002B_030MA,B23002B_031E,B23002B_031EA,B23002B_031M,B23002B_031MA,B23002B_032E,B23002B_032EA,B23002B_032M,B23002B_032MA,B23002B_033E,B23002B_033EA,B23002B_033M,B23002B_033MA,B23002B_034E,B23002B_034EA,B23002B_034M,B23002B_034MA,B23002B_035E,B23002B_035EA,B23002B_035M,B23002B_035MA,B23002B_036E,B23002B_036EA,B23002B_036M,B23002B_036MA,B23002B_037E,B23002B_037EA,B23002B_037M,B23002B_037MA,B23002B_038E,B23002B_038EA,B23002B_038M,B23002B_038MA,B23002B_039E,B23002B_039EA,B23002B_039M,B23002B_039MA,B23002B_040E,B23002B_040EA,B23002B_040M,B23002B_040MA,B23002B_041E,B23002B_041EA,B23002B_041M,B23002B_041MA,B23002B_042E,B23002B_042EA,B23002B_042M,B23002B_042MA,B23002B_043E,B23002B_043EA,B23002B_043M,B23002B_043MA,B23002B_044E,B23002B_044EA,B23002B_044M,B23002B_044MA,B23002B_045E,B23002B_045EA,B23002B_045M,B23002B_045MA,B23002B_046E,B23002B_046EA,B23002B_046M,B23002B_046MA,B23002B_047E,B23002B_047EA,B23002B_047M,B23002B_047MA,B23002B_048E,B23002B_048EA,B23002B_048M,B23002B_048MA,B23002B_049E,B23002B_049EA,B23002B_049M,B23002B_049MA,B23002B_050E,B23002B_050EA,B23002B_050M,B23002B_050MA,B23002B_051E,B23002B_051EA,B23002B_051M,B23002B_051MA,B23002B_052E,B23002B_052EA,B23002B_052M,B23002B_052MA,B23002B_053E,B23002B_053EA,B23002B_053M,B23002B_053MA,B23002B_054E,B23002B_054EA,B23002B_054M,B23002B_054MA,B23002B_055E,B23002B_055EA,B23002B_055M,B23002B_055MA,B23002B_056E,B23002B_056EA,B23002B_056M,B23002B_056MA,B23002B_057E,B23002B_057EA,B23002B_057M,B23002B_057MA,B23002B_058E,B23002B_058EA,B23002B_058M,B23002B_058MA,B23002B_059E,B23002B_059EA,B23002B_059M,B23002B_059MA,B23002B_060E,B23002B_060EA,B23002B_060M,B23002B_060MA,B23002B_061E,B23002B_061EA,B23002B_061M,B23002B_061MA,B23002B_062E,B23002B_062EA,B23002B_062M,B23002B_062MA,B23002B_063E,B23002B_063EA,B23002B_063M,B23002B_063MA,B23002B_064E,B23002B_064EA,B23002B_064M,B23002B_064MA,B23002B_065E,B23002B_065EA,B23002B_065M,B23002B_065MA,B23002B_066E,B23002B_066EA,B23002B_066M,B23002B_066MA,B23002B_067E,B23002B_067EA,B23002B_067M,B23002B_067MA,B23002B_068E,B23002B_068EA,B23002B_068M,B23002B_068MA,B23002B_069E,B23002B_069EA,B23002B_069M,B23002B_069MA,B23002B_070E,B23002B_070EA,B23002B_070M,B23002B_070MA,B23002B_071E,B23002B_071EA,B23002B_071M,B23002B_071MA,B23002B_072E,B23002B_072EA,B23002B_072M,B23002B_072MA,B23002B_073E,B23002B_073EA,B23002B_073M,B23002B_073MA,B23002B_074E,B23002B_074EA,B23002B_074M,B23002B_074MA,B23002B_075E,B23002B_075EA,B23002B_075M,B23002B_075MA,B23002B_076E,B23002B_076EA,B23002B_076M,B23002B_076MA,B23002B_077E,B23002B_077EA,B23002B_077M,B23002B_077MA,B23002B_078E,B23002B_078EA,B23002B_078M,B23002B_078MA,B23002B_079E,B23002B_079EA,B23002B_079M,B23002B_079MA,GEO_ID,NAME,state
907216,null,4565,null,411650,null,3505,null,47457,null,2961,null,18606,null,1853,null,500,null,578,null,18106,null,1843,null,10764,null,1563,null,7342,null,1336,null,28851,null,2819,null,45894,null,2552,null,32214,null,2551,null,231,null,256,null,31983,null,2527,null,24917,null,2848,null,7066,null,1608,null,13680,null,2000,null,227493,null,3526,null,168101,null,4772,null,1373,null,735,null,166728,null,4858,null,150447,null,4546,null,16281,null,2966,null,59392,null,3878,null,47861,null,1516,null,23055,null,1767,null,0,null,267,null,23055,null,1767,null,21874,null,1848,null,1181,null,646,null,24806,null,1778,null,15772,null,1569,null,3278,null,687,null,3047,null,662,null,231,null,180,null,12494,null,1579,null,27173,null,1848,null,2464,null,778,null,2426,null,771,null,38,null,63,null,24709,null,1755,null,495566,null,3266,null,40400,null,2539,null,14020,null,1941,null,20,null,23,null,14000,null,1938,null,9299,null,1621,null,4701,null,1014,null,26380,null,2357,null,53163,null,2251,null,38235,null,2485,null,147,null,216,null,38088,null,2465,null,29363,null,2372,null,8725,null,1338,null,14928,null,2447,null,270875,null,2670,null,201370,null,4488,null,429,null,371,null,200941,null,4462,null,183404,null,4418,null,17537,null,2305,null,69505,null,4091,null,59657,null,1181,null,28461,null,1859,null,0,null,267,null,28461,null,1859,null,27568,null,1883,null,893,null,386,null,31196,null,2125,null,20194,null,1405,null,2998,null,855,null,2946,null,853,null,52,null,90,null,17196,null,1587,null,51277,null,1487,null,2771,null,742,null,2665,null,696,null,106,null,128,null,48506,null,1490,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
158607,null,2970,null,82848,null,2100,null,7895,null,1088,null,3096,null,839,null,127,null,148,null,2969,null,852,null,2329,null,697,null,640,null,401,null,4799,null,1055,null,9016,null,845,null,7037,null,1235,null,485,null,312,null,6552,null,1292,null,5488,null,1318,null,1064,null,634,null,1979,null,971,null,51322,null,1390,null,39518,null,2223,null,781,null,483,null,38737,null,2192,null,34916,null,2159,null,3821,null,1223,null,11804,null,2078,null,8184,null,546,null,4292,null,835,null,0,null,292,null,4292,null,835,null,3871,null,834,null,421,null,281,null,3892,null,748,null,2255,null,632,null,524,null,359,null,431,null,308,null,93,null,153,null,1731,null,633,null,4176,null,658,null,520,null,378,null,488,null,368,null,32,null,56,null,3656,null,630,null,75759,null,1735,null,6629,null,1042,null,2453,null,860,null,0,null,292,null,2453,null,860,null,1762,null,772,null,691,null,405,null,4176,null,1015,null,7617,null,1061,null,4884,null,1132,null,0,null,292,null,4884,null,1132,null,4400,null,1129,null,484,null,311,null,2733,null,1140,null,44462,null,1158,null,33736,null,1990,null,107,null,125,null,33629,null,2013,null,30769,null,1948,null,2860,null,1121,null,10726,null,1850,null,8901,null,495,null,4265,null,957,null,0,null,292,null,4265,null,957,null,4097,null,942,null,168,null,195,null,4636,null,1090,null,2503,null,553,null,692,null,351,null,692,null,351,null,0,null,292,null,1811,null,545,null,5647,null,649,null,243,null,165,null,243,null,165,null,0,null,292,null,5404,null,679,null,0400000US04,Arizona,04
321115,null,2967,null,147674,null,2560,null,15646,null,1899,null,7308,null,1590,null,58,null,95,null,7250,null,1591,null,3473,null,1139,null,3777,null,1322,null,8338,null,1450,null,19322,null,1936,null,13503,null,2226,null,0,null,267,null,13503,null,2226,null,9412,null,2004,null,4091,null,1303,null,5819,null,1607,null,81356,null,2332,null,57820,null,2628,null,900,null,672,null,56920,null,2419,null,49161,null,2561,null,7759,null,1586,null,23536,null,2253,null,16143,null,1026,null,8486,null,1052,null,0,null,267,null,8486,null,1052,null,7543,null,1033,null,943,null,496,null,7657,null,1197,null,5101,null,911,null,1612,null,588,null,1569,null,586,null,43,null,68,null,3489,null,821,null,10106,null,1121,null,1191,null,572,null,1191,null,572,null,0,null,267,null,8915,null,1061,null,173441,null,2176,null,16437,null,1569,null,8327,null,1464,null,0,null,267,null,8327,null,1464,null,6462,null,1276,null,1865,null,871,null,8110,null,1220,null,17453,null,1557,null,12906,null,1872,null,176,null,291,null,12730,null,1877,null,10033,null,1793,null,2697,null,1180,null,4547,null,1093,null,96292,null,2052,null,69032,null,2589,null,259,null,222,null,68773,null,2619,null,62047,null,2626,null,6726,null,1599,null,27260,null,2724,null,19628,null,943,null,9641,null,951,null,0,null,267,null,9641,null,951,null,9197,null,951,null,444,null,301,null,9987,null,1092,null,6286,null,1171,null,1267,null,452,null,1262,null,454,null,5,null,10,null,5019,null,1113,null,17345,null,1257,null,1850,null,640,null,1669,null,618,null,181,null,174,null,15495,null,1435,null,0400000US05,Arkansas,05
1730121,null,7606,null,840017,null,5426,null,84455,null,3393,null,29714,null,3169,null,351,null,285,null,29363,null,3206,null,18203,null,2683,null,11160,null,2235,null,54741,null,3079,null,95861,null,2843,null,66474,null,3334,null,3768,null,1565,null,62706,null,3336,null,47865,null,3619,null,14841,null,2547,null,29387,null,2741,null,482563,null,3806,null,349743,null,6948,null,6224,null,1324,null,343519,null,6908,null,311776,null,7800,null,31743,null,3155,null,132820,null,5774,null,92543,null,1531,null,52940,null,2189,null,72,null,119,null,52868,null,2197,null,49799,null,2293,null,3069,null,714,null,39603,null,2285,null,30337,null,1672,null,9021,null,1335,null,7972,null,1388,null,1049,null,445,null,21316,null,1656,null,54258,null,1939,null,5476,null,907,null,5225,null,920,null,251,null,209,null,48782,null,1929,null,890104,null,5691,null,81096,null,2469,null,30657,null,2497,null,172,null,169,null,30485,null,2492,null,20417,null,2257,null,10068,null,1743,null,50439,null,2623,null,87435,null,2453,null,62257,null,3060,null,1072,null,528,null,61185,null,3082,null,49558,null,2722,null,11627,null,1776,null,25178,null,2705,null,492190,null,3522,null,369173,null,5804,null,700,null,432,null,368473,null,5844,null,339121,null,6342,null,29352,null,3060,null,123017,null,5731,null,107568,null,1781,null,57922,null,2701,null,0,null,292,null,57922,null,2701,null,53839,null,2739,null,4083,null,970,null,49646,null,2931,null,38159,null,2098,null,9603,null,1494,null,8928,null,1466,null,675,null,443,null,28556,null,1878,null,83656,null,2415,null,5468,null,974,null,5262,null,933,null,206,null,213,null,78188,null,2399,null,0400000US06,California,06
136872,null,3053,null,72695,null,2099,null,6821,null,1176,null,3158,null,981,null,83,null,138,null,3075,null,972,null,2146,null,872,null,929,null,422,null,3663,null,976,null,8718,null,1322,null,7094,null,1264,null,281,null,199,null,6813,null,1288,null,6298,null,1325,null,515,null,488,null,1624,null,592,null,44680,null,1704,null,36100,null,1862,null,1235,null,600,null,34865,null,1965,null,31609,null,2070,null,3256,null,1066,null,8580,null,1514,null,7257,null,479,null,5009,null,645,null,0,null,275,null,5009,null,645,null,4655,null,682,null,354,null,303,null,2248,null,635,null,1521,null,585,null,307,null,241,null,307,null,241,null,0,null,275,null,1214,null,561,null,3698,null,655,null,978,null,478,null,978,null,478,null,0,null,275,null,2720,null,609,null,64177,null,1873,null,4921,null,865,null,2160,null,628,null,43,null,70,null,2117,null,624,null,1522,null,522,null,595,null,290,null,2761,null,810,null,6342,null,701,null,3942,null,845,null,53,null,92,null,3889,null,857,null,3149,null,951,null,740,null,524,null,2400,null,700,null,39289,null,1428,null,30677,null,2009,null,307,null,323,null,30370,null,2011,null,29207,null,2024,null,1163,null,472,null,8612,null,1518,null,6353,null,535,null,3450,null,629,null,0,null,275,null,3450,null,629,null,3219,null,647,null,231,null,190,null,2903,null,600,null,1959,null,514,null,162,null,139,null,162,null,139,null,0,null,275,null,1797,null,504,null,5313,null,752,null,385,null,274,null,385,null,274,null,0,null,275,null,4928,null,725,null,0400000US08,Colorado,08
243995,null,3528,null,114270,null,2341,null,12269,null,907,null,5721,null,927,null,171,null,274,null,5550,null,953,null,3539,null,790,null,2011,null,646,null,6548,null,1031,null,12938,null,1044,null,8778,null,1354,null,177,null,211,null,8601,null,1375,null,7130,null,1405,null,1471,null,492,null,4160,null,1086,null,65855,null,1813,null,54004,null,2299,null,342,null,331,null,53662,null,2253,null,48576,null,2525,null,5086,null,1314,null,11851,null,1429,null,12731,null,668,null,7790,null,967,null,0,null,273,null,7790,null,967,null,7478,null,954,null,312,null,308,null,4941,null,1094,null,3992,null,773,null,864,null,452,null,864,null,452,null,0,null,273,null,3128,null,826,null,6485,null,670,null,1143,null,464,null,989,null,418,null,154,null,187,null,5342,null,608,null,129725,null,2354,null,11193,null,1058,null,5648,null,917,null,0,null,273,null,5648,null,917,null,3807,null,845,null,1841,null,588,null,5545,null,972,null,12524,null,878,null,10139,null,959,null,111,null,182,null,10028,null,965,null,7455,null,1041,null,2573,null,751,null,2385,null,685,null,73669,null,1812,null,61729,null,2000,null,0,null,273,null,61729,null,2000,null,56982,null,2054,null,4747,null,1075,null,11940,null,1717,null,16508,null,615,null,10633,null,1226,null,0,null,273,null,10633,null,1226,null,10127,null,1211,null,506,null,391,null,5875,null,1215,null,4978,null,772,null,1001,null,417,null,826,null,424,null,175,null,162,null,3977,null,765,null,10853,null,885,null,1165,null,531,null,1165,null,531,null,0,null,273,null,9688,null,851,null,0400000US09,Connecticut,09
132545,null,1740,null,60573,null,1173,null,6706,null,827,null,2399,null,709,null,0,null,261,null,2399,null,709,null,1340,null,553,null,1059,null,557,null,4307,null,834,null,6939,null,848,null,5410,null,991,null,0,null,261,null,5410,null,991,null,4250,null,866,null,1160,null,565,null,1529,null,502,null,34068,null,1048,null,27637,null,1320,null,337,null,356,null,27300,null,1378,null,25576,null,1528,null,1724,null,809,null,6431,null,1116,null,7143,null,171,null,4033,null,806,null,0,null,261,null,4033,null,806,null,3917,null,804,null,116,null,138,null,3110,null,828,null,2469,null,471,null,564,null,331,null,427,null,298,null,137,null,163,null,1905,null,488,null,3248,null,455,null,252,null,179,null,220,null,172,null,32,null,56,null,2996,null,460,null,71972,null,1228,null,6619,null,876,null,2668,null,912,null,0,null,261,null,2668,null,912,null,1912,null,695,null,756,null,518,null,3951,null,889,null,6992,null,788,null,4879,null,962,null,48,null,89,null,4831,null,972,null,4676,null,1003,null,155,null,167,null,2113,null,760,null,40862,null,879,null,32138,null,1502,null,0,null,261,null,32138,null,1502,null,29947,null,1618,null,2191,null,748,null,8724,null,1394,null,8764,null,210,null,4861,null,779,null,0,null,261,null,4861,null,779,null,4712,null,770,null,149,null,147,null,3903,null,785,null,2784,null,414,null,576,null,342,null,501,null,334,null,75,null,83,null,2208,null,458,null,5951,null,477,null,209,null,160,null,209,null,160,null,0,null,261,null,5742,null,477,null,0400000US10,Delaware,10
255271,null,1807,null,111599,null,1009,null,9244,null,630,null,1870,null,601,null,0,null,300,null,1870,null,601,null,1039,null,520,null,831,null,474,null,7374,null,863,null,10863,null,233,null,7622,null,861,null,378,null,625,null,7244,null,1002,null,4716,null,1128,null,2528,null,844,null,3241,null,852,null,60286,null,642,null,46436,null,1970,null,1441,null,917,null,44995,null,2227,null,38520,null,2376,null,6475,null,1271,null,13850,null,1919,null,14992,null,187,null,8677,null,1096,null,0,null,300,null,8677,null,1096,null,7836,null,1156,null,841,null,397,null,6315,null,1060,null,4954,null,670,null,1529,null,539,null,1485,null,548,null,44,null,76,null,3425,null,624,null,11260,null,654,null,1046,null,410,null,953,null,403,null,93,null,75,null,10214,null,794,null,143672,null,1258,null,10381,null,813,null,3623,null,889,null,0,null,300,null,3623,null,889,null,1833,null,638,null,1790,null,660,null,6758,null,994,null,12882,null,417,null,8887,null,1038,null,537,null,884,null,8350,null,1217,null,6803,null,1281,null,1547,null,598,null,3995,null,1022,null,71486,null,630,null,54660,null,1867,null,69,null,116,null,54591,null,1866,null,47819,null,2319,null,6772,null,1532,null,16826,null,1880,null,20128,null,326,null,10919,null,1354,null,0,null,300,null,10919,null,1354,null,10543,null,1320,null,376,null,269,null,9209,null,1339,null,6403,null,720,null,1595,null,522,null,1595,null,522,null,0,null,300,null,4808,null,660,null,22392,null,794,null,1156,null,613,null,1104,null,610,null,52,null,85,null,21236,null,990,null,0400000US11,District of Columbia,11
2060140,null,10359,null,968423,null,6392,null,106451,null,4983,null,41737,null,3915,null,530,null,361,null,41207,null,3875,null,24733,null,3039,null,16474,null,3127,null,64714,null,4429,null,117729,null,4170,null,79253,null,4404,null,1085,null,542,null,78168,null,4337,null,64838,null,4364,null,13330,null,2456,null,38476,null,4003,null,552240,null,5108,null,425528,null,6437,null,4262,null,1171,null,421266,null,6412,null,387105,null,6938,null,34161,null,3280,null,126712,null,5687,null,104025,null,2085,null,65501,null,3048,null,0,null,303,null,65501,null,3048,null,61953,null,3145,null,3548,null,992,null,38524,null,2749,null,31018,null,2412,null,10127,null,1655,null,9603,null,1663,null,524,null,305,null,20891,null,2029,null,56960,null,2583,null,9154,null,1591,null,8561,null,1491,null,593,null,415,null,47806,null,2603,null,1091717,null,6153,null,99250,null,3611,null,38750,null,3352,null,0,null,303,null,38750,null,3352,null,28009,null,2806,null,10741,null,1769,null,60500,null,4384,null,113595,null,2688,null,81806,null,3707,null,167,null,193,null,81639,null,3685,null,68728,null,3750,null,12911,null,1818,null,31789,null,3078,null,617805,null,5075,null,489230,null,6930,null,839,null,655,null,488391,null,6872,null,453033,null,6995,null,35358,null,3567,null,128575,null,6763,null,125746,null,1997,null,74593,null,3283,null,54,null,89,null,74539,null,3283,null,70419,null,3272,null,4120,null,933,null,51153,null,3093,null,41720,null,2744,null,10169,null,1756,null,9660,null,1754,null,509,null,294,null,31551,null,2538,null,93601,null,3044,null,6211,null,1314,null,6032,null,1311,null,179,null,170,null,87390,null,2784,null,0400000US12,Florida,12
