B17020D_001E,B17020D_001EA,B17020D_001M,B17020D_001MA,B17020D_002E,B17020D_002EA,B17020D_002M,B17020D_002MA,B17020D_003E,B17020D_003EA,B17020D_003M,B17020D_003MA,B17020D_004E,B17020D_004EA,B17020D_004M,B17020D_004MA,B17020D_005E,B17020D_005EA,B17020D_005M,B17020D_005MA,B17020D_006E,B17020D_006EA,B17020D_006M,B17020D_006MA,B17020D_007E,B17020D_007EA,B17020D_007M,B17020D_007MA,B17020D_008E,B17020D_008EA,B17020D_008M,B17020D_008MA,B17020D_009E,B17020D_009EA,B17020D_009M,B17020D_009MA,B17020D_010E,B17020D_010EA,B17020D_010M,B17020D_010MA,B17020D_011E,B17020D_011EA,B17020D_011M,B17020D_011MA,B17020D_012E,B17020D_012EA,B17020D_012M,B17020D_012MA,B17020D_013E,B17020D_013EA,B17020D_013M,B17020D_013MA,B17020D_014E,B17020D_014EA,B17020D_014M,B17020D_014MA,B17020D_015E,B17020D_015EA,B17020D_015M,B17020D_015MA,B17020D_016E,B17020D_016EA,B17020D_016M,B17020D_016MA,B17020D_017E,B17020D_017EA,B17020D_017M,B17020D_017MA,GEO_ID,NAME,state
43441,null,3283,null,5584,null,1751,null,656,null,429,null,0,null,267,null,440,null,338,null,183,null,259,null,4254,null,1228,null,51,null,99,null,0,null,267,null,37857,null,3159,null,1622,null,424,null,247,null,244,null,3826,null,1158,null,3218,null,875,null,26141,null,2014,null,2558,null,712,null,245,null,199,null,0400000US01,Alabama,01
32700,null,1953,null,2054,null,1144,null,0,null,237,null,0,null,237,null,101,null,161,null,601,null,540,null,1352,null,580,null,0,null,237,null,0,null,237,null,30646,null,1939,null,2278,null,586,null,591,null,287,null,1493,null,498,null,1918,null,614,null,21404,null,1544,null,1972,null,640,null,990,null,423,null,0400000US02,Alaska,02
149571,null,3554,null,17871,null,3830,null,1453,null,701,null,637,null,475,null,2148,null,1026,null,933,null,571,null,11331,null,2313,null,584,null,355,null,785,null,495,null,131700,null,4380,null,10057,null,1155,null,1858,null,720,null,10529,null,1481,null,7942,null,1085,null,90331,null,2607,null,7398,null,721,null,3585,null,840,null,0400000US04,Arizona,04
33439,null,3070,null,4564,null,1928,null,658,null,442,null,13,null,24,null,373,null,279,null,451,null,278,null,2965,null,1245,null,0,null,267,null,104,null,171,null,28875,null,3245,null,2047,null,622,null,518,null,363,null,4152,null,1313,null,2793,null,912,null,17062,null,1843,null,1960,null,843,null,343,null,253,null,0400000US05,Arkansas,05
4450985,null,15148,null,430482,null,18600,null,24600,null,3509,null,4902,null,1291,null,27899,null,2999,null,43430,null,4744,null,275960,null,11599,null,26740,null,2443,null,26951,null,2856,null,4020503,null,20323,null,230127,null,4525,null,43319,null,2985,null,267982,null,6233,null,279434,null,6957,null,2749092,null,14435,null,252975,null,3389,null,197574,null,3740,null,0400000US06,California,06
129839,null,3294,null,15781,null,3405,null,798,null,453,null,104,null,182,null,1346,null,785,null,1962,null,963,null,10112,null,2128,null,855,null,559,null,604,null,444,null,114058,null,3841,null,8663,null,1050,null,1591,null,639,null,10037,null,1522,null,5677,null,1181,null,79997,null,2769,null,4446,null,922,null,3647,null,895,null,0400000US08,Colorado,08
114351,null,2435,null,10643,null,3022,null,836,null,506,null,265,null,305,null,1226,null,812,null,1068,null,595,null,7179,null,1864,null,0,null,273,null,69,null,114,null,103708,null,3288,null,7728,null,910,null,1116,null,406,null,8459,null,943,null,7763,null,1287,null,71383,null,2269,null,4599,null,933,null,2660,null,723,null,0400000US09,Connecticut,09
25315,null,1316,null,1865,null,840,null,0,null,261,null,0,null,261,null,0,null,261,null,0,null,261,null,1821,null,836,null,0,null,261,null,44,null,84,null,23450,null,1343,null,2580,null,305,null,167,null,150,null,1936,null,503,null,957,null,385,null,16089,null,1103,null,1231,null,405,null,490,null,247,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
404755,null,5458,null,42769,null,5876,null,3245,null,1118,null,803,null,665,null,3198,null,983,null,3504,null,1150,null,28773,null,4055,null,1786,null,789,null,1460,null,609,null,361986,null,7832,null,22528,null,2202,null,5620,null,1172,null,29804,null,2527,null,25454,null,2372,null,246910,null,5685,null,22399,null,1744,null,9271,null,1546,null,0400000US12,Florida,12
