B19037F_001E,B19037F_001EA,B19037F_001M,B19037F_001MA,B19037F_002E,B19037F_002EA,B19037F_002M,B19037F_002MA,B19037F_003E,B19037F_003EA,B19037F_003M,B19037F_003MA,B19037F_004E,B19037F_004EA,B19037F_004M,B19037F_004MA,B19037F_005E,B19037F_005EA,B19037F_005M,B19037F_005MA,B19037F_006E,B19037F_006EA,B19037F_006M,B19037F_006MA,B19037F_007E,B19037F_007EA,B19037F_007M,B19037F_007MA,B19037F_008E,B19037F_008EA,B19037F_008M,B19037F_008MA,B19037F_009E,B19037F_009EA,B19037F_009M,B19037F_009MA,B19037F_010E,B19037F_010EA,B19037F_010M,B19037F_010MA,B19037F_011E,B19037F_011EA,B19037F_011M,B19037F_011MA,B19037F_012E,B19037F_012EA,B19037F_012M,B19037F_012MA,B19037F_013E,B19037F_013EA,B19037F_013M,B19037F_013MA,B19037F_014E,B19037F_014EA,B19037F_014M,B19037F_014MA,B19037F_015E,B19037F_015EA,B19037F_015M,B19037F_015MA,B19037F_016E,B19037F_016EA,B19037F_016M,B19037F_016MA,B19037F_017E,B19037F_017EA,B19037F_017M,B19037F_017MA,B19037F_018E,B19037F_018EA,B19037F_018M,B19037F_018MA,B19037F_019E,B19037F_019EA,B19037F_019M,B19037F_019MA,B19037F_020E,B19037F_020EA,B19037F_020M,B19037F_020MA,B19037F_021E,B19037F_021EA,B19037F_021M,B19037F_021MA,B19037F_022E,B19037F_022EA,B19037F_022M,B19037F_022MA,B19037F_023E,B19037F_023EA,B19037F_023M,B19037F_023MA,B19037F_024E,B19037F_024EA,B19037F_024M,B19037F_024MA,B19037F_025E,B19037F_025EA,B19037F_025M,B19037F_025MA,B19037F_026E,B19037F_026EA,B19037F_026M,B19037F_026MA,B19037F_027E,B19037F_027EA,B19037F_027M,B19037F_027MA,B19037F_028E,B19037F_028EA,B19037F_028M,B19037F_028MA,B19037F_029E,B19037F_029EA,B19037F_029M,B19037F_029MA,B19037F_030E,B19037F_030EA,B19037F_030M,B19037F_030MA,B19037F_031E,B19037F_031EA,B19037F_031M,B19037F_031MA,B19037F_032E,B19037F_032EA,B19037F_032M,B19037F_032MA,B19037F_033E,B19037F_033EA,B19037F_033M,B19037F_033MA,B19037F_034E,B19037F_034EA,B19037F_034M,B19037F_034MA,B19037F_035E,B19037F_035EA,B19037F_035M,B19037F_035MA,B19037F_036E,B19037F_036EA,B19037F_036M,B19037F_036MA,B19037F_037E,B19037F_037EA,B19037F_037M,B19037F_037MA,B19037F_038E,B19037F_038EA,B19037F_038M,B19037F_038MA,B19037F_039E,B19037F_039EA,B19037F_039M,B19037F_039MA,B19037F_040E,B19037F_040EA,B19037F_040M,B19037F_040MA,B19037F_041E,B19037F_041EA,B19037F_041M,B19037F_041MA,B19037F_042E,B19037F_042EA,B19037F_042M,B19037F_042MA,B19037F_043E,B19037F_043EA,B19037F_043M,B19037F_043MA,B19037F_044E,B19037F_044EA,B19037F_044M,B19037F_044MA,B19037F_045E,B19037F_045EA,B19037F_045M,B19037F_045MA,B19037F_046E,B19037F_046EA,B19037F_046M,B19037F_046MA,B19037F_047E,B19037F_047EA,B19037F_047M,B19037F_047MA,B19037F_048E,B19037F_048EA,B19037F_048M,B19037F_048MA,B19037F_049E,B19037F_049EA,B19037F_049M,B19037F_049MA,B19037F_050E,B19037F_050EA,B19037F_050M,B19037F_050MA,B19037F_051E,B19037F_051EA,B19037F_051M,B19037F_051MA,B19037F_052E,B19037F_052EA,B19037F_052M,B19037F_052MA,B19037F_053E,B19037F_053EA,B19037F_053M,B19037F_053MA,B19037F_054E,B19037F_054EA,B19037F_054M,B19037F_054MA,B19037F_055E,B19037F_055EA,B19037F_055M,B19037F_055MA,B19037F_056E,B19037F_056EA,B19037F_056M,B19037F_056MA,B19037F_057E,B19037F_057EA,B19037F_057M,B19037F_057MA,B19037F_058E,B19037F_058EA,B19037F_058M,B19037F_058MA,B19037F_059E,B19037F_059EA,B19037F_059M,B19037F_059MA,B19037F_060E,B19037F_060EA,B19037F_060M,B19037F_060MA,B19037F_061E,B19037F_061EA,B19037F_061M,B19037F_061MA,B19037F_062E,B19037F_062EA,B19037F_062M,B19037F_062MA,B19037F_063E,B19037F_063EA,B19037F_063M,B19037F_063MA,B19037F_064E,B19037F_064EA,B19037F_064M,B19037F_064MA,B19037F_065E,B19037F_065EA,B19037F_065M,B19037F_065MA,B19037F_066E,B19037F_066EA,B19037F_066M,B19037F_066MA,B19037F_067E,B19037F_067EA,B19037F_067M,B19037F_067MA,B19037F_068E,B19037F_068EA,B19037F_068M,B19037F_068MA,B19037F_069E,B19037F_069EA,B19037F_069M,B19037F_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
180017,null,5986,null,12114,null,1732,null,2022,null,965,null,1074,null,554,null,1133,null,667,null,1574,null,770,null,458,null,285,null,864,null,457,null,1171,null,731,null,630,null,428,null,745,null,493,null,1294,null,626,null,606,null,678,null,279,null,231,null,227,null,281,null,0,null,292,null,0,null,292,null,37,null,60,null,101428,null,4738,null,7067,null,1675,null,4958,null,1364,null,6880,null,1702,null,8223,null,1823,null,9680,null,1908,null,9237,null,1813,null,6623,null,1444,null,6294,null,1506,null,5403,null,1129,null,8797,null,1837,null,8975,null,1639,null,11871,null,2067,null,3760,null,957,null,1278,null,566,null,1284,null,652,null,1098,null,609,null,52886,null,3213,null,2891,null,898,null,4304,null,1155,null,3157,null,1047,null,4091,null,1043,null,2909,null,964,null,3347,null,959,null,2862,null,870,null,3232,null,1032,null,2927,null,1100,null,4410,null,1138,null,8538,null,1541,null,5458,null,1109,null,2545,null,660,null,1281,null,530,null,635,null,326,null,299,null,174,null,13589,null,1698,null,2077,null,778,null,1477,null,588,null,928,null,430,null,1051,null,531,null,1234,null,533,null,1247,null,498,null,551,null,303,null,628,null,490,null,779,null,470,null,960,null,521,null,1214,null,546,null,844,null,409,null,160,null,135,null,47,null,79,null,118,null,136,null,274,null,359,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1494492,null,16747,null,83253,null,3976,null,7710,null,1328,null,6864,null,1538,null,7311,null,1389,null,7472,null,1450,null,6919,null,1589,null,5260,null,1276,null,6241,null,1263,null,5310,null,1333,null,4752,null,1211,null,6665,null,1169,null,6492,null,1478,null,7279,null,1515,null,3208,null,1073,null,639,null,353,null,739,null,509,null,392,null,360,null,835883,null,13732,null,36521,null,3653,null,35399,null,3209,null,49304,null,3865,null,50697,null,4220,null,50247,null,4481,null,59369,null,4488,null,54542,null,3489,null,51153,null,4831,null,48299,null,4709,null,83852,null,6144,null,104546,null,5842,null,101622,null,4983,null,54781,null,4120,null,24778,null,2807,null,20322,null,2120,null,10451,null,1978,null,465918,null,9288,null,20573,null,2730,null,19088,null,2086,null,20996,null,2447,null,24688,null,3038,null,29157,null,2795,null,26352,null,2893,null,28149,null,2594,null,27370,null,2934,null,25386,null,2773,null,44165,null,3894,null,53995,null,3542,null,59954,null,3717,null,38935,null,2970,null,21393,null,2490,null,16308,null,2053,null,9409,null,1802,null,109438,null,5075,null,14737,null,2007,null,16350,null,2395,null,10751,null,1711,null,10688,null,1575,null,5997,null,1174,null,5562,null,1261,null,5692,null,1126,null,5065,null,1153,null,4619,null,1148,null,6607,null,1331,null,7195,null,1443,null,6879,null,1352,null,3587,null,1117,null,2542,null,832,null,1932,null,652,null,1235,null,578,null,0400000US06,California,06
90769,null,4518,null,6662,null,1365,null,787,null,478,null,513,null,316,null,551,null,406,null,883,null,422,null,1135,null,552,null,496,null,397,null,448,null,359,null,320,null,273,null,301,null,301,null,573,null,446,null,239,null,263,null,332,null,282,null,0,null,275,null,57,null,90,null,0,null,275,null,27,null,45,null,48835,null,3830,null,4963,null,1360,null,2030,null,965,null,3494,null,1227,null,3450,null,1103,null,3000,null,855,null,3634,null,1118,null,2657,null,986,null,2760,null,912,null,1834,null,705,null,5499,null,1236,null,5872,null,1306,null,5194,null,1213,null,3020,null,830,null,811,null,471,null,551,null,345,null,66,null,111,null,28941,null,2594,null,3083,null,1064,null,1166,null,500,null,1096,null,526,null,2258,null,758,null,1212,null,638,null,1895,null,712,null,2230,null,908,null,2231,null,682,null,1748,null,547,null,2506,null,878,null,2553,null,687,null,4039,null,1033,null,1112,null,464,null,1277,null,723,null,373,null,249,null,162,null,199,null,6331,null,1057,null,829,null,436,null,672,null,341,null,687,null,356,null,828,null,332,null,730,null,424,null,412,null,317,null,102,null,152,null,321,null,190,null,228,null,187,null,288,null,206,null,471,null,286,null,529,null,279,null,94,null,110,null,0,null,275,null,140,null,163,null,0,null,275,null,0400000US08,Colorado,08
59011,null,3510,null,3814,null,947,null,713,null,459,null,168,null,213,null,427,null,345,null,619,null,388,null,128,null,161,null,250,null,288,null,224,null,271,null,117,null,141,null,343,null,373,null,666,null,393,null,159,null,196,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,34711,null,2665,null,2767,null,724,null,2431,null,884,null,2099,null,800,null,3110,null,854,null,1791,null,760,null,1701,null,821,null,1540,null,680,null,3342,null,1077,null,2088,null,816,null,2804,null,1023,null,3337,null,1005,null,4115,null,1020,null,1944,null,790,null,488,null,383,null,332,null,295,null,822,null,431,null,17272,null,1911,null,1811,null,737,null,611,null,415,null,1332,null,709,null,1038,null,641,null,1216,null,605,null,403,null,267,null,1089,null,543,null,387,null,298,null,795,null,498,null,1886,null,583,null,1946,null,708,null,1474,null,614,null,2468,null,969,null,463,null,383,null,123,null,150,null,230,null,301,null,3214,null,826,null,1329,null,599,null,697,null,482,null,283,null,285,null,234,null,267,null,0,null,273,null,210,null,279,null,239,null,225,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,130,null,155,null,42,null,71,null,0,null,273,null,50,null,84,null,0,null,273,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
208959,null,6672,null,15904,null,1980,null,1656,null,674,null,1364,null,690,null,939,null,529,null,1568,null,766,null,1163,null,532,null,1227,null,496,null,1116,null,536,null,1212,null,630,null,780,null,476,null,1335,null,675,null,1567,null,752,null,763,null,353,null,939,null,618,null,79,null,128,null,0,null,303,null,196,null,278,null,118665,null,5831,null,6701,null,1694,null,3882,null,1198,null,6346,null,1636,null,8023,null,1604,null,9437,null,2114,null,8818,null,1848,null,6651,null,1618,null,9882,null,2027,null,5501,null,1319,null,12842,null,2152,null,13847,null,2066,null,14591,null,2449,null,6989,null,1652,null,2098,null,724,null,1962,null,885,null,1095,null,610,null,60680,null,4458,null,4416,null,1256,null,3482,null,1137,null,3946,null,1114,null,4523,null,1271,null,3942,null,1055,null,3493,null,1027,null,3174,null,761,null,4003,null,1010,null,3585,null,1233,null,6131,null,1322,null,6548,null,1418,null,7781,null,1676,null,2357,null,777,null,1341,null,699,null,1089,null,525,null,869,null,502,null,13710,null,1719,null,2525,null,748,null,1907,null,750,null,1439,null,592,null,1619,null,593,null,937,null,590,null,669,null,406,null,1189,null,669,null,663,null,338,null,634,null,374,null,149,null,139,null,906,null,505,null,289,null,218,null,272,null,214,null,219,null,213,null,243,null,308,null,50,null,84,null,0400000US12,Florida,12
