B17010B_001E,B17010B_001EA,B17010B_001M,B17010B_001MA,B17010B_002E,B17010B_002EA,B17010B_002M,B17010B_002MA,B17010B_003E,B17010B_003EA,B17010B_003M,B17010B_003MA,B17010B_004E,B17010B_004EA,B17010B_004M,B17010B_004MA,B17010B_005E,B17010B_005EA,B17010B_005M,B17010B_005MA,B17010B_006E,B17010B_006EA,B17010B_006M,B17010B_006MA,B17010B_007E,B17010B_007EA,B17010B_007M,B17010B_007MA,B17010B_008E,B17010B_008EA,B17010B_008M,B17010B_008MA,B17010B_009E,B17010B_009EA,B17010B_009M,B17010B_009MA,B17010B_010E,B17010B_010EA,B17010B_010M,B17010B_010MA,B17010B_011E,B17010B_011EA,B17010B_011M,B17010B_011MA,B17010B_012E,B17010B_012EA,B17010B_012M,B17010B_012MA,B17010B_013E,B17010B_013EA,B17010B_013M,B17010B_013MA,B17010B_014E,B17010B_014EA,B17010B_014M,B17010B_014MA,B17010B_015E,B17010B_015EA,B17010B_015M,B17010B_015MA,B17010B_016E,B17010B_016EA,B17010B_016M,B17010B_016MA,B17010B_017E,B17010B_017EA,B17010B_017M,B17010B_017MA,B17010B_018E,B17010B_018EA,B17010B_018M,B17010B_018MA,B17010B_019E,B17010B_019EA,B17010B_019M,B17010B_019MA,B17010B_020E,B17010B_020EA,B17010B_020M,B17010B_020MA,B17010B_021E,B17010B_021EA,B17010B_021M,B17010B_021MA,B17010B_022E,B17010B_022EA,B17010B_022M,B17010B_022MA,B17010B_023E,B17010B_023EA,B17010B_023M,B17010B_023MA,B17010B_024E,B17010B_024EA,B17010B_024M,B17010B_024MA,B17010B_025E,B17010B_025EA,B17010B_025M,B17010B_025MA,B17010B_026E,B17010B_026EA,B17010B_026M,B17010B_026MA,B17010B_027E,B17010B_027EA,B17010B_027M,B17010B_027MA,B17010B_028E,B17010B_028EA,B17010B_028M,B17010B_028MA,B17010B_029E,B17010B_029EA,B17010B_029M,B17010B_029MA,B17010B_030E,B17010B_030EA,B17010B_030M,B17010B_030MA,B17010B_031E,B17010B_031EA,B17010B_031M,B17010B_031MA,B17010B_032E,B17010B_032EA,B17010B_032M,B17010B_032MA,B17010B_033E,B17010B_033EA,B17010B_033M,B17010B_033MA,B17010B_034E,B17010B_034EA,B17010B_034M,B17010B_034MA,B17010B_035E,B17010B_035EA,B17010B_035M,B17010B_035MA,B17010B_036E,B17010B_036EA,B17010B_036M,B17010B_036MA,B17010B_037E,B17010B_037EA,B17010B_037M,B17010B_037MA,B17010B_038E,B17010B_038EA,B17010B_038M,B17010B_038MA,B17010B_039E,B17010B_039EA,B17010B_039M,B17010B_039MA,B17010B_040E,B17010B_040EA,B17010B_040M,B17010B_040MA,B17010B_041E,B17010B_041EA,B17010B_041M,B17010B_041MA,GEO_ID,NAME,state
300040,null,5286,null,82692,null,4681,null,10717,null,1496,null,5924,null,1103,null,806,null,479,null,1749,null,646,null,3369,null,798,null,4793,null,1267,null,71975,null,4575,null,7123,null,1727,null,4831,null,1514,null,1089,null,638,null,929,null,806,null,2813,null,960,null,2292,null,904,null,64852,null,4114,null,55270,null,3845,null,9318,null,1720,null,15955,null,2323,null,29997,null,2715,null,9582,null,1666,null,217348,null,6290,null,120606,null,5650,null,59116,null,3892,null,9966,null,1667,null,9358,null,1810,null,39792,null,3716,null,61490,null,4008,null,96742,null,4976,null,20237,null,2426,null,9709,null,1804,null,1032,null,519,null,2169,null,861,null,6508,null,1707,null,10528,null,1824,null,76505,null,4473,null,47122,null,3658,null,6956,null,1360,null,4413,null,1267,null,35753,null,3320,null,29383,null,2774,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
46317,null,2968,null,9476,null,1644,null,1497,null,755,null,867,null,659,null,96,null,116,null,228,null,236,null,543,null,601,null,630,null,426,null,7979,null,1453,null,1641,null,649,null,1227,null,560,null,33,null,54,null,266,null,269,null,928,null,480,null,414,null,381,null,6338,null,1324,null,5726,null,1247,null,1050,null,660,null,2088,null,819,null,2588,null,836,null,612,null,501,null,36841,null,2891,null,21816,null,2265,null,12278,null,1760,null,2020,null,721,null,3523,null,899,null,6735,null,1223,null,9538,null,1306,null,15025,null,2389,null,3570,null,1223,null,1982,null,932,null,142,null,191,null,320,null,432,null,1520,null,694,null,1588,null,825,null,11455,null,2029,null,8345,null,1763,null,726,null,362,null,2015,null,666,null,5604,null,1544,null,3110,null,793,null,0400000US04,Arizona,04
108107,null,3541,null,33706,null,3155,null,6618,null,1275,null,4898,null,1046,null,976,null,646,null,1459,null,652,null,2463,null,831,null,1720,null,629,null,27088,null,2885,null,2763,null,1125,null,2232,null,953,null,987,null,644,null,435,null,528,null,810,null,429,null,531,null,406,null,24325,null,2835,null,22301,null,2857,null,3644,null,1112,null,6512,null,1462,null,12145,null,1951,null,2024,null,664,null,74401,null,3487,null,39373,null,3071,null,20450,null,2270,null,2938,null,1113,null,3992,null,1164,null,13520,null,1958,null,18923,null,2210,null,35028,null,2707,null,6545,null,1609,null,3233,null,1348,null,345,null,373,null,774,null,684,null,2114,null,831,null,3312,null,1101,null,28483,null,2426,null,17650,null,1951,null,2201,null,788,null,3373,null,1061,null,12076,null,1947,null,10833,null,1596,null,0400000US05,Arkansas,05
485496,null,7429,null,81545,null,5142,null,11400,null,1844,null,7906,null,1506,null,1943,null,799,null,2125,null,795,null,3838,null,1145,null,3494,null,890,null,70145,null,4897,null,8582,null,1551,null,7034,null,1499,null,1509,null,722,null,992,null,675,null,4533,null,1178,null,1548,null,730,null,61563,null,4698,null,53453,null,4552,null,9494,null,1770,null,14618,null,2596,null,29341,null,3031,null,8110,null,1517,null,403951,null,8173,null,204459,null,7366,null,99751,null,5664,null,13933,null,1769,null,22727,null,2663,null,63091,null,3932,null,104708,null,4666,null,199492,null,5811,null,43416,null,3218,null,24605,null,2615,null,4895,null,1216,null,3229,null,1157,null,16481,null,2320,null,18811,null,2279,null,156076,null,5321,null,101710,null,5060,null,12974,null,1921,null,13481,null,1869,null,75255,null,5172,null,54366,null,3375,null,0400000US06,California,06
42961,null,2684,null,7394,null,1455,null,1756,null,866,null,1109,null,739,null,0,null,275,null,687,null,602,null,422,null,354,null,647,null,456,null,5638,null,1238,null,609,null,484,null,519,null,469,null,165,null,257,null,354,null,378,null,0,null,275,null,90,null,106,null,5029,null,1171,null,4768,null,1160,null,1097,null,656,null,1756,null,763,null,1915,null,848,null,261,null,260,null,35567,null,2684,null,21274,null,2015,null,11977,null,1412,null,2519,null,914,null,2535,null,930,null,6923,null,1061,null,9297,null,1518,null,14293,null,2133,null,3429,null,911,null,2393,null,766,null,354,null,329,null,124,null,149,null,1915,null,810,null,1036,null,488,null,10864,null,1830,null,8453,null,1711,null,1489,null,853,null,1040,null,553,null,5924,null,1403,null,2411,null,770,null,0400000US08,Colorado,08
72924,null,2758,null,10344,null,1858,null,718,null,485,null,687,null,482,null,0,null,273,null,495,null,393,null,192,null,305,null,31,null,52,null,9626,null,1726,null,978,null,593,null,890,null,583,null,519,null,482,null,0,null,273,null,371,null,325,null,88,null,104,null,8648,null,1540,null,7148,null,1477,null,1091,null,504,null,2140,null,767,null,3917,null,1102,null,1500,null,598,null,62580,null,2826,null,31196,null,2293,null,17275,null,1994,null,2208,null,781,null,5712,null,1349,null,9355,null,1381,null,13921,null,1578,null,31384,null,2418,null,5559,null,1096,null,2981,null,814,null,475,null,399,null,391,null,274,null,2115,null,717,null,2578,null,834,null,25825,null,2337,null,17121,null,2047,null,2071,null,837,null,3028,null,731,null,12022,null,1753,null,8704,null,1453,null,0400000US09,Connecticut,09
44481,null,2494,null,6934,null,1465,null,611,null,393,null,414,null,345,null,0,null,261,null,109,null,131,null,305,null,321,null,197,null,201,null,6323,null,1452,null,810,null,555,null,583,null,417,null,108,null,170,null,422,null,363,null,53,null,89,null,227,null,281,null,5513,null,1333,null,4949,null,1326,null,1157,null,672,null,1971,null,786,null,1821,null,730,null,564,null,368,null,37547,null,2464,null,20208,null,2029,null,9068,null,1604,null,1229,null,591,null,2231,null,950,null,5608,null,1097,null,11140,null,1483,null,17339,null,2233,null,2917,null,937,null,1665,null,801,null,175,null,261,null,0,null,261,null,1490,null,772,null,1252,null,574,null,14422,null,1769,null,10375,null,1746,null,2106,null,773,null,1526,null,758,null,6743,null,1507,null,4047,null,1104,null,0400000US10,Delaware,10
64133,null,2850,null,12184,null,1727,null,821,null,403,null,432,null,325,null,105,null,123,null,0,null,300,null,327,null,284,null,389,null,231,null,11363,null,1675,null,601,null,337,null,550,null,349,null,0,null,300,null,57,null,95,null,493,null,337,null,51,null,82,null,10762,null,1638,null,8402,null,1483,null,484,null,410,null,2667,null,961,null,5251,null,1069,null,2360,null,841,null,51949,null,2859,null,20072,null,2080,null,8730,null,1469,null,1348,null,595,null,1885,null,631,null,5497,null,1127,null,11342,null,1579,null,31877,null,2667,null,6254,null,1323,null,2731,null,969,null,454,null,422,null,344,null,251,null,1933,null,819,null,3523,null,949,null,25623,null,2406,null,16034,null,1829,null,2146,null,774,null,1717,null,730,null,12171,null,1797,null,9589,null,1530,null,0400000US11,District of Columbia,11
632994,null,9589,null,121037,null,6735,null,21602,null,2935,null,14302,null,2326,null,1655,null,754,null,4068,null,1041,null,8579,null,1849,null,7300,null,1659,null,99435,null,6056,null,9274,null,1665,null,6802,null,1491,null,1731,null,959,null,1399,null,638,null,3672,null,1045,null,2472,null,876,null,90161,null,5986,null,80611,null,5718,null,13776,null,2425,null,25220,null,3386,null,41615,null,3780,null,9550,null,1564,null,511957,null,8776,null,279107,null,9175,null,147137,null,7111,null,24135,null,2932,null,35597,null,3182,null,87405,null,5811,null,131970,null,6062,null,232850,null,7569,null,52104,null,4111,null,28476,null,3161,null,7609,null,1734,null,4233,null,1120,null,16634,null,2366,null,23628,null,3317,null,180746,null,6432,null,125062,null,5959,null,22141,null,2796,null,18137,null,2237,null,84784,null,4892,null,55684,null,3576,null,0400000US12,Florida,12
632381,null,9950,null,124727,null,5763,null,17735,null,2398,null,9806,null,1819,null,1229,null,680,null,2735,null,892,null,5842,null,1399,null,7929,null,1552,null,106992,null,5651,null,9511,null,1762,null,7121,null,1741,null,1002,null,616,null,1505,null,838,null,4614,null,1380,null,2390,null,777,null,97481,null,5390,null,86649,null,5178,null,15264,null,2114,null,27994,null,3267,null,43391,null,3461,null,10832,null,1575,null,507654,null,8752,null,278987,null,7808,null,156203,null,7471,null,23727,null,2389,null,31209,null,3322,null,101267,null,5844,null,122784,null,4428,null,228667,null,7579,null,43845,null,3859,null,22815,null,2840,null,4014,null,1311,null,3681,null,1079,null,15120,null,2233,null,21030,null,2754,null,184822,null,6476,null,125008,null,6086,null,17246,null,2688,null,18888,null,2335,null,88874,null,5051,null,59814,null,3645,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
419071,null,6877,null,97628,null,5550,null,12983,null,2010,null,8411,null,1710,null,890,null,576,null,2799,null,1055,null,4722,null,1134,null,4572,null,1151,null,84645,null,4947,null,9542,null,1683,null,7433,null,1489,null,1649,null,739,null,1996,null,719,null,3788,null,1126,null,2109,null,724,null,75103,null,4631,null,66326,null,4517,null,9659,null,1442,null,21728,null,2258,null,34939,null,3258,null,8777,null,1342,null,321443,null,7251,null,152159,null,5808,null,77862,null,4409,null,10519,null,2064,null,15266,null,1913,null,52077,null,3742,null,74297,null,3704,null,169284,null,7292,null,31318,null,3041,null,15673,null,2644,null,2435,null,845,null,1608,null,765,null,11630,null,1963,null,15645,null,1896,null,137966,null,6592,null,91819,null,5328,null,13915,null,2006,null,16991,null,2510,null,60913,null,4535,null,46147,null,3413,null,0400000US17,Illinois,17
126529,null,3919,null,27733,null,2947,null,2667,null,853,null,1715,null,729,null,61,null,113,null,901,null,542,null,753,null,389,null,952,null,577,null,25066,null,2924,null,2612,null,1180,null,2062,null,1081,null,953,null,722,null,314,null,297,null,795,null,461,null,550,null,361,null,22454,null,2516,null,20500,null,2602,null,4819,null,1257,null,5705,null,1414,null,9976,null,1592,null,1954,null,734,null,98796,null,3481,null,51849,null,2921,null,25529,null,2616,null,3327,null,1051,null,5198,null,1155,null,17004,null,2247,null,26320,null,2164,null,46947,null,3196,null,8875,null,1779,null,5064,null,1409,null,1977,null,866,null,315,null,351,null,2772,null,993,null,3811,null,1026,null,38072,null,3143,null,27530,null,2887,null,4030,null,1134,null,3706,null,1075,null,19794,null,2526,null,10542,null,1505,null,0400000US18,Indiana,18
14948,null,1411,null,5987,null,1241,null,929,null,555,null,580,null,439,null,0,null,226,null,279,null,306,null,301,null,293,null,349,null,336,null,5058,null,1165,null,339,null,287,null,339,null,287,null,112,null,187,null,46,null,92,null,181,null,225,null,0,null,226,null,4719,null,1083,null,4279,null,1010,null,527,null,375,null,1840,null,839,null,1912,null,756,null,440,null,277,null,8961,null,1415,null,5765,null,1184,null,3354,null,972,null,369,null,473,null,1183,null,615,null,1802,null,663,null,2411,null,816,null,3196,null,825,null,641,null,381,null,449,null,309,null,41,null,67,null,127,null,199,null,281,null,236,null,192,null,256,null,2555,null,724,null,1908,null,678,null,448,null,313,null,458,null,346,null,1002,null,601,null,647,null,298,null,0400000US19,Iowa,19
37185,null,2633,null,6463,null,1349,null,531,null,317,null,330,null,218,null,0,null,242,null,179,null,149,null,151,null,176,null,201,null,200,null,5932,null,1296,null,599,null,441,null,228,null,275,null,64,null,77,null,0,null,242,null,164,null,262,null,371,null,374,null,5333,null,1237,null,5046,null,1265,null,864,null,481,null,1552,null,705,null,2630,null,922,null,287,null,212,null,30722,null,2521,null,17030,null,1898,null,9067,null,1367,null,1847,null,871,null,1644,null,600,null,5576,null,1096,null,7963,null,1210,null,13692,null,1737,null,2944,null,1001,null,1935,null,818,null,311,null,301,null,131,null,205,null,1493,null,672,null,1009,null,465,null,10748,null,1638,null,7744,null,1442,null,1263,null,604,null,2026,null,804,null,4455,null,1139,null,3004,null,810,null,0400000US20,Kansas,20
