C17001B_001E,C17001B_001EA,C17001B_001M,C17001B_001MA,C17001B_002E,C17001B_002EA,C17001B_002M,C17001B_002MA,C17001B_003E,C17001B_003EA,C17001B_003M,C17001B_003MA,C17001B_004E,C17001B_004EA,C17001B_004M,C17001B_004MA,C17001B_005E,C17001B_005EA,C17001B_005M,C17001B_005MA,C17001B_006E,C17001B_006EA,C17001B_006M,C17001B_006MA,C17001B_007E,C17001B_007EA,C17001B_007M,C17001B_007MA,C17001B_008E,C17001B_008EA,C17001B_008M,C17001B_008MA,C17001B_009E,C17001B_009EA,C17001B_009M,C17001B_009MA,C17001B_010E,C17001B_010EA,C17001B_010M,C17001B_010MA,C17001B_011E,C17001B_011EA,C17001B_011M,C17001B_011MA,C17001B_012E,C17001B_012EA,C17001B_012M,C17001B_012MA,C17001B_013E,C17001B_013EA,C17001B_013M,C17001B_013MA,C17001B_014E,C17001B_014EA,C17001B_014M,C17001B_014MA,C17001B_015E,C17001B_015EA,C17001B_015M,C17001B_015MA,C17001B_016E,C17001B_016EA,C17001B_016M,C17001B_016MA,C17001B_017E,C17001B_017EA,C17001B_017M,C17001B_017MA,C17001B_018E,C17001B_018EA,C17001B_018M,C17001B_018MA,C17001B_019E,C17001B_019EA,C17001B_019M,C17001B_019MA,GEO_ID,NAME,state
1160313,null,6180,null,361057,null,15483,null,144720,null,7851,null,72264,null,4792,null,64267,null,4666,null,8189,null,1264,null,216337,null,10036,null,74280,null,5859,null,120241,null,5935,null,21816,null,1689,null,799256,null,14844,null,384908,null,7766,null,98389,null,5170,null,253839,null,5134,null,32680,null,1547,null,414348,null,9524,null,94000,null,5313,null,274637,null,6458,null,45711,null,1477,null,0400000US01,Alabama,01
24457,null,2190,null,2548,null,1805,null,1270,null,905,null,498,null,421,null,772,null,678,null,0,null,237,null,1278,null,1112,null,493,null,568,null,711,null,642,null,74,null,131,null,21909,null,2532,null,12287,null,1739,null,2337,null,1044,null,9756,null,1221,null,194,null,228,null,9622,null,1441,null,2630,null,895,null,6710,null,1050,null,282,null,350,null,0400000US02,Alaska,02
216343,null,5692,null,49922,null,6010,null,21772,null,3316,null,9978,null,2188,null,11185,null,2233,null,609,null,362,null,28150,null,4126,null,12892,null,2754,null,13615,null,2226,null,1643,null,575,null,166421,null,7417,null,88252,null,4426,null,26842,null,3049,null,55730,null,2704,null,5680,null,537,null,78169,null,4168,null,23262,null,2671,null,48727,null,2448,null,6180,null,710,null,0400000US04,Arizona,04
422691,null,4425,null,149472,null,9114,null,62888,null,5109,null,31301,null,3355,null,28391,null,3339,null,3196,null,845,null,86584,null,5501,null,33175,null,2964,null,46359,null,2962,null,7050,null,1365,null,273219,null,8534,null,132486,null,4823,null,36246,null,3080,null,85595,null,3442,null,10645,null,1185,null,140733,null,5359,null,33334,null,2793,null,92010,null,3123,null,15389,null,1437,null,0400000US05,Arkansas,05
2146909,null,13505,null,430593,null,20809,null,189952,null,10742,null,86672,null,7617,null,94331,null,6294,null,8949,null,1738,null,240641,null,12943,null,82520,null,6664,null,142087,null,7695,null,16034,null,1835,null,1716316,null,24727,null,829836,null,13238,null,214704,null,8688,null,544315,null,7778,null,70817,null,2099,null,886480,null,15210,null,213250,null,8022,null,573276,null,8741,null,99954,null,2651,null,0400000US06,California,06
180388,null,4341,null,38232,null,5940,null,17106,null,3019,null,7003,null,1701,null,9153,null,2086,null,950,null,564,null,21126,null,3621,null,8705,null,2146,null,11046,null,1907,null,1375,null,594,null,142156,null,6764,null,75248,null,3809,null,21349,null,2629,null,49985,null,2375,null,3914,null,701,null,66908,null,4098,null,18971,null,2565,null,42343,null,2315,null,5594,null,659,null,0400000US08,Colorado,08
310990,null,5184,null,50603,null,6251,null,21669,null,3440,null,11082,null,2645,null,9552,null,1582,null,1035,null,616,null,28934,null,3804,null,9628,null,1957,null,16933,null,2205,null,2373,null,744,null,260387,null,7200,null,123140,null,4598,null,36093,null,2972,null,78117,null,2852,null,8930,null,614,null,137247,null,4173,null,36838,null,2114,null,88295,null,2735,null,12114,null,835,null,0400000US09,Connecticut,09
166954,null,3355,null,31677,null,4904,null,13635,null,2415,null,7584,null,1641,null,5716,null,1592,null,335,null,259,null,18042,null,3097,null,6770,null,1673,null,9822,null,1775,null,1450,null,467,null,135277,null,5642,null,63043,null,3104,null,15569,null,2124,null,42307,null,1747,null,5167,null,406,null,72234,null,3481,null,17748,null,1821,null,47987,null,1963,null,6499,null,532,null,0400000US10,Delaware,10
309349,null,2442,null,70132,null,7047,null,29419,null,3451,null,12430,null,2273,null,14957,null,2006,null,2032,null,741,null,40713,null,4633,null,11257,null,2131,null,24545,null,2980,null,4911,null,966,null,239217,null,7529,null,109543,null,4027,null,26021,null,2414,null,70421,null,2469,null,13101,null,713,null,129674,null,4598,null,25876,null,2196,null,81313,null,2968,null,22485,null,1085,null,0400000US11,District of Columbia,11
2677471,null,15207,null,597582,null,22899,null,262283,null,12073,null,134046,null,8607,null,113475,null,6680,null,14762,null,2090,null,335299,null,14779,null,121838,null,8340,null,184641,null,8241,null,28820,null,2328,null,2079889,null,24820,null,993840,null,12710,null,284592,null,8726,null,639756,null,8509,null,69492,null,2417,null,1086049,null,16284,null,281167,null,9164,null,705623,null,9187,null,99259,null,2690,null,0400000US12,Florida,12
2747967,null,10296,null,630201,null,22241,null,266307,null,11493,null,138300,null,8415,null,116045,null,7039,null,11962,null,1901,null,363894,null,13617,null,129140,null,8158,null,203971,null,7044,null,30783,null,2283,null,2117766,null,22060,null,1004312,null,12441,null,286781,null,8645,null,663888,null,8007,null,53643,null,2294,null,1113454,null,12641,null,280422,null,7776,null,747485,null,7470,null,85547,null,2459,null,0400000US13,Georgia,13
25977,null,2535,null,1845,null,1449,null,1056,null,886,null,159,null,263,null,897,null,820,null,0,null,271,null,789,null,745,null,356,null,530,null,433,null,340,null,0,null,271,null,24132,null,2511,null,13307,null,2001,null,3436,null,1441,null,9442,null,1629,null,429,null,324,null,10825,null,1527,null,3760,null,1260,null,6600,null,865,null,465,null,243,null,0400000US15,Hawaii,15
8521,null,1658,null,2079,null,1267,null,716,null,468,null,454,null,435,null,262,null,251,null,0,null,257,null,1363,null,910,null,896,null,784,null,467,null,375,null,0,null,257,null,6442,null,1361,null,3091,null,807,null,670,null,443,null,2289,null,733,null,132,null,235,null,3351,null,1245,null,1779,null,861,null,1572,null,695,null,0,null,257,null,0400000US16,Idaho,16
1809762,null,8146,null,497724,null,20323,null,214983,null,10406,null,106592,null,7234,null,98151,null,5159,null,10240,null,1630,null,282741,null,12683,null,105476,null,6890,null,155164,null,6967,null,22101,null,1983,null,1312038,null,20069,null,615780,null,10815,null,174383,null,7348,null,388316,null,6834,null,53081,null,1937,null,696258,null,12093,null,163552,null,6354,null,452908,null,6895,null,79798,null,2165,null,0400000US17,Illinois,17
523643,null,5955,null,133366,null,9370,null,57078,null,5160,null,29225,null,3591,null,25991,null,2844,null,1862,null,630,null,76288,null,5913,null,29120,null,3458,null,41558,null,3338,null,5610,null,983,null,390277,null,9663,null,189308,null,5040,null,53934,null,3471,null,120258,null,3060,null,15116,null,957,null,200969,null,6323,null,50987,null,3629,null,129389,null,3946,null,20593,null,1268,null,0400000US18,Indiana,18
