C19037B_001E,C19037B_001EA,C19037B_001M,C19037B_001MA,C19037B_002E,C19037B_002EA,C19037B_002M,C19037B_002MA,C19037B_003E,C19037B_003EA,C19037B_003M,C19037B_003MA,C19037B_004E,C19037B_004EA,C19037B_004M,C19037B_004MA,C19037B_005E,C19037B_005EA,C19037B_005M,C19037B_005MA,C19037B_006E,C19037B_006EA,C19037B_006M,C19037B_006MA,C19037B_007E,C19037B_007EA,C19037B_007M,C19037B_007MA,C19037B_008E,C19037B_008EA,C19037B_008M,C19037B_008MA,C19037B_009E,C19037B_009EA,C19037B_009M,C19037B_009MA,C19037B_010E,C19037B_010EA,C19037B_010M,C19037B_010MA,C19037B_011E,C19037B_011EA,C19037B_011M,C19037B_011MA,C19037B_012E,C19037B_012EA,C19037B_012M,C19037B_012MA,C19037B_013E,C19037B_013EA,C19037B_013M,C19037B_013MA,C19037B_014E,C19037B_014EA,C19037B_014M,C19037B_014MA,C19037B_015E,C19037B_015EA,C19037B_015M,C19037B_015MA,C19037B_016E,C19037B_016EA,C19037B_016M,C19037B_016MA,C19037B_017E,C19037B_017EA,C19037B_017M,C19037B_017MA,C19037B_018E,C19037B_018EA,C19037B_018M,C19037B_018MA,C19037B_019E,C19037B_019EA,C19037B_019M,C19037B_019MA,C19037B_020E,C19037B_020EA,C19037B_020M,C19037B_020MA,C19037B_021E,C19037B_021EA,C19037B_021M,C19037B_021MA,C19037B_022E,C19037B_022EA,C19037B_022M,C19037B_022MA,C19037B_023E,C19037B_023EA,C19037B_023M,C19037B_023MA,C19037B_024E,C19037B_024EA,C19037B_024M,C19037B_024MA,C19037B_025E,C19037B_025EA,C19037B_025M,C19037B_025MA,C19037B_026E,C19037B_026EA,C19037B_026M,C19037B_026MA,C19037B_027E,C19037B_027EA,C19037B_027M,C19037B_027MA,C19037B_028E,C19037B_028EA,C19037B_028M,C19037B_028MA,C19037B_029E,C19037B_029EA,C19037B_029M,C19037B_029MA,C19037B_030E,C19037B_030EA,C19037B_030M,C19037B_030MA,C19037B_031E,C19037B_031EA,C19037B_031M,C19037B_031MA,C19037B_032E,C19037B_032EA,C19037B_032M,C19037B_032MA,C19037B_033E,C19037B_033EA,C19037B_033M,C19037B_033MA,C19037B_034E,C19037B_034EA,C19037B_034M,C19037B_034MA,C19037B_035E,C19037B_035EA,C19037B_035M,C19037B_035MA,C19037B_036E,C19037B_036EA,C19037B_036M,C19037B_036MA,C19037B_037E,C19037B_037EA,C19037B_037M,C19037B_037MA,C19037B_038E,C19037B_038EA,C19037B_038M,C19037B_038MA,C19037B_039E,C19037B_039EA,C19037B_039M,C19037B_039MA,C19037B_040E,C19037B_040EA,C19037B_040M,C19037B_040MA,C19037B_041E,C19037B_041EA,C19037B_041M,C19037B_041MA,C19037B_042E,C19037B_042EA,C19037B_042M,C19037B_042MA,C19037B_043E,C19037B_043EA,C19037B_043M,C19037B_043MA,C19037B_044E,C19037B_044EA,C19037B_044M,C19037B_044MA,C19037B_045E,C19037B_045EA,C19037B_045M,C19037B_045MA,GEO_ID,NAME,state
458612,null,6126,null,32674,null,2986,null,11056,null,1624,null,6574,null,1503,null,5579,null,1278,null,3515,null,1341,null,4527,null,1476,null,1265,null,632,null,59,null,82,null,99,null,119,null,0,null,267,null,0,null,267,null,180083,null,5175,null,29606,null,2712,null,17355,null,2286,null,29886,null,3484,null,25716,null,3206,null,27891,null,2846,null,27477,null,3050,null,14495,null,2029,null,6418,null,1517,null,838,null,474,null,401,null,344,null,167514,null,4199,null,28761,null,2560,null,16052,null,1956,null,26594,null,2430,null,20259,null,2413,null,25651,null,2548,null,23658,null,2106,null,13765,null,1672,null,9807,null,1522,null,2189,null,646,null,778,null,414,null,78341,null,2144,null,21556,null,1847,null,14207,null,1797,null,15334,null,1766,null,8514,null,1112,null,8612,null,1353,null,5896,null,1086,null,1988,null,572,null,1662,null,592,null,338,null,318,null,234,null,191,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
74921,null,3302,null,5884,null,1249,null,1359,null,776,null,430,null,432,null,1438,null,583,null,762,null,504,null,954,null,534,null,525,null,409,null,282,null,327,null,134,null,201,null,0,null,292,null,0,null,292,null,33725,null,2586,null,3957,null,1023,null,2004,null,843,null,4125,null,1268,null,5122,null,1487,null,4538,null,1151,null,6803,null,1355,null,2662,null,805,null,3176,null,874,null,829,null,486,null,509,null,334,null,25916,null,1554,null,3445,null,994,null,1352,null,653,null,2586,null,936,null,2624,null,809,null,3999,null,963,null,3924,null,965,null,4349,null,1086,null,2501,null,747,null,664,null,405,null,472,null,311,null,9396,null,913,null,1667,null,612,null,1035,null,394,null,1800,null,573,null,962,null,358,null,1366,null,577,null,1164,null,424,null,877,null,485,null,441,null,291,null,46,null,76,null,38,null,68,null,0400000US04,Arizona,04
167983,null,3873,null,14715,null,2331,null,5484,null,1387,null,2655,null,1077,null,3318,null,1222,null,1625,null,824,null,695,null,441,null,508,null,599,null,356,null,444,null,74,null,137,null,0,null,267,null,0,null,267,null,66563,null,3734,null,10802,null,1805,null,7789,null,1485,null,11408,null,2130,null,10980,null,2007,null,11799,null,1991,null,8244,null,1734,null,3079,null,874,null,2196,null,754,null,140,null,128,null,126,null,176,null,60145,null,2334,null,9766,null,1670,null,5715,null,1325,null,9560,null,1667,null,8034,null,1571,null,9972,null,1668,null,10432,null,1533,null,4092,null,840,null,2299,null,709,null,168,null,184,null,107,null,135,null,26560,null,1437,null,6774,null,1232,null,5115,null,1053,null,5324,null,1121,null,3816,null,812,null,2532,null,682,null,1975,null,580,null,581,null,512,null,300,null,193,null,81,null,130,null,62,null,110,null,0400000US05,Arkansas,05
801416,null,7849,null,38176,null,3419,null,8804,null,1979,null,3809,null,1228,null,8448,null,1733,null,5889,null,1247,null,5270,null,1484,null,4048,null,1131,null,1256,null,783,null,507,null,452,null,145,null,233,null,0,null,292,null,322022,null,6820,null,34822,null,2760,null,20157,null,2518,null,36585,null,3461,null,38519,null,3703,null,48392,null,4423,null,61319,null,4434,null,31851,null,3036,null,33365,null,2955,null,11148,null,1950,null,5864,null,1140,null,311486,null,6385,null,29168,null,2787,null,24859,null,2966,null,34704,null,2582,null,27609,null,2798,null,38796,null,3192,null,56097,null,3556,null,37823,null,3265,null,38717,null,2747,null,13099,null,1586,null,10614,null,1709,null,129732,null,3437,null,15114,null,1931,null,18694,null,2031,null,23222,null,2263,null,15789,null,2140,null,16224,null,2008,null,18880,null,1880,null,9664,null,1441,null,8010,null,1193,null,1912,null,582,null,2223,null,687,null,0400000US06,California,06
66221,null,2561,null,3873,null,1252,null,1091,null,613,null,686,null,513,null,638,null,553,null,332,null,303,null,610,null,521,null,223,null,260,null,0,null,275,null,293,null,460,null,0,null,275,null,0,null,275,null,30621,null,1990,null,2858,null,988,null,2142,null,864,null,3287,null,1136,null,4033,null,1161,null,5356,null,1327,null,5748,null,1577,null,4094,null,1284,null,2212,null,774,null,478,null,408,null,413,null,282,null,24277,null,1555,null,2975,null,849,null,1011,null,403,null,2092,null,760,null,2994,null,829,null,3764,null,906,null,4820,null,1240,null,2955,null,868,null,2602,null,726,null,733,null,408,null,331,null,236,null,7450,null,852,null,1475,null,553,null,1223,null,531,null,582,null,276,null,928,null,487,null,838,null,355,null,1544,null,502,null,488,null,327,null,321,null,236,null,0,null,275,null,51,null,91,null,0400000US08,Colorado,08
109982,null,3357,null,4189,null,1045,null,1554,null,667,null,786,null,327,null,910,null,543,null,497,null,382,null,214,null,237,null,228,null,240,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,48358,null,2529,null,3457,null,991,null,2933,null,987,null,4361,null,1103,null,7651,null,1707,null,7002,null,1177,null,9801,null,1661,null,5573,null,1263,null,5764,null,1277,null,1141,null,547,null,675,null,386,null,40783,null,2097,null,3718,null,972,null,2528,null,768,null,4818,null,1156,null,3040,null,803,null,6939,null,1324,null,7305,null,1282,null,4327,null,1020,null,5600,null,1070,null,1256,null,596,null,1252,null,532,null,16652,null,1097,null,2326,null,760,null,2652,null,743,null,2574,null,664,null,2033,null,672,null,2189,null,550,null,1755,null,648,null,1753,null,664,null,1036,null,406,null,166,null,156,null,168,null,174,null,0400000US09,Connecticut,09
62141,null,2352,null,3176,null,1094,null,778,null,587,null,0,null,261,null,655,null,398,null,385,null,351,null,810,null,644,null,305,null,287,null,113,null,127,null,0,null,261,null,0,null,261,null,130,null,210,null,27250,null,1884,null,2423,null,832,null,2151,null,946,null,2479,null,800,null,3183,null,967,null,5986,null,1256,null,5905,null,1319,null,2480,null,880,null,2428,null,850,null,165,null,144,null,50,null,79,null,23864,null,1377,null,2787,null,875,null,481,null,315,null,1835,null,653,null,3177,null,1137,null,3517,null,971,null,4063,null,1016,null,3623,null,977,null,3185,null,761,null,1169,null,637,null,27,null,47,null,7851,null,806,null,1131,null,436,null,1573,null,505,null,1098,null,377,null,898,null,425,null,1159,null,399,null,1142,null,413,null,600,null,320,null,250,null,215,null,0,null,261,null,0,null,261,null,0400000US10,Delaware,10
127074,null,3070,null,3838,null,1127,null,1062,null,609,null,239,null,195,null,346,null,365,null,1113,null,535,null,136,null,172,null,465,null,343,null,174,null,217,null,303,null,449,null,0,null,300,null,0,null,300,null,43942,null,2477,null,5078,null,1070,null,2275,null,851,null,4481,null,1044,null,7222,null,1531,null,7270,null,1312,null,7855,null,1412,null,3863,null,805,null,3133,null,766,null,1652,null,637,null,1113,null,512,null,49515,null,2007,null,7647,null,1473,null,4175,null,1054,null,6262,null,1261,null,4931,null,1015,null,6997,null,1206,null,7652,null,1326,null,4747,null,1034,null,3812,null,1011,null,2264,null,624,null,1028,null,387,null,29779,null,1466,null,4386,null,839,null,4420,null,816,null,6137,null,1090,null,2530,null,820,null,3277,null,783,null,3985,null,825,null,2184,null,593,null,1581,null,604,null,939,null,487,null,340,null,210,null,0400000US11,District of Columbia,11
922547,null,11959,null,61007,null,4126,null,15026,null,2336,null,6779,null,1456,null,11774,null,2006,null,7990,null,1974,null,9443,null,1930,null,7805,null,1636,null,1918,null,927,null,272,null,280,null,0,null,303,null,0,null,303,null,395200,null,8561,null,39543,null,3124,null,24054,null,3388,null,59217,null,5119,null,60119,null,5099,null,73405,null,5292,null,75221,null,4639,null,34211,null,3220,null,22793,null,2609,null,3054,null,886,null,3583,null,1193,null,334636,null,7621,null,33123,null,3811,null,21561,null,2901,null,46511,null,4489,null,39770,null,3146,null,58115,null,3844,null,64084,null,4358,null,36625,null,3186,null,26844,null,2562,null,5106,null,1158,null,2897,null,958,null,131704,null,4107,null,26091,null,2347,null,19375,null,2071,null,25857,null,2493,null,15672,null,1839,null,17835,null,2200,null,14269,null,1675,null,6380,null,1118,null,4957,null,1048,null,659,null,352,null,609,null,430,null,0400000US12,Florida,12
