B17010D_001E,B17010D_001EA,B17010D_001M,B17010D_001MA,B17010D_002E,B17010D_002EA,B17010D_002M,B17010D_002MA,B17010D_003E,B17010D_003EA,B17010D_003M,B17010D_003MA,B17010D_004E,B17010D_004EA,B17010D_004M,B17010D_004MA,B17010D_005E,B17010D_005EA,B17010D_005M,B17010D_005MA,B17010D_006E,B17010D_006EA,B17010D_006M,B17010D_006MA,B17010D_007E,B17010D_007EA,B17010D_007M,B17010D_007MA,B17010D_008E,B17010D_008EA,B17010D_008M,B17010D_008MA,B17010D_009E,B17010D_009EA,B17010D_009M,B17010D_009MA,B17010D_010E,B17010D_010EA,B17010D_010M,B17010D_010MA,B17010D_011E,B17010D_011EA,B17010D_011M,B17010D_011MA,B17010D_012E,B17010D_012EA,B17010D_012M,B17010D_012MA,B17010D_013E,B17010D_013EA,B17010D_013M,B17010D_013MA,B17010D_014E,B17010D_014EA,B17010D_014M,B17010D_014MA,B17010D_015E,B17010D_015EA,B17010D_015M,B17010D_015MA,B17010D_016E,B17010D_016EA,B17010D_016M,B17010D_016MA,B17010D_017E,B17010D_017EA,B17010D_017M,B17010D_017MA,B17010D_018E,B17010D_018EA,B17010D_018M,B17010D_018MA,B17010D_019E,B17010D_019EA,B17010D_019M,B17010D_019MA,B17010D_020E,B17010D_020EA,B17010D_020M,B17010D_020MA,B17010D_021E,B17010D_021EA,B17010D_021M,B17010D_021MA,B17010D_022E,B17010D_022EA,B17010D_022M,B17010D_022MA,B17010D_023E,B17010D_023EA,B17010D_023M,B17010D_023MA,B17010D_024E,B17010D_024EA,B17010D_024M,B17010D_024MA,B17010D_025E,B17010D_025EA,B17010D_025M,B17010D_025MA,B17010D_026E,B17010D_026EA,B17010D_026M,B17010D_026MA,B17010D_027E,B17010D_027EA,B17010D_027M,B17010D_027MA,B17010D_028E,B17010D_028EA,B17010D_028M,B17010D_028MA,B17010D_029E,B17010D_029EA,B17010D_029M,B17010D_029MA,B17010D_030E,B17010D_030EA,B17010D_030M,B17010D_030MA,B17010D_031E,B17010D_031EA,B17010D_031M,B17010D_031MA,B17010D_032E,B17010D_032EA,B17010D_032M,B17010D_032MA,B17010D_033E,B17010D_033EA,B17010D_033M,B17010D_033MA,B17010D_034E,B17010D_034EA,B17010D_034M,B17010D_034MA,B17010D_035E,B17010D_035EA,B17010D_035M,B17010D_035MA,B17010D_036E,B17010D_036EA,B17010D_036M,B17010D_036MA,B17010D_037E,B17010D_037EA,B17010D_037M,B17010D_037MA,B17010D_038E,B17010D_038EA,B17010D_038M,B17010D_038MA,B17010D_039E,B17010D_039EA,B17010D_039M,B17010D_039MA,B17010D_040E,B17010D_040EA,B17010D_040M,B17010D_040MA,B17010D_041E,B17010D_041EA,B17010D_041M,B17010D_041MA,GEO_ID,NAME,state
63113,null,2621,null,4628,null,1001,null,3066,null,835,null,1676,null,579,null,420,null,321,null,277,null,220,null,979,null,475,null,1390,null,686,null,1562,null,581,null,596,null,424,null,596,null,424,null,42,null,74,null,71,null,86,null,483,null,395,null,0,null,296,null,966,null,416,null,766,null,337,null,48,null,81,null,204,null,202,null,514,null,296,null,200,null,206,null,58485,null,2688,null,49677,null,2574,null,30037,null,2380,null,7635,null,1465,null,5346,null,1015,null,17056,null,2051,null,19640,null,1839,null,8808,null,1458,null,3091,null,813,null,1576,null,655,null,298,null,295,null,635,null,422,null,643,null,416,null,1515,null,594,null,5717,null,1336,null,2990,null,1052,null,476,null,306,null,193,null,168,null,2321,null,912,null,2727,null,791,null,0400000US13,Georgia,13
129114,null,3614,null,3406,null,818,null,1678,null,600,null,939,null,414,null,213,null,178,null,175,null,163,null,551,null,337,null,739,null,480,null,1728,null,605,null,279,null,246,null,152,null,133,null,86,null,79,null,66,null,108,null,0,null,271,null,127,null,210,null,1449,null,556,null,1052,null,485,null,47,null,79,null,178,null,157,null,827,null,444,null,397,null,280,null,125708,null,3577,null,93568,null,3764,null,39607,null,2847,null,6399,null,1320,null,8124,null,1309,null,25084,null,2199,null,53961,null,2926,null,32140,null,2431,null,9823,null,1583,null,3359,null,941,null,696,null,483,null,834,null,508,null,1829,null,645,null,6464,null,1203,null,22317,null,1955,null,10094,null,1722,null,1423,null,654,null,1477,null,692,null,7194,null,1317,null,12223,null,1632,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
133247,null,3340,null,10461,null,1962,null,7014,null,1512,null,5101,null,1303,null,963,null,570,null,1335,null,676,null,2803,null,997,null,1913,null,680,null,3447,null,1154,null,1341,null,687,null,684,null,524,null,59,null,97,null,45,null,73,null,580,null,505,null,657,null,411,null,2106,null,857,null,1508,null,758,null,159,null,189,null,111,null,124,null,1238,null,734,null,598,null,397,null,122786,null,3659,null,105764,null,3636,null,62187,null,3121,null,15308,null,1620,null,11547,null,1491,null,35332,null,2920,null,43577,null,2710,null,17022,null,2179,null,7003,null,1367,null,2191,null,707,null,278,null,226,null,56,null,94,null,1857,null,636,null,4812,null,1263,null,10019,null,1874,null,4861,null,1290,null,660,null,399,null,581,null,367,null,3620,null,1168,null,5158,null,1265,null,0400000US17,Illinois,17
19159,null,1571,null,2263,null,781,null,1453,null,484,null,1082,null,441,null,294,null,200,null,317,null,270,null,471,null,340,null,371,null,284,null,810,null,555,null,125,null,194,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,125,null,194,null,685,null,514,null,614,null,511,null,422,null,482,null,94,null,125,null,98,null,117,null,71,null,114,null,16896,null,1493,null,14434,null,1537,null,9157,null,1209,null,2391,null,768,null,1469,null,487,null,5297,null,988,null,5277,null,1031,null,2462,null,794,null,751,null,429,null,321,null,248,null,0,null,265,null,38,null,62,null,283,null,239,null,430,null,316,null,1711,null,700,null,1439,null,679,null,0,null,265,null,367,null,279,null,1072,null,626,null,272,null,194,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
68569,null,2286,null,2709,null,825,null,1751,null,674,null,1122,null,593,null,230,null,254,null,261,null,278,null,631,null,387,null,629,null,349,null,958,null,528,null,243,null,208,null,243,null,208,null,195,null,193,null,0,null,281,null,48,null,87,null,0,null,281,null,715,null,530,null,555,null,518,null,0,null,281,null,0,null,281,null,555,null,518,null,160,null,192,null,65860,null,2405,null,56961,null,2219,null,32711,null,1854,null,8792,null,1501,null,4961,null,884,null,18958,null,1624,null,24250,null,1673,null,8899,null,1441,null,3590,null,992,null,692,null,304,null,80,null,131,null,177,null,176,null,435,null,240,null,2898,null,943,null,5309,null,1109,null,2803,null,750,null,652,null,333,null,195,null,246,null,1956,null,608,null,2506,null,755,null,0400000US24,Maryland,24
70777,null,2557,null,7054,null,1541,null,4033,null,996,null,2598,null,858,null,987,null,584,null,341,null,254,null,1270,null,523,null,1435,null,546,null,3021,null,999,null,572,null,474,null,468,null,441,null,124,null,205,null,0,null,281,null,344,null,392,null,104,null,122,null,2449,null,865,null,1947,null,805,null,394,null,300,null,359,null,313,null,1194,null,695,null,502,null,359,null,63723,null,2574,null,52768,null,2920,null,32557,null,2389,null,9159,null,1346,null,5622,null,1047,null,17776,null,1896,null,20211,null,1997,null,10955,null,1677,null,3849,null,1131,null,1729,null,670,null,60,null,99,null,244,null,258,null,1425,null,632,null,2120,null,732,null,7106,null,1231,null,4237,null,891,null,477,null,349,null,569,null,353,null,3191,null,860,null,2869,null,876,null,0400000US25,Massachusetts,25
57633,null,2023,null,5151,null,998,null,3410,null,866,null,2024,null,699,null,263,null,223,null,775,null,449,null,986,null,533,null,1386,null,521,null,1741,null,685,null,163,null,148,null,163,null,148,null,57,null,69,null,0,null,237,null,106,null,132,null,0,null,237,null,1578,null,677,null,1216,null,594,null,108,null,175,null,535,null,427,null,573,null,354,null,362,null,336,null,52482,null,1914,null,46587,null,2000,null,28024,null,1970,null,6740,null,1111,null,6012,null,1169,null,15272,null,1620,null,18563,null,1682,null,5895,null,1276,null,1682,null,603,null,589,null,336,null,209,null,232,null,88,null,114,null,292,null,241,null,1093,null,487,null,4213,null,1082,null,1985,null,756,null,86,null,101,null,214,null,203,null,1685,null,663,null,2228,null,763,null,0400000US26,Michigan,26
39347,null,1774,null,4767,null,986,null,2221,null,607,null,2024,null,646,null,592,null,430,null,766,null,393,null,666,null,347,null,197,null,167,null,2546,null,761,null,251,null,167,null,118,null,121,null,0,null,211,null,82,null,100,null,36,null,61,null,133,null,133,null,2295,null,740,null,2112,null,737,null,207,null,220,null,485,null,347,null,1420,null,630,null,183,null,167,null,34580,null,1846,null,28113,null,1887,null,18267,null,1518,null,3182,null,761,null,5326,null,1101,null,9759,null,1306,null,9846,null,1639,null,6467,null,1185,null,1896,null,586,null,1171,null,535,null,55,null,92,null,67,null,123,null,1049,null,518,null,725,null,244,null,4571,null,1011,null,3470,null,895,null,593,null,431,null,811,null,488,null,2066,null,750,null,1101,null,491,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
37663,null,1688,null,1761,null,652,null,1419,null,595,null,632,null,413,null,306,null,340,null,67,null,117,null,259,null,194,null,787,null,399,null,342,null,276,null,0,null,298,null,0,null,298,null,0,null,298,null,0,null,298,null,0,null,298,null,0,null,298,null,342,null,276,null,291,null,271,null,0,null,298,null,60,null,101,null,231,null,250,null,51,null,88,null,35902,null,1753,null,25246,null,1648,null,13079,null,1307,null,2176,null,727,null,2378,null,790,null,8525,null,1176,null,12167,null,1304,null,10656,null,1425,null,3875,null,873,null,1785,null,710,null,407,null,353,null,313,null,363,null,1065,null,583,null,2090,null,730,null,6781,null,1255,null,3504,null,917,null,698,null,458,null,344,null,295,null,2462,null,730,null,3277,null,996,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
170971,null,3910,null,9668,null,1940,null,6896,null,1488,null,4394,null,1119,null,1972,null,932,null,513,null,339,null,1909,null,588,null,2502,null,929,null,2772,null,1151,null,852,null,534,null,618,null,497,null,0,null,277,null,151,null,241,null,467,null,439,null,234,null,218,null,1920,null,1018,null,1507,null,908,null,43,null,70,null,146,null,177,null,1318,null,838,null,413,null,336,null,161303,null,3954,null,141501,null,3880,null,85945,null,3047,null,23984,null,2425,null,13255,null,1544,null,48706,null,2324,null,55556,null,3184,null,19802,null,2439,null,7908,null,1795,null,4174,null,1293,null,920,null,448,null,430,null,349,null,2824,null,1068,null,3734,null,1165,null,11894,null,1693,null,5121,null,1006,null,595,null,327,null,299,null,230,null,4227,null,951,null,6773,null,1269,null,0400000US34,New Jersey,34
