B20005D_001E,B20005D_001EA,B20005D_001M,B20005D_001MA,B20005D_002E,B20005D_002EA,B20005D_002M,B20005D_002MA,B20005D_003E,B20005D_003EA,B20005D_003M,B20005D_003MA,B20005D_004E,B20005D_004EA,B20005D_004M,B20005D_004MA,B20005D_005E,B20005D_005EA,B20005D_005M,B20005D_005MA,B20005D_006E,B20005D_006EA,B20005D_006M,B20005D_006MA,B20005D_007E,B20005D_007EA,B20005D_007M,B20005D_007MA,B20005D_008E,B20005D_008EA,B20005D_008M,B20005D_008MA,B20005D_009E,B20005D_009EA,B20005D_009M,B20005D_009MA,B20005D_010E,B20005D_010EA,B20005D_010M,B20005D_010MA,B20005D_011E,B20005D_011EA,B20005D_011M,B20005D_011MA,B20005D_012E,B20005D_012EA,B20005D_012M,B20005D_012MA,B20005D_013E,B20005D_013EA,B20005D_013M,B20005D_013MA,B20005D_014E,B20005D_014EA,B20005D_014M,B20005D_014MA,B20005D_015E,B20005D_015EA,B20005D_015M,B20005D_015MA,B20005D_016E,B20005D_016EA,B20005D_016M,B20005D_016MA,B20005D_017E,B20005D_017EA,B20005D_017M,B20005D_017MA,B20005D_018E,B20005D_018EA,B20005D_018M,B20005D_018MA,B20005D_019E,B20005D_019EA,B20005D_019M,B20005D_019MA,B20005D_020E,B20005D_020EA,B20005D_020M,B20005D_020MA,B20005D_021E,B20005D_021EA,B20005D_021M,B20005D_021MA,B20005D_022E,B20005D_022EA,B20005D_022M,B20005D_022MA,B20005D_023E,B20005D_023EA,B20005D_023M,B20005D_023MA,B20005D_024E,B20005D_024EA,B20005D_024M,B20005D_024MA,B20005D_025E,B20005D_025EA,B20005D_025M,B20005D_025MA,B20005D_026E,B20005D_026EA,B20005D_026M,B20005D_026MA,B20005D_027E,B20005D_027EA,B20005D_027M,B20005D_027MA,B20005D_028E,B20005D_028EA,B20005D_028M,B20005D_028MA,B20005D_029E,B20005D_029EA,B20005D_029M,B20005D_029MA,B20005D_030E,B20005D_030EA,B20005D_030M,B20005D_030MA,B20005D_031E,B20005D_031EA,B20005D_031M,B20005D_031MA,B20005D_032E,B20005D_032EA,B20005D_032M,B20005D_032MA,B20005D_033E,B20005D_033EA,B20005D_033M,B20005D_033MA,B20005D_034E,B20005D_034EA,B20005D_034M,B20005D_034MA,B20005D_035E,B20005D_035EA,B20005D_035M,B20005D_035MA,B20005D_036E,B20005D_036EA,B20005D_036M,B20005D_036MA,B20005D_037E,B20005D_037EA,B20005D_037M,B20005D_037MA,B20005D_038E,B20005D_038EA,B20005D_038M,B20005D_038MA,B20005D_039E,B20005D_039EA,B20005D_039M,B20005D_039MA,B20005D_040E,B20005D_040EA,B20005D_040M,B20005D_040MA,B20005D_041E,B20005D_041EA,B20005D_041M,B20005D_041MA,B20005D_042E,B20005D_042EA,B20005D_042M,B20005D_042MA,B20005D_043E,B20005D_043EA,B20005D_043M,B20005D_043MA,B20005D_044E,B20005D_044EA,B20005D_044M,B20005D_044MA,B20005D_045E,B20005D_045EA,B20005D_045M,B20005D_045MA,B20005D_046E,B20005D_046EA,B20005D_046M,B20005D_046MA,B20005D_047E,B20005D_047EA,B20005D_047M,B20005D_047MA,B20005D_048E,B20005D_048EA,B20005D_048M,B20005D_048MA,B20005D_049E,B20005D_049EA,B20005D_049M,B20005D_049MA,B20005D_050E,B20005D_050EA,B20005D_050M,B20005D_050MA,B20005D_051E,B20005D_051EA,B20005D_051M,B20005D_051MA,B20005D_052E,B20005D_052EA,B20005D_052M,B20005D_052MA,B20005D_053E,B20005D_053EA,B20005D_053M,B20005D_053MA,B20005D_054E,B20005D_054EA,B20005D_054M,B20005D_054MA,B20005D_055E,B20005D_055EA,B20005D_055M,B20005D_055MA,B20005D_056E,B20005D_056EA,B20005D_056M,B20005D_056MA,B20005D_057E,B20005D_057EA,B20005D_057M,B20005D_057MA,B20005D_058E,B20005D_058EA,B20005D_058M,B20005D_058MA,B20005D_059E,B20005D_059EA,B20005D_059M,B20005D_059MA,B20005D_060E,B20005D_060EA,B20005D_060M,B20005D_060MA,B20005D_061E,B20005D_061EA,B20005D_061M,B20005D_061MA,B20005D_062E,B20005D_062EA,B20005D_062M,B20005D_062MA,B20005D_063E,B20005D_063EA,B20005D_063M,B20005D_063MA,B20005D_064E,B20005D_064EA,B20005D_064M,B20005D_064MA,B20005D_065E,B20005D_065EA,B20005D_065M,B20005D_065MA,B20005D_066E,B20005D_066EA,B20005D_066M,B20005D_066MA,B20005D_067E,B20005D_067EA,B20005D_067M,B20005D_067MA,B20005D_068E,B20005D_068EA,B20005D_068M,B20005D_068MA,B20005D_069E,B20005D_069EA,B20005D_069M,B20005D_069MA,B20005D_070E,B20005D_070EA,B20005D_070M,B20005D_070MA,B20005D_071E,B20005D_071EA,B20005D_071M,B20005D_071MA,B20005D_072E,B20005D_072EA,B20005D_072M,B20005D_072MA,B20005D_073E,B20005D_073EA,B20005D_073M,B20005D_073MA,B20005D_074E,B20005D_074EA,B20005D_074M,B20005D_074MA,B20005D_075E,B20005D_075EA,B20005D_075M,B20005D_075MA,B20005D_076E,B20005D_076EA,B20005D_076M,B20005D_076MA,B20005D_077E,B20005D_077EA,B20005D_077M,B20005D_077MA,B20005D_078E,B20005D_078EA,B20005D_078M,B20005D_078MA,B20005D_079E,B20005D_079EA,B20005D_079M,B20005D_079MA,B20005D_080E,B20005D_080EA,B20005D_080M,B20005D_080MA,B20005D_081E,B20005D_081EA,B20005D_081M,B20005D_081MA,B20005D_082E,B20005D_082EA,B20005D_082M,B20005D_082MA,B20005D_083E,B20005D_083EA,B20005D_083M,B20005D_083MA,B20005D_084E,B20005D_084EA,B20005D_084M,B20005D_084MA,B20005D_085E,B20005D_085EA,B20005D_085M,B20005D_085MA,B20005D_086E,B20005D_086EA,B20005D_086M,B20005D_086MA,B20005D_087E,B20005D_087EA,B20005D_087M,B20005D_087MA,B20005D_088E,B20005D_088EA,B20005D_088M,B20005D_088MA,B20005D_089E,B20005D_089EA,B20005D_089M,B20005D_089MA,B20005D_090E,B20005D_090EA,B20005D_090M,B20005D_090MA,B20005D_091E,B20005D_091EA,B20005D_091M,B20005D_091MA,B20005D_092E,B20005D_092EA,B20005D_092M,B20005D_092MA,B20005D_093E,B20005D_093EA,B20005D_093M,B20005D_093MA,B20005D_094E,B20005D_094EA,B20005D_094M,B20005D_094MA,B20005D_095E,B20005D_095EA,B20005D_095M,B20005D_095MA,GEO_ID,NAME,state
35571,null,2095,null,16370,null,1300,null,8269,null,1095,null,0,null,267,null,8269,null,1095,null,0,null,267,null,0,null,267,null,0,null,267,null,44,null,72,null,422,null,334,null,0,null,267,null,554,null,381,null,160,null,204,null,331,null,217,null,147,null,166,null,467,null,420,null,749,null,448,null,172,null,176,null,328,null,265,null,482,null,313,null,473,null,310,null,475,null,403,null,434,null,310,null,1381,null,560,null,1650,null,596,null,8101,null,1144,null,3302,null,991,null,4799,null,1068,null,464,null,273,null,750,null,605,null,566,null,380,null,430,null,392,null,107,null,120,null,385,null,333,null,152,null,149,null,149,null,155,null,321,null,388,null,270,null,293,null,96,null,128,null,125,null,142,null,0,null,267,null,44,null,74,null,152,null,213,null,0,null,267,null,46,null,72,null,0,null,267,null,439,null,394,null,303,null,243,null,19201,null,1331,null,6676,null,1005,null,0,null,267,null,6676,null,1005,null,0,null,267,null,0,null,267,null,0,null,267,null,88,null,107,null,887,null,460,null,96,null,107,null,248,null,183,null,304,null,209,null,530,null,294,null,171,null,190,null,591,null,365,null,557,null,330,null,472,null,495,null,336,null,329,null,125,null,153,null,382,null,213,null,189,null,177,null,516,null,488,null,266,null,193,null,918,null,416,null,12525,null,1364,null,7721,null,1219,null,4804,null,735,null,737,null,405,null,621,null,384,null,734,null,433,null,686,null,407,null,451,null,296,null,484,null,352,null,45,null,56,null,111,null,118,null,180,null,179,null,58,null,101,null,0,null,267,null,132,null,144,null,162,null,149,null,0,null,267,null,0,null,267,null,0,null,267,null,14,null,25,null,124,null,142,null,230,null,191,null,35,null,63,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
119094,null,2102,null,56159,null,1484,null,27186,null,1929,null,0,null,292,null,27186,null,1929,null,0,null,292,null,0,null,292,null,73,null,129,null,153,null,252,null,726,null,547,null,0,null,292,null,631,null,375,null,505,null,369,null,790,null,439,null,401,null,342,null,1335,null,504,null,2157,null,851,null,1218,null,536,null,1755,null,650,null,1116,null,687,null,1642,null,614,null,2887,null,1069,null,1646,null,641,null,5316,null,1166,null,4835,null,1111,null,28973,null,1961,null,11079,null,1751,null,17894,null,1769,null,2312,null,858,null,1589,null,783,null,2407,null,822,null,537,null,302,null,1042,null,510,null,520,null,356,null,860,null,547,null,189,null,222,null,1423,null,792,null,786,null,390,null,697,null,369,null,897,null,297,null,435,null,358,null,379,null,250,null,261,null,269,null,542,null,415,null,756,null,452,null,463,null,277,null,665,null,364,null,1134,null,420,null,62935,null,1365,null,20068,null,1880,null,0,null,292,null,20068,null,1880,null,0,null,292,null,49,null,81,null,335,null,423,null,0,null,292,null,466,null,363,null,160,null,151,null,1528,null,589,null,1076,null,649,null,2104,null,688,null,792,null,446,null,757,null,651,null,2688,null,887,null,2127,null,761,null,633,null,275,null,1365,null,590,null,830,null,384,null,1085,null,537,null,1072,null,538,null,1510,null,488,null,1491,null,463,null,42867,null,2085,null,24099,null,1797,null,18768,null,1901,null,1756,null,567,null,1456,null,526,null,1504,null,570,null,726,null,379,null,2957,null,1022,null,1110,null,617,null,1259,null,602,null,464,null,251,null,1088,null,429,null,880,null,421,null,1134,null,544,null,604,null,374,null,869,null,371,null,473,null,310,null,236,null,178,null,351,null,259,null,478,null,302,null,357,null,373,null,440,null,297,null,626,null,390,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3696792,null,10469,null,1745264,null,7342,null,821423,null,10568,null,154,null,150,null,821269,null,10530,null,2128,null,740,null,1087,null,523,null,3503,null,1077,null,3752,null,1057,null,12883,null,1994,null,9300,null,1744,null,18956,null,2175,null,19060,null,3021,null,29698,null,3412,null,25027,null,3393,null,39696,null,3659,null,66269,null,4345,null,49647,null,4028,null,52755,null,4074,null,41617,null,3147,null,51845,null,4299,null,69595,null,4497,null,55691,null,3934,null,106044,null,5828,null,162716,null,5406,null,923841,null,9874,null,469693,null,9525,null,454148,null,10870,null,52348,null,3596,null,32227,null,2918,null,36849,null,3604,null,23961,null,2407,null,36936,null,3401,null,16106,null,2435,null,21236,null,2359,null,13003,null,1951,null,22348,null,2592,null,11685,null,2049,null,23328,null,2788,null,24629,null,2510,null,15891,null,2503,null,16828,null,2289,null,12000,null,1946,null,13045,null,1484,null,17961,null,2058,null,11852,null,1670,null,22449,null,1978,null,29466,null,2396,null,1951528,null,6144,null,644152,null,11254,null,0,null,292,null,644152,null,11254,null,1157,null,530,null,1003,null,429,null,6601,null,1515,null,6718,null,1440,null,18408,null,2662,null,9719,null,1881,null,21152,null,2721,null,17533,null,2255,null,28647,null,3074,null,21936,null,2617,null,47200,null,3884,null,51887,null,4245,null,47948,null,4314,null,48267,null,3987,null,37796,null,2959,null,40814,null,3000,null,56519,null,3230,null,41732,null,3419,null,74530,null,3952,null,64585,null,3813,null,1307376,null,10858,null,759234,null,10534,null,548142,null,8870,null,74520,null,4297,null,44975,null,2898,null,52139,null,3829,null,34040,null,3325,null,47106,null,3413,null,18411,null,1907,null,25139,null,2489,null,16199,null,2046,null,26768,null,2792,null,15586,null,2344,null,26326,null,2525,null,25801,null,2136,null,17134,null,2075,null,18574,null,2231,null,13517,null,1784,null,15422,null,1987,null,19098,null,2049,null,16243,null,1955,null,21414,null,1866,null,19730,null,2107,null,0400000US06,California,06
104419,null,2110,null,47244,null,1877,null,24655,null,1732,null,0,null,275,null,24655,null,1732,null,45,null,76,null,0,null,275,null,284,null,381,null,114,null,130,null,495,null,519,null,247,null,311,null,772,null,453,null,421,null,341,null,460,null,244,null,770,null,641,null,2154,null,856,null,2127,null,957,null,1580,null,707,null,1781,null,686,null,1162,null,560,null,1463,null,466,null,3092,null,1066,null,2057,null,732,null,2654,null,811,null,2977,null,806,null,22589,null,2230,null,8075,null,1176,null,14514,null,1940,null,2164,null,705,null,1002,null,574,null,2038,null,784,null,585,null,440,null,549,null,339,null,83,null,112,null,608,null,542,null,415,null,354,null,619,null,471,null,379,null,303,null,575,null,335,null,825,null,505,null,956,null,530,null,566,null,334,null,674,null,354,null,222,null,186,null,957,null,416,null,547,null,316,null,465,null,347,null,285,null,211,null,57175,null,1378,null,20032,null,1798,null,0,null,275,null,20032,null,1798,null,148,null,143,null,0,null,275,null,282,null,371,null,480,null,296,null,393,null,315,null,546,null,349,null,1109,null,539,null,737,null,542,null,2045,null,727,null,719,null,483,null,2794,null,783,null,1791,null,634,null,1814,null,716,null,1030,null,589,null,849,null,509,null,1257,null,530,null,865,null,394,null,633,null,414,null,1449,null,597,null,1091,null,491,null,37143,null,2169,null,18077,null,1538,null,19066,null,1922,null,3909,null,1004,null,1738,null,672,null,1904,null,717,null,1421,null,643,null,1747,null,642,null,614,null,449,null,939,null,505,null,504,null,371,null,949,null,466,null,689,null,351,null,1088,null,666,null,1075,null,639,null,576,null,307,null,285,null,214,null,440,null,305,null,363,null,343,null,207,null,209,null,79,null,139,null,443,null,306,null,96,null,104,null,0400000US08,Colorado,08
91658,null,1494,null,45325,null,1147,null,25463,null,1777,null,0,null,273,null,25463,null,1777,null,0,null,273,null,0,null,273,null,248,null,305,null,0,null,273,null,386,null,256,null,49,null,85,null,316,null,365,null,280,null,233,null,792,null,599,null,562,null,286,null,2002,null,732,null,977,null,423,null,1055,null,542,null,1526,null,665,null,1315,null,635,null,2525,null,825,null,1620,null,658,null,1979,null,824,null,3101,null,905,null,6730,null,1293,null,19862,null,1892,null,6308,null,1082,null,13554,null,1619,null,1785,null,586,null,1160,null,467,null,2187,null,992,null,568,null,332,null,964,null,534,null,558,null,521,null,202,null,189,null,304,null,257,null,607,null,342,null,179,null,219,null,768,null,395,null,367,null,262,null,479,null,375,null,509,null,427,null,831,null,470,null,189,null,195,null,346,null,253,null,476,null,346,null,514,null,325,null,561,null,290,null,46333,null,1068,null,16978,null,1527,null,0,null,273,null,16978,null,1527,null,0,null,273,null,0,null,273,null,85,null,100,null,0,null,273,null,408,null,338,null,184,null,199,null,176,null,168,null,135,null,167,null,1191,null,562,null,649,null,452,null,1708,null,670,null,1557,null,629,null,1506,null,687,null,972,null,407,null,809,null,531,null,780,null,457,null,726,null,365,null,1077,null,494,null,2246,null,706,null,2769,null,921,null,29355,null,1716,null,14919,null,1603,null,14436,null,1501,null,2867,null,856,null,1065,null,465,null,2000,null,676,null,1008,null,491,null,915,null,458,null,225,null,210,null,1333,null,599,null,170,null,205,null,641,null,437,null,255,null,178,null,715,null,537,null,729,null,300,null,36,null,60,null,394,null,256,null,200,null,147,null,267,null,238,null,837,null,557,null,179,null,215,null,391,null,302,null,209,null,250,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
324214,null,4653,null,149113,null,2887,null,79402,null,3128,null,0,null,303,null,79402,null,3128,null,0,null,303,null,121,null,103,null,438,null,386,null,432,null,423,null,3382,null,1747,null,1147,null,514,null,2684,null,1039,null,2732,null,1028,null,3510,null,1030,null,3223,null,1008,null,7605,null,1391,null,7733,null,1655,null,5344,null,1323,null,4152,null,1040,null,4410,null,1286,null,4705,null,1163,null,7307,null,1333,null,3868,null,939,null,6774,null,1116,null,9835,null,1811,null,69711,null,3507,null,29618,null,2817,null,40093,null,3252,null,4551,null,1281,null,2842,null,818,null,2547,null,821,null,1680,null,620,null,4454,null,1249,null,1997,null,898,null,2535,null,915,null,1219,null,716,null,2486,null,791,null,1017,null,648,null,1927,null,753,null,2291,null,910,null,1422,null,533,null,1130,null,532,null,692,null,402,null,1304,null,497,null,1175,null,518,null,818,null,394,null,1170,null,491,null,2836,null,776,null,175101,null,3404,null,58151,null,3350,null,0,null,303,null,58151,null,3350,null,128,null,153,null,0,null,303,null,1576,null,736,null,750,null,453,null,2237,null,724,null,1186,null,476,null,2679,null,804,null,2332,null,667,null,3824,null,969,null,3519,null,884,null,5260,null,1401,null,5916,null,1135,null,4377,null,1241,null,3959,null,1150,null,3747,null,1127,null,2854,null,893,null,3602,null,976,null,3593,null,885,null,3251,null,896,null,3361,null,923,null,116950,null,3822,null,63111,null,3371,null,53839,null,3424,null,7178,null,1584,null,5086,null,1150,null,5504,null,1433,null,3500,null,914,null,4674,null,989,null,2686,null,1004,null,3654,null,886,null,2515,null,916,null,2507,null,933,null,1353,null,603,null,2812,null,759,null,2191,null,756,null,1812,null,623,null,935,null,469,null,977,null,418,null,1439,null,594,null,1560,null,578,null,716,null,377,null,1438,null,558,null,1302,null,543,null,0400000US12,Florida,12
