B13002B_001E,B13002B_001EA,B13002B_001M,B13002B_001MA,B13002B_002E,B13002B_002EA,B13002B_002M,B13002B_002MA,B13002B_003E,B13002B_003EA,B13002B_003M,B13002B_003MA,B13002B_004E,B13002B_004EA,B13002B_004M,B13002B_004MA,B13002B_005E,B13002B_005EA,B13002B_005M,B13002B_005MA,B13002B_006E,B13002B_006EA,B13002B_006M,B13002B_006MA,B13002B_007E,B13002B_007EA,B13002B_007M,B13002B_007MA,GEO_ID,NAME,state
339754,null,3619,null,20738,null,2371,null,5839,null,1378,null,14899,null,1952,null,319016,null,4413,null,98022,null,4909,null,220994,null,5570,null,0400000US01,Alabama,01
6547,null,1194,null,896,null,665,null,636,null,528,null,260,null,344,null,5651,null,978,null,1737,null,899,null,3914,null,1255,null,0400000US02,Alaska,02
56403,null,1759,null,3524,null,1100,null,724,null,468,null,2800,null,942,null,52879,null,2031,null,15900,null,2037,null,36979,null,2712,null,0400000US04,Arizona,04
121809,null,1739,null,8744,null,1745,null,1519,null,638,null,7225,null,1635,null,113065,null,2288,null,35464,null,2720,null,77601,null,3254,null,0400000US05,Arkansas,05
617929,null,5207,null,29852,null,3197,null,9683,null,1732,null,20169,null,2762,null,588077,null,6080,null,156641,null,5257,null,431436,null,7824,null,0400000US06,California,06
48597,null,1800,null,2567,null,873,null,869,null,477,null,1698,null,689,null,46030,null,2149,null,16129,null,1912,null,29901,null,2204,null,0400000US08,Colorado,08
91643,null,2232,null,4743,null,994,null,1438,null,508,null,3305,null,960,null,86900,null,2507,null,25941,null,2243,null,60959,null,2859,null,0400000US09,Connecticut,09
52262,null,1405,null,1608,null,699,null,344,null,262,null,1264,null,667,null,50654,null,1374,null,16006,null,1830,null,34648,null,1898,null,0400000US10,Delaware,10
87069,null,969,null,4885,null,1286,null,1180,null,599,null,3705,null,1122,null,82184,null,1567,null,15664,null,1972,null,66520,null,2395,null,0400000US11,District of Columbia,11
784259,null,6430,null,45907,null,3995,null,18910,null,2283,null,26997,null,3250,null,738352,null,7422,null,242852,null,7476,null,495500,null,9427,null,0400000US12,Florida,12
836598,null,5706,null,46235,null,4482,null,15478,null,2297,null,30757,null,3565,null,790363,null,7150,null,243966,null,8094,null,546397,null,10204,null,0400000US13,Georgia,13
6480,null,1043,null,370,null,540,null,65,null,108,null,305,null,526,null,6110,null,1111,null,3146,null,1005,null,2964,null,960,null,0400000US15,Hawaii,15
2228,null,828,null,204,null,240,null,204,null,240,null,0,null,257,null,2024,null,756,null,792,null,472,null,1232,null,553,null,0400000US16,Idaho,16
523959,null,4140,null,31548,null,3336,null,7511,null,1630,null,24037,null,3093,null,492411,null,4535,null,127644,null,5653,null,364767,null,7396,null,0400000US17,Illinois,17
150707,null,2473,null,10277,null,2000,null,2940,null,1019,null,7337,null,1755,null,140430,null,3170,null,37180,null,2726,null,103250,null,4112,null,0400000US18,Indiana,18
18204,null,1314,null,943,null,484,null,301,null,190,null,642,null,442,null,17261,null,1386,null,4923,null,1191,null,12338,null,1358,null,0400000US19,Iowa,19
39128,null,2208,null,3521,null,989,null,1513,null,678,null,2008,null,835,null,35607,null,2242,null,10059,null,1356,null,25548,null,2463,null,0400000US20,Kansas,20
88256,null,2579,null,6538,null,1516,null,1023,null,666,null,5515,null,1494,null,81718,null,2896,null,22536,null,2318,null,59182,null,2980,null,0400000US21,Kentucky,21
377711,null,2613,null,22769,null,2692,null,6121,null,1328,null,16648,null,2480,null,354942,null,3706,null,105712,null,4153,null,249230,null,5203,null,0400000US22,Louisiana,22
2347,null,741,null,491,null,337,null,170,null,118,null,321,null,322,null,1856,null,581,null,554,null,360,null,1302,null,530,null,0400000US23,Maine,23
476294,null,3702,null,27613,null,2803,null,12443,null,1836,null,15170,null,2409,null,448681,null,5144,null,141765,null,5100,null,306916,null,6708,null,0400000US24,Maryland,24
111362,null,2849,null,5314,null,1169,null,2286,null,841,null,3028,null,983,null,106048,null,2915,null,32511,null,2713,null,73537,null,3582,null,0400000US25,Massachusetts,25
396075,null,3455,null,22472,null,2578,null,6221,null,1359,null,16251,null,2244,null,373603,null,4713,null,87951,null,4407,null,285652,null,6074,null,0400000US26,Michigan,26
62043,null,1986,null,5557,null,1179,null,2426,null,689,null,3131,null,912,null,56486,null,2164,null,16848,null,1710,null,39638,null,2267,null,0400000US27,Minnesota,27
306033,null,2788,null,20194,null,2522,null,5063,null,1408,null,15131,null,2231,null,285839,null,3392,null,83937,null,4583,null,201902,null,4436,null,0400000US28,Mississippi,28
186995,null,3006,null,11548,null,1904,null,4325,null,1146,null,7223,null,1313,null,175447,null,3469,null,47691,null,3733,null,127756,null,4150,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
19026,null,1066,null,2306,null,760,null,585,null,437,null,1721,null,688,null,16720,null,1265,null,5185,null,997,null,11535,null,1319,null,0400000US31,Nebraska,31
50252,null,1582,null,3513,null,1219,null,921,null,588,null,2592,null,928,null,46739,null,2096,null,14670,null,1954,null,32069,null,2330,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
333451,null,3690,null,17732,null,2118,null,6759,null,1364,null,10973,null,1741,null,315719,null,4081,null,92541,null,4125,null,223178,null,5036,null,0400000US34,New Jersey,34
10230,null,1473,null,1125,null,687,null,609,null,534,null,516,null,427,null,9105,null,1472,null,2527,null,819,null,6578,null,1461,null,0400000US35,New Mexico,35
853490,null,5035,null,38912,null,3527,null,13726,null,1896,null,25186,null,2881,null,814578,null,5440,null,233138,null,6112,null,581440,null,6942,null,0400000US36,New York,36
542053,null,4315,null,31221,null,3301,null,11153,null,2193,null,20068,null,2635,null,510832,null,5596,null,168020,null,6300,null,342812,null,7773,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
369062,null,3301,null,22270,null,2455,null,6946,null,1453,null,15324,null,2158,null,346792,null,4244,null,91402,null,4391,null,255390,null,5625,null,0400000US39,Ohio,39
68457,null,2245,null,3966,null,1021,null,1620,null,839,null,2346,null,696,null,64491,null,2522,null,20159,null,2089,null,44332,null,2577,null,0400000US40,Oklahoma,40
14766,null,1513,null,1181,null,482,null,637,null,424,null,544,null,390,null,13585,null,1577,null,4610,null,1165,null,8975,null,1358,null,0400000US41,Oregon,41
355412,null,4020,null,21785,null,2469,null,6432,null,1492,null,15353,null,2038,null,333627,null,4319,null,88747,null,4250,null,244880,null,5440,null,0400000US42,Pennsylvania,42
15125,null,1059,null,843,null,412,null,362,null,307,null,481,null,371,null,14282,null,1099,null,5088,null,976,null,9194,null,1156,null,0400000US44,Rhode Island,44
351140,null,3640,null,19321,null,2563,null,4781,null,1329,null,14540,null,2359,null,331819,null,4504,null,100601,null,4836,null,231218,null,5271,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
293908,null,3048,null,16698,null,2541,null,5081,null,1529,null,11617,null,2022,null,277210,null,4221,null,84524,null,4495,null,192686,null,6118,null,0400000US47,Tennessee,47
780163,null,5128,null,43140,null,4241,null,15661,null,2554,null,27479,null,3304,null,737023,null,6828,null,241124,null,7631,null,495899,null,8794,null,0400000US48,Texas,48
5161,null,896,null,316,null,361,null,50,null,91,null,266,null,366,null,4845,null,849,null,2197,null,854,null,2648,null,714,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
424981,null,5132,null,23310,null,2247,null,8389,null,1415,null,14921,null,1960,null,401671,null,5473,null,132533,null,5547,null,269138,null,6909,null,0400000US51,Virginia,51
55900,null,2337,null,4445,null,1082,null,2048,null,743,null,2397,null,826,null,51455,null,2568,null,17771,null,2121,null,33684,null,2834,null,0400000US53,Washington,53
13345,null,1204,null,281,null,280,null,0,null,265,null,281,null,280,null,13064,null,1196,null,2939,null,854,null,10125,null,1292,null,0400000US54,West Virginia,54
91513,null,1621,null,5221,null,1383,null,1024,null,578,null,4197,null,1108,null,86292,null,1988,null,18309,null,1902,null,67983,null,2387,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
72084,null,4465,null,3782,null,1005,null,1293,null,545,null,2489,null,790,null,68302,null,4526,null,25227,null,2590,null,43075,null,3979,null,0400000US72,Puerto Rico,72
