B23002D_001E,B23002D_001EA,B23002D_001M,B23002D_001MA,B23002D_002E,B23002D_002EA,B23002D_002M,B23002D_002MA,B23002D_003E,B23002D_003EA,B23002D_003M,B23002D_003MA,B23002D_004E,B23002D_004EA,B23002D_004M,B23002D_004MA,B23002D_005E,B23002D_005EA,B23002D_005M,B23002D_005MA,B23002D_006E,B23002D_006EA,B23002D_006M,B23002D_006MA,B23002D_007E,B23002D_007EA,B23002D_007M,B23002D_007MA,B23002D_008E,B23002D_008EA,B23002D_008M,B23002D_008MA,B23002D_009E,B23002D_009EA,B23002D_009M,B23002D_009MA,B23002D_010E,B23002D_010EA,B23002D_010M,B23002D_010MA,B23002D_011E,B23002D_011EA,B23002D_011M,B23002D_011MA,B23002D_012E,B23002D_012EA,B23002D_012M,B23002D_012MA,B23002D_013E,B23002D_013EA,B23002D_013M,B23002D_013MA,B23002D_014E,B23002D_014EA,B23002D_014M,B23002D_014MA,B23002D_015E,B23002D_015EA,B23002D_015M,B23002D_015MA,B23002D_016E,B23002D_016EA,B23002D_016M,B23002D_016MA,B23002D_017E,B23002D_017EA,B23002D_017M,B23002D_017MA,B23002D_018E,B23002D_018EA,B23002D_018M,B23002D_018MA,B23002D_019E,B23002D_019EA,B23002D_019M,B23002D_019MA,B23002D_020E,B23002D_020EA,B23002D_020M,B23002D_020MA,B23002D_021E,B23002D_021EA,B23002D_021M,B23002D_021MA,B23002D_022E,B23002D_022EA,B23002D_022M,B23002D_022MA,B23002D_023E,B23002D_023EA,B23002D_023M,B23002D_023MA,B23002D_024E,B23002D_024EA,B23002D_024M,B23002D_024MA,B23002D_025E,B23002D_025EA,B23002D_025M,B23002D_025MA,B23002D_026E,B23002D_026EA,B23002D_026M,B23002D_026MA,B23002D_027E,B23002D_027EA,B23002D_027M,B23002D_027MA,B23002D_028E,B23002D_028EA,B23002D_028M,B23002D_028MA,B23002D_029E,B23002D_029EA,B23002D_029M,B23002D_029MA,B23002D_030E,B23002D_030EA,B23002D_030M,B23002D_030MA,B23002D_031E,B23002D_031EA,B23002D_031M,B23002D_031MA,B23002D_032E,B23002D_032EA,B23002D_032M,B23002D_032MA,B23002D_033E,B23002D_033EA,B23002D_033M,B23002D_033MA,B23002D_034E,B23002D_034EA,B23002D_034M,B23002D_034MA,B23002D_035E,B23002D_035EA,B23002D_035M,B23002D_035MA,B23002D_036E,B23002D_036EA,B23002D_036M,B23002D_036MA,B23002D_037E,B23002D_037EA,B23002D_037M,B23002D_037MA,B23002D_038E,B23002D_038EA,B23002D_038M,B23002D_038MA,B23002D_039E,B23002D_039EA,B23002D_039M,B23002D_039MA,B23002D_040E,B23002D_040EA,B23002D_040M,B23002D_040MA,B23002D_041E,B23002D_041EA,B23002D_041M,B23002D_041MA,B23002D_042E,B23002D_042EA,B23002D_042M,B23002D_042MA,B23002D_043E,B23002D_043EA,B23002D_043M,B23002D_043MA,B23002D_044E,B23002D_044EA,B23002D_044M,B23002D_044MA,B23002D_045E,B23002D_045EA,B23002D_045M,B23002D_045MA,B23002D_046E,B23002D_046EA,B23002D_046M,B23002D_046MA,B23002D_047E,B23002D_047EA,B23002D_047M,B23002D_047MA,B23002D_048E,B23002D_048EA,B23002D_048M,B23002D_048MA,B23002D_049E,B23002D_049EA,B23002D_049M,B23002D_049MA,B23002D_050E,B23002D_050EA,B23002D_050M,B23002D_050MA,B23002D_051E,B23002D_051EA,B23002D_051M,B23002D_051MA,B23002D_052E,B23002D_052EA,B23002D_052M,B23002D_052MA,B23002D_053E,B23002D_053EA,B23002D_053M,B23002D_053MA,B23002D_054E,B23002D_054EA,B23002D_054M,B23002D_054MA,B23002D_055E,B23002D_055EA,B23002D_055M,B23002D_055MA,B23002D_056E,B23002D_056EA,B23002D_056M,B23002D_056MA,B23002D_057E,B23002D_057EA,B23002D_057M,B23002D_057MA,B23002D_058E,B23002D_058EA,B23002D_058M,B23002D_058MA,B23002D_059E,B23002D_059EA,B23002D_059M,B23002D_059MA,B23002D_060E,B23002D_060EA,B23002D_060M,B23002D_060MA,B23002D_061E,B23002D_061EA,B23002D_061M,B23002D_061MA,B23002D_062E,B23002D_062EA,B23002D_062M,B23002D_062MA,B23002D_063E,B23002D_063EA,B23002D_063M,B23002D_063MA,B23002D_064E,B23002D_064EA,B23002D_064M,B23002D_064MA,B23002D_065E,B23002D_065EA,B23002D_065M,B23002D_065MA,B23002D_066E,B23002D_066EA,B23002D_066M,B23002D_066MA,B23002D_067E,B23002D_067EA,B23002D_067M,B23002D_067MA,B23002D_068E,B23002D_068EA,B23002D_068M,B23002D_068MA,B23002D_069E,B23002D_069EA,B23002D_069M,B23002D_069MA,B23002D_070E,B23002D_070EA,B23002D_070M,B23002D_070MA,B23002D_071E,B23002D_071EA,B23002D_071M,B23002D_071MA,B23002D_072E,B23002D_072EA,B23002D_072M,B23002D_072MA,B23002D_073E,B23002D_073EA,B23002D_073M,B23002D_073MA,B23002D_074E,B23002D_074EA,B23002D_074M,B23002D_074MA,B23002D_075E,B23002D_075EA,B23002D_075M,B23002D_075MA,B23002D_076E,B23002D_076EA,B23002D_076M,B23002D_076MA,B23002D_077E,B23002D_077EA,B23002D_077M,B23002D_077MA,B23002D_078E,B23002D_078EA,B23002D_078M,B23002D_078MA,B23002D_079E,B23002D_079EA,B23002D_079M,B23002D_079MA,GEO_ID,NAME,state
35571,null,2095,null,16370,null,1300,null,969,null,452,null,209,null,200,null,0,null,267,null,209,null,200,null,209,null,200,null,0,null,267,null,760,null,426,null,2450,null,750,null,1401,null,672,null,24,null,57,null,1377,null,671,null,1377,null,671,null,0,null,267,null,1049,null,670,null,10238,null,997,null,8940,null,998,null,127,null,120,null,8813,null,995,null,8534,null,966,null,279,null,291,null,1298,null,720,null,1427,null,514,null,1258,null,469,null,0,null,267,null,1258,null,469,null,1178,null,440,null,80,null,147,null,169,null,172,null,755,null,275,null,550,null,285,null,550,null,285,null,0,null,267,null,205,null,172,null,531,null,306,null,233,null,196,null,233,null,196,null,0,null,267,null,298,null,244,null,19201,null,1331,null,1571,null,639,null,290,null,265,null,0,null,267,null,290,null,265,null,290,null,265,null,0,null,267,null,1281,null,571,null,1590,null,458,null,433,null,278,null,9,null,15,null,424,null,278,null,350,null,261,null,74,null,117,null,1157,null,472,null,11242,null,1059,null,7221,null,961,null,15,null,27,null,7206,null,959,null,6823,null,941,null,383,null,238,null,4021,null,955,null,3183,null,843,null,1744,null,624,null,0,null,267,null,1744,null,624,null,1744,null,624,null,0,null,267,null,1439,null,618,null,692,null,346,null,250,null,227,null,250,null,227,null,0,null,267,null,442,null,278,null,923,null,509,null,84,null,103,null,84,null,103,null,0,null,267,null,839,null,492,null,0400000US01,Alabama,01
27097,null,1436,null,12567,null,1101,null,1509,null,576,null,741,null,425,null,0,null,237,null,741,null,425,null,705,null,422,null,36,null,61,null,768,null,409,null,1150,null,614,null,941,null,489,null,315,null,368,null,626,null,309,null,590,null,311,null,36,null,60,null,209,null,238,null,7904,null,996,null,7284,null,1021,null,113,null,149,null,7171,null,1011,null,6833,null,1013,null,338,null,167,null,620,null,325,null,811,null,398,null,645,null,369,null,0,null,237,null,645,null,369,null,601,null,375,null,44,null,31,null,166,null,155,null,485,null,309,null,379,null,307,null,379,null,307,null,0,null,237,null,106,null,104,null,708,null,342,null,48,null,58,null,48,null,58,null,0,null,237,null,660,null,336,null,14530,null,959,null,753,null,421,null,128,null,145,null,0,null,237,null,128,null,145,null,101,null,127,null,27,null,61,null,625,null,380,null,1035,null,455,null,623,null,339,null,0,null,237,null,623,null,339,null,471,null,279,null,152,null,155,null,412,null,393,null,8229,null,763,null,6865,null,883,null,84,null,106,null,6781,null,872,null,6669,null,873,null,112,null,66,null,1364,null,473,null,2722,null,639,null,1809,null,670,null,0,null,237,null,1809,null,670,null,1747,null,667,null,62,null,103,null,913,null,375,null,402,null,300,null,80,null,97,null,80,null,97,null,0,null,237,null,322,null,285,null,1389,null,379,null,79,null,91,null,79,null,91,null,0,null,237,null,1310,null,343,null,0400000US02,Alaska,02
119094,null,2102,null,56159,null,1484,null,4134,null,653,null,1970,null,564,null,0,null,292,null,1970,null,564,null,1655,null,580,null,315,null,250,null,2164,null,609,null,4847,null,724,null,3326,null,728,null,39,null,59,null,3287,null,743,null,2929,null,659,null,358,null,291,null,1521,null,700,null,36837,null,1111,null,31829,null,1380,null,224,null,169,null,31605,null,1405,null,30241,null,1488,null,1364,null,581,null,5008,null,1195,null,5298,null,370,null,3940,null,638,null,0,null,292,null,3940,null,638,null,3804,null,650,null,136,null,163,null,1358,null,562,null,1448,null,482,null,307,null,211,null,307,null,211,null,0,null,292,null,1141,null,415,null,3595,null,519,null,331,null,291,null,331,null,291,null,0,null,292,null,3264,null,542,null,62935,null,1365,null,2524,null,479,null,877,null,411,null,0,null,292,null,877,null,411,null,770,null,401,null,107,null,131,null,1647,null,508,null,4345,null,781,null,2759,null,853,null,0,null,292,null,2759,null,853,null,2540,null,825,null,219,null,204,null,1586,null,572,null,40280,null,1268,null,27117,null,1640,null,215,null,273,null,26902,null,1645,null,26023,null,1648,null,879,null,429,null,13163,null,1548,null,8477,null,535,null,4805,null,675,null,0,null,292,null,4805,null,675,null,4619,null,635,null,186,null,185,null,3672,null,838,null,2822,null,633,null,461,null,258,null,385,null,227,null,76,null,94,null,2361,null,599,null,4487,null,604,null,320,null,422,null,320,null,422,null,0,null,292,null,4167,null,767,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3696792,null,10469,null,1745264,null,7342,null,121903,null,3348,null,28333,null,2258,null,411,null,286,null,27922,null,2338,null,20509,null,1906,null,7413,null,1561,null,93570,null,3622,null,158126,null,2256,null,94997,null,4335,null,2985,null,1265,null,92012,null,4228,null,80276,null,4354,null,11736,null,1553,null,63129,null,3958,null,1029025,null,5749,null,898033,null,8289,null,5675,null,1204,null,892358,null,8352,null,854227,null,9256,null,38131,null,3324,null,130992,null,5331,null,219642,null,1760,null,157882,null,3918,null,0,null,292,null,157882,null,3918,null,148746,null,4063,null,9136,null,1470,null,61760,null,3719,null,69607,null,3452,null,21855,null,2272,null,20593,null,2309,null,1262,null,614,null,47752,null,3133,null,146961,null,3595,null,12634,null,1727,null,12036,null,1663,null,598,null,324,null,134327,null,3700,null,1951528,null,6144,null,117534,null,2845,null,31232,null,2860,null,28,null,47,null,31204,null,2853,null,24614,null,2559,null,6590,null,1275,null,86302,null,3674,null,152966,null,2269,null,93633,null,3625,null,373,null,222,null,93260,null,3644,null,83895,null,3331,null,9365,null,1716,null,59333,null,2991,null,1130891,null,4815,null,819767,null,9764,null,784,null,457,null,818983,null,9776,null,785316,null,10065,null,33667,null,2690,null,311124,null,8212,null,254276,null,1595,null,140758,null,4015,null,0,null,292,null,140758,null,4015,null,134619,null,4023,null,6139,null,1374,null,113518,null,4038,null,85804,null,3092,null,17119,null,2207,null,16254,null,2115,null,865,null,405,null,68685,null,2945,null,210057,null,3372,null,8080,null,1365,null,7544,null,1349,null,536,null,314,null,201977,null,3426,null,0400000US06,California,06
104419,null,2110,null,47244,null,1877,null,3206,null,902,null,1383,null,631,null,121,null,141,null,1262,null,622,null,825,null,554,null,437,null,304,null,1823,null,792,null,4433,null,783,null,3063,null,840,null,147,null,150,null,2916,null,829,null,2329,null,800,null,587,null,363,null,1370,null,469,null,31495,null,1903,null,28142,null,1819,null,1125,null,513,null,27017,null,1845,null,26163,null,1858,null,854,null,541,null,3353,null,843,null,4343,null,760,null,3204,null,653,null,52,null,89,null,3152,null,635,null,2848,null,616,null,304,null,237,null,1139,null,424,null,1531,null,540,null,521,null,291,null,521,null,291,null,0,null,275,null,1010,null,506,null,2236,null,619,null,162,null,188,null,105,null,159,null,57,null,98,null,2074,null,614,null,57175,null,1378,null,3981,null,777,null,1520,null,554,null,84,null,137,null,1436,null,533,null,1280,null,524,null,156,null,166,null,2461,null,750,null,5111,null,864,null,3416,null,872,null,121,null,142,null,3295,null,869,null,3145,null,841,null,150,null,113,null,1695,null,626,null,35768,null,1361,null,26022,null,1646,null,64,null,106,null,25958,null,1665,null,25009,null,1640,null,949,null,390,null,9746,null,1372,null,6430,null,766,null,3644,null,621,null,0,null,275,null,3644,null,621,null,3644,null,621,null,0,null,275,null,2786,null,783,null,1948,null,622,null,105,null,128,null,105,null,128,null,0,null,275,null,1843,null,606,null,3937,null,647,null,193,null,219,null,107,null,162,null,86,null,155,null,3744,null,672,null,0400000US08,Colorado,08
91658,null,1494,null,45325,null,1147,null,2757,null,578,null,1268,null,399,null,111,null,182,null,1157,null,344,null,868,null,287,null,289,null,201,null,1489,null,537,null,3282,null,582,null,2136,null,572,null,110,null,182,null,2026,null,539,null,1936,null,531,null,90,null,113,null,1146,null,432,null,31431,null,840,null,27833,null,1265,null,220,null,288,null,27613,null,1336,null,26668,null,1487,null,945,null,566,null,3598,null,1009,null,4352,null,500,null,3620,null,598,null,0,null,273,null,3620,null,598,null,3294,null,627,null,326,null,248,null,732,null,375,null,1702,null,529,null,969,null,470,null,858,null,436,null,111,null,184,null,733,null,322,null,1801,null,507,null,590,null,272,null,531,null,247,null,59,null,96,null,1211,null,416,null,46333,null,1068,null,2330,null,636,null,1057,null,416,null,0,null,273,null,1057,null,416,null,832,null,362,null,225,null,280,null,1273,null,457,null,4070,null,588,null,2325,null,518,null,66,null,109,null,2259,null,522,null,1894,null,557,null,365,null,309,null,1745,null,554,null,31386,null,945,null,22220,null,1526,null,0,null,273,null,22220,null,1526,null,20337,null,1497,null,1883,null,766,null,9166,null,1551,null,4722,null,539,null,2316,null,555,null,0,null,273,null,2316,null,555,null,2316,null,555,null,0,null,273,null,2406,null,640,null,1152,null,504,null,325,null,267,null,325,null,267,null,0,null,273,null,827,null,407,null,2673,null,530,null,287,null,294,null,218,null,272,null,69,null,114,null,2386,null,591,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
324214,null,4653,null,149113,null,2887,null,9373,null,1635,null,2419,null,771,null,0,null,303,null,2419,null,771,null,1744,null,573,null,675,null,467,null,6954,null,1403,null,13917,null,1465,null,8460,null,1410,null,22,null,36,null,8438,null,1408,null,7931,null,1385,null,507,null,476,null,5457,null,1115,null,92751,null,1833,null,83291,null,2040,null,372,null,296,null,82919,null,2091,null,79892,null,2333,null,3027,null,1044,null,9460,null,1491,null,18046,null,1162,null,14454,null,1223,null,0,null,303,null,14454,null,1223,null,14420,null,1215,null,34,null,58,null,3592,null,813,null,5938,null,1069,null,3017,null,880,null,2734,null,834,null,283,null,275,null,2921,null,785,null,9088,null,1382,null,1685,null,545,null,1478,null,538,null,207,null,212,null,7403,null,1396,null,175101,null,3404,null,8945,null,1456,null,2359,null,690,null,0,null,303,null,2359,null,690,null,1753,null,605,null,606,null,409,null,6586,null,1335,null,12173,null,1286,null,5847,null,1144,null,228,null,260,null,5619,null,1118,null,5148,null,1056,null,471,null,333,null,6326,null,1119,null,110860,null,2464,null,78894,null,3188,null,126,null,156,null,78768,null,3197,null,75001,null,3128,null,3767,null,1043,null,31966,null,2693,null,22905,null,1382,null,12685,null,1393,null,0,null,303,null,12685,null,1393,null,12342,null,1345,null,343,null,252,null,10220,null,1243,null,7079,null,1050,null,2367,null,688,null,2367,null,688,null,0,null,303,null,4712,null,1029,null,13139,null,1339,null,936,null,470,null,936,null,470,null,0,null,303,null,12203,null,1319,null,0400000US12,Florida,12
