C24010B_001E,C24010B_001EA,C24010B_001M,C24010B_001MA,C24010B_002E,C24010B_002EA,C24010B_002M,C24010B_002MA,C24010B_003E,C24010B_003EA,C24010B_003M,C24010B_003MA,C24010B_004E,C24010B_004EA,C24010B_004M,C24010B_004MA,C24010B_005E,C24010B_005EA,C24010B_005M,C24010B_005MA,C24010B_006E,C24010B_006EA,C24010B_006M,C24010B_006MA,C24010B_007E,C24010B_007EA,C24010B_007M,C24010B_007MA,C24010B_008E,C24010B_008EA,C24010B_008M,C24010B_008MA,C24010B_009E,C24010B_009EA,C24010B_009M,C24010B_009MA,C24010B_010E,C24010B_010EA,C24010B_010M,C24010B_010MA,C24010B_011E,C24010B_011EA,C24010B_011M,C24010B_011MA,C24010B_012E,C24010B_012EA,C24010B_012M,C24010B_012MA,C24010B_013E,C24010B_013EA,C24010B_013M,C24010B_013MA,C24010B_014E,C24010B_014EA,C24010B_014M,C24010B_014MA,C24010B_015E,C24010B_015EA,C24010B_015M,C24010B_015MA,GEO_ID,NAME,state
468720,null,8577,null,213475,null,5749,null,34435,null,3588,null,39999,null,3199,null,30211,null,3563,null,2609,null,958,null,34049,null,3162,null,72172,null,4434,null,255245,null,5419,null,70936,null,4373,null,66133,null,3752,null,78250,null,4576,null,152,null,188,null,2041,null,698,null,37733,null,3135,null,0400000US01,Alabama,01
12685,null,1677,null,8014,null,1368,null,1585,null,798,null,2356,null,897,null,1431,null,807,null,0,null,237,null,871,null,505,null,1771,null,758,null,4671,null,971,null,1833,null,1008,null,1442,null,665,null,1396,null,893,null,0,null,237,null,0,null,237,null,0,null,237,null,0400000US02,Alaska,02
89486,null,3824,null,47523,null,2713,null,14091,null,1643,null,8587,null,1761,null,10213,null,1840,null,147,null,183,null,5107,null,1436,null,9378,null,1684,null,41963,null,2791,null,15899,null,1859,null,7685,null,1752,null,15787,null,2022,null,148,null,232,null,122,null,146,null,2322,null,988,null,0400000US04,Arizona,04
163019,null,4925,null,72349,null,3576,null,11499,null,2152,null,14291,null,2220,null,10959,null,1941,null,1171,null,493,null,7711,null,1625,null,26718,null,2716,null,90670,null,3528,null,23774,null,2120,null,26597,null,2524,null,27948,null,2838,null,116,null,149,null,217,null,225,null,12018,null,1568,null,0400000US05,Arkansas,05
917965,null,12663,null,440840,null,8984,null,134391,null,6740,null,84446,null,4696,null,104803,null,5500,null,708,null,398,null,42375,null,4237,null,74117,null,4039,null,477125,null,8098,null,176063,null,5725,null,99454,null,5733,null,175816,null,6161,null,328,null,368,null,3911,null,1212,null,21553,null,2637,null,0400000US06,California,06
83637,null,4035,null,45993,null,2786,null,10542,null,1611,null,9497,null,1944,null,11414,null,1947,null,39,null,66,null,5166,null,1250,null,9335,null,1710,null,37644,null,2627,null,12375,null,1788,null,8941,null,1747,null,15021,null,2015,null,0,null,275,null,60,null,106,null,1247,null,506,null,0400000US08,Colorado,08
148938,null,4582,null,68576,null,3355,null,16584,null,1918,null,15563,null,2141,null,14966,null,2015,null,46,null,75,null,5984,null,1559,null,15433,null,2270,null,80362,null,3344,null,23926,null,2348,null,24533,null,2152,null,26440,null,2683,null,0,null,273,null,396,null,282,null,5067,null,965,null,0400000US09,Connecticut,09
77687,null,2682,null,35730,null,1992,null,9256,null,1716,null,6703,null,1444,null,6800,null,1349,null,0,null,261,null,4154,null,1419,null,8817,null,1696,null,41957,null,2007,null,13532,null,1855,null,10998,null,1801,null,14871,null,2036,null,91,null,128,null,130,null,122,null,2335,null,813,null,0400000US10,Delaware,10
124246,null,4598,null,54549,null,3498,null,17311,null,2196,null,11737,null,2155,null,12581,null,1940,null,0,null,300,null,4778,null,1117,null,8142,null,1938,null,69697,null,3179,null,29309,null,2436,null,18112,null,2551,null,19862,null,2213,null,0,null,300,null,423,null,305,null,1991,null,768,null,0400000US11,District of Columbia,11
1192674,null,12510,null,556793,null,8955,null,103673,null,6103,null,126462,null,6785,null,112424,null,6314,null,2726,null,1133,null,87601,null,6112,null,123907,null,7193,null,635881,null,8953,null,186832,null,6029,null,196374,null,9113,null,211387,null,8436,null,447,null,402,null,3345,null,968,null,37496,null,3502,null,0400000US12,Florida,12
1211056,null,11554,null,556254,null,8500,null,118711,null,6693,null,107973,null,5320,null,111190,null,6499,null,4205,null,1623,null,68955,null,6010,null,145220,null,7618,null,654802,null,8605,null,211992,null,8056,null,153888,null,8085,null,226687,null,7850,null,928,null,568,null,4696,null,1109,null,56611,null,4048,null,0400000US13,Georgia,13
10584,null,1720,null,6160,null,1402,null,1597,null,848,null,786,null,551,null,1645,null,868,null,0,null,271,null,1538,null,684,null,594,null,525,null,4424,null,937,null,2931,null,893,null,621,null,306,null,702,null,504,null,0,null,271,null,41,null,68,null,129,null,150,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
706215,null,10608,null,307108,null,7578,null,69027,null,4310,null,61490,null,4424,null,63801,null,4910,null,249,null,213,null,27597,null,2909,null,84944,null,4846,null,399107,null,6940,null,127129,null,5781,null,94464,null,4665,null,146368,null,5604,null,69,null,123,null,2031,null,698,null,29046,null,3185,null,0400000US17,Illinois,17
216993,null,5922,null,99949,null,3760,null,20146,null,2334,null,21987,null,2120,null,18462,null,2159,null,0,null,265,null,11477,null,1869,null,27877,null,2554,null,117044,null,3532,null,30447,null,2882,null,32199,null,2572,null,40993,null,2966,null,0,null,265,null,355,null,237,null,13050,null,2028,null,0400000US18,Indiana,18
27407,null,2024,null,14787,null,1402,null,3720,null,861,null,3296,null,1190,null,2778,null,897,null,0,null,226,null,853,null,446,null,4140,null,1060,null,12620,null,1468,null,2332,null,666,null,4553,null,963,null,5085,null,1259,null,33,null,58,null,97,null,164,null,520,null,332,null,0400000US19,Iowa,19
62060,null,3687,null,30831,null,2774,null,7317,null,1292,null,7545,null,1642,null,4534,null,1163,null,0,null,242,null,3362,null,969,null,8073,null,1553,null,31229,null,2185,null,9004,null,1569,null,8553,null,1429,null,10123,null,1558,null,0,null,242,null,500,null,397,null,3049,null,976,null,0400000US20,Kansas,20
130170,null,4770,null,59527,null,3402,null,11009,null,2099,null,12415,null,2114,null,9116,null,1593,null,276,null,233,null,5694,null,1376,null,21017,null,2671,null,70643,null,3325,null,16354,null,1870,null,21662,null,2301,null,20973,null,2130,null,322,null,239,null,853,null,447,null,10479,null,1687,null,0400000US21,Kentucky,21
515023,null,9130,null,241368,null,6700,null,30076,null,2915,null,49430,null,3685,null,31301,null,3154,null,2873,null,800,null,50846,null,4652,null,76842,null,4623,null,273655,null,6367,null,70479,null,4434,null,90817,null,4809,null,91439,null,5787,null,569,null,490,null,2036,null,676,null,18315,null,2760,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
777275,null,9809,null,350852,null,6974,null,110232,null,5540,null,62334,null,4438,null,73315,null,5402,null,888,null,696,null,42248,null,4078,null,61835,null,4557,null,426423,null,6295,null,174220,null,6028,null,94861,null,5335,null,138221,null,5778,null,0,null,281,null,2415,null,943,null,16706,null,2376,null,0400000US24,Maryland,24
173054,null,6404,null,83944,null,4540,null,22995,null,2990,null,20626,null,2853,null,17071,null,2234,null,485,null,602,null,6773,null,1794,null,15994,null,2331,null,89110,null,3887,null,29190,null,2872,null,31671,null,3160,null,24348,null,2710,null,0,null,281,null,249,null,216,null,3652,null,1231,null,0400000US25,Massachusetts,25
490185,null,7342,null,212847,null,5492,null,39375,null,3174,null,53262,null,3992,null,34878,null,3853,null,174,null,221,null,19021,null,2478,null,66137,null,4685,null,277338,null,5715,null,78423,null,4176,null,73247,null,3615,null,88755,null,4476,null,179,null,294,null,2240,null,855,null,34494,null,2886,null,0400000US26,Michigan,26
88244,null,4354,null,46611,null,3017,null,13300,null,1915,null,11825,null,2315,null,8295,null,1709,null,59,null,88,null,3395,null,1065,null,9737,null,1791,null,41633,null,2532,null,10748,null,1801,null,13260,null,1619,null,13686,null,1964,null,0,null,211,null,40,null,69,null,3899,null,1158,null,0400000US27,Minnesota,27
388926,null,8574,null,177866,null,5717,null,20527,null,2749,null,36998,null,3739,null,23460,null,2989,null,3682,null,1094,null,28973,null,3155,null,64226,null,4545,null,211060,null,5430,null,51411,null,3783,null,65674,null,4715,null,59589,null,4055,null,569,null,363,null,2014,null,775,null,31803,null,3155,null,0400000US28,Mississippi,28
263624,null,6625,null,117216,null,4469,null,22454,null,2626,null,28402,null,3464,null,25757,null,2607,null,0,null,255,null,12544,null,1766,null,28059,null,2958,null,146408,null,4825,null,39650,null,3051,null,40449,null,3349,null,53183,null,4490,null,0,null,255,null,1009,null,609,null,12117,null,1756,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
30016,null,2374,null,15741,null,1467,null,2539,null,681,null,3393,null,955,null,4158,null,1097,null,227,null,189,null,1776,null,826,null,3648,null,1057,null,14275,null,1605,null,3668,null,933,null,3220,null,922,null,5262,null,1408,null,0,null,218,null,49,null,89,null,2076,null,662,null,0400000US31,Nebraska,31
80626,null,4207,null,40063,null,2506,null,7156,null,1474,null,11208,null,1913,null,9304,null,1884,null,0,null,298,null,4047,null,1099,null,8348,null,1587,null,40563,null,2948,null,10240,null,1602,null,11376,null,1845,null,15134,null,2157,null,0,null,298,null,547,null,482,null,3266,null,1104,null,0400000US32,Nevada,32
