B01001B_001E,B01001B_001EA,B01001B_001M,B01001B_001MA,B01001B_002E,B01001B_002EA,B01001B_002M,B01001B_002MA,B01001B_003E,B01001B_003EA,B01001B_003M,B01001B_003MA,B01001B_004E,B01001B_004EA,B01001B_004M,B01001B_004MA,B01001B_005E,B01001B_005EA,B01001B_005M,B01001B_005MA,B01001B_006E,B01001B_006EA,B01001B_006M,B01001B_006MA,B01001B_007E,B01001B_007EA,B01001B_007M,B01001B_007MA,B01001B_008E,B01001B_008EA,B01001B_008M,B01001B_008MA,B01001B_009E,B01001B_009EA,B01001B_009M,B01001B_009MA,B01001B_010E,B01001B_010EA,B01001B_010M,B01001B_010MA,B01001B_011E,B01001B_011EA,B01001B_011M,B01001B_011MA,B01001B_012E,B01001B_012EA,B01001B_012M,B01001B_012MA,B01001B_013E,B01001B_013EA,B01001B_013M,B01001B_013MA,B01001B_014E,B01001B_014EA,B01001B_014M,B01001B_014MA,B01001B_015E,B01001B_015EA,B01001B_015M,B01001B_015MA,B01001B_016E,B01001B_016EA,B01001B_016M,B01001B_016MA,B01001B_017E,B01001B_017EA,B01001B_017M,B01001B_017MA,B01001B_018E,B01001B_018EA,B01001B_018M,B01001B_018MA,B01001B_019E,B01001B_019EA,B01001B_019M,B01001B_019MA,B01001B_020E,B01001B_020EA,B01001B_020M,B01001B_020MA,B01001B_021E,B01001B_021EA,B01001B_021M,B01001B_021MA,B01001B_022E,B01001B_022EA,B01001B_022M,B01001B_022MA,B01001B_023E,B01001B_023EA,B01001B_023M,B01001B_023MA,B01001B_024E,B01001B_024EA,B01001B_024M,B01001B_024MA,B01001B_025E,B01001B_025EA,B01001B_025M,B01001B_025MA,B01001B_026E,B01001B_026EA,B01001B_026M,B01001B_026MA,B01001B_027E,B01001B_027EA,B01001B_027M,B01001B_027MA,B01001B_028E,B01001B_028EA,B01001B_028M,B01001B_028MA,B01001B_029E,B01001B_029EA,B01001B_029M,B01001B_029MA,B01001B_030E,B01001B_030EA,B01001B_030M,B01001B_030MA,B01001B_031E,B01001B_031EA,B01001B_031M,B01001B_031MA,GEO_ID,NAME,state
1212118,null,5691,null,564365,null,5076,null,46756,null,2056,null,46128,null,2872,null,48942,null,2504,null,32140,null,1848,null,26206,null,2065,null,45894,null,2552,null,42609,null,2160,null,34655,null,1737,null,74050,null,2587,null,76179,null,1739,null,47861,null,1516,null,26973,null,1568,null,12470,null,1360,null,3502,null,770,null,647753,null,4886,null,46588,null,2779,null,48105,null,2962,null,46224,null,2400,null,31444,null,1781,null,20226,null,1733,null,53163,null,2251,null,50581,null,1986,null,40434,null,1779,null,86947,null,2254,null,92913,null,2317,null,59657,null,1181,null,36567,null,979,null,24661,null,1495,null,10243,null,1317,null,0400000US01,Alabama,01
25821,null,2172,null,14908,null,1594,null,987,null,628,null,676,null,546,null,513,null,382,null,685,null,835,null,253,null,412,null,2853,null,1105,null,2003,null,881,null,1488,null,646,null,2054,null,703,null,1886,null,649,null,1316,null,707,null,194,null,228,null,0,null,237,null,0,null,237,null,10913,null,1415,null,827,null,446,null,1331,null,790,null,517,null,396,null,461,null,428,null,493,null,404,null,1092,null,731,null,1357,null,822,null,318,null,364,null,1220,null,622,null,2178,null,760,null,763,null,454,null,282,null,350,null,0,null,237,null,74,null,131,null,0400000US02,Alaska,02
224991,null,5520,null,116500,null,3047,null,10882,null,1190,null,10951,null,1339,null,9685,null,1362,null,6445,null,823,null,3584,null,501,null,9016,null,845,null,9746,null,856,null,8499,null,1060,null,17949,null,1080,null,15128,null,619,null,8184,null,546,null,4382,null,367,null,1365,null,406,null,684,null,413,null,108491,null,3211,null,11136,null,1280,null,10155,null,1521,null,9594,null,1745,null,5703,null,810,null,2773,null,480,null,7617,null,1061,null,8218,null,689,null,7572,null,605,null,15491,null,625,null,13181,null,635,null,8901,null,495,null,4872,null,492,null,2329,null,490,null,949,null,369,null,0400000US04,Arizona,04
442279,null,4286,null,209221,null,3313,null,19139,null,1439,null,18776,null,1938,null,19196,null,1879,null,11397,null,1150,null,8685,null,1452,null,19322,null,1936,null,14292,null,1934,null,12694,null,1446,null,26026,null,2139,null,28344,null,1703,null,16143,null,1026,null,8758,null,1047,null,5048,null,862,null,1401,null,427,null,233058,null,2881,null,17828,null,1344,null,19692,null,1763,null,18448,null,2010,null,11576,null,1057,null,8510,null,1253,null,17453,null,1557,null,18340,null,1600,null,14995,null,1596,null,31686,null,1486,null,31271,null,1648,null,19628,null,943,null,12629,null,942,null,6962,null,851,null,4040,null,827,null,0400000US05,Arkansas,05
2263363,null,12575,null,1110661,null,7928,null,79485,null,2957,null,80712,null,4493,null,88528,null,4834,null,62009,null,1821,null,44365,null,2312,null,95861,null,2843,null,77814,null,2366,null,71470,null,2439,null,173768,null,2923,null,159511,null,2662,null,92543,null,1531,null,52314,null,1360,null,25333,null,1299,null,6948,null,1074,null,1152702,null,8210,null,77449,null,2910,null,75748,null,4286,null,89804,null,4071,null,61136,null,2126,null,39557,null,1370,null,87435,null,2453,null,77114,null,2085,null,72163,null,2164,null,173019,null,2053,null,169894,null,2114,null,107568,null,1781,null,66999,null,1296,null,37405,null,1758,null,17411,null,1703,null,0400000US06,California,06
189217,null,4534,null,99178,null,2928,null,8421,null,1056,null,8623,null,1299,null,7972,null,1305,null,4367,null,429,null,3921,null,1178,null,8718,null,1322,null,7541,null,747,null,6678,null,760,null,16772,null,1329,null,13689,null,1174,null,7257,null,479,null,3582,null,601,null,1437,null,530,null,200,null,194,null,90039,null,3174,null,7824,null,1220,null,8694,null,1831,null,7358,null,1144,null,4107,null,644,null,2800,null,474,null,6342,null,701,null,7561,null,871,null,5847,null,727,null,13256,null,1293,null,12625,null,1042,null,6353,null,535,null,3787,null,605,null,2269,null,830,null,1216,null,420,null,0400000US08,Colorado,08
328401,null,5222,null,156584,null,3580,null,13471,null,1213,null,13430,null,2064,null,12754,null,1408,null,8908,null,677,null,6020,null,472,null,12938,null,1044,null,11395,null,1085,null,11150,null,934,null,24475,null,948,null,18835,null,1009,null,12731,null,668,null,6997,null,581,null,2935,null,301,null,545,null,243,null,171817,null,2907,null,12018,null,827,null,13239,null,1753,null,13373,null,1477,null,9212,null,561,null,5443,null,639,null,12524,null,878,null,11685,null,942,null,11889,null,935,null,26550,null,728,null,23545,null,984,null,16508,null,615,null,9205,null,272,null,4766,null,630,null,1860,null,569,null,0400000US09,Connecticut,09
175682,null,3154,null,82195,null,1951,null,6854,null,577,null,5678,null,1437,null,7341,null,1401,null,4437,null,294,null,4018,null,658,null,6939,null,848,null,5230,null,778,null,4331,null,370,null,13317,null,583,null,11190,null,160,null,7143,null,171,null,3784,null,384,null,1314,null,304,null,619,null,309,null,93487,null,1897,null,6958,null,605,null,5348,null,1012,null,7430,null,1146,null,5166,null,370,null,3232,null,599,null,6992,null,788,null,6228,null,543,null,6374,null,391,null,14837,null,438,null,13423,null,236,null,8764,null,210,null,4721,null,63,null,2997,null,505,null,1017,null,453,null,0400000US10,Delaware,10
321646,null,1629,null,145728,null,1039,null,10548,null,486,null,9279,null,1434,null,11378,null,1400,null,7597,null,82,null,4571,null,170,null,10863,null,233,null,10398,null,300,null,9132,null,465,null,19443,null,302,null,21313,null,365,null,14992,null,187,null,9078,null,195,null,5738,null,479,null,1398,null,458,null,175918,null,1055,null,9860,null,333,null,9119,null,1204,null,10619,null,1238,null,7591,null,208,null,5438,null,300,null,12882,null,417,null,11672,null,283,null,10356,null,277,null,23421,null,261,null,26037,null,442,null,20128,null,326,null,13537,null,166,null,9588,null,959,null,5670,null,936,null,0400000US11,District of Columbia,11
2800374,null,14573,null,1348543,null,8579,null,122993,null,3414,null,110289,null,5226,null,118320,null,5298,null,78489,null,2313,null,56480,null,3472,null,117729,null,4170,null,104002,null,2655,null,84288,null,3271,null,191072,null,4223,null,172878,null,3577,null,104025,null,2085,null,54135,null,1580,null,27864,null,1700,null,5979,null,1408,null,1451831,null,9345,null,117671,null,3264,null,110074,null,4383,null,108949,null,4825,null,74203,null,2344,null,48467,null,2628,null,113595,null,2688,null,112628,null,2919,null,98576,null,2572,null,210460,null,3291,null,196141,null,3104,null,125746,null,1997,null,76406,null,1723,null,42130,null,2295,null,16785,null,2064,null,0400000US12,Florida,12
